Vehicle Registration,Date Stolen,Date Recovered
ABA 782,2010/6/24,
MWJ 367,2010/6/24,
NRW 371,2010/6/24,2010/7/26
FFE 952,2010/6/24,2010/8/6
AZD 864,2010/6/24,
MBK 914,2010/6/24,2010/7/30
SFS 322,2010/6/24,2010/7/4
KHK 696,2010/6/24,2010/7/25
ZCG 653,2010/6/24,
GVT 666,2010/6/24,2010/7/23
MSF 246,2010/6/24,2010/7/2
VDK 398,2010/6/24,2010/6/27
KBA 911,2010/6/24,2010/8/11
WLZ 346,2010/6/24,2010/7/14
TNA 334,2010/6/24,2010/8/10
YLW 482,2010/6/24,2010/7/8
TVE 566,2010/6/24,2010/8/5
SVH 968,2010/6/24,2010/7/13
TRM 488,2010/6/24,2010/7/25
CPB 636,2010/6/24,2010/7/25
ENN 648,2010/6/24,
SPM 511,2010/6/24,
BRP 269,2010/6/24,2010/7/24
EEK 163,2010/6/24,
DPT 137,2010/6/24,2010/8/3
MJP 232,2010/6/24,
WAM 615,2010/6/24,2010/6/28
YRK 251,2010/6/24,2010/7/22
KJH 537,2010/6/24,2010/7/31
WSP 334,2010/6/24,
HGE 675,2010/6/24,2010/6/28
MLC 646,2010/6/24,2010/7/15
VDV 974,2010/6/24,
FEV 388,2010/6/24,2010/8/9
AHW 281,2010/6/24,2010/7/29
GPY 862,2010/6/24,
GDL 267,2010/6/24,2010/7/9
KCH 678,2010/6/24,2010/8/7
MNP 983,2010/6/24,2010/7/23
LXN 251,2010/6/24,
FPA 648,2010/6/24,2010/8/8
AYS 772,2010/6/24,2010/7/1
TEF 159,2010/6/24,
NRR 722,2010/6/24,2010/7/15
REH 273,2010/6/24,2010/7/11
RGZ 858,2010/6/24,2010/6/28
TBJ 384,2010/6/24,2010/7/25
EAB 722,2010/6/24,2010/7/4
MGB 581,2010/6/24,2010/8/2
XMK 316,2010/6/24,2010/7/17
NHZ 172,2010/6/24,2010/7/23
NBY 726,2010/6/24,2010/7/24
BBG 376,2010/6/24,2010/7/19
GXJ 394,2010/6/24,2010/7/7
NHC 832,2010/6/24,2010/6/30
STY 711,2010/6/24,2010/7/12
XZD 933,2010/6/24,2010/8/11
WFV 883,2010/6/24,
VGD 868,2010/6/24,2010/7/5
