Vehicle Registration,Date Stolen,Date Recovered
DDX 999,2013/9/15,2013/10/24
PRL 135,2013/9/15,2013/9/17
ESN 351,2013/9/15,2013/9/17
WYS 755,2013/9/15,2013/10/13
AAR 881,2013/9/15,2013/10/15
HZT 259,2013/9/15,2013/10/11
NVR 242,2013/9/15,
CZC 131,2013/9/15,
CEA 383,2013/9/15,
CVY 538,2013/9/15,2013/10/4
JDD 784,2013/9/15,2013/10/31
YMS 885,2013/9/15,2013/10/10
SPB 393,2013/9/15,2013/10/20
BLB 526,2013/9/15,2013/10/26
NES 196,2013/9/15,2013/10/3
GCJ 368,2013/9/15,2013/9/29
GSV 781,2013/9/15,
LWP 344,2013/9/15,2013/10/21
SLG 684,2013/9/15,
EJA 884,2013/9/15,2013/10/21
ELF 582,2013/9/15,2013/10/4
ENP 291,2013/9/15,2013/10/1
JCP 156,2013/9/15,2013/10/20
KRL 512,2013/9/15,
CHB 823,2013/9/15,2013/10/7
BWK 382,2013/9/15,
BCK 776,2013/9/15,2013/10/20
VHA 279,2013/9/15,
FMA 694,2013/9/15,
RBA 724,2013/9/15,2013/9/18
LHJ 975,2013/9/15,2013/9/30
RMC 823,2013/9/15,
KKB 326,2013/9/15,2013/9/22
JFC 761,2013/9/15,2013/10/4
GVT 465,2013/9/15,2013/9/27
ENZ 549,2013/9/15,2013/10/31
DXG 748,2013/9/15,2013/9/21
DVM 546,2013/9/15,2013/10/25
CSM 455,2013/9/15,2013/10/13
DGB 667,2013/9/15,2013/9/28
HSN 776,2013/9/15,2013/9/17
RWD 797,2013/9/15,2013/9/30
THH 645,2013/9/15,2013/10/28
GHP 175,2013/9/15,2013/9/30
MBD 711,2013/9/15,2013/10/28
RAV 748,2013/9/15,2013/9/15
AKV 336,2013/9/15,2013/9/17
WYK 411,2013/9/15,
MRF 866,2013/9/15,2013/10/14
LWZ 472,2013/9/15,2013/9/27
GEA 371,2013/9/15,2013/9/24
AHX 165,2013/9/15,2013/10/10
GSD 752,2013/9/15,2013/10/26
WCV 567,2013/9/15,2013/9/20
RYC 814,2013/9/15,2013/10/3
LJW 375,2013/9/15,
GJB 116,2013/9/15,
JPL 637,2013/9/15,2013/9/28
EEK 747,2013/9/15,2013/10/15
GSE 236,2013/9/15,2013/10/17
AVE 361,2013/9/15,
YYK 497,2013/9/15,2013/9/26
CLA 514,2013/9/15,2013/10/18
TES 348,2013/9/15,2013/10/26
ZDP 551,2013/9/15,
NGV 432,2013/9/15,2013/11/1
LJB 852,2013/9/15,2013/9/27
CPL 444,2013/9/15,
CRK 727,2013/9/15,
VXZ 863,2013/9/15,2013/10/2
FDW 989,2013/9/15,2013/9/27
YAH 853,2013/9/15,
MSG 682,2013/9/15,2013/10/7
BZB 625,2013/9/15,2013/11/2
FYE 258,2013/9/15,
JPW 145,2013/9/15,2013/10/10
CVF 997,2013/9/15,
SCX 896,2013/9/15,2013/10/20
ALP 616,2013/9/15,2013/10/18
KDE 243,2013/9/15,2013/9/28
LNN 421,2013/9/15,2013/10/28
DDM 495,2013/9/15,2013/9/23
XJB 988,2013/9/15,2013/10/5
CNK 856,2013/9/15,2013/10/19
WHH 414,2013/9/15,2013/9/27
PCL 913,2013/9/15,2013/10/23
ZKG 934,2013/9/15,2013/10/21
DAE 661,2013/9/15,2013/9/15
LCN 628,2013/9/15,2013/10/23
DCG 745,2013/9/15,2013/10/7
VLW 137,2013/9/15,2013/9/20
NTF 926,2013/9/15,2013/10/1
CYK 962,2013/9/15,
RTV 219,2013/9/15,2013/9/25
NHW 229,2013/9/15,2013/9/28
ABA 468,2013/9/15,2013/10/5
VTR 415,2013/9/15,2013/9/26
RRL 599,2013/9/15,2013/10/9
MNJ 872,2013/9/15,
RSY 624,2013/9/15,2013/10/17
HFJ 338,2013/9/15,
CEM 647,2013/9/15,
NKX 946,2013/9/15,2013/10/24
HLT 466,2013/9/15,2013/10/8
ZPD 762,2013/9/15,2013/9/28
ZGS 678,2013/9/15,2013/10/22
XXZ 756,2013/9/15,2013/10/9
KVY 813,2013/9/15,2013/10/11
TGN 861,2013/9/15,2013/10/8
DDA 193,2013/9/15,2013/10/31
SWL 767,2013/9/15,2013/10/18
CKG 834,2013/9/15,2013/10/21
VEV 439,2013/9/15,2013/9/30
KPP 464,2013/9/15,2013/10/24
WKD 288,2013/9/15,
PES 286,2013/9/15,2013/9/20
KHF 745,2013/9/15,2013/9/27
MPF 113,2013/9/15,2013/10/20
RBZ 836,2013/9/15,2013/10/30
JVV 122,2013/9/15,2013/9/17
MXZ 321,2013/9/15,2013/10/24
DHP 268,2013/9/15,2013/10/31
MAM 773,2013/9/15,2013/10/8
JHH 672,2013/9/15,2013/10/16
NMM 334,2013/9/15,2013/10/12
GRS 997,2013/9/15,2013/10/2
WKM 263,2013/9/15,2013/9/18
JDX 872,2013/9/15,2013/10/13
SFN 137,2013/9/15,
LYK 166,2013/9/15,2013/10/27
ZTV 375,2013/9/15,2013/10/20
KGW 257,2013/9/15,
BTE 723,2013/9/15,
JKR 791,2013/9/15,2013/10/18
GFW 143,2013/9/15,2013/9/28
MHR 989,2013/9/15,2013/10/13
CGZ 842,2013/9/15,2013/10/8
KPX 271,2013/9/15,2013/10/3
PZV 388,2013/9/15,2013/10/24
LYF 863,2013/9/15,2013/9/29
XYP 618,2013/9/15,
TCP 741,2013/9/15,2013/10/9
ZFJ 923,2013/9/15,2013/10/28
LEH 486,2013/9/15,
HLH 847,2013/9/15,2013/10/4
LPL 721,2013/9/15,2013/10/5
LSX 494,2013/9/15,2013/9/29
AGC 851,2013/9/15,
AMH 976,2013/9/15,2013/9/20
WRJ 581,2013/9/15,2013/9/18
VXZ 277,2013/9/15,2013/9/23
EVV 166,2013/9/15,2013/9/24
GHT 775,2013/9/15,2013/10/21
PSM 317,2013/9/15,2013/10/22
ESA 612,2013/9/15,2013/10/6
HJS 981,2013/9/15,2013/10/13
LZE 544,2013/9/15,2013/10/19
DCN 129,2013/9/15,2013/11/1
AXX 955,2013/9/15,
YLJ 388,2013/9/15,2013/9/16
CFV 163,2013/9/15,2013/10/15
ASL 964,2013/9/15,2013/9/20
LGX 926,2013/9/15,2013/10/22
RAN 894,2013/9/15,2013/10/11
CZX 919,2013/9/15,2013/10/28
FZX 814,2013/9/15,2013/10/13
HYW 591,2013/9/15,2013/10/6
MXJ 577,2013/9/15,2013/10/29
ECW 652,2013/9/15,2013/10/2
KCR 279,2013/9/15,2013/10/27
LBM 151,2013/9/15,
MJJ 254,2013/9/15,2013/9/18
CFP 959,2013/9/15,
NGB 843,2013/9/15,2013/10/22
BCB 638,2013/9/15,
RWC 182,2013/9/15,
BCB 539,2013/9/15,2013/10/24
AHL 296,2013/9/15,2013/10/15
RWC 434,2013/9/15,2013/9/30
CKF 689,2013/9/15,2013/10/4
GZT 323,2013/9/15,
GMP 849,2013/9/15,
EWK 916,2013/9/15,2013/10/25
VVH 862,2013/9/15,
YBX 193,2013/9/15,2013/9/17
PYC 784,2013/9/15,2013/10/29
FEK 954,2013/9/15,2013/10/2
