Vehicle Registration,Date Stolen,Date Recovered
NDY 454,2015/3/1,2015/3/17
CSM 117,2015/3/1,2015/3/11
FBB 962,2015/3/1,2015/4/13
SHS 451,2015/3/1,
XEF 677,2015/3/1,2015/4/12
KJK 717,2015/3/1,2015/4/11
APY 587,2015/3/1,2015/3/28
GHR 279,2015/3/1,
YJE 856,2015/3/1,2015/4/18
ETN 271,2015/3/1,2015/3/28
MWH 813,2015/3/1,
RVH 417,2015/3/1,2015/3/29
AHV 659,2015/3/1,2015/3/19
RJG 224,2015/3/1,
VRR 966,2015/3/1,2015/4/17
BBE 736,2015/3/1,2015/3/24
DBD 339,2015/3/1,2015/3/26
LYD 792,2015/3/1,2015/4/15
ADN 416,2015/3/1,2015/4/13
JBN 476,2015/3/1,
YTZ 234,2015/3/1,2015/4/13
DBK 743,2015/3/1,2015/4/9
DYS 211,2015/3/1,2015/3/26
ERY 331,2015/3/1,2015/4/10
VCV 228,2015/3/1,2015/3/2
FSE 922,2015/3/1,
GPF 899,2015/3/1,2015/3/1
FKY 656,2015/3/1,
GRX 356,2015/3/1,2015/4/8
XCX 396,2015/3/1,
PTY 789,2015/3/1,2015/4/11
CZY 785,2015/3/1,2015/3/3
DCR 638,2015/3/1,2015/4/3
WWX 817,2015/3/1,2015/4/15
DYZ 778,2015/3/1,2015/3/10
VCD 561,2015/3/1,2015/3/27
BFD 797,2015/3/1,2015/4/5
BEW 119,2015/3/1,2015/4/5
BGP 953,2015/3/1,2015/4/15
YJV 262,2015/3/1,2015/3/4
HLV 852,2015/3/1,2015/4/8
EDR 512,2015/3/1,2015/3/10
JSL 446,2015/3/1,2015/4/17
JXW 595,2015/3/1,2015/3/9
DAS 628,2015/3/1,2015/4/16
MET 364,2015/3/1,2015/3/14
EZW 977,2015/3/1,2015/3/20
MAL 633,2015/3/1,2015/3/23
ZSH 156,2015/3/1,2015/3/30
VNW 386,2015/3/1,2015/3/6
NBG 973,2015/3/1,2015/3/13
PYC 243,2015/3/1,2015/3/31
TAH 913,2015/3/1,2015/3/15
JHC 282,2015/3/1,2015/4/16
YLB 395,2015/3/1,2015/3/3
LYJ 554,2015/3/1,2015/3/5
YPM 832,2015/3/1,2015/4/15
TPP 421,2015/3/1,2015/3/29
AEF 934,2015/3/1,2015/3/13
ZPK 287,2015/3/1,2015/3/10
FPE 362,2015/3/1,2015/4/2
NTL 487,2015/3/1,2015/3/28
HXM 322,2015/3/1,2015/3/14
HFV 678,2015/3/1,
KRC 583,2015/3/1,2015/4/14
MLH 589,2015/3/1,2015/3/22
BBV 929,2015/3/1,
HRX 431,2015/3/1,2015/3/2
FLY 261,2015/3/1,
ART 787,2015/3/1,2015/4/4
VMN 795,2015/3/1,2015/4/10
XBF 345,2015/3/1,2015/3/29
LMF 493,2015/3/1,
