Vehicle Registration,Date Stolen,Date Recovered
YNS 834,2017/10/27,2017/11/1
XFM 685,2017/10/27,2017/11/22
JCH 868,2017/10/27,
ZNE 264,2017/10/27,2017/11/17
KMA 277,2017/10/27,2017/11/18
FCX 686,2017/10/27,2017/11/25
YPG 921,2017/10/27,
ENW 739,2017/10/27,2017/10/31
WVE 353,2017/10/27,2017/12/9
RSN 697,2017/10/27,2017/11/10
ZVF 925,2017/10/27,2017/11/22
TXA 287,2017/10/27,2017/11/16
AKV 143,2017/10/27,2017/12/9
TNF 553,2017/10/27,2017/11/6
GLT 472,2017/10/27,2017/11/11
FWN 637,2017/10/27,2017/12/7
GFN 592,2017/10/27,2017/12/14
YPF 631,2017/10/27,2017/12/12
SPX 499,2017/10/27,2017/11/27
CLW 673,2017/10/27,
TGE 277,2017/10/27,
LBL 187,2017/10/27,2017/10/29
XBY 784,2017/10/27,2017/12/14
PRH 544,2017/10/27,2017/12/11
GEW 987,2017/10/27,2017/12/5
CWY 856,2017/10/27,2017/10/27
KPS 736,2017/10/27,2017/11/9
HXN 141,2017/10/27,
DVT 791,2017/10/27,
FZN 951,2017/10/27,
RYA 873,2017/10/27,2017/11/13
YLR 927,2017/10/27,
CWS 783,2017/10/27,2017/11/20
EMK 413,2017/10/27,2017/12/8
AMJ 599,2017/10/27,2017/11/13
LCT 444,2017/10/27,2017/12/15
KLV 642,2017/10/27,2017/11/8
KSN 289,2017/10/27,2017/11/27
RJY 641,2017/10/27,2017/11/2
MVE 761,2017/10/27,2017/12/12
NYX 552,2017/10/27,2017/12/11
FBB 332,2017/10/27,2017/11/2
LCV 154,2017/10/27,2017/11/3
JPC 695,2017/10/27,2017/12/2
TWP 811,2017/10/27,2017/11/2
LBJ 398,2017/10/27,2017/12/10
RSF 538,2017/10/27,2017/11/9
TLD 913,2017/10/27,2017/12/11
HSM 553,2017/10/27,2017/11/15
ZHN 498,2017/10/27,2017/11/18
STY 333,2017/10/27,2017/10/30
MKC 693,2017/10/27,
DRY 334,2017/10/27,2017/12/6
HWL 938,2017/10/27,2017/11/8
APD 346,2017/10/27,
PRZ 228,2017/10/27,2017/11/21
AKF 392,2017/10/27,2017/11/7
YNX 582,2017/10/27,2017/11/25
DEN 311,2017/10/27,2017/12/4
FWR 647,2017/10/27,2017/11/8
HSY 869,2017/10/27,2017/10/27
JWJ 879,2017/10/27,2017/11/11
BGZ 923,2017/10/27,2017/12/1
RTB 156,2017/10/27,2017/12/11
GHD 127,2017/10/27,2017/10/29
ESX 269,2017/10/27,2017/12/3
MDP 274,2017/10/27,
ZYE 989,2017/10/27,2017/11/12
YCM 473,2017/10/27,2017/11/10
FTS 545,2017/10/27,2017/11/13
ZSM 497,2017/10/27,2017/11/22
ABB 352,2017/10/27,2017/11/12
JBF 544,2017/10/27,2017/11/26
XFX 968,2017/10/27,2017/12/4
PKY 259,2017/10/27,
NNJ 621,2017/10/27,
KLC 338,2017/10/27,2017/11/13
CEL 786,2017/10/27,
GPR 132,2017/10/27,2017/12/5
FBY 899,2017/10/27,2017/11/2
LWN 275,2017/10/27,2017/11/5
CGB 352,2017/10/27,
FEH 647,2017/10/27,2017/12/6
RSA 285,2017/10/27,
CPF 112,2017/10/27,2017/11/17
KWZ 926,2017/10/27,
TYM 866,2017/10/27,2017/11/18
AGL 159,2017/10/27,2017/12/11
RXC 983,2017/10/27,
TMD 578,2017/10/27,
VXK 918,2017/10/27,2017/11/22
DMZ 774,2017/10/27,2017/11/11
YKG 249,2017/10/27,2017/11/7
XLA 149,2017/10/27,
DJF 659,2017/10/27,2017/11/22
JPT 434,2017/10/27,2017/11/14
ETP 369,2017/10/27,2017/11/29
RAB 584,2017/10/27,2017/11/2
MWM 327,2017/10/27,2017/12/9
XLW 828,2017/10/27,2017/11/3
BRX 737,2017/10/27,2017/11/24
SJY 589,2017/10/27,2017/10/28
LMW 581,2017/10/27,2017/11/6
XRJ 218,2017/10/27,2017/11/27
WML 265,2017/10/27,2017/12/14
FFP 773,2017/10/27,2017/11/1
KYJ 797,2017/10/27,
LHV 635,2017/10/27,2017/11/6
VCR 359,2017/10/27,
NZE 645,2017/10/27,2017/12/4
MLS 259,2017/10/27,
VKR 263,2017/10/27,2017/11/25
ATZ 668,2017/10/27,2017/11/15
NHC 152,2017/10/27,
NGC 771,2017/10/27,2017/11/17
GLM 132,2017/10/27,2017/11/15
JJM 652,2017/10/27,2017/12/10
CEN 188,2017/10/27,2017/11/30
VPR 438,2017/10/27,2017/10/29
HDG 233,2017/10/27,2017/11/8
YXP 169,2017/10/27,2017/11/24
JHR 653,2017/10/27,2017/10/27
VXG 651,2017/10/27,2017/10/27
HPH 387,2017/10/27,2017/11/19
YDD 936,2017/10/27,2017/10/28
BEZ 825,2017/10/27,
DWH 496,2017/10/27,2017/12/10
XAV 163,2017/10/27,2017/11/26
XXR 421,2017/10/27,2017/11/9
WLN 312,2017/10/27,2017/11/18
DHD 141,2017/10/27,2017/12/7
FFB 281,2017/10/27,2017/11/6
PHA 381,2017/10/27,
NDN 516,2017/10/27,2017/12/8
NYW 316,2017/10/27,2017/11/8
BGB 911,2017/10/27,2017/11/15
FTS 722,2017/10/27,
LCK 353,2017/10/27,2017/11/10
JGR 829,2017/10/27,
BEE 599,2017/10/27,2017/10/29
TTF 391,2017/10/27,2017/11/27
ZTW 921,2017/10/27,2017/11/11
AKL 745,2017/10/27,2017/11/27
ASR 995,2017/10/27,2017/11/2
BYL 711,2017/10/27,2017/12/5
RGY 518,2017/10/27,
XLM 654,2017/10/27,2017/11/1
CXF 247,2017/10/27,2017/11/14
PGX 356,2017/10/27,2017/11/29
PEA 262,2017/10/27,2017/11/9
WPA 596,2017/10/27,2017/10/30
WFP 286,2017/10/27,2017/12/8
YKW 896,2017/10/27,2017/11/23
VMY 339,2017/10/27,2017/11/28
PAJ 868,2017/10/27,
EDJ 395,2017/10/27,
HBE 235,2017/10/27,2017/11/10
BSS 468,2017/10/27,2017/11/16
NSM 821,2017/10/27,
WWN 733,2017/10/27,2017/11/16
HXX 385,2017/10/27,
TDT 922,2017/10/27,2017/11/15
TNS 394,2017/10/27,2017/12/8
TDH 595,2017/10/27,2017/12/14
GKB 792,2017/10/27,
CJB 134,2017/10/27,2017/12/12
KDZ 752,2017/10/27,2017/11/13
ANM 621,2017/10/27,
EZR 716,2017/10/27,2017/11/19
MPD 638,2017/10/27,2017/10/31
EPB 753,2017/10/27,
BBT 464,2017/10/27,2017/12/13
CXW 373,2017/10/27,2017/11/25
SJD 918,2017/10/27,
LDK 516,2017/10/27,2017/11/28
SNR 181,2017/10/27,
RDL 598,2017/10/27,2017/11/29
AEA 223,2017/10/27,2017/10/31
KNX 594,2017/10/27,2017/12/12
EYN 266,2017/10/27,2017/12/15
JAG 832,2017/10/27,2017/11/5
LLL 865,2017/10/27,2017/12/5
KHP 325,2017/10/27,2017/11/5
FYF 135,2017/10/27,2017/11/14
EJT 112,2017/10/27,2017/12/14
JFZ 591,2017/10/27,2017/12/15
CES 397,2017/10/27,2017/11/18
WBR 492,2017/10/27,2017/11/17
CAP 277,2017/10/27,2017/11/14
JHX 957,2017/10/27,
YLY 182,2017/10/27,2017/11/21
YWF 966,2017/10/27,2017/11/11
WAH 958,2017/10/27,2017/10/27
WLW 685,2017/10/27,
VLK 424,2017/10/27,2017/11/2
MCF 844,2017/10/27,2017/11/28
BRC 544,2017/10/27,
LLE 439,2017/10/27,2017/12/1
LDD 128,2017/10/27,2017/10/31
XJJ 362,2017/10/27,2017/10/28
VBN 248,2017/10/27,2017/12/1
VGY 727,2017/10/27,2017/11/29
JVJ 336,2017/10/27,
NRN 994,2017/10/27,2017/11/25
LVN 246,2017/10/27,2017/10/27
LSG 994,2017/10/27,
TTY 778,2017/10/27,2017/11/1
LJP 737,2017/10/27,2017/11/17
SNE 425,2017/10/27,2017/11/8
VVV 637,2017/10/27,
JKF 358,2017/10/27,2017/11/29
SGT 993,2017/10/27,2017/11/11
GXE 428,2017/10/27,2017/12/13
MBZ 915,2017/10/27,2017/12/15
CKH 852,2017/10/27,2017/12/13
XMR 973,2017/10/27,2017/12/10
LBG 459,2017/10/27,2017/12/13
LZS 487,2017/10/27,
GAX 594,2017/10/27,
ZHL 621,2017/10/27,2017/11/22
EKJ 936,2017/10/27,2017/11/6
MWJ 556,2017/10/27,
XMN 744,2017/10/27,
XEJ 243,2017/10/27,2017/11/12
KLD 547,2017/10/27,2017/12/11
VSA 117,2017/10/27,2017/11/27
HJT 758,2017/10/27,2017/12/10
VHB 131,2017/10/27,2017/12/5
MZB 145,2017/10/27,
PYX 745,2017/10/27,
NZX 156,2017/10/27,2017/12/13
NHR 168,2017/10/27,2017/11/14
XVN 166,2017/10/27,2017/12/15
RNB 592,2017/10/27,2017/11/19
HXM 327,2017/10/27,2017/11/30
ALK 197,2017/10/27,2017/11/24
NCV 699,2017/10/27,2017/11/26
ABJ 964,2017/10/27,2017/11/29
XJR 731,2017/10/27,
CSC 129,2017/10/27,2017/12/10
ZFZ 849,2017/10/27,2017/11/12
GNF 147,2017/10/27,2017/11/9
VBD 518,2017/10/27,2017/11/20
KPL 385,2017/10/27,
ELZ 348,2017/10/27,2017/12/13
AEK 786,2017/10/27,2017/12/7
KLG 274,2017/10/27,
VMK 841,2017/10/27,2017/11/29
VDW 879,2017/10/27,2017/11/5
CEL 847,2017/10/27,2017/11/27
VCV 326,2017/10/27,2017/11/13
PVM 942,2017/10/27,2017/11/24
MRY 679,2017/10/27,2017/11/26
GHA 689,2017/10/27,
XRA 334,2017/10/27,
WAE 943,2017/10/27,2017/11/23
PNJ 789,2017/10/27,2017/10/27
MGA 868,2017/10/27,2017/12/14
BLA 713,2017/10/27,
BTV 776,2017/10/27,2017/10/31
VBY 361,2017/10/27,2017/11/8
PFV 137,2017/10/27,
