Vehicle Registration,Date Stolen,Date Recovered
VRL 176,2017/9/25,2017/10/4
VCD 168,2017/9/25,
YDH 154,2017/9/25,2017/10/19
ZYF 575,2017/9/25,2017/11/10
NMG 632,2017/9/25,2017/10/29
DND 277,2017/9/25,2017/10/17
AHS 613,2017/9/25,2017/10/21
DXC 737,2017/9/25,2017/9/25
ETM 169,2017/9/25,2017/11/2
LLW 923,2017/9/25,2017/11/5
LML 483,2017/9/25,2017/10/14
ZWK 419,2017/9/25,2017/10/22
NXA 924,2017/9/25,
PXD 646,2017/9/25,2017/10/6
BXF 826,2017/9/25,2017/10/18
JFC 754,2017/9/25,2017/11/2
YJJ 438,2017/9/25,
JLV 918,2017/9/25,2017/11/5
PNH 277,2017/9/25,2017/10/6
JBP 934,2017/9/25,2017/10/19
CRR 129,2017/9/25,2017/10/24
WCJ 786,2017/9/25,2017/11/4
KSC 916,2017/9/25,
DLY 221,2017/9/25,2017/11/8
ZNT 528,2017/9/25,2017/10/7
ZBF 645,2017/9/25,2017/9/30
FBL 635,2017/9/25,2017/10/4
VLW 794,2017/9/25,2017/9/26
ELV 384,2017/9/25,2017/10/14
KJA 943,2017/9/25,2017/11/3
HCY 263,2017/9/25,2017/10/26
JGR 795,2017/9/25,2017/11/2
BMJ 978,2017/9/25,2017/9/25
RXC 953,2017/9/25,2017/9/29
SDJ 858,2017/9/25,2017/10/2
WGW 577,2017/9/25,2017/10/28
RKX 888,2017/9/25,2017/11/13
CAL 727,2017/9/25,
ECZ 829,2017/9/25,
HLB 415,2017/9/25,2017/10/6
EEG 132,2017/9/25,2017/10/27
DXS 444,2017/9/25,
HSH 578,2017/9/25,2017/11/1
HSM 486,2017/9/25,2017/10/18
VMM 159,2017/9/25,2017/11/6
LDP 327,2017/9/25,2017/11/3
VZB 327,2017/9/25,2017/10/7
KNS 673,2017/9/25,2017/9/25
KBR 996,2017/9/25,2017/10/28
WHB 635,2017/9/25,2017/10/19
YNP 852,2017/9/25,
FEN 833,2017/9/25,2017/10/9
DAW 219,2017/9/25,
GSL 867,2017/9/25,2017/9/29
BAS 162,2017/9/25,2017/9/26
NNP 718,2017/9/25,2017/9/29
BWK 264,2017/9/25,
MLM 877,2017/9/25,2017/10/18
CPV 352,2017/9/25,2017/10/24
ANM 534,2017/9/25,2017/9/27
PWS 738,2017/9/25,2017/10/11
JRN 262,2017/9/25,2017/10/23
BAP 598,2017/9/25,2017/9/28
FKE 182,2017/9/25,
KAE 897,2017/9/25,2017/10/12
FCX 964,2017/9/25,2017/10/12
ARH 275,2017/9/25,2017/10/22
VWM 873,2017/9/25,
XJT 697,2017/9/25,2017/11/7
SJE 892,2017/9/25,2017/10/8
CKB 286,2017/9/25,2017/10/16
LKB 225,2017/9/25,2017/10/22
FSA 377,2017/9/25,2017/11/4
VZM 437,2017/9/25,2017/11/4
NSS 337,2017/9/25,2017/10/10
ZWD 567,2017/9/25,
VEN 321,2017/9/25,2017/9/29
PVJ 811,2017/9/25,2017/10/22
RKN 583,2017/9/25,2017/11/2
KTG 863,2017/9/25,
THN 126,2017/9/25,2017/10/19
PHR 434,2017/9/25,2017/10/7
GJX 227,2017/9/25,2017/10/13
LAW 473,2017/9/25,2017/11/4
DGC 754,2017/9/25,
ZAW 563,2017/9/25,2017/10/8
LJN 244,2017/9/25,
ZAR 271,2017/9/25,2017/11/3
NHF 145,2017/9/25,2017/10/16
TVF 299,2017/9/25,
TWX 476,2017/9/25,2017/11/11
JBT 485,2017/9/25,2017/10/12
EKX 313,2017/9/25,2017/10/26
YSJ 628,2017/9/25,
DMJ 824,2017/9/25,2017/10/30
JLP 371,2017/9/25,2017/9/28
LJX 516,2017/9/25,2017/9/28
EYK 934,2017/9/25,2017/10/26
ZSG 325,2017/9/25,2017/10/27
SZY 664,2017/9/25,2017/10/5
PDC 796,2017/9/25,2017/9/25
KYR 397,2017/9/25,2017/10/28
WBF 178,2017/9/25,2017/10/1
TBT 165,2017/9/25,2017/11/5
SMH 139,2017/9/25,2017/10/28
SSV 284,2017/9/25,2017/11/6
GYS 622,2017/9/25,2017/10/5
ACZ 889,2017/9/25,2017/11/10
CVN 446,2017/9/25,2017/10/31
JXJ 119,2017/9/25,2017/10/4
ETT 783,2017/9/25,2017/10/31
GMC 298,2017/9/25,2017/10/22
TXC 174,2017/9/25,2017/10/26
ETE 382,2017/9/25,
YPP 122,2017/9/25,2017/10/1
BAC 856,2017/9/25,2017/9/28
GRF 282,2017/9/25,2017/10/25
DZM 115,2017/9/25,
TZF 325,2017/9/25,2017/10/20
TFY 738,2017/9/25,2017/10/9
SPY 297,2017/9/25,2017/10/10
AVY 371,2017/9/25,2017/11/4
FZC 548,2017/9/25,2017/10/12
CSJ 538,2017/9/25,2017/10/19
SXH 466,2017/9/25,
SMG 463,2017/9/25,2017/11/6
LJM 378,2017/9/25,2017/10/9
GCA 338,2017/9/25,
HNM 874,2017/9/25,2017/11/13
VAV 859,2017/9/25,2017/10/6
WTB 832,2017/9/25,2017/10/27
NKC 569,2017/9/25,2017/11/1
ACB 171,2017/9/25,
JYM 615,2017/9/25,2017/10/15
XDJ 576,2017/9/25,
XRF 335,2017/9/25,2017/11/11
GXW 482,2017/9/25,2017/9/30
WAM 461,2017/9/25,
ATP 562,2017/9/25,2017/10/4
GYD 176,2017/9/25,2017/11/3
ZTJ 261,2017/9/25,2017/10/20
BNS 714,2017/9/25,2017/10/20
VCF 595,2017/9/25,
RKB 911,2017/9/25,2017/9/27
FRJ 967,2017/9/25,
FYK 155,2017/9/25,2017/10/11
KFG 643,2017/9/25,2017/11/9
MGL 296,2017/9/25,
LKL 416,2017/9/25,
PFF 112,2017/9/25,
CEL 874,2017/9/25,2017/11/8
VXJ 333,2017/9/25,2017/9/28
GJN 119,2017/9/25,2017/11/5
ZEA 298,2017/9/25,2017/10/19
TGC 718,2017/9/25,
NMP 239,2017/9/25,2017/11/6
DPS 665,2017/9/25,
JSW 547,2017/9/25,2017/11/12
JBN 923,2017/9/25,2017/10/22
BKL 537,2017/9/25,
JSZ 428,2017/9/25,2017/10/30
DYJ 498,2017/9/25,2017/10/31
MTV 249,2017/9/25,2017/10/4
BEN 296,2017/9/25,2017/11/9
CVC 686,2017/9/25,2017/10/31
HGV 292,2017/9/25,
SRA 584,2017/9/25,2017/10/28
MCG 935,2017/9/25,2017/10/10
ARF 281,2017/9/25,2017/9/26
AFW 129,2017/9/25,2017/11/9
SKL 364,2017/9/25,2017/11/5
CRC 737,2017/9/25,2017/10/7
ZFD 383,2017/9/25,2017/10/14
RCM 656,2017/9/25,2017/10/10
EHF 811,2017/9/25,2017/11/10
WMC 294,2017/9/25,2017/10/23
AAD 886,2017/9/25,2017/9/28
AWR 582,2017/9/25,2017/10/5
HPL 954,2017/9/25,2017/10/31
HML 423,2017/9/25,2017/10/28
MGP 544,2017/9/25,2017/11/1
GXV 344,2017/9/25,2017/11/4
GNV 486,2017/9/25,2017/10/31
GEN 327,2017/9/25,2017/10/3
DHZ 667,2017/9/25,2017/9/30
WXS 665,2017/9/25,2017/10/23
SVB 653,2017/9/25,2017/10/18
NAD 395,2017/9/25,2017/10/16
SAB 153,2017/9/25,2017/9/28
LYM 991,2017/9/25,2017/9/26
PRN 465,2017/9/25,2017/10/12
WAA 658,2017/9/25,2017/11/13
LCY 645,2017/9/25,2017/10/16
TLE 585,2017/9/25,2017/9/26
ZHP 391,2017/9/25,2017/11/9
RFE 425,2017/9/25,2017/9/26
YCL 725,2017/9/25,
FBP 238,2017/9/25,2017/9/26
ANP 237,2017/9/25,2017/10/20
ESX 231,2017/9/25,2017/10/10
KNP 713,2017/9/25,2017/10/8
XMZ 857,2017/9/25,2017/11/7
EWJ 698,2017/9/25,
PBM 553,2017/9/25,2017/11/3
VHT 724,2017/9/25,2017/10/9
GBG 787,2017/9/25,2017/11/10
WBY 567,2017/9/25,2017/10/12
FLB 978,2017/9/25,2017/11/12
STA 192,2017/9/25,2017/10/28
NRG 866,2017/9/25,2017/10/12
CAP 543,2017/9/25,
ACM 733,2017/9/25,2017/9/25
CRA 168,2017/9/25,2017/10/19
JBX 945,2017/9/25,2017/9/27
DDW 725,2017/9/25,2017/10/7
DZC 869,2017/9/25,2017/10/26
RWS 863,2017/9/25,2017/10/9
NYC 346,2017/9/25,2017/10/30
BWN 153,2017/9/25,2017/10/10
KPX 776,2017/9/25,2017/9/28
KPG 582,2017/9/25,2017/9/29
XMD 349,2017/9/25,2017/11/12
FPV 745,2017/9/25,2017/11/5
MCK 956,2017/9/25,2017/10/24
WTX 842,2017/9/25,2017/10/28
TTF 921,2017/9/25,2017/10/8
RJK 283,2017/9/25,2017/11/12
TZA 772,2017/9/25,2017/10/13
YEJ 612,2017/9/25,
YWA 739,2017/9/25,2017/10/2
WYG 125,2017/9/25,2017/9/28
VAB 429,2017/9/25,2017/10/5
JZZ 966,2017/9/25,2017/10/19
GHD 933,2017/9/25,2017/10/24
VMX 883,2017/9/25,2017/9/29
DWW 117,2017/9/25,2017/11/10
RJG 392,2017/9/25,
LTT 831,2017/9/25,2017/10/8
KEP 614,2017/9/25,
XLV 885,2017/9/25,2017/10/16
KEH 993,2017/9/25,2017/11/7
SSH 153,2017/9/25,
NHP 813,2017/9/25,2017/11/7
PFK 549,2017/9/25,2017/10/11
HDJ 174,2017/9/25,
HAX 417,2017/9/25,2017/10/21
GSF 586,2017/9/25,
HCG 784,2017/9/25,2017/10/4
JHT 481,2017/9/25,2017/10/12
VLM 145,2017/9/25,2017/10/1
SWD 778,2017/9/25,2017/10/2
RGS 618,2017/9/25,2017/10/10
WDA 892,2017/9/25,2017/10/31
JBS 414,2017/9/25,2017/10/27
AJA 125,2017/9/25,2017/11/13
DZS 647,2017/9/25,2017/10/3
DNF 354,2017/9/25,2017/9/26
BZG 717,2017/9/25,2017/10/31
