Vehicle Registration,Date Stolen,Date Recovered
EED 492,2010/9/9,2010/10/20
FWX 776,2010/9/9,2010/10/26
TPT 927,2010/9/9,2010/10/16
XXR 388,2010/9/9,2010/9/20
ATX 775,2010/9/9,2010/9/24
HRE 394,2010/9/9,2010/10/8
LDV 285,2010/9/9,2010/9/27
KXM 155,2010/9/9,2010/9/15
PMT 973,2010/9/9,2010/10/3
GFP 554,2010/9/9,2010/9/25
GZW 611,2010/9/9,2010/10/3
HJF 812,2010/9/9,2010/10/26
MWS 476,2010/9/9,2010/9/9
RNX 698,2010/9/9,2010/9/10
NBV 575,2010/9/9,2010/9/22
AFN 316,2010/9/9,
GTA 679,2010/9/9,2010/10/17
ZPZ 529,2010/9/9,2010/10/5
HFG 944,2010/9/9,
NDH 417,2010/9/9,
HVF 284,2010/9/9,2010/9/21
GCN 157,2010/9/9,
TBZ 743,2010/9/9,2010/10/12
PAB 664,2010/9/9,2010/10/9
LYE 364,2010/9/9,2010/10/14
ARR 382,2010/9/9,2010/10/3
SFR 974,2010/9/9,
CJN 847,2010/9/9,2010/9/9
MHN 652,2010/9/9,2010/10/2
HBT 764,2010/9/9,2010/9/10
MEX 466,2010/9/9,
FDE 379,2010/9/9,2010/10/7
RTV 568,2010/9/9,2010/9/24
VGP 769,2010/9/9,2010/10/2
HCG 286,2010/9/9,2010/9/23
VLH 492,2010/9/9,2010/10/10
LKB 865,2010/9/9,2010/10/24
YGN 498,2010/9/9,2010/10/2
RKX 764,2010/9/9,2010/10/5
KXT 159,2010/9/9,2010/10/9
RDE 296,2010/9/9,2010/9/16
ERF 519,2010/9/9,2010/10/24
AAS 539,2010/9/9,
YBJ 778,2010/9/9,2010/9/12
SAT 873,2010/9/9,
FBL 921,2010/9/9,2010/10/24
ZVB 521,2010/9/9,2010/9/22
HCF 824,2010/9/9,2010/9/13
PFV 121,2010/9/9,2010/9/23
NRF 359,2010/9/9,2010/10/21
DWT 985,2010/9/9,2010/10/19
TBL 516,2010/9/9,2010/10/20
YDH 938,2010/9/9,2010/9/29
LGY 581,2010/9/9,2010/9/18
GHR 471,2010/9/9,
KEH 167,2010/9/9,2010/10/14
WKG 468,2010/9/9,2010/10/11
KWL 563,2010/9/9,2010/10/16
XCF 695,2010/9/9,2010/9/16
PGN 154,2010/9/9,2010/9/23
PYS 478,2010/9/9,2010/10/19
SHY 861,2010/9/9,
KPE 551,2010/9/9,2010/9/12
GLT 336,2010/9/9,
NTX 654,2010/9/9,
GWY 653,2010/9/9,2010/9/20
WJP 828,2010/9/9,2010/9/21
XHD 325,2010/9/9,
LXG 828,2010/9/9,
NEE 615,2010/9/9,2010/10/21
FEL 999,2010/9/9,2010/10/26
LHT 228,2010/9/9,2010/10/23
TWD 614,2010/9/9,
VMH 966,2010/9/9,2010/10/1
LDZ 912,2010/9/9,2010/9/15
YMJ 814,2010/9/9,2010/10/23
GKX 332,2010/9/9,2010/10/26
WKC 569,2010/9/9,2010/9/18
XHS 189,2010/9/9,2010/10/18
SRS 595,2010/9/9,2010/10/28
PNR 272,2010/9/9,2010/9/15
EBB 617,2010/9/9,2010/10/19
GLZ 778,2010/9/9,2010/10/23
RHM 654,2010/9/9,2010/10/25
LTW 141,2010/9/9,2010/9/18
EKV 792,2010/9/9,
WVE 553,2010/9/9,2010/10/13
SHM 465,2010/9/9,2010/10/17
DSC 387,2010/9/9,2010/10/8
GFM 312,2010/9/9,2010/9/28
WLT 735,2010/9/9,
BAJ 158,2010/9/9,2010/9/11
RAP 312,2010/9/9,
EYE 374,2010/9/9,2010/10/15
ZCM 271,2010/9/9,2010/10/6
XYG 846,2010/9/9,2010/10/16
EWP 152,2010/9/9,2010/9/24
GRM 335,2010/9/9,2010/10/2
GWA 438,2010/9/9,2010/10/26
LXH 294,2010/9/9,2010/10/16
DTB 887,2010/9/9,2010/10/28
VXX 153,2010/9/9,2010/10/1
KRL 553,2010/9/9,2010/9/15
YAM 782,2010/9/9,2010/10/15
YXD 546,2010/9/9,2010/10/21
WFR 518,2010/9/9,2010/9/10
KYT 392,2010/9/9,2010/9/13
PTY 723,2010/9/9,2010/10/26
DZD 719,2010/9/9,2010/10/27
VYS 367,2010/9/9,
AFF 945,2010/9/9,2010/10/27
VGY 761,2010/9/9,2010/9/26
GAG 174,2010/9/9,2010/9/17
YYL 958,2010/9/9,2010/9/18
KYT 911,2010/9/9,2010/9/22
AKX 893,2010/9/9,2010/9/17
NEZ 643,2010/9/9,2010/9/24
BTZ 599,2010/9/9,2010/9/20
BAF 744,2010/9/9,2010/9/30
TPZ 354,2010/9/9,2010/10/4
TVJ 385,2010/9/9,
PBX 318,2010/9/9,
EXS 914,2010/9/9,
VTX 731,2010/9/9,2010/9/18
FHT 269,2010/9/9,2010/9/18
LCC 352,2010/9/9,2010/9/19
XZA 665,2010/9/9,2010/10/7
MEL 168,2010/9/9,2010/10/21
XDB 716,2010/9/9,2010/10/1
SDM 931,2010/9/9,2010/10/12
MYW 316,2010/9/9,2010/9/12
VLP 452,2010/9/9,2010/10/22
FNJ 415,2010/9/9,2010/10/24
MTW 516,2010/9/9,2010/10/27
MWM 795,2010/9/9,2010/10/6
BHY 691,2010/9/9,2010/10/19
GXT 763,2010/9/9,
ANW 376,2010/9/9,2010/10/12
LDW 662,2010/9/9,2010/10/13
ABF 763,2010/9/9,2010/9/25
ZFE 283,2010/9/9,2010/10/20
GLS 473,2010/9/9,2010/10/4
SSC 832,2010/9/9,
EZS 618,2010/9/9,2010/10/2
FKG 545,2010/9/9,2010/9/26
GPH 153,2010/9/9,2010/9/11
NTA 825,2010/9/9,2010/9/15
FBZ 863,2010/9/9,2010/9/17
AAD 319,2010/9/9,
JXL 789,2010/9/9,2010/10/12
YYZ 386,2010/9/9,2010/10/2
GLG 455,2010/9/9,
KYB 528,2010/9/9,2010/10/14
RXL 415,2010/9/9,2010/10/26
JBY 638,2010/9/9,2010/10/8
MKZ 577,2010/9/9,2010/10/9
ELF 983,2010/9/9,
FJR 922,2010/9/9,2010/10/12
NYZ 551,2010/9/9,2010/10/16
HSY 782,2010/9/9,2010/10/22
FPD 631,2010/9/9,
HVJ 936,2010/9/9,2010/9/21
VEZ 782,2010/9/9,
SSN 231,2010/9/9,
MTS 591,2010/9/9,2010/10/8
LWC 778,2010/9/9,2010/9/24
KMX 622,2010/9/9,
GAX 554,2010/9/9,2010/10/20
KHJ 597,2010/9/9,2010/9/30
PLG 916,2010/9/9,2010/9/30
JWS 827,2010/9/9,2010/10/20
RPF 921,2010/9/9,
AVG 458,2010/9/9,2010/10/18
BEA 782,2010/9/9,2010/9/13
PAD 661,2010/9/9,2010/9/18
LZV 345,2010/9/9,2010/10/3
JEZ 331,2010/9/9,2010/9/29
BZT 971,2010/9/9,2010/10/7
MMH 295,2010/9/9,
NPX 515,2010/9/9,2010/9/24
SLH 628,2010/9/9,2010/10/2
PPM 633,2010/9/9,2010/10/26
JFV 923,2010/9/9,2010/10/11
SYR 629,2010/9/9,2010/10/5
RDF 379,2010/9/9,2010/9/28
BWP 398,2010/9/9,2010/10/16
RLB 764,2010/9/9,2010/10/3
VKY 228,2010/9/9,2010/9/27
BZA 116,2010/9/9,2010/10/12
WCW 374,2010/9/9,2010/9/9
EHZ 788,2010/9/9,2010/10/24
RWL 312,2010/9/9,2010/10/4
LYE 986,2010/9/9,
WPX 562,2010/9/9,2010/10/15
KBA 887,2010/9/9,2010/10/20
ATK 224,2010/9/9,2010/10/1
PPW 721,2010/9/9,2010/9/10
BZW 394,2010/9/9,2010/10/13
CBX 927,2010/9/9,2010/9/26
CXY 131,2010/9/9,2010/10/20
DEX 949,2010/9/9,2010/9/20
ALT 986,2010/9/9,2010/9/29
BYC 155,2010/9/9,2010/10/3
FAR 329,2010/9/9,2010/9/25
DJB 757,2010/9/9,
WLX 795,2010/9/9,2010/10/27
LGA 397,2010/9/9,2010/10/28
TYS 339,2010/9/9,
DVT 457,2010/9/9,2010/9/16
WZF 967,2010/9/9,2010/9/10
BDV 891,2010/9/9,2010/9/9
KKY 518,2010/9/9,2010/10/20
EWN 275,2010/9/9,2010/10/27
CRK 159,2010/9/9,2010/9/10
YXF 224,2010/9/9,
THA 286,2010/9/9,
DHV 829,2010/9/9,2010/9/15
EAS 361,2010/9/9,2010/10/27
JZP 256,2010/9/9,2010/10/17
SLH 458,2010/9/9,2010/10/27
JJW 123,2010/9/9,
TSZ 178,2010/9/9,2010/10/2
JNT 892,2010/9/9,2010/10/4
NAB 757,2010/9/9,2010/10/28
BEY 328,2010/9/9,
DPK 877,2010/9/9,2010/9/11
APZ 912,2010/9/9,2010/10/4
WJM 222,2010/9/9,2010/10/1
SPA 593,2010/9/9,2010/10/9
JPP 477,2010/9/9,2010/10/19
ZER 971,2010/9/9,2010/9/22
SRJ 741,2010/9/9,
DLC 175,2010/9/9,2010/10/26
ZLN 552,2010/9/9,
NRE 955,2010/9/9,2010/9/19
HCT 388,2010/9/9,2010/9/17
RNE 267,2010/9/9,2010/9/19
FXY 358,2010/9/9,2010/9/27
BEE 781,2010/9/9,2010/10/8
FLS 587,2010/9/9,
HFV 994,2010/9/9,2010/10/9
KVS 669,2010/9/9,2010/9/18
TDE 665,2010/9/9,2010/10/4
ZNZ 116,2010/9/9,2010/10/10
YVY 214,2010/9/9,2010/10/12
PJG 131,2010/9/9,2010/9/12
GCV 653,2010/9/9,2010/10/4
TDZ 445,2010/9/9,2010/10/15
DDR 819,2010/9/9,2010/10/5
MMA 325,2010/9/9,2010/9/25
LRV 981,2010/9/9,2010/9/11
FBL 843,2010/9/9,
RMX 243,2010/9/9,2010/9/22
PLC 133,2010/9/9,2010/10/13
VAX 778,2010/9/9,
CZM 956,2010/9/9,
FZP 762,2010/9/9,2010/10/7
JMH 491,2010/9/9,
JDB 445,2010/9/9,2010/9/27
PTB 473,2010/9/9,2010/10/17
PYT 361,2010/9/9,2010/10/14
KRJ 256,2010/9/9,
NMP 455,2010/9/9,2010/10/17
NTB 822,2010/9/9,
THT 932,2010/9/9,2010/9/26
KKY 812,2010/9/9,
NZW 274,2010/9/9,
DAS 999,2010/9/9,2010/10/4
DGK 282,2010/9/9,2010/10/18
DEX 159,2010/9/9,2010/10/11
HBF 243,2010/9/9,2010/9/27
YRW 344,2010/9/9,2010/10/1
YRP 873,2010/9/9,2010/9/20
EJA 553,2010/9/9,
JHP 864,2010/9/9,2010/10/25
YCE 245,2010/9/9,2010/9/10
THD 848,2010/9/9,
VYY 938,2010/9/9,2010/10/17
CSX 186,2010/9/9,2010/10/22
TTW 611,2010/9/9,2010/10/27
HFS 226,2010/9/9,2010/10/17
