Vehicle Registration,Date Stolen,Date Recovered
MZH 493,2017/9/8,2017/9/23
BHC 742,2017/9/8,2017/9/23
ZVG 134,2017/9/8,2017/10/9
NRG 344,2017/9/8,
JVK 134,2017/9/8,2017/10/4
YLD 723,2017/9/8,
EHL 532,2017/9/8,
JBW 391,2017/9/8,2017/9/9
HBG 672,2017/9/8,2017/10/24
FSC 839,2017/9/8,2017/9/10
MGC 295,2017/9/8,2017/10/14
XFT 263,2017/9/8,2017/10/8
KLJ 296,2017/9/8,
JWF 611,2017/9/8,2017/10/23
ANV 799,2017/9/8,2017/10/13
HCS 557,2017/9/8,
BEH 759,2017/9/8,2017/9/22
ACS 231,2017/9/8,2017/9/16
HGD 159,2017/9/8,2017/9/8
TNW 897,2017/9/8,2017/10/5
VEN 872,2017/9/8,
FXR 826,2017/9/8,2017/10/6
YYD 261,2017/9/8,
EVA 914,2017/9/8,2017/10/26
NBH 154,2017/9/8,
GAT 632,2017/9/8,
ZPY 164,2017/9/8,2017/9/13
RJP 921,2017/9/8,2017/9/11
XJF 235,2017/9/8,2017/10/12
XZX 531,2017/9/8,
LWZ 559,2017/9/8,
ZPK 271,2017/9/8,2017/9/10
ZXR 892,2017/9/8,2017/10/23
YHC 656,2017/9/8,2017/9/28
KPL 316,2017/9/8,2017/9/26
RBD 616,2017/9/8,2017/10/20
YNN 441,2017/9/8,2017/9/10
YLM 282,2017/9/8,2017/10/10
EVS 267,2017/9/8,2017/9/19
MSE 813,2017/9/8,2017/9/27
LFS 911,2017/9/8,2017/9/21
NEJ 613,2017/9/8,2017/9/12
KVK 387,2017/9/8,
JEX 692,2017/9/8,2017/9/20
CER 647,2017/9/8,
MHP 446,2017/9/8,2017/9/21
PRK 381,2017/9/8,2017/10/1
AMN 826,2017/9/8,2017/9/29
YSL 865,2017/9/8,2017/9/14
KFV 518,2017/9/8,2017/10/18
YPA 371,2017/9/8,
TXN 925,2017/9/8,2017/9/12
XEK 624,2017/9/8,
MTV 639,2017/9/8,
SWY 562,2017/9/8,2017/10/10
XKD 793,2017/9/8,2017/10/4
DYP 942,2017/9/8,2017/10/4
XXT 933,2017/9/8,2017/10/14
EKE 366,2017/9/8,2017/9/19
NMT 731,2017/9/8,2017/9/17
EWK 438,2017/9/8,2017/10/13
GJP 747,2017/9/8,2017/10/13
SHM 512,2017/9/8,2017/9/25
SXH 948,2017/9/8,2017/9/23
SMT 474,2017/9/8,2017/10/4
SRA 295,2017/9/8,2017/9/26
VCA 957,2017/9/8,
LWS 448,2017/9/8,2017/9/14
BTB 893,2017/9/8,2017/10/22
WBV 422,2017/9/8,2017/10/11
LKC 384,2017/9/8,2017/9/26
GTX 962,2017/9/8,2017/10/26
MMD 245,2017/9/8,2017/10/27
EPB 498,2017/9/8,2017/10/20
ELX 978,2017/9/8,2017/10/14
JBN 249,2017/9/8,2017/10/14
CWX 795,2017/9/8,2017/10/16
LRC 249,2017/9/8,2017/9/11
XNS 229,2017/9/8,2017/9/19
VLV 498,2017/9/8,2017/9/10
YJH 192,2017/9/8,2017/9/26
SYM 176,2017/9/8,2017/9/23
ZCF 835,2017/9/8,
RFX 574,2017/9/8,2017/9/11
NXF 961,2017/9/8,2017/10/7
EZK 352,2017/9/8,2017/10/25
DHK 862,2017/9/8,2017/10/25
XEK 638,2017/9/8,2017/9/8
WXL 834,2017/9/8,2017/10/20
MMS 312,2017/9/8,2017/10/10
GRH 493,2017/9/8,2017/9/12
YXC 469,2017/9/8,2017/9/29
ZBL 672,2017/9/8,2017/10/23
LLH 157,2017/9/8,2017/9/20
NZJ 656,2017/9/8,2017/9/28
VBX 434,2017/9/8,2017/9/25
CHG 171,2017/9/8,
TLX 591,2017/9/8,2017/10/23
PKW 658,2017/9/8,2017/10/17
RXV 625,2017/9/8,
CTY 243,2017/9/8,2017/10/23
EFX 179,2017/9/8,2017/10/10
DRV 867,2017/9/8,2017/9/9
NYH 831,2017/9/8,2017/10/25
XWH 227,2017/9/8,2017/10/20
MJK 397,2017/9/8,2017/10/6
EBL 578,2017/9/8,2017/9/30
SPN 591,2017/9/8,
GND 965,2017/9/8,2017/10/5
WKG 237,2017/9/8,2017/9/25
JPR 264,2017/9/8,
JZL 524,2017/9/8,2017/10/1
EGA 466,2017/9/8,2017/9/14
MCT 353,2017/9/8,2017/9/12
GSC 349,2017/9/8,2017/10/2
ZAN 611,2017/9/8,2017/9/16
YVA 979,2017/9/8,2017/9/19
LYR 564,2017/9/8,
XLF 532,2017/9/8,2017/9/13
WCJ 615,2017/9/8,2017/10/14
YGG 721,2017/9/8,2017/9/22
LJV 539,2017/9/8,2017/9/20
KKT 577,2017/9/8,2017/9/15
RWD 666,2017/9/8,
EDN 418,2017/9/8,2017/10/25
DZA 946,2017/9/8,2017/10/22
XTD 672,2017/9/8,2017/10/14
DMB 497,2017/9/8,2017/10/10
SVF 248,2017/9/8,2017/10/6
LZJ 862,2017/9/8,
YGS 859,2017/9/8,
LGE 586,2017/9/8,2017/10/19
HDE 647,2017/9/8,2017/9/29
ERE 789,2017/9/8,2017/10/8
DBK 618,2017/9/8,2017/9/27
MFR 271,2017/9/8,2017/10/13
DYL 518,2017/9/8,
XSR 885,2017/9/8,2017/9/19
RFJ 722,2017/9/8,2017/9/30
VLB 213,2017/9/8,
YGP 852,2017/9/8,2017/10/24
LGT 316,2017/9/8,
ADK 479,2017/9/8,2017/10/17
LYS 674,2017/9/8,2017/9/11
JMX 594,2017/9/8,2017/9/12
HAG 852,2017/9/8,2017/9/29
LBD 988,2017/9/8,2017/10/1
MSJ 544,2017/9/8,
EDX 675,2017/9/8,2017/9/13
BXC 679,2017/9/8,2017/9/30
MMB 632,2017/9/8,2017/10/15
BYZ 216,2017/9/8,2017/9/16
JFP 438,2017/9/8,
ZNX 988,2017/9/8,2017/9/21
