Vehicle Registration,Date Stolen,Date Recovered
ELJ 221,2013/9/11,
ANF 442,2013/9/11,2013/10/28
VBK 691,2013/9/11,2013/10/25
ZLN 229,2013/9/11,2013/9/14
SGA 987,2013/9/11,2013/10/22
NBZ 234,2013/9/11,2013/9/19
TNL 666,2013/9/11,
PPE 653,2013/9/11,
MTR 211,2013/9/11,
EVA 827,2013/9/11,2013/10/4
HVJ 655,2013/9/11,
MYG 352,2013/9/11,2013/9/18
CYS 671,2013/9/11,2013/10/16
WJH 859,2013/9/11,2013/10/29
CPH 794,2013/9/11,
XMP 275,2013/9/11,
RTS 298,2013/9/11,2013/10/23
BSV 229,2013/9/11,2013/10/10
YJD 885,2013/9/11,2013/9/28
JSR 245,2013/9/11,2013/10/26
VGE 838,2013/9/11,2013/10/29
VAP 264,2013/9/11,2013/10/23
YBF 447,2013/9/11,2013/9/21
JAW 326,2013/9/11,2013/10/24
VKG 888,2013/9/11,
JXB 882,2013/9/11,2013/9/15
XTG 435,2013/9/11,
BZJ 397,2013/9/11,
DBK 219,2013/9/11,
VBA 464,2013/9/11,2013/9/30
YWJ 545,2013/9/11,2013/9/23
KEV 841,2013/9/11,2013/9/21
XYR 779,2013/9/11,2013/10/24
RDM 356,2013/9/11,2013/10/5
PCG 146,2013/9/11,2013/10/21
WDS 923,2013/9/11,2013/10/16
XHN 776,2013/9/11,2013/10/8
ZLV 211,2013/9/11,2013/10/18
SCE 371,2013/9/11,2013/9/25
DAX 539,2013/9/11,2013/10/16
LTH 218,2013/9/11,2013/10/27
NHC 876,2013/9/11,2013/10/11
KWE 115,2013/9/11,2013/9/13
BFM 771,2013/9/11,
VLS 376,2013/9/11,2013/10/24
EFS 494,2013/9/11,2013/10/7
JCC 476,2013/9/11,
SNC 732,2013/9/11,2013/9/21
NBC 394,2013/9/11,2013/9/17
YHX 876,2013/9/11,2013/10/20
TAJ 694,2013/9/11,
ERP 152,2013/9/11,
ACW 932,2013/9/11,
ZFK 474,2013/9/11,
VLZ 386,2013/9/11,
VZC 371,2013/9/11,2013/9/29
TXW 688,2013/9/11,2013/9/27
MHR 698,2013/9/11,2013/9/30
KNG 124,2013/9/11,2013/9/21
LRC 423,2013/9/11,2013/9/25
XRS 856,2013/9/11,2013/9/22
CLT 591,2013/9/11,2013/9/24
NGX 274,2013/9/11,2013/10/13
RJD 279,2013/9/11,2013/10/1
AST 325,2013/9/11,2013/9/24
HJX 767,2013/9/11,2013/10/7
JEV 841,2013/9/11,2013/9/23
ZGE 251,2013/9/11,
BKK 339,2013/9/11,
ACW 359,2013/9/11,2013/10/19
XRT 626,2013/9/11,2013/10/27
KEG 831,2013/9/11,2013/9/25
FTP 233,2013/9/11,2013/9/21
KSV 339,2013/9/11,
MGG 836,2013/9/11,2013/10/28
MMV 179,2013/9/11,2013/10/18
VPC 746,2013/9/11,2013/10/11
LJC 577,2013/9/11,2013/10/15
CGG 985,2013/9/11,2013/10/27
VCR 852,2013/9/11,2013/10/15
ZXK 683,2013/9/11,2013/10/12
SSH 955,2013/9/11,2013/10/17
WFY 468,2013/9/11,2013/9/17
RLZ 398,2013/9/11,2013/9/15
RRM 931,2013/9/11,2013/10/16
RHF 129,2013/9/11,2013/9/19
JWZ 333,2013/9/11,
TDZ 444,2013/9/11,2013/9/11
PAF 898,2013/9/11,2013/10/8
NCV 351,2013/9/11,2013/9/17
GRY 188,2013/9/11,2013/9/15
VHD 114,2013/9/11,2013/10/3
HJL 274,2013/9/11,2013/9/29
GDR 256,2013/9/11,2013/10/14
AGB 749,2013/9/11,2013/9/12
YWA 675,2013/9/11,2013/10/16
RLY 269,2013/9/11,2013/10/28
FJT 729,2013/9/11,2013/10/28
RKC 737,2013/9/11,2013/10/25
HSF 847,2013/9/11,2013/10/24
LLK 165,2013/9/11,
HDL 124,2013/9/11,2013/10/9
XVZ 349,2013/9/11,2013/10/28
NMV 871,2013/9/11,2013/10/10
MYE 759,2013/9/11,
GBK 138,2013/9/11,2013/9/22
CGZ 576,2013/9/11,2013/10/6
MMK 173,2013/9/11,2013/9/24
NYM 328,2013/9/11,2013/10/1
EVZ 358,2013/9/11,2013/10/15
GWT 511,2013/9/11,2013/10/18
KSE 155,2013/9/11,
VDL 439,2013/9/11,2013/10/24
XAH 963,2013/9/11,2013/9/11
VST 858,2013/9/11,2013/9/20
DPW 474,2013/9/11,2013/10/2
JYK 444,2013/9/11,2013/9/30
YLN 178,2013/9/11,
SME 876,2013/9/11,2013/10/6
YZD 725,2013/9/11,2013/10/10
PRN 786,2013/9/11,2013/9/24
HKY 132,2013/9/11,2013/10/21
HRT 226,2013/9/11,2013/10/26
KLK 427,2013/9/11,2013/9/18
YCK 126,2013/9/11,
FTL 365,2013/9/11,2013/10/18
DVH 575,2013/9/11,2013/9/25
TVF 438,2013/9/11,2013/9/25
GKC 277,2013/9/11,2013/9/18
GSX 426,2013/9/11,2013/9/18
SPF 446,2013/9/11,2013/10/20
