Vehicle Registration,Date Stolen,Date Recovered
ZCZ 763,2014/5/20,2014/7/8
WMB 764,2014/5/20,2014/6/5
WGJ 165,2014/5/20,2014/5/28
ZFB 977,2014/5/20,
XJJ 824,2014/5/20,
LMS 736,2014/5/20,2014/7/5
GBK 449,2014/5/20,2014/6/5
YCT 421,2014/5/20,
AZW 395,2014/5/20,2014/6/22
CEN 184,2014/5/20,2014/6/18
GXR 732,2014/5/20,2014/6/22
BYW 167,2014/5/20,2014/5/22
PNS 386,2014/5/20,2014/5/31
JAF 243,2014/5/20,2014/6/19
MJC 342,2014/5/20,2014/7/4
GXF 176,2014/5/20,2014/6/27
DCL 373,2014/5/20,2014/6/17
PXG 295,2014/5/20,2014/6/17
GHM 368,2014/5/20,2014/5/22
RWZ 942,2014/5/20,2014/5/24
FXA 374,2014/5/20,2014/6/28
WLR 597,2014/5/20,2014/7/5
GJT 315,2014/5/20,2014/6/25
BCP 836,2014/5/20,2014/5/31
VMZ 143,2014/5/20,2014/5/23
NGK 225,2014/5/20,2014/6/13
YDP 147,2014/5/20,2014/6/23
DRD 679,2014/5/20,
FDT 478,2014/5/20,2014/6/9
HVT 816,2014/5/20,2014/6/1
PSY 212,2014/5/20,
XFY 724,2014/5/20,2014/6/1
JGX 982,2014/5/20,
TPS 699,2014/5/20,2014/6/22
JRA 197,2014/5/20,
CTL 596,2014/5/20,2014/6/30
NCJ 873,2014/5/20,2014/6/26
LXJ 555,2014/5/20,2014/5/21
NJJ 543,2014/5/20,2014/6/23
EXX 167,2014/5/20,
VVA 858,2014/5/20,
XMN 146,2014/5/20,2014/6/13
SMY 634,2014/5/20,2014/6/12
KVN 847,2014/5/20,2014/7/2
TFR 742,2014/5/20,2014/6/11
MFP 976,2014/5/20,2014/5/30
JFH 186,2014/5/20,2014/7/3
HSK 731,2014/5/20,
RVH 297,2014/5/20,2014/5/29
BFA 175,2014/5/20,2014/6/20
NAJ 247,2014/5/20,
HFK 777,2014/5/20,2014/6/9
MKG 831,2014/5/20,2014/6/20
BVA 558,2014/5/20,2014/6/24
BPD 365,2014/5/20,2014/6/29
WDW 735,2014/5/20,2014/7/1
WNL 337,2014/5/20,2014/6/15
JTC 674,2014/5/20,2014/6/20
MRR 162,2014/5/20,2014/6/29
PJA 229,2014/5/20,2014/6/6
YRS 944,2014/5/20,2014/6/13
BPX 942,2014/5/20,2014/5/27
MJE 687,2014/5/20,2014/6/28
VLR 874,2014/5/20,2014/6/5
JMR 177,2014/5/20,
DHZ 939,2014/5/20,2014/6/18
FPP 877,2014/5/20,
XAE 976,2014/5/20,2014/6/18
GJM 851,2014/5/20,2014/6/23
HBM 578,2014/5/20,2014/6/10
