Vehicle Registration,Date Stolen,Date Recovered
XJT 689,2012/1/15,2012/1/31
AXJ 164,2012/1/15,2012/2/20
FDE 336,2012/1/15,2012/3/1
ZHN 945,2012/1/15,2012/2/22
DTC 376,2012/1/15,2012/1/23
PZX 136,2012/1/15,2012/2/9
YAL 439,2012/1/15,2012/2/9
KAR 544,2012/1/15,2012/2/25
CAY 835,2012/1/15,2012/2/17
ZNR 378,2012/1/15,2012/2/9
WXA 414,2012/1/15,
FXW 797,2012/1/15,2012/1/26
CHZ 276,2012/1/15,2012/2/5
HWK 742,2012/1/15,2012/2/10
MFP 544,2012/1/15,2012/2/10
ZTP 469,2012/1/15,2012/2/16
JKE 483,2012/1/15,
KMB 293,2012/1/15,
HGD 717,2012/1/15,2012/2/25
VFE 911,2012/1/15,2012/2/28
EDJ 992,2012/1/15,2012/2/18
NKC 844,2012/1/15,2012/2/24
YNB 389,2012/1/15,2012/1/23
PMP 617,2012/1/15,2012/1/22
RSZ 799,2012/1/15,
NXD 669,2012/1/15,2012/1/29
KMA 596,2012/1/15,2012/2/8
ZSH 551,2012/1/15,2012/1/23
GSE 741,2012/1/15,2012/2/22
MXS 985,2012/1/15,2012/1/19
EDF 577,2012/1/15,
ETT 366,2012/1/15,2012/2/16
THJ 976,2012/1/15,2012/1/17
TAX 185,2012/1/15,2012/2/7
PSF 486,2012/1/15,2012/1/17
FDL 635,2012/1/15,2012/2/4
FDE 422,2012/1/15,2012/2/29
CWV 784,2012/1/15,2012/1/26
GGP 933,2012/1/15,
HVP 614,2012/1/15,2012/1/19
PYW 741,2012/1/15,2012/1/30
VPG 983,2012/1/15,2012/2/22
YWJ 995,2012/1/15,2012/2/18
KBC 463,2012/1/15,2012/2/10
VNC 855,2012/1/15,2012/1/29
ZEC 798,2012/1/15,
ASS 311,2012/1/15,
FWF 399,2012/1/15,2012/2/26
CND 328,2012/1/15,2012/2/3
MCA 741,2012/1/15,2012/1/15
VCG 863,2012/1/15,2012/2/15
FAR 631,2012/1/15,
HRN 469,2012/1/15,
GHS 915,2012/1/15,2012/2/19
WRL 869,2012/1/15,2012/2/26
YLB 227,2012/1/15,2012/1/18
VZK 746,2012/1/15,2012/3/1
GDN 357,2012/1/15,2012/2/14
GKV 655,2012/1/15,2012/2/3
VTK 296,2012/1/15,2012/3/2
FEC 129,2012/1/15,2012/2/23
TRM 545,2012/1/15,2012/1/28
XHX 895,2012/1/15,2012/3/3
PBY 727,2012/1/15,2012/2/29
EZB 465,2012/1/15,2012/2/12
RMX 999,2012/1/15,2012/2/28
LEG 672,2012/1/15,2012/2/14
EVL 111,2012/1/15,2012/1/18
TXG 559,2012/1/15,2012/2/16
TMC 461,2012/1/15,2012/2/3
ERE 954,2012/1/15,
JGD 815,2012/1/15,2012/1/30
LXD 164,2012/1/15,2012/2/23
NYV 312,2012/1/15,
KTW 491,2012/1/15,2012/2/11
ZFB 288,2012/1/15,2012/1/31
ENY 783,2012/1/15,2012/1/21
WRK 556,2012/1/15,2012/3/4
BZJ 369,2012/1/15,2012/2/17
HVB 446,2012/1/15,2012/2/23
PNA 535,2012/1/15,
PCM 371,2012/1/15,2012/2/27
FWC 851,2012/1/15,2012/2/13
XNJ 138,2012/1/15,2012/2/2
WSX 965,2012/1/15,2012/3/3
SGR 544,2012/1/15,2012/2/17
YSB 559,2012/1/15,2012/1/26
ZTN 612,2012/1/15,2012/2/24
TFJ 929,2012/1/15,2012/2/19
XLB 241,2012/1/15,2012/2/25
YCD 578,2012/1/15,2012/2/22
LGZ 893,2012/1/15,2012/2/12
LWV 217,2012/1/15,
AHP 191,2012/1/15,2012/1/25
YBT 993,2012/1/15,2012/1/21
LML 898,2012/1/15,2012/2/23
YMR 536,2012/1/15,2012/2/6
ZDM 427,2012/1/15,2012/3/3
CAY 866,2012/1/15,2012/2/11
RXS 533,2012/1/15,
NAB 446,2012/1/15,2012/2/19
PMZ 877,2012/1/15,2012/2/19
NAT 899,2012/1/15,2012/1/15
ZKX 499,2012/1/15,2012/3/2
AHW 276,2012/1/15,2012/1/16
GPF 167,2012/1/15,2012/2/8
DAZ 263,2012/1/15,2012/1/28
AVJ 984,2012/1/15,2012/2/4
NGV 496,2012/1/15,2012/1/15
AGN 369,2012/1/15,2012/2/15
YYE 897,2012/1/15,2012/1/20
BDC 921,2012/1/15,2012/2/15
ENL 481,2012/1/15,2012/3/3
AZE 369,2012/1/15,
DBA 825,2012/1/15,2012/2/18
DZH 742,2012/1/15,2012/2/21
RPB 153,2012/1/15,2012/2/4
ZPX 968,2012/1/15,
DBT 218,2012/1/15,2012/2/25
XPE 972,2012/1/15,2012/1/22
FFP 199,2012/1/15,2012/2/10
REW 567,2012/1/15,2012/1/28
WFP 446,2012/1/15,2012/2/29
VJE 915,2012/1/15,2012/1/18
LZT 331,2012/1/15,2012/1/24
MXK 893,2012/1/15,
HWB 568,2012/1/15,2012/2/10
HTF 576,2012/1/15,
CBB 699,2012/1/15,2012/1/21
BHW 521,2012/1/15,2012/3/1
HAM 356,2012/1/15,2012/1/24
LCZ 587,2012/1/15,2012/2/10
BGT 834,2012/1/15,2012/1/25
SHK 391,2012/1/15,2012/2/7
VVD 716,2012/1/15,2012/2/19
XJD 896,2012/1/15,2012/2/28
WYK 841,2012/1/15,2012/1/26
WDL 229,2012/1/15,2012/2/19
RSS 158,2012/1/15,2012/2/24
PEZ 834,2012/1/15,
KAK 166,2012/1/15,2012/3/1
NEW 916,2012/1/15,2012/2/3
STE 398,2012/1/15,2012/2/26
CYG 214,2012/1/15,2012/2/18
VKS 257,2012/1/15,
TZL 398,2012/1/15,
VBD 521,2012/1/15,2012/1/22
EKX 638,2012/1/15,
MJD 783,2012/1/15,
XDN 945,2012/1/15,2012/1/15
NFH 132,2012/1/15,2012/1/31
FBY 182,2012/1/15,2012/2/20
HHV 677,2012/1/15,2012/1/21
RCP 952,2012/1/15,2012/1/27
KPC 156,2012/1/15,2012/2/28
ALK 843,2012/1/15,2012/1/26
KPR 174,2012/1/15,2012/2/12
CVH 264,2012/1/15,
WFR 217,2012/1/15,2012/2/7
KLN 333,2012/1/15,2012/1/24
XXN 953,2012/1/15,
BFY 737,2012/1/15,2012/2/22
GGZ 161,2012/1/15,2012/2/17
CYN 383,2012/1/15,2012/2/11
NZG 773,2012/1/15,2012/2/13
GRC 877,2012/1/15,2012/2/6
SWY 941,2012/1/15,2012/2/22
EWV 677,2012/1/15,2012/1/22
RCC 351,2012/1/15,
SJV 998,2012/1/15,2012/3/4
LWM 146,2012/1/15,2012/2/6
ELL 951,2012/1/15,2012/3/1
MJD 662,2012/1/15,2012/1/27
YXG 938,2012/1/15,2012/2/26
WKB 822,2012/1/15,
SRC 961,2012/1/15,2012/2/12
LFK 674,2012/1/15,2012/2/20
PXB 535,2012/1/15,2012/1/25
PBB 192,2012/1/15,2012/2/1
BAY 913,2012/1/15,2012/1/17
HNM 143,2012/1/15,2012/2/19
RTE 418,2012/1/15,
KSH 595,2012/1/15,2012/2/21
YAM 657,2012/1/15,2012/1/30
WDD 792,2012/1/15,2012/1/15
HPJ 291,2012/1/15,2012/2/1
ESM 395,2012/1/15,2012/1/15
WDC 471,2012/1/15,2012/3/4
