Vehicle Registration,Date Stolen,Date Recovered
LVL 282,2012/4/14,2012/4/25
XNW 163,2012/4/14,2012/4/17
CVG 948,2012/4/14,2012/5/2
XLS 657,2012/4/14,2012/5/21
DRT 245,2012/4/14,2012/5/31
PMK 738,2012/4/14,2012/5/2
SLN 172,2012/4/14,2012/4/18
KWF 456,2012/4/14,2012/4/18
VLY 958,2012/4/14,2012/4/26
WWH 847,2012/4/14,
BWX 126,2012/4/14,2012/5/17
NDV 536,2012/4/14,2012/5/31
KFX 795,2012/4/14,2012/4/29
EYF 883,2012/4/14,2012/4/24
KEG 771,2012/4/14,
VYH 417,2012/4/14,2012/5/1
XHH 286,2012/4/14,2012/4/18
MAW 248,2012/4/14,2012/4/21
YBB 133,2012/4/14,2012/4/26
DSZ 129,2012/4/14,2012/5/23
PYZ 591,2012/4/14,2012/5/30
CRD 728,2012/4/14,2012/5/21
VBK 173,2012/4/14,2012/4/15
CYZ 161,2012/4/14,2012/5/9
FJN 587,2012/4/14,2012/4/30
CFY 626,2012/4/14,2012/4/25
ZZF 158,2012/4/14,2012/5/21
YJJ 918,2012/4/14,
DMK 833,2012/4/14,
TNX 545,2012/4/14,2012/5/8
SSC 785,2012/4/14,2012/4/20
PGN 434,2012/4/14,2012/5/26
CXK 625,2012/4/14,2012/6/2
VCG 993,2012/4/14,2012/5/29
XXG 375,2012/4/14,2012/4/23
KZD 177,2012/4/14,2012/5/25
SPH 519,2012/4/14,2012/5/3
SJX 722,2012/4/14,2012/5/12
JBN 415,2012/4/14,2012/5/11
SSD 239,2012/4/14,
GXE 394,2012/4/14,2012/5/5
LAP 355,2012/4/14,2012/5/11
JWP 624,2012/4/14,
ARV 373,2012/4/14,2012/5/31
KWK 393,2012/4/14,2012/5/1
RNY 193,2012/4/14,2012/4/19
DYT 543,2012/4/14,2012/5/26
NBG 362,2012/4/14,2012/4/26
BXX 713,2012/4/14,
LPZ 653,2012/4/14,2012/4/27
NPC 855,2012/4/14,
AMR 991,2012/4/14,2012/5/4
GSZ 134,2012/4/14,2012/4/21
SPA 742,2012/4/14,2012/5/5
VLT 995,2012/4/14,2012/5/23
NVS 564,2012/4/14,2012/4/22
EKH 833,2012/4/14,
LFC 846,2012/4/14,2012/5/21
CJD 534,2012/4/14,2012/5/12
XHL 576,2012/4/14,2012/4/27
KPN 986,2012/4/14,2012/6/1
ZNM 749,2012/4/14,2012/4/23
BXL 326,2012/4/14,2012/4/20
XMX 189,2012/4/14,2012/5/7
ZTJ 898,2012/4/14,2012/5/31
KPM 798,2012/4/14,2012/5/6
CLL 821,2012/4/14,2012/4/22
LVA 479,2012/4/14,
CRT 654,2012/4/14,2012/4/14
ZAV 614,2012/4/14,
BYX 357,2012/4/14,2012/5/19
NPH 286,2012/4/14,2012/5/19
XMP 318,2012/4/14,2012/5/5
LFW 236,2012/4/14,
YZG 814,2012/4/14,2012/5/11
YWB 918,2012/4/14,2012/5/4
GHR 686,2012/4/14,2012/6/1
MCW 286,2012/4/14,2012/5/18
XGF 838,2012/4/14,2012/5/2
ZDG 385,2012/4/14,2012/5/22
WLW 891,2012/4/14,2012/4/27
ABH 953,2012/4/14,2012/5/14
DBA 766,2012/4/14,2012/4/18
ZDP 637,2012/4/14,
HEJ 478,2012/4/14,2012/4/16
AYV 254,2012/4/14,2012/6/1
MYC 741,2012/4/14,2012/4/17
JKY 756,2012/4/14,2012/6/2
RGP 393,2012/4/14,2012/5/15
AFS 689,2012/4/14,2012/5/27
EAC 467,2012/4/14,2012/5/12
CCA 393,2012/4/14,2012/5/1
YLN 376,2012/4/14,2012/5/17
GTS 244,2012/4/14,2012/5/4
NHN 556,2012/4/14,2012/5/15
THE 833,2012/4/14,2012/5/5
XGS 346,2012/4/14,2012/5/25
HWC 814,2012/4/14,2012/5/31
SMV 679,2012/4/14,2012/5/30
WPM 448,2012/4/14,2012/4/16
HZH 171,2012/4/14,2012/4/21
MAC 657,2012/4/14,2012/5/29
JLC 758,2012/4/14,2012/4/16
HJL 714,2012/4/14,2012/4/20
VCN 119,2012/4/14,2012/4/14
JWB 773,2012/4/14,
SDB 973,2012/4/14,2012/5/5
YHS 364,2012/4/14,
XPW 428,2012/4/14,2012/5/1
LKH 784,2012/4/14,
MJA 942,2012/4/14,2012/5/21
SCC 727,2012/4/14,2012/4/16
AYV 255,2012/4/14,2012/5/29
VNL 397,2012/4/14,2012/5/16
DRV 348,2012/4/14,2012/5/22
XHR 177,2012/4/14,2012/4/28
JJR 851,2012/4/14,
KDD 775,2012/4/14,2012/5/9
LNM 598,2012/4/14,
DCF 288,2012/4/14,
GSX 618,2012/4/14,
CVV 371,2012/4/14,2012/5/31
WSP 228,2012/4/14,2012/5/27
WMR 484,2012/4/14,2012/4/20
BAL 159,2012/4/14,2012/5/26
MLJ 213,2012/4/14,
DVG 229,2012/4/14,2012/6/1
VHT 626,2012/4/14,2012/4/26
RDD 759,2012/4/14,2012/5/28
WYR 747,2012/4/14,2012/5/10
BMF 129,2012/4/14,
AZE 223,2012/4/14,2012/5/11
ESL 827,2012/4/14,2012/5/16
YJH 333,2012/4/14,
VDM 643,2012/4/14,2012/5/11
TAR 577,2012/4/14,2012/5/19
JSL 736,2012/4/14,2012/5/4
WAC 762,2012/4/14,2012/5/28
XDK 179,2012/4/14,2012/5/14
DTC 212,2012/4/14,2012/5/11
STW 684,2012/4/14,
TET 328,2012/4/14,2012/4/18
CXR 537,2012/4/14,2012/5/25
CMN 553,2012/4/14,2012/4/26
LXB 833,2012/4/14,2012/6/1
JFF 523,2012/4/14,2012/5/26
RLZ 251,2012/4/14,
YJL 383,2012/4/14,2012/5/15
ZAX 373,2012/4/14,2012/5/2
YDD 943,2012/4/14,2012/4/28
REX 131,2012/4/14,2012/4/27
XBX 887,2012/4/14,
PVN 246,2012/4/14,2012/5/12
CDF 389,2012/4/14,2012/5/13
CRR 646,2012/4/14,2012/4/20
TKJ 745,2012/4/14,2012/4/14
LAH 672,2012/4/14,
RLX 289,2012/4/14,2012/5/14
KFT 211,2012/4/14,
SSJ 938,2012/4/14,2012/4/17
DZW 869,2012/4/14,2012/5/31
FNZ 979,2012/4/14,2012/4/17
WLF 178,2012/4/14,2012/4/25
GHY 175,2012/4/14,2012/5/25
JFA 818,2012/4/14,2012/4/27
GVY 418,2012/4/14,2012/4/30
PND 769,2012/4/14,2012/5/29
THM 319,2012/4/14,2012/4/24
TEM 493,2012/4/14,
EVV 998,2012/4/14,2012/5/5
ZEJ 231,2012/4/14,2012/4/22
HSC 739,2012/4/14,2012/5/2
NCR 838,2012/4/14,2012/5/23
WCM 829,2012/4/14,2012/5/2
YCG 951,2012/4/14,2012/5/8
ACC 329,2012/4/14,2012/5/23
KKH 826,2012/4/14,
KZJ 254,2012/4/14,2012/4/24
HDW 265,2012/4/14,2012/5/24
PAW 285,2012/4/14,2012/4/27
HFJ 766,2012/4/14,2012/5/24
YEL 563,2012/4/14,2012/4/20
YSX 926,2012/4/14,2012/5/15
RVD 279,2012/4/14,2012/4/30
TMW 395,2012/4/14,2012/5/22
HLE 493,2012/4/14,2012/5/31
XEF 163,2012/4/14,2012/5/20
RKC 847,2012/4/14,2012/5/14
XPW 158,2012/4/14,2012/5/16
YCP 642,2012/4/14,2012/6/1
WWF 573,2012/4/14,2012/4/23
VCR 549,2012/4/14,2012/5/1
XFN 448,2012/4/14,
NVD 571,2012/4/14,2012/4/28
LSA 651,2012/4/14,2012/4/25
KJG 321,2012/4/14,2012/4/17
VZT 266,2012/4/14,2012/5/31
ZEZ 916,2012/4/14,2012/5/21
WDB 697,2012/4/14,2012/4/22
AYY 155,2012/4/14,2012/5/26
TDT 732,2012/4/14,2012/5/26
TAP 323,2012/4/14,2012/5/11
RNL 114,2012/4/14,
VZD 779,2012/4/14,2012/5/5
HME 991,2012/4/14,2012/5/5
HEX 928,2012/4/14,2012/5/17
JDJ 918,2012/4/14,2012/5/5
BTX 392,2012/4/14,2012/4/23
PDY 616,2012/4/14,2012/5/27
DVR 862,2012/4/14,2012/5/25
HKG 555,2012/4/14,2012/5/4
CXW 221,2012/4/14,
AAG 191,2012/4/14,2012/5/15
GVW 326,2012/4/14,2012/5/21
YZZ 687,2012/4/14,
TKL 277,2012/4/14,
BLV 588,2012/4/14,2012/6/2
VNF 762,2012/4/14,2012/5/2
DYF 212,2012/4/14,2012/5/1
RDF 565,2012/4/14,2012/6/2
JVD 682,2012/4/14,
ZTV 347,2012/4/14,2012/5/11
BAA 852,2012/4/14,2012/5/30
DKX 765,2012/4/14,2012/5/15
NSG 897,2012/4/14,2012/5/14
WDF 441,2012/4/14,2012/5/29
PRK 642,2012/4/14,
WFM 434,2012/4/14,2012/5/10
CKS 747,2012/4/14,2012/5/14
KBA 496,2012/4/14,
MXB 911,2012/4/14,2012/5/30
PCZ 722,2012/4/14,2012/5/15
PTE 942,2012/4/14,2012/5/13
BBD 327,2012/4/14,2012/4/25
TKY 446,2012/4/14,
MHD 378,2012/4/14,2012/4/23
KPS 246,2012/4/14,2012/5/19
GDX 996,2012/4/14,2012/4/27
XSA 733,2012/4/14,
HDJ 113,2012/4/14,
XYX 511,2012/4/14,
TNC 274,2012/4/14,2012/4/21
AGK 184,2012/4/14,2012/6/2
MSX 227,2012/4/14,2012/4/29
ASC 177,2012/4/14,2012/5/25
VXA 729,2012/4/14,2012/4/29
ALZ 791,2012/4/14,2012/4/29
YRZ 427,2012/4/14,
GCC 142,2012/4/14,2012/4/23
LNG 943,2012/4/14,2012/4/18
JZE 775,2012/4/14,2012/4/18
JRB 175,2012/4/14,
ZZJ 183,2012/4/14,2012/5/11
GSG 483,2012/4/14,2012/6/2
NJZ 252,2012/4/14,2012/4/30
ADP 711,2012/4/14,2012/5/9
XDZ 591,2012/4/14,
KHL 137,2012/4/14,
RKM 455,2012/4/14,2012/5/14
PRA 678,2012/4/14,
EHL 645,2012/4/14,2012/5/20
NXT 273,2012/4/14,2012/5/7
ZNZ 652,2012/4/14,2012/5/6
NDW 312,2012/4/14,2012/5/3
MFV 935,2012/4/14,
SBW 674,2012/4/14,2012/4/20
ESP 282,2012/4/14,
XBB 265,2012/4/14,2012/5/4
MER 455,2012/4/14,2012/6/2
WWY 538,2012/4/14,
AMA 453,2012/4/14,2012/5/17
PSB 256,2012/4/14,2012/5/8
RKC 587,2012/4/14,2012/5/23
TEG 132,2012/4/14,
KYC 251,2012/4/14,2012/5/25
MFV 858,2012/4/14,2012/6/1
HSW 871,2012/4/14,2012/4/29
THP 496,2012/4/14,2012/4/20
YZT 544,2012/4/14,2012/5/23
PXA 591,2012/4/14,2012/4/26
EAR 539,2012/4/14,2012/5/3
PWJ 255,2012/4/14,2012/4/26
CGX 515,2012/4/14,2012/5/26
XGE 818,2012/4/14,2012/5/3
CRD 996,2012/4/14,2012/4/24
PJX 696,2012/4/14,
RCK 628,2012/4/14,2012/5/29
DSR 976,2012/4/14,2012/4/27
KPA 733,2012/4/14,2012/5/31
CYW 653,2012/4/14,2012/6/2
DBD 948,2012/4/14,2012/5/14
VJV 392,2012/4/14,2012/4/24
CAE 464,2012/4/14,2012/5/27
DXL 293,2012/4/14,2012/4/24
SKV 753,2012/4/14,2012/5/8
ZSZ 857,2012/4/14,2012/5/14
SWM 516,2012/4/14,2012/5/13
EVV 534,2012/4/14,2012/5/1
EXN 545,2012/4/14,2012/5/10
NNJ 949,2012/4/14,2012/5/26
FPM 277,2012/4/14,
WZL 659,2012/4/14,2012/4/29
JLS 611,2012/4/14,
GSZ 537,2012/4/14,2012/5/8
ZGE 783,2012/4/14,2012/5/21
ZLS 418,2012/4/14,2012/4/29
FVM 832,2012/4/14,
CJV 174,2012/4/14,
LFS 276,2012/4/14,
TDP 641,2012/4/14,2012/4/18
JJF 526,2012/4/14,2012/5/30
XAP 547,2012/4/14,2012/5/23
PMZ 821,2012/4/14,2012/5/22
BJC 267,2012/4/14,
FHS 324,2012/4/14,2012/4/15
HYG 792,2012/4/14,
JAA 813,2012/4/14,2012/4/27
PPJ 758,2012/4/14,
FNF 195,2012/4/14,2012/5/7
MCL 281,2012/4/14,2012/5/16
RBT 679,2012/4/14,2012/6/1
BKS 513,2012/4/14,2012/4/30
VDL 496,2012/4/14,2012/4/17
MVH 981,2012/4/14,2012/5/7
YNB 516,2012/4/14,2012/5/2
NFA 679,2012/4/14,2012/4/23
VZK 652,2012/4/14,
ZWA 961,2012/4/14,
YCP 528,2012/4/14,
VEW 765,2012/4/14,2012/4/21
PBC 868,2012/4/14,2012/4/15
SBL 364,2012/4/14,2012/5/16
CZP 637,2012/4/14,2012/4/16
LFW 442,2012/4/14,2012/5/2
SJH 693,2012/4/14,
BWV 243,2012/4/14,2012/5/13
NGP 685,2012/4/14,2012/4/28
AEH 417,2012/4/14,2012/5/2
SZM 211,2012/4/14,2012/5/16
NMN 599,2012/4/14,2012/5/10
RLV 167,2012/4/14,2012/5/13
CLM 791,2012/4/14,2012/4/18
LFL 474,2012/4/14,2012/4/30
RVB 498,2012/4/14,
RCR 583,2012/4/14,2012/6/1
JHB 669,2012/4/14,2012/5/27
KEZ 741,2012/4/14,2012/5/11
DHJ 863,2012/4/14,2012/4/29
LJA 846,2012/4/14,
GLA 447,2012/4/14,2012/5/28
XNY 783,2012/4/14,2012/5/18
MKJ 592,2012/4/14,
AVC 291,2012/4/14,2012/4/21
RVJ 912,2012/4/14,2012/5/30
KSX 136,2012/4/14,2012/5/4
SKG 929,2012/4/14,
DXJ 567,2012/4/14,2012/5/23
JAA 187,2012/4/14,2012/5/10
LZC 233,2012/4/14,2012/5/25
JXL 572,2012/4/14,2012/5/18
NHV 284,2012/4/14,2012/5/23
YZS 364,2012/4/14,2012/4/30
YYL 281,2012/4/14,2012/5/21
BZD 723,2012/4/14,2012/4/22
HHL 694,2012/4/14,
DJG 456,2012/4/14,
NNM 875,2012/4/14,2012/5/27
NWC 831,2012/4/14,2012/5/10
WLY 387,2012/4/14,2012/6/2
JJB 574,2012/4/14,2012/5/3
CCE 684,2012/4/14,2012/5/11
LZZ 137,2012/4/14,
WSM 166,2012/4/14,2012/4/20
NZJ 344,2012/4/14,
LPT 288,2012/4/14,2012/5/24
YAV 989,2012/4/14,2012/4/28
NYP 193,2012/4/14,2012/5/26
AJC 893,2012/4/14,
EWR 697,2012/4/14,2012/4/27
XBD 683,2012/4/14,2012/4/14
STT 577,2012/4/14,
TFC 571,2012/4/14,2012/5/7
NSR 936,2012/4/14,2012/5/17
RPD 823,2012/4/14,2012/5/16
JKB 259,2012/4/14,2012/4/28
NMX 768,2012/4/14,2012/4/24
PLA 251,2012/4/14,
BYX 254,2012/4/14,2012/6/1
PHB 493,2012/4/14,2012/4/21
KDJ 779,2012/4/14,2012/4/23
KGF 725,2012/4/14,2012/4/25
AAC 612,2012/4/14,
MHC 378,2012/4/14,2012/5/30
HJR 477,2012/4/14,
TAT 223,2012/4/14,
CTH 926,2012/4/14,2012/5/10
DEE 488,2012/4/14,2012/4/18
JXH 888,2012/4/14,2012/5/16
SZW 148,2012/4/14,2012/6/2
ABE 951,2012/4/14,2012/4/24
XJF 559,2012/4/14,2012/5/1
YEW 395,2012/4/14,2012/4/24
CAE 275,2012/4/14,2012/5/28
FYH 772,2012/4/14,2012/4/14
SMY 562,2012/4/14,2012/5/27
PZC 397,2012/4/14,2012/4/28
WYW 581,2012/4/14,2012/4/17
LXE 556,2012/4/14,2012/4/22
DLN 457,2012/4/14,2012/5/18
CHM 746,2012/4/14,2012/5/4
RVX 735,2012/4/14,2012/5/10
LMZ 794,2012/4/14,
VGB 528,2012/4/14,
FYJ 553,2012/4/14,2012/4/16
LRX 774,2012/4/14,2012/5/11
YYZ 179,2012/4/14,2012/5/29
BLY 169,2012/4/14,2012/5/4
VVM 311,2012/4/14,
MDF 356,2012/4/14,2012/4/30
TJM 291,2012/4/14,2012/5/2
ARK 149,2012/4/14,2012/4/26
FBY 993,2012/4/14,2012/5/13
WWM 676,2012/4/14,2012/4/27
DNG 242,2012/4/14,2012/5/28
JGG 561,2012/4/14,2012/5/21
XTB 464,2012/4/14,2012/5/8
VPH 157,2012/4/14,2012/5/10
JYX 871,2012/4/14,
ECM 692,2012/4/14,2012/4/28
CZS 958,2012/4/14,2012/5/25
BVJ 888,2012/4/14,2012/4/29
TVB 729,2012/4/14,2012/5/26
RAE 588,2012/4/14,2012/5/11
HNZ 515,2012/4/14,2012/5/30
BDT 863,2012/4/14,2012/4/22
VXX 216,2012/4/14,
CXH 573,2012/4/14,2012/5/27
FTL 488,2012/4/14,2012/5/14
XNP 129,2012/4/14,2012/4/24
WVS 994,2012/4/14,2012/5/13
YVJ 224,2012/4/14,2012/5/24
FMP 888,2012/4/14,
GRF 596,2012/4/14,
