Vehicle Registration,Date Stolen,Date Recovered
CJS 313,2014/9/30,2014/10/21
XZM 326,2014/9/30,2014/11/17
DFS 371,2014/9/30,2014/11/1
JJR 519,2014/9/30,2014/10/29
ABS 393,2014/9/30,2014/11/6
DKK 128,2014/9/30,2014/10/4
SZX 699,2014/9/30,
TAW 669,2014/9/30,2014/11/10
JBG 297,2014/9/30,2014/10/21
LLC 366,2014/9/30,2014/10/24
GBT 119,2014/9/30,
BPM 951,2014/9/30,
NLS 159,2014/9/30,
MAD 487,2014/9/30,
MFJ 638,2014/9/30,2014/11/12
LDB 325,2014/9/30,2014/10/18
XXT 194,2014/9/30,2014/10/4
HSL 182,2014/9/30,2014/10/16
CHJ 271,2014/9/30,2014/11/16
PFR 484,2014/9/30,
RVN 894,2014/9/30,
DAF 538,2014/9/30,2014/10/30
WSE 812,2014/9/30,2014/11/1
YZL 677,2014/9/30,2014/10/24
VKH 165,2014/9/30,2014/10/23
BFA 774,2014/9/30,2014/10/22
RGM 231,2014/9/30,2014/11/16
CSY 996,2014/9/30,2014/10/20
MHS 856,2014/9/30,2014/11/6
EMT 819,2014/9/30,2014/10/4
MRZ 423,2014/9/30,2014/11/2
LVX 955,2014/9/30,2014/11/2
VNE 576,2014/9/30,
NDZ 731,2014/9/30,
PKJ 379,2014/9/30,
RZJ 778,2014/9/30,2014/11/12
WHB 576,2014/9/30,2014/11/9
JXX 149,2014/9/30,2014/10/20
JSG 124,2014/9/30,2014/11/5
HAV 726,2014/9/30,2014/10/20
FGW 919,2014/9/30,2014/10/23
PLX 822,2014/9/30,2014/11/10
NZG 968,2014/9/30,2014/10/26
PED 781,2014/9/30,2014/11/6
LDV 124,2014/9/30,2014/10/17
FHL 759,2014/9/30,
ECD 235,2014/9/30,2014/10/7
THH 877,2014/9/30,2014/10/6
SCG 947,2014/9/30,
PWS 348,2014/9/30,2014/10/1
LBM 795,2014/9/30,
ZGG 715,2014/9/30,2014/11/4
EYZ 467,2014/9/30,2014/11/3
NAN 579,2014/9/30,2014/10/5
HRH 724,2014/9/30,
RFZ 248,2014/9/30,
CEA 487,2014/9/30,2014/10/1
JCD 999,2014/9/30,
EJK 421,2014/9/30,2014/10/15
GVS 476,2014/9/30,2014/11/18
ZLH 587,2014/9/30,2014/10/2
RPH 137,2014/9/30,2014/10/10
YXY 146,2014/9/30,
XFC 116,2014/9/30,2014/11/17
CJY 567,2014/9/30,2014/10/9
HVV 673,2014/9/30,2014/10/25
NAL 869,2014/9/30,2014/10/20
NFR 669,2014/9/30,
PMZ 887,2014/9/30,
SKT 583,2014/9/30,2014/10/19
TML 921,2014/9/30,
ZMX 426,2014/9/30,2014/11/16
ETZ 236,2014/9/30,2014/11/9
AHD 228,2014/9/30,2014/10/28
XZW 156,2014/9/30,2014/11/13
HVX 386,2014/9/30,
LJH 132,2014/9/30,
SPY 899,2014/9/30,
ZPM 278,2014/9/30,2014/11/14
XKW 475,2014/9/30,2014/10/2
GBT 855,2014/9/30,2014/11/16
NSH 871,2014/9/30,2014/10/31
WTG 219,2014/9/30,2014/10/18
LWD 949,2014/9/30,
NNM 822,2014/9/30,2014/10/30
SWM 151,2014/9/30,2014/11/10
VKN 138,2014/9/30,2014/10/14
SDJ 741,2014/9/30,2014/10/13
HEF 257,2014/9/30,2014/10/9
CWL 344,2014/9/30,2014/10/2
ZHB 944,2014/9/30,2014/11/13
GDD 179,2014/9/30,2014/10/3
NYR 487,2014/9/30,
FXX 441,2014/9/30,2014/11/18
BZS 193,2014/9/30,2014/10/8
GNX 461,2014/9/30,
VWR 477,2014/9/30,2014/10/30
AAT 555,2014/9/30,2014/10/16
DWA 831,2014/9/30,2014/11/1
VSA 389,2014/9/30,
YRP 546,2014/9/30,2014/11/1
HJA 966,2014/9/30,2014/10/24
FPE 712,2014/9/30,2014/11/16
EJR 974,2014/9/30,
NPP 888,2014/9/30,2014/11/12
DRK 817,2014/9/30,
EEA 277,2014/9/30,2014/10/1
SXG 996,2014/9/30,
XYJ 996,2014/9/30,2014/11/15
TPN 571,2014/9/30,2014/11/4
SLV 543,2014/9/30,2014/10/14
NWC 959,2014/9/30,2014/11/1
ZKA 137,2014/9/30,2014/10/8
GNK 216,2014/9/30,2014/10/5
EVF 582,2014/9/30,2014/11/2
RLJ 259,2014/9/30,2014/11/15
YBL 316,2014/9/30,2014/10/10
GFD 782,2014/9/30,
SKV 762,2014/9/30,2014/11/1
TLK 831,2014/9/30,2014/9/30
RNF 118,2014/9/30,2014/10/31
NFD 619,2014/9/30,2014/11/3
SJL 113,2014/9/30,2014/10/10
KSL 624,2014/9/30,2014/11/3
FVC 387,2014/9/30,2014/11/16
VFC 411,2014/9/30,2014/11/5
VXC 959,2014/9/30,2014/10/13
JLP 441,2014/9/30,2014/10/19
NXJ 384,2014/9/30,2014/11/2
KPG 818,2014/9/30,2014/11/6
ZPV 337,2014/9/30,2014/11/6
MSX 426,2014/9/30,2014/10/22
WXV 265,2014/9/30,2014/10/3
EEM 964,2014/9/30,2014/10/15
SEH 731,2014/9/30,2014/11/17
CAT 153,2014/9/30,2014/11/7
DNZ 216,2014/9/30,2014/11/5
MJB 128,2014/9/30,
JHS 937,2014/9/30,2014/10/22
YZZ 679,2014/9/30,2014/11/14
