Vehicle Registration,Date Stolen,Date Recovered
EAR 937,2014/2/15,2014/3/21
TNZ 127,2014/2/15,2014/4/4
TNX 544,2014/2/15,2014/4/5
TTX 892,2014/2/15,
PAY 289,2014/2/15,2014/3/20
JBC 376,2014/2/15,2014/2/19
WEH 421,2014/2/15,2014/3/28
AZE 588,2014/2/15,2014/3/19
TXJ 288,2014/2/15,2014/3/24
XEC 437,2014/2/15,
RAZ 785,2014/2/15,2014/4/2
ECC 982,2014/2/15,2014/3/27
KLN 739,2014/2/15,
KPK 995,2014/2/15,2014/3/11
ZCX 899,2014/2/15,2014/3/30
ZWY 778,2014/2/15,2014/4/3
JNY 823,2014/2/15,2014/3/30
AYF 219,2014/2/15,2014/3/18
PTY 739,2014/2/15,2014/3/17
PGV 493,2014/2/15,2014/3/4
RRM 466,2014/2/15,2014/2/26
EDW 967,2014/2/15,2014/2/27
EEB 993,2014/2/15,2014/3/14
ZKF 845,2014/2/15,2014/3/23
NRM 453,2014/2/15,
MEL 126,2014/2/15,2014/3/28
AVD 724,2014/2/15,2014/3/22
CCJ 244,2014/2/15,2014/3/3
KCJ 129,2014/2/15,2014/3/13
BBJ 775,2014/2/15,2014/2/27
PHV 639,2014/2/15,
YCE 391,2014/2/15,
WTP 128,2014/2/15,
GES 219,2014/2/15,2014/3/20
XAL 167,2014/2/15,2014/3/6
PFB 172,2014/2/15,
KEW 982,2014/2/15,2014/2/22
NSH 224,2014/2/15,2014/2/20
KNK 856,2014/2/15,
JCK 978,2014/2/15,
DST 827,2014/2/15,2014/3/25
XSK 843,2014/2/15,2014/3/1
CCN 172,2014/2/15,2014/3/9
PSN 772,2014/2/15,2014/2/17
FFZ 563,2014/2/15,2014/3/28
VVA 827,2014/2/15,
WDW 634,2014/2/15,2014/3/2
GZE 421,2014/2/15,2014/4/1
RRP 238,2014/2/15,2014/3/19
GVG 926,2014/2/15,2014/3/13
YLY 634,2014/2/15,2014/3/15
YZE 614,2014/2/15,2014/3/18
XHE 616,2014/2/15,
MAJ 413,2014/2/15,2014/3/28
KGL 613,2014/2/15,2014/3/5
CSD 361,2014/2/15,2014/3/23
DMC 849,2014/2/15,2014/3/27
RYB 312,2014/2/15,2014/3/30
DME 899,2014/2/15,2014/3/23
YZL 455,2014/2/15,2014/3/9
FMF 539,2014/2/15,2014/3/2
LEZ 231,2014/2/15,2014/2/27
WND 189,2014/2/15,
VNX 454,2014/2/15,
LPB 584,2014/2/15,
ESG 716,2014/2/15,2014/3/3
SMM 944,2014/2/15,2014/3/18
MBT 729,2014/2/15,
KWR 617,2014/2/15,2014/2/18
DZW 263,2014/2/15,
EZR 998,2014/2/15,
ZTZ 867,2014/2/15,2014/2/17
TFF 297,2014/2/15,2014/4/1
KZV 465,2014/2/15,2014/3/20
YML 239,2014/2/15,2014/2/20
APR 373,2014/2/15,2014/4/1
YMJ 419,2014/2/15,2014/3/1
BSM 914,2014/2/15,2014/3/11
BSX 139,2014/2/15,2014/2/18
CRD 316,2014/2/15,
BJK 123,2014/2/15,2014/2/24
FYB 552,2014/2/15,2014/3/15
CEE 148,2014/2/15,
KPG 489,2014/2/15,2014/3/11
LHX 794,2014/2/15,2014/3/3
MYV 385,2014/2/15,2014/3/1
BMD 842,2014/2/15,2014/3/26
EKP 598,2014/2/15,2014/2/21
LPB 139,2014/2/15,2014/3/21
XJM 418,2014/2/15,2014/2/24
HHH 386,2014/2/15,2014/2/16
NRL 578,2014/2/15,2014/3/29
VMX 252,2014/2/15,
WLZ 164,2014/2/15,2014/2/22
ETE 648,2014/2/15,2014/3/10
PTN 642,2014/2/15,
MVP 599,2014/2/15,
RDL 479,2014/2/15,
MCH 162,2014/2/15,2014/3/2
BBP 761,2014/2/15,2014/3/25
MXM 876,2014/2/15,2014/3/5
HBA 342,2014/2/15,2014/2/21
AHB 389,2014/2/15,2014/3/9
LPL 947,2014/2/15,2014/3/11
JVV 858,2014/2/15,2014/3/9
TBS 621,2014/2/15,2014/3/18
YAS 395,2014/2/15,2014/3/29
KDJ 225,2014/2/15,2014/3/30
NKX 634,2014/2/15,
YDM 728,2014/2/15,2014/2/20
ZMZ 493,2014/2/15,2014/3/15
YDH 353,2014/2/15,2014/3/26
