Vehicle Registration,Date Stolen,Date Recovered
VMW 863,2013/4/5,2013/4/6
KVS 163,2013/4/5,2013/5/15
JCE 345,2013/4/5,2013/4/12
DMJ 414,2013/4/5,2013/4/6
ELE 859,2013/4/5,2013/5/7
YHG 833,2013/4/5,2013/4/9
MBL 854,2013/4/5,2013/4/16
JBR 287,2013/4/5,
TCV 211,2013/4/5,2013/4/8
LVF 123,2013/4/5,2013/4/30
LRV 182,2013/4/5,2013/4/10
FWK 545,2013/4/5,2013/5/4
PFC 259,2013/4/5,2013/5/9
ACJ 722,2013/4/5,
NWR 297,2013/4/5,2013/4/13
ZAX 266,2013/4/5,2013/4/6
EAK 924,2013/4/5,2013/4/21
ZFA 784,2013/4/5,
RGX 584,2013/4/5,2013/4/22
BMD 515,2013/4/5,2013/5/22
BKM 173,2013/4/5,2013/5/22
LDE 674,2013/4/5,2013/5/13
JVM 375,2013/4/5,2013/4/7
RMV 628,2013/4/5,2013/4/27
GRR 485,2013/4/5,2013/4/20
HRA 727,2013/4/5,2013/4/16
TNC 396,2013/4/5,2013/5/7
JTK 353,2013/4/5,2013/4/6
STH 174,2013/4/5,2013/5/12
LDY 153,2013/4/5,2013/5/2
GDY 672,2013/4/5,2013/4/30
ACA 111,2013/4/5,
RJB 542,2013/4/5,2013/5/22
VGT 876,2013/4/5,
ELZ 444,2013/4/5,2013/5/21
FRA 646,2013/4/5,2013/5/10
GXJ 231,2013/4/5,
EMV 447,2013/4/5,2013/5/22
AYX 615,2013/4/5,2013/5/9
KMF 723,2013/4/5,
PHM 829,2013/4/5,
YXC 865,2013/4/5,2013/4/10
SPP 571,2013/4/5,2013/4/21
EDR 788,2013/4/5,2013/5/18
NRW 121,2013/4/5,
CTS 248,2013/4/5,2013/5/8
KSA 675,2013/4/5,2013/4/24
ATR 131,2013/4/5,
AFG 961,2013/4/5,2013/4/22
JMH 142,2013/4/5,2013/4/21
LSG 183,2013/4/5,
FHB 452,2013/4/5,
KPE 267,2013/4/5,2013/4/19
JKE 224,2013/4/5,2013/4/10
