Vehicle Registration,Date Stolen,Date Recovered
DVS 412,2012/8/30,2012/10/8
GKW 328,2012/8/30,2012/9/26
APH 318,2012/8/30,
FTN 782,2012/8/30,2012/10/4
KFD 973,2012/8/30,2012/9/27
WMC 869,2012/8/30,2012/9/18
BCN 678,2012/8/30,2012/9/19
CRC 361,2012/8/30,
SKX 966,2012/8/30,2012/10/14
BYK 578,2012/8/30,2012/9/21
HCP 762,2012/8/30,2012/10/3
WVW 133,2012/8/30,2012/10/6
KAE 214,2012/8/30,2012/10/9
EXN 749,2012/8/30,2012/10/2
EVY 654,2012/8/30,2012/9/22
TEC 878,2012/8/30,2012/9/22
DSC 763,2012/8/30,2012/9/11
GDL 769,2012/8/30,2012/9/14
CNW 542,2012/8/30,
MPK 839,2012/8/30,2012/10/5
KVN 689,2012/8/30,2012/10/1
MAG 497,2012/8/30,2012/8/31
XET 211,2012/8/30,2012/9/16
KBC 184,2012/8/30,2012/9/28
JDG 746,2012/8/30,
YYX 499,2012/8/30,2012/9/3
NPY 226,2012/8/30,2012/9/13
LPF 786,2012/8/30,
KYY 743,2012/8/30,2012/9/22
BRE 119,2012/8/30,2012/9/2
ZHL 345,2012/8/30,2012/9/8
XYG 744,2012/8/30,2012/9/11
XTZ 993,2012/8/30,2012/9/18
DSB 542,2012/8/30,2012/9/13
MTT 528,2012/8/30,2012/10/4
TCX 597,2012/8/30,2012/10/11
JXE 411,2012/8/30,2012/9/25
YDB 746,2012/8/30,2012/9/22
PVE 777,2012/8/30,
BZF 849,2012/8/30,2012/9/15
WKC 599,2012/8/30,2012/9/23
EBP 979,2012/8/30,
PEX 252,2012/8/30,2012/10/17
SDG 186,2012/8/30,
WPX 951,2012/8/30,2012/10/4
HTL 612,2012/8/30,
JEF 212,2012/8/30,2012/10/15
KKT 865,2012/8/30,2012/10/2
WNC 216,2012/8/30,2012/9/26
LEW 874,2012/8/30,2012/9/28
WEP 641,2012/8/30,2012/8/30
SEL 139,2012/8/30,2012/8/31
BXV 512,2012/8/30,2012/8/31
RPS 832,2012/8/30,
WGZ 581,2012/8/30,2012/9/6
NKK 825,2012/8/30,2012/9/16
DZS 861,2012/8/30,2012/9/18
DWZ 832,2012/8/30,2012/9/18
FJF 996,2012/8/30,
TZY 672,2012/8/30,
GCR 342,2012/8/30,2012/9/23
XHG 114,2012/8/30,2012/9/22
BXN 724,2012/8/30,2012/10/2
ASB 627,2012/8/30,2012/10/13
FVM 251,2012/8/30,
YLC 639,2012/8/30,2012/10/16
MNN 868,2012/8/30,2012/8/30
KCG 719,2012/8/30,
KGT 383,2012/8/30,2012/10/11
WLW 731,2012/8/30,
TRB 521,2012/8/30,2012/9/16
VNT 484,2012/8/30,
WZD 927,2012/8/30,2012/9/26
TPA 213,2012/8/30,2012/10/3
WFA 482,2012/8/30,2012/10/17
ZHL 354,2012/8/30,2012/9/8
MWX 393,2012/8/30,
CWV 613,2012/8/30,2012/9/19
XJP 536,2012/8/30,2012/9/9
ATA 823,2012/8/30,2012/10/6
KMP 244,2012/8/30,2012/9/20
KZG 934,2012/8/30,2012/9/16
YZJ 286,2012/8/30,2012/9/7
PDF 239,2012/8/30,2012/10/11
BLD 562,2012/8/30,2012/9/3
ZAC 433,2012/8/30,2012/9/19
JGY 296,2012/8/30,2012/9/23
HRN 323,2012/8/30,2012/9/15
CKX 838,2012/8/30,2012/9/4
XXD 858,2012/8/30,2012/10/2
TRT 916,2012/8/30,2012/10/17
AJC 968,2012/8/30,2012/9/16
SRE 836,2012/8/30,2012/9/15
EEH 957,2012/8/30,2012/9/9
ZDL 554,2012/8/30,2012/9/21
LKV 872,2012/8/30,
