Vehicle Registration,Date Stolen,Date Recovered
YNH 145,2015/3/4,2015/3/15
GCW 847,2015/3/4,2015/4/6
RGN 497,2015/3/4,2015/4/19
FVR 657,2015/3/4,2015/4/18
PBN 474,2015/3/4,2015/3/11
LMC 123,2015/3/4,
NZZ 587,2015/3/4,2015/3/16
RWT 686,2015/3/4,2015/3/12
EJF 423,2015/3/4,2015/4/5
DDZ 469,2015/3/4,2015/3/21
LMB 574,2015/3/4,2015/4/3
WHS 965,2015/3/4,2015/3/29
HMW 819,2015/3/4,2015/3/5
GPH 779,2015/3/4,2015/4/8
LTD 456,2015/3/4,2015/4/17
THM 867,2015/3/4,2015/4/9
RCZ 115,2015/3/4,2015/4/20
LVF 119,2015/3/4,2015/3/14
PYL 842,2015/3/4,2015/3/18
RBA 753,2015/3/4,2015/4/6
XTZ 697,2015/3/4,2015/4/7
VRX 748,2015/3/4,2015/4/7
CPD 639,2015/3/4,2015/3/14
WFJ 153,2015/3/4,2015/3/5
DPE 496,2015/3/4,2015/3/5
FMA 735,2015/3/4,2015/3/21
HEM 811,2015/3/4,2015/3/23
MLT 637,2015/3/4,2015/3/27
PPP 764,2015/3/4,2015/4/17
NFJ 785,2015/3/4,2015/3/16
XMR 372,2015/3/4,
EEW 584,2015/3/4,2015/4/5
ALD 696,2015/3/4,
GAG 867,2015/3/4,
ELT 712,2015/3/4,2015/4/13
JMN 454,2015/3/4,
NVR 436,2015/3/4,2015/3/22
FRZ 784,2015/3/4,2015/3/26
CVF 478,2015/3/4,2015/4/2
RSG 419,2015/3/4,2015/3/29
HDF 817,2015/3/4,2015/4/9
CJM 432,2015/3/4,2015/4/2
BAE 723,2015/3/4,2015/3/28
DVT 639,2015/3/4,2015/3/19
CBH 726,2015/3/4,2015/3/29
APF 343,2015/3/4,2015/4/4
CGJ 978,2015/3/4,
RMS 292,2015/3/4,
CEF 278,2015/3/4,2015/4/14
MVR 512,2015/3/4,2015/3/20
EEL 163,2015/3/4,2015/4/2
JGA 683,2015/3/4,2015/3/29
GBD 215,2015/3/4,2015/4/10
LXL 922,2015/3/4,2015/3/4
ETA 763,2015/3/4,2015/4/4
RXT 582,2015/3/4,2015/4/3
FTF 912,2015/3/4,2015/4/20
LFN 686,2015/3/4,2015/3/14
GPK 238,2015/3/4,
KJL 173,2015/3/4,2015/3/24
GER 491,2015/3/4,
VGF 479,2015/3/4,2015/4/18
RLE 385,2015/3/4,2015/4/20
LEN 678,2015/3/4,
WGH 698,2015/3/4,2015/3/21
EJG 969,2015/3/4,2015/3/18
LLK 312,2015/3/4,2015/3/28
FEX 757,2015/3/4,2015/3/19
HAN 563,2015/3/4,2015/3/5
DYA 429,2015/3/4,2015/4/17
XCD 247,2015/3/4,2015/3/11
VMJ 796,2015/3/4,2015/4/14
CHP 548,2015/3/4,2015/4/15
LPC 222,2015/3/4,2015/4/5
HGV 461,2015/3/4,2015/4/1
XXR 183,2015/3/4,2015/4/15
CNG 844,2015/3/4,
FYT 861,2015/3/4,2015/3/30
XCJ 685,2015/3/4,
TYP 527,2015/3/4,
TNA 688,2015/3/4,2015/4/16
BSC 747,2015/3/4,2015/3/5
HAE 782,2015/3/4,2015/4/5
TFB 477,2015/3/4,2015/4/17
NNB 119,2015/3/4,
FKN 242,2015/3/4,
YTC 266,2015/3/4,2015/3/18
YHW 674,2015/3/4,2015/3/17
WPD 771,2015/3/4,2015/4/15
ECM 565,2015/3/4,2015/3/18
PAM 967,2015/3/4,2015/4/19
GLB 723,2015/3/4,2015/3/21
DGG 798,2015/3/4,2015/3/20
XTY 518,2015/3/4,2015/4/22
BEZ 793,2015/3/4,
REL 392,2015/3/4,2015/3/14
TSH 325,2015/3/4,2015/4/4
SPB 985,2015/3/4,2015/4/16
LRP 936,2015/3/4,2015/4/18
PEC 841,2015/3/4,2015/4/21
MZS 457,2015/3/4,2015/3/13
PFZ 337,2015/3/4,2015/3/19
GBT 363,2015/3/4,
VLR 148,2015/3/4,2015/3/21
RHJ 875,2015/3/4,2015/4/20
LAH 176,2015/3/4,2015/4/2
XXL 447,2015/3/4,2015/3/11
FPN 112,2015/3/4,2015/3/11
XHP 945,2015/3/4,2015/3/25
CZV 597,2015/3/4,
XVC 541,2015/3/4,2015/3/18
ECN 299,2015/3/4,2015/4/11
XND 417,2015/3/4,2015/3/28
LRF 496,2015/3/4,2015/3/19
