Vehicle Registration,Date Stolen,Date Recovered
NRC 413,2016/4/14,2016/4/19
TDP 273,2016/4/14,2016/5/22
ATY 443,2016/4/14,2016/4/14
WAV 774,2016/4/14,2016/6/2
NYH 967,2016/4/14,2016/5/26
KET 497,2016/4/14,
TRW 121,2016/4/14,2016/5/21
RLP 154,2016/4/14,2016/5/15
DGN 888,2016/4/14,2016/4/29
XHZ 266,2016/4/14,
NPA 959,2016/4/14,2016/4/22
DCG 218,2016/4/14,
NHF 716,2016/4/14,2016/4/28
HND 826,2016/4/14,
VLL 946,2016/4/14,2016/5/29
CCR 752,2016/4/14,
HXP 331,2016/4/14,2016/4/16
GCP 984,2016/4/14,2016/5/2
KEH 631,2016/4/14,2016/5/19
KBN 995,2016/4/14,
JAL 294,2016/4/14,2016/5/22
JMR 399,2016/4/14,2016/5/5
TAH 485,2016/4/14,2016/5/25
ERV 351,2016/4/14,2016/4/14
TLN 792,2016/4/14,
KPF 755,2016/4/14,2016/5/31
RWF 929,2016/4/14,2016/4/30
EFA 365,2016/4/14,2016/4/28
MWM 547,2016/4/14,2016/5/26
KGY 331,2016/4/14,2016/5/23
SHP 681,2016/4/14,2016/5/13
CTM 623,2016/4/14,2016/5/2
GXF 694,2016/4/14,2016/4/14
ZRL 811,2016/4/14,
LGP 396,2016/4/14,2016/5/9
FTK 722,2016/4/14,
YAY 482,2016/4/14,2016/5/23
HRR 267,2016/4/14,
EHE 871,2016/4/14,2016/6/2
JWH 293,2016/4/14,2016/5/24
DJY 122,2016/4/14,2016/5/1
MHZ 313,2016/4/14,2016/5/24
AJM 896,2016/4/14,2016/5/5
AGA 986,2016/4/14,
WXA 277,2016/4/14,
AYG 417,2016/4/14,
AVE 681,2016/4/14,2016/5/24
YAZ 824,2016/4/14,2016/5/5
AYK 236,2016/4/14,2016/5/23
MKV 141,2016/4/14,2016/5/23
SYZ 147,2016/4/14,2016/4/26
BMF 771,2016/4/14,2016/6/1
LHG 235,2016/4/14,2016/5/23
ZWB 437,2016/4/14,2016/4/21
FSD 244,2016/4/14,2016/5/11
SPB 731,2016/4/14,2016/5/14
KDN 986,2016/4/14,2016/6/2
DMB 568,2016/4/14,2016/5/13
JJL 188,2016/4/14,
VYL 741,2016/4/14,2016/4/19
FPY 122,2016/4/14,2016/4/18
SYA 831,2016/4/14,2016/5/21
ATJ 966,2016/4/14,2016/5/13
YKD 823,2016/4/14,
KDG 995,2016/4/14,2016/4/21
HWH 974,2016/4/14,2016/5/25
ERR 662,2016/4/14,2016/5/1
AFC 793,2016/4/14,2016/5/9
