Vehicle Registration,Date Stolen,Date Recovered
MWL 671,2012/1/26,2012/1/27
SGJ 973,2012/1/26,2012/2/29
NSB 227,2012/1/26,2012/2/6
JNG 464,2012/1/26,2012/3/1
RLH 778,2012/1/26,
ZLC 929,2012/1/26,2012/1/29
ENM 621,2012/1/26,2012/2/14
PME 276,2012/1/26,2012/3/2
NYG 399,2012/1/26,2012/3/9
MZE 764,2012/1/26,2012/3/7
MXD 182,2012/1/26,2012/2/11
BMD 361,2012/1/26,2012/2/13
TVH 367,2012/1/26,2012/2/17
STB 297,2012/1/26,2012/2/7
SSR 857,2012/1/26,2012/2/19
PSF 576,2012/1/26,2012/2/1
NWZ 816,2012/1/26,2012/3/9
KXJ 112,2012/1/26,2012/2/27
FXN 945,2012/1/26,
GWR 959,2012/1/26,
PPP 174,2012/1/26,
WYK 634,2012/1/26,2012/2/16
BWE 813,2012/1/26,
ZYM 299,2012/1/26,2012/2/5
GGL 456,2012/1/26,2012/3/1
RKB 523,2012/1/26,2012/3/4
KDW 787,2012/1/26,2012/3/15
MNB 791,2012/1/26,2012/2/2
SZF 191,2012/1/26,2012/3/14
CHE 626,2012/1/26,2012/3/11
DPT 825,2012/1/26,2012/2/27
GCY 959,2012/1/26,2012/3/12
GET 217,2012/1/26,2012/1/26
EHM 454,2012/1/26,2012/2/4
RJP 344,2012/1/26,
GRS 811,2012/1/26,
KRH 997,2012/1/26,2012/2/27
PHN 893,2012/1/26,2012/1/30
YBF 146,2012/1/26,2012/2/5
LNW 412,2012/1/26,
JHZ 892,2012/1/26,2012/3/12
TES 189,2012/1/26,
NTW 188,2012/1/26,2012/3/7
KKM 483,2012/1/26,2012/2/11
AJK 632,2012/1/26,2012/3/13
CGH 292,2012/1/26,2012/1/30
JVV 343,2012/1/26,2012/2/13
MDK 576,2012/1/26,2012/1/28
XGA 455,2012/1/26,2012/3/8
VDX 557,2012/1/26,2012/3/9
HZZ 151,2012/1/26,2012/1/27
AYC 184,2012/1/26,2012/1/27
FWF 627,2012/1/26,2012/1/27
YLM 248,2012/1/26,2012/3/13
GEE 769,2012/1/26,2012/1/26
FGJ 648,2012/1/26,2012/2/22
CHF 753,2012/1/26,2012/1/29
YCD 958,2012/1/26,
ZGT 623,2012/1/26,2012/3/12
WKJ 934,2012/1/26,
YCC 163,2012/1/26,
CMV 571,2012/1/26,2012/2/11
YFP 219,2012/1/26,2012/2/3
KZW 182,2012/1/26,2012/2/13
SAB 473,2012/1/26,2012/2/21
YRL 754,2012/1/26,2012/2/20
BYZ 183,2012/1/26,2012/1/30
YGN 653,2012/1/26,2012/2/7
DGV 799,2012/1/26,2012/3/3
SYD 455,2012/1/26,
LZZ 823,2012/1/26,2012/2/29
YDK 478,2012/1/26,2012/2/6
KNM 268,2012/1/26,
EJH 827,2012/1/26,2012/2/18
ZNE 544,2012/1/26,2012/3/1
PKV 853,2012/1/26,2012/3/8
TMY 992,2012/1/26,2012/2/16
BVS 898,2012/1/26,2012/2/9
RAL 277,2012/1/26,
WPN 292,2012/1/26,2012/2/29
MMC 686,2012/1/26,2012/2/17
DMJ 578,2012/1/26,2012/3/12
CNC 587,2012/1/26,2012/1/31
FXB 463,2012/1/26,2012/2/28
CVG 477,2012/1/26,
NRA 247,2012/1/26,2012/2/13
STB 412,2012/1/26,2012/1/27
KDH 851,2012/1/26,2012/2/6
WLK 865,2012/1/26,2012/1/31
CZX 269,2012/1/26,2012/2/25
MCR 823,2012/1/26,2012/3/11
VKZ 546,2012/1/26,2012/2/25
KCH 935,2012/1/26,
RPG 138,2012/1/26,2012/2/6
MXH 444,2012/1/26,2012/3/2
MMC 256,2012/1/26,2012/1/28
JKT 567,2012/1/26,
SLE 598,2012/1/26,2012/2/24
ELA 522,2012/1/26,
JVH 843,2012/1/26,
NSR 817,2012/1/26,2012/3/12
SGR 922,2012/1/26,2012/2/27
YDX 156,2012/1/26,
JTB 844,2012/1/26,2012/2/28
VBZ 237,2012/1/26,2012/3/10
NEV 951,2012/1/26,2012/3/7
CSW 346,2012/1/26,
HLL 362,2012/1/26,2012/2/18
