Vehicle Registration,Date Stolen,Date Recovered
AHT 952,2013/5/6,2013/6/12
TVY 584,2013/5/6,2013/5/15
NVW 647,2013/5/6,2013/5/8
GBN 147,2013/5/6,2013/5/20
LXG 831,2013/5/6,
HRP 233,2013/5/6,2013/5/30
YKH 237,2013/5/6,2013/5/7
GXR 467,2013/5/6,
LKZ 914,2013/5/6,2013/5/31
SWG 719,2013/5/6,
NCD 931,2013/5/6,2013/5/17
XZN 447,2013/5/6,2013/5/25
PNP 836,2013/5/6,2013/5/25
YTL 443,2013/5/6,2013/5/18
GPW 552,2013/5/6,2013/6/11
EEA 281,2013/5/6,
KRC 537,2013/5/6,2013/6/12
SNZ 568,2013/5/6,2013/5/24
SEC 788,2013/5/6,2013/5/11
WER 163,2013/5/6,2013/6/14
MKZ 727,2013/5/6,2013/5/9
XXV 922,2013/5/6,2013/6/16
WKK 695,2013/5/6,2013/5/17
MRR 117,2013/5/6,2013/5/25
VCA 286,2013/5/6,2013/5/27
DNW 912,2013/5/6,2013/5/21
JGF 282,2013/5/6,2013/6/21
EKF 519,2013/5/6,
LHD 127,2013/5/6,2013/6/3
ZKK 473,2013/5/6,2013/5/29
HAS 842,2013/5/6,2013/6/5
EBY 449,2013/5/6,
CPK 793,2013/5/6,2013/5/30
SAE 475,2013/5/6,2013/5/18
ZWC 136,2013/5/6,2013/6/13
TNW 172,2013/5/6,
NGF 187,2013/5/6,
MZB 413,2013/5/6,2013/6/17
VAJ 588,2013/5/6,2013/6/18
WDA 444,2013/5/6,2013/6/24
DDW 532,2013/5/6,2013/5/8
JBM 364,2013/5/6,2013/5/20
SEG 783,2013/5/6,2013/5/16
KWE 771,2013/5/6,
ZNE 844,2013/5/6,2013/5/23
ZDC 746,2013/5/6,2013/6/18
WMR 213,2013/5/6,2013/6/12
YCA 593,2013/5/6,2013/6/2
JJG 124,2013/5/6,2013/5/11
XSS 625,2013/5/6,2013/5/24
ZTW 245,2013/5/6,2013/5/8
VJX 349,2013/5/6,2013/6/8
PTH 938,2013/5/6,2013/5/23
JJH 462,2013/5/6,2013/6/8
TEL 354,2013/5/6,2013/5/6
HPF 758,2013/5/6,2013/6/22
AAA 424,2013/5/6,
JKV 927,2013/5/6,2013/5/9
SKL 244,2013/5/6,2013/5/15
TJR 666,2013/5/6,2013/6/18
KHH 613,2013/5/6,2013/5/24
RJW 151,2013/5/6,2013/6/16
MNB 248,2013/5/6,2013/6/4
WVR 778,2013/5/6,2013/6/1
NGN 835,2013/5/6,2013/6/4
BDM 162,2013/5/6,2013/6/10
NZC 157,2013/5/6,2013/5/13
TVS 366,2013/5/6,2013/6/4
WBK 341,2013/5/6,
ZPB 336,2013/5/6,2013/6/24
BYD 875,2013/5/6,2013/5/20
CYA 583,2013/5/6,2013/6/20
NSE 575,2013/5/6,2013/5/21
RBA 879,2013/5/6,
VAF 658,2013/5/6,2013/5/6
TRC 598,2013/5/6,2013/5/18
SRR 645,2013/5/6,2013/6/24
PRC 754,2013/5/6,2013/5/11
PWT 713,2013/5/6,2013/6/21
SXV 148,2013/5/6,2013/5/31
WHE 138,2013/5/6,2013/6/15
APZ 874,2013/5/6,2013/6/18
MYX 215,2013/5/6,2013/6/8
TYW 569,2013/5/6,2013/5/19
CGW 231,2013/5/6,2013/6/22
AKT 431,2013/5/6,2013/5/9
ALM 494,2013/5/6,2013/6/14
RTH 493,2013/5/6,
HET 457,2013/5/6,2013/5/11
ZCC 673,2013/5/6,2013/5/12
WLM 248,2013/5/6,2013/6/18
LLL 576,2013/5/6,2013/6/17
TRB 147,2013/5/6,2013/6/18
HBK 832,2013/5/6,2013/6/7
PRL 585,2013/5/6,2013/6/10
HZY 136,2013/5/6,2013/6/10
FHX 121,2013/5/6,
NEW 341,2013/5/6,2013/5/28
VBW 124,2013/5/6,2013/6/20
YNT 478,2013/5/6,2013/5/7
JBN 936,2013/5/6,2013/5/17
HGX 664,2013/5/6,2013/5/8
MPF 286,2013/5/6,2013/5/18
