Vehicle Registration,Date Stolen,Date Recovered
GTM 752,2011/12/18,2012/1/11
CZG 356,2011/12/18,
WYF 271,2011/12/18,
AAB 881,2011/12/18,
BCW 948,2011/12/18,2012/1/22
GJP 972,2011/12/18,2012/1/21
YDE 717,2011/12/18,2012/2/1
AMT 416,2011/12/18,
RFE 485,2011/12/18,
FWX 448,2011/12/18,2011/12/30
HJY 686,2011/12/18,2012/2/3
EPX 813,2011/12/18,2012/1/1
ZNF 593,2011/12/18,2012/1/28
LDL 285,2011/12/18,
FYC 778,2011/12/18,
GWD 268,2011/12/18,2012/2/4
NEJ 867,2011/12/18,
NLD 727,2011/12/18,2012/1/16
VSN 226,2011/12/18,
JDE 226,2011/12/18,2012/2/1
ELP 629,2011/12/18,2012/1/15
CCC 275,2011/12/18,2012/2/2
FLK 838,2011/12/18,2012/1/28
EFL 466,2011/12/18,2012/1/28
NML 621,2011/12/18,2012/1/12
DAB 158,2011/12/18,2012/1/10
FPY 721,2011/12/18,2011/12/31
RPJ 952,2011/12/18,2012/2/3
FER 293,2011/12/18,2012/1/7
ZNS 378,2011/12/18,2012/1/12
VME 972,2011/12/18,2012/1/22
GCA 566,2011/12/18,
CPT 324,2011/12/18,2012/2/2
ESS 649,2011/12/18,2012/1/17
CYC 999,2011/12/18,
LEW 839,2011/12/18,2012/1/16
FRE 212,2011/12/18,2012/1/2
PFT 151,2011/12/18,2011/12/22
MDJ 754,2011/12/18,
XRW 951,2011/12/18,2012/1/22
CHJ 775,2011/12/18,2012/1/27
PRH 737,2011/12/18,2012/1/19
CMH 159,2011/12/18,2012/1/28
PCF 444,2011/12/18,2012/2/4
MKY 274,2011/12/18,
JLB 814,2011/12/18,
AKV 976,2011/12/18,2012/1/27
MMB 634,2011/12/18,2012/1/12
STE 885,2011/12/18,2012/1/22
ZHS 189,2011/12/18,2012/1/27
GBJ 961,2011/12/18,2012/1/29
PSP 239,2011/12/18,2012/1/27
ZXD 329,2011/12/18,2012/1/4
TBY 498,2011/12/18,2012/1/7
SWJ 216,2011/12/18,2012/1/17
YGF 295,2011/12/18,
MTA 985,2011/12/18,2011/12/22
SXE 515,2011/12/18,2012/2/3
GBK 556,2011/12/18,2012/1/31
FMJ 873,2011/12/18,
PWX 285,2011/12/18,
TBK 241,2011/12/18,2012/1/14
HKW 819,2011/12/18,2012/1/16
WNR 323,2011/12/18,2012/1/15
HAX 368,2011/12/18,2011/12/18
HFT 437,2011/12/18,
ZYM 347,2011/12/18,2011/12/21
FAG 285,2011/12/18,2011/12/19
MYV 323,2011/12/18,2012/1/28
KAM 832,2011/12/18,
LLG 373,2011/12/18,2011/12/20
ZFZ 658,2011/12/18,2012/2/5
FFX 398,2011/12/18,2011/12/19
CZW 422,2011/12/18,
KES 428,2011/12/18,2012/1/26
XDH 943,2011/12/18,2011/12/21
ARP 933,2011/12/18,2011/12/27
KRC 746,2011/12/18,2012/1/11
VXE 326,2011/12/18,2012/1/22
KRK 752,2011/12/18,2012/1/2
XFJ 565,2011/12/18,
AZX 561,2011/12/18,2012/1/26
RNC 417,2011/12/18,2012/1/11
ZEM 684,2011/12/18,2011/12/30
HFW 231,2011/12/18,2011/12/26
BBG 272,2011/12/18,2012/1/26
XEC 818,2011/12/18,
TBL 492,2011/12/18,2011/12/31
TNC 426,2011/12/18,2012/2/5
KTH 954,2011/12/18,2012/1/17
JCT 634,2011/12/18,2012/1/3
KSK 257,2011/12/18,2012/1/8
VSJ 214,2011/12/18,2011/12/26
EKK 358,2011/12/18,2012/1/19
KTA 856,2011/12/18,2012/1/1
FRY 528,2011/12/18,2011/12/26
HLE 894,2011/12/18,
ZKJ 891,2011/12/18,2012/2/3
ABT 776,2011/12/18,
JBY 456,2011/12/18,2011/12/24
FVY 168,2011/12/18,
BAW 134,2011/12/18,
SHL 114,2011/12/18,2012/2/1
BBJ 853,2011/12/18,2012/1/14
HZP 229,2011/12/18,
PTS 784,2011/12/18,2012/2/1
RTS 221,2011/12/18,2012/1/7
XFZ 556,2011/12/18,2012/1/12
LMS 373,2011/12/18,2011/12/18
GGL 372,2011/12/18,2012/1/29
DJE 754,2011/12/18,2011/12/24
NTG 995,2011/12/18,
EYG 376,2011/12/18,2011/12/29
TYW 852,2011/12/18,2011/12/27
JGH 147,2011/12/18,
JJS 191,2011/12/18,2012/1/31
PLB 795,2011/12/18,2012/2/5
DVZ 663,2011/12/18,2012/1/25
NPM 626,2011/12/18,2012/1/20
RFY 392,2011/12/18,2012/1/10
AAE 115,2011/12/18,2012/1/26
HWY 686,2011/12/18,
PFK 463,2011/12/18,
VPB 667,2011/12/18,2012/1/17
GGN 617,2011/12/18,
VRF 361,2011/12/18,
VWS 772,2011/12/18,2011/12/22
GDG 442,2011/12/18,2011/12/30
EZG 518,2011/12/18,2011/12/18
WGN 914,2011/12/18,2012/1/6
ZAX 899,2011/12/18,
FWF 949,2011/12/18,2012/1/24
JPC 782,2011/12/18,2012/2/4
VVW 562,2011/12/18,2012/1/21
VNK 435,2011/12/18,2012/1/19
VCF 261,2011/12/18,2012/1/10
NXN 437,2011/12/18,2012/1/30
BZZ 227,2011/12/18,
DJC 854,2011/12/18,2012/1/6
ZWY 797,2011/12/18,2012/1/1
GZY 663,2011/12/18,
SRG 354,2011/12/18,
LDB 396,2011/12/18,
MRL 572,2011/12/18,2012/1/31
RFX 289,2011/12/18,2012/1/12
TAD 921,2011/12/18,2012/1/7
RWF 771,2011/12/18,2012/1/23
RTD 982,2011/12/18,2012/1/2
TZP 351,2011/12/18,2011/12/31
REL 954,2011/12/18,2011/12/20
EYW 992,2011/12/18,2012/1/18
MEL 186,2011/12/18,2011/12/20
SPC 252,2011/12/18,2012/2/5
NTC 568,2011/12/18,2011/12/30
STS 834,2011/12/18,2012/1/19
HZT 352,2011/12/18,
CWF 838,2011/12/18,
ZDJ 211,2011/12/18,2011/12/21
ZFJ 182,2011/12/18,2012/1/4
YLW 546,2011/12/18,2011/12/24
AAJ 764,2011/12/18,2012/2/3
XRY 295,2011/12/18,2012/1/17
YAJ 386,2011/12/18,2011/12/29
LXX 814,2011/12/18,2012/1/17
AAC 173,2011/12/18,2011/12/25
GND 232,2011/12/18,2012/1/4
XPP 438,2011/12/18,2012/1/11
VKF 752,2011/12/18,2012/1/25
BPC 946,2011/12/18,2012/1/11
WVZ 351,2011/12/18,2012/1/22
MLX 472,2011/12/18,
NTE 315,2011/12/18,
VRD 614,2011/12/18,2011/12/21
CAN 582,2011/12/18,2012/1/31
SZD 133,2011/12/18,2012/1/23
PYJ 642,2011/12/18,2012/1/12
SWM 891,2011/12/18,
JPH 765,2011/12/18,2011/12/31
WKP 141,2011/12/18,2012/1/31
YGZ 214,2011/12/18,2012/2/1
MDV 171,2011/12/18,2012/1/30
VAP 699,2011/12/18,
RAV 964,2011/12/18,2011/12/19
YAX 611,2011/12/18,2011/12/24
SJF 573,2011/12/18,2012/1/21
NZG 453,2011/12/18,2012/1/11
BXL 969,2011/12/18,
DEC 623,2011/12/18,2012/1/12
XPY 677,2011/12/18,2012/1/8
HZH 627,2011/12/18,2011/12/26
NYM 252,2011/12/18,2012/1/5
ADH 521,2011/12/18,2012/1/18
LLL 838,2011/12/18,2011/12/27
KBR 668,2011/12/18,2012/2/4
AJC 373,2011/12/18,2012/1/1
FEN 649,2011/12/18,2012/1/1
JAB 633,2011/12/18,2012/1/6
TDV 557,2011/12/18,2011/12/20
DXL 794,2011/12/18,
DSN 136,2011/12/18,2012/2/2
TJF 673,2011/12/18,2011/12/28
AKL 658,2011/12/18,2012/1/2
DJK 556,2011/12/18,2012/1/3
KXL 573,2011/12/18,
FGS 154,2011/12/18,2012/1/12
RTT 591,2011/12/18,2012/1/20
JBY 924,2011/12/18,2011/12/19
BGE 887,2011/12/18,2012/2/3
BHH 223,2011/12/18,2011/12/19
WPW 788,2011/12/18,2011/12/21
EDC 744,2011/12/18,2011/12/20
FLZ 227,2011/12/18,2011/12/18
WAK 665,2011/12/18,
ADB 563,2011/12/18,2012/1/5
EVN 763,2011/12/18,2012/1/3
GMZ 738,2011/12/18,
NWX 845,2011/12/18,2012/1/24
ZZS 245,2011/12/18,2011/12/30
CSZ 413,2011/12/18,2012/1/8
SVG 255,2011/12/18,
PXZ 746,2011/12/18,2012/2/1
BWS 652,2011/12/18,2011/12/31
GAP 682,2011/12/18,2011/12/20
KGC 526,2011/12/18,2011/12/31
BMP 555,2011/12/18,2012/1/12
VFG 368,2011/12/18,2011/12/19
MMW 583,2011/12/18,2012/1/2
WSF 244,2011/12/18,2012/1/13
NEM 158,2011/12/18,2011/12/29
MBV 687,2011/12/18,2012/1/17
FNA 788,2011/12/18,2012/1/18
EEP 834,2011/12/18,2011/12/22
TXT 439,2011/12/18,2011/12/22
GBZ 857,2011/12/18,
CRX 848,2011/12/18,2012/1/19
NTW 324,2011/12/18,
ZHX 112,2011/12/18,2012/1/2
LGJ 788,2011/12/18,2011/12/30
SMS 652,2011/12/18,2011/12/22
EZX 628,2011/12/18,2012/1/12
PXW 285,2011/12/18,2011/12/20
HNJ 159,2011/12/18,2012/2/4
LJN 778,2011/12/18,2012/1/17
FAV 137,2011/12/18,2011/12/26
VMB 991,2011/12/18,2012/1/20
LVG 981,2011/12/18,2012/1/8
ACB 738,2011/12/18,2011/12/27
FCY 879,2011/12/18,2012/1/16
JTF 981,2011/12/18,2012/1/27
SHE 866,2011/12/18,
NMB 274,2011/12/18,2012/1/5
GHR 828,2011/12/18,2012/1/11
ESM 185,2011/12/18,2012/1/6
GRB 963,2011/12/18,2011/12/26
DTF 294,2011/12/18,2012/2/1
JGP 549,2011/12/18,2012/1/2
WSR 828,2011/12/18,
CBX 145,2011/12/18,2012/1/3
DBR 463,2011/12/18,2012/1/16
VNS 588,2011/12/18,2012/1/18
HFB 963,2011/12/18,2012/1/10
HDB 858,2011/12/18,2012/1/17
YRJ 339,2011/12/18,2011/12/27
CWC 628,2011/12/18,2011/12/30
LNS 244,2011/12/18,2012/1/3
PHA 537,2011/12/18,2012/1/5
YVN 254,2011/12/18,2011/12/21
AMW 829,2011/12/18,2011/12/26
XTJ 925,2011/12/18,2012/1/13
GMR 997,2011/12/18,2012/1/3
LDP 431,2011/12/18,
LGC 865,2011/12/18,2012/1/21
EMP 544,2011/12/18,2012/1/25
FAX 972,2011/12/18,2012/1/11
ELJ 137,2011/12/18,2011/12/28
YFK 846,2011/12/18,2012/2/4
WZT 418,2011/12/18,
JCD 328,2011/12/18,2012/1/8
VVS 216,2011/12/18,2012/1/7
GTM 219,2011/12/18,2011/12/24
BBC 741,2011/12/18,2011/12/28
LJP 269,2011/12/18,
VBB 698,2011/12/18,
NHB 438,2011/12/18,2011/12/18
ANE 177,2011/12/18,2012/2/5
NHR 713,2011/12/18,2012/1/26
BLH 986,2011/12/18,2012/1/17
HYD 118,2011/12/18,2011/12/19
HCD 176,2011/12/18,
