Vehicle Registration,Date Stolen,Date Recovered
XDG 718,2015/6/3,
TEB 984,2015/6/3,2015/7/13
CMH 133,2015/6/3,2015/7/1
TGY 125,2015/6/3,2015/6/7
FLR 993,2015/6/3,2015/6/3
XER 768,2015/6/3,
MBS 411,2015/6/3,2015/7/9
NKA 895,2015/6/3,2015/7/21
CMS 468,2015/6/3,2015/6/22
LRD 179,2015/6/3,2015/6/17
RWN 287,2015/6/3,
TCJ 533,2015/6/3,2015/7/12
EKM 122,2015/6/3,2015/6/23
RXY 596,2015/6/3,2015/7/16
DBC 198,2015/6/3,2015/6/23
AMR 558,2015/6/3,2015/7/1
WVX 342,2015/6/3,2015/7/12
KXL 971,2015/6/3,
FSJ 227,2015/6/3,2015/6/22
ACA 658,2015/6/3,2015/6/12
GRP 176,2015/6/3,2015/6/18
FPP 145,2015/6/3,
FNG 754,2015/6/3,
KME 322,2015/6/3,2015/7/20
SRP 242,2015/6/3,2015/6/18
KKY 514,2015/6/3,2015/7/21
KAJ 964,2015/6/3,2015/6/17
LKR 341,2015/6/3,
RBH 795,2015/6/3,
FRH 147,2015/6/3,
MSW 289,2015/6/3,2015/7/22
JRP 961,2015/6/3,2015/6/13
SWV 113,2015/6/3,2015/7/4
KJS 912,2015/6/3,2015/6/27
JNT 726,2015/6/3,2015/6/19
BBH 396,2015/6/3,2015/6/26
KZJ 681,2015/6/3,2015/6/6
BZT 431,2015/6/3,
DVP 935,2015/6/3,
LCZ 994,2015/6/3,2015/7/20
XLL 288,2015/6/3,2015/7/20
LKR 289,2015/6/3,
XEB 215,2015/6/3,2015/7/17
VGC 712,2015/6/3,2015/6/21
AYM 861,2015/6/3,2015/6/18
WFM 889,2015/6/3,2015/6/15
TYB 748,2015/6/3,2015/7/12
PMH 572,2015/6/3,2015/6/15
BAE 946,2015/6/3,2015/6/24
XTG 791,2015/6/3,2015/6/10
AMA 216,2015/6/3,
DBE 177,2015/6/3,2015/6/29
ADV 874,2015/6/3,
MEW 651,2015/6/3,2015/6/26
JMM 221,2015/6/3,2015/6/16
TZT 344,2015/6/3,
FRS 834,2015/6/3,2015/6/5
HWP 987,2015/6/3,
PRS 233,2015/6/3,2015/6/24
XHA 768,2015/6/3,
ATH 836,2015/6/3,
LWW 454,2015/6/3,
HPS 771,2015/6/3,2015/7/16
FVZ 943,2015/6/3,2015/6/4
ZKX 148,2015/6/3,2015/7/12
HSS 451,2015/6/3,2015/6/24
TZK 122,2015/6/3,
XKP 574,2015/6/3,
WHJ 155,2015/6/3,2015/7/8
VTH 935,2015/6/3,
JLD 481,2015/6/3,2015/6/21
YWE 923,2015/6/3,2015/6/17
AMN 164,2015/6/3,2015/7/21
FXE 485,2015/6/3,2015/7/9
ZKD 233,2015/6/3,2015/6/19
ZMC 648,2015/6/3,2015/6/20
LJZ 894,2015/6/3,
LYC 989,2015/6/3,2015/6/3
CVZ 711,2015/6/3,2015/7/6
ETC 233,2015/6/3,2015/7/16
NRY 459,2015/6/3,2015/6/27
XDS 424,2015/6/3,
MSM 586,2015/6/3,2015/6/25
SFN 234,2015/6/3,
BRJ 216,2015/6/3,
GHX 943,2015/6/3,2015/6/30
TCP 583,2015/6/3,2015/7/5
ENS 344,2015/6/3,2015/6/20
JMG 598,2015/6/3,2015/7/21
WHF 575,2015/6/3,2015/7/22
STK 283,2015/6/3,2015/6/22
ZLY 586,2015/6/3,2015/7/14
AJN 811,2015/6/3,2015/7/15
CRR 512,2015/6/3,2015/6/13
NGN 692,2015/6/3,
DNM 595,2015/6/3,2015/6/6
MGK 492,2015/6/3,2015/6/20
XNA 269,2015/6/3,2015/7/5
FEY 692,2015/6/3,2015/6/4
TLS 554,2015/6/3,2015/7/18
PJY 778,2015/6/3,2015/7/10
ZXS 425,2015/6/3,2015/6/26
XSG 765,2015/6/3,2015/6/16
GRP 548,2015/6/3,2015/6/13
RJN 399,2015/6/3,2015/6/6
LLP 157,2015/6/3,2015/7/3
ZLN 712,2015/6/3,
CRL 133,2015/6/3,
RDS 893,2015/6/3,2015/6/14
RYF 192,2015/6/3,2015/7/12
AJL 935,2015/6/3,2015/6/27
GKC 349,2015/6/3,2015/6/6
LMK 498,2015/6/3,2015/6/16
FNC 291,2015/6/3,2015/6/13
WWB 971,2015/6/3,2015/7/13
REM 529,2015/6/3,2015/6/30
WBN 474,2015/6/3,2015/7/5
