Vehicle Registration,Date Stolen,Date Recovered
FBS 296,2015/8/5,2015/8/21
XWW 217,2015/8/5,
VGJ 138,2015/8/5,2015/9/23
BCC 163,2015/8/5,
YKF 714,2015/8/5,2015/8/28
VXE 481,2015/8/5,2015/9/21
VRZ 683,2015/8/5,2015/9/23
BJC 843,2015/8/5,2015/8/12
JRE 655,2015/8/5,2015/8/8
WPG 466,2015/8/5,2015/9/1
DDF 939,2015/8/5,2015/8/21
KVR 736,2015/8/5,2015/8/20
TNZ 184,2015/8/5,2015/8/28
PMS 396,2015/8/5,2015/9/18
WDR 312,2015/8/5,2015/8/22
HND 784,2015/8/5,
GWR 964,2015/8/5,2015/8/8
SAH 722,2015/8/5,2015/9/8
YDW 191,2015/8/5,2015/8/27
FLT 328,2015/8/5,2015/8/24
JMY 299,2015/8/5,2015/9/17
BXM 186,2015/8/5,2015/8/21
XHT 751,2015/8/5,2015/8/15
JCT 277,2015/8/5,2015/9/4
PCJ 625,2015/8/5,
GLA 254,2015/8/5,2015/9/6
DMK 817,2015/8/5,2015/9/10
HSV 827,2015/8/5,2015/9/10
FPK 727,2015/8/5,2015/8/7
MSJ 111,2015/8/5,2015/9/10
LBY 237,2015/8/5,2015/9/17
JAG 579,2015/8/5,2015/9/16
TSW 899,2015/8/5,2015/8/27
LBH 337,2015/8/5,2015/8/20
ZVJ 186,2015/8/5,2015/9/23
TLJ 245,2015/8/5,2015/9/4
XVG 338,2015/8/5,2015/9/23
PLR 345,2015/8/5,2015/9/5
TBM 967,2015/8/5,
THC 553,2015/8/5,2015/8/8
LVK 541,2015/8/5,
WWL 397,2015/8/5,2015/8/8
XRK 416,2015/8/5,
ADN 875,2015/8/5,2015/8/6
KSV 612,2015/8/5,2015/8/21
AJC 735,2015/8/5,
GYP 887,2015/8/5,2015/9/19
XGK 252,2015/8/5,2015/8/25
VDX 394,2015/8/5,2015/8/10
HSG 652,2015/8/5,2015/9/17
ZMP 882,2015/8/5,2015/8/28
VZT 872,2015/8/5,2015/8/17
ZTZ 269,2015/8/5,2015/8/9
VXM 243,2015/8/5,2015/8/17
KWE 956,2015/8/5,2015/8/28
REL 973,2015/8/5,2015/8/6
LKR 827,2015/8/5,
KTZ 974,2015/8/5,2015/8/19
TAH 893,2015/8/5,2015/8/23
GJK 452,2015/8/5,2015/8/12
