Vehicle Registration,Date Stolen,Date Recovered
JTC 118,2013/11/15,
MGK 883,2013/11/15,2013/12/11
GCF 461,2013/11/15,2013/12/23
EKB 489,2013/11/15,
RHW 474,2013/11/15,
ZSR 246,2013/11/15,2013/11/24
BKK 398,2013/11/15,2013/12/27
YGX 683,2013/11/15,2013/11/26
HFE 552,2013/11/15,2013/11/18
JDK 846,2013/11/15,2013/12/4
FEG 457,2013/11/15,2013/11/28
MMK 452,2013/11/15,2013/11/27
KCV 257,2013/11/15,2013/12/3
HMW 749,2013/11/15,2014/1/1
XHH 698,2013/11/15,2013/11/18
ZHZ 977,2013/11/15,2013/12/5
YSK 382,2013/11/15,2013/11/19
WJA 985,2013/11/15,2013/12/8
NCL 286,2013/11/15,2013/12/22
ACF 274,2013/11/15,2013/11/21
CNW 756,2013/11/15,2013/12/9
FVT 681,2013/11/15,2013/12/26
WKK 633,2013/11/15,2013/12/8
ZWF 799,2013/11/15,2013/12/26
GJW 378,2013/11/15,2014/1/3
PTX 192,2013/11/15,2013/12/21
GVF 395,2013/11/15,2013/12/4
CNS 748,2013/11/15,2013/12/22
YGG 535,2013/11/15,
LMB 544,2013/11/15,2013/12/2
CGJ 276,2013/11/15,2013/12/8
ZZD 213,2013/11/15,2013/12/9
ANB 693,2013/11/15,2013/12/20
BEV 549,2013/11/15,2013/12/7
EYN 246,2013/11/15,2013/12/15
WLL 346,2013/11/15,
AFL 847,2013/11/15,2013/12/28
NRB 571,2013/11/15,
MMX 274,2013/11/15,2013/12/6
YST 485,2013/11/15,2013/12/3
ERL 246,2013/11/15,2013/12/1
BSM 752,2013/11/15,2013/12/16
BKS 878,2013/11/15,2013/12/5
VAX 615,2013/11/15,
FPF 152,2013/11/15,2013/12/16
DKB 187,2013/11/15,2013/12/31
BYH 475,2013/11/15,2013/12/21
FVJ 477,2013/11/15,2013/12/6
PKL 885,2013/11/15,2013/11/28
VTS 374,2013/11/15,
CCN 127,2013/11/15,2013/12/2
XXW 783,2013/11/15,2013/11/26
ALK 421,2013/11/15,2013/12/31
RKN 985,2013/11/15,2013/12/14
ZFG 614,2013/11/15,2013/12/8
BSZ 975,2013/11/15,2013/11/16
MEF 394,2013/11/15,
DBK 724,2013/11/15,2014/1/1
GYT 696,2013/11/15,2013/12/5
ZMH 519,2013/11/15,
KAK 623,2013/11/15,2014/1/2
HFK 198,2013/11/15,2013/12/25
TMS 875,2013/11/15,2013/12/16
VNG 414,2013/11/15,2013/12/31
GGF 194,2013/11/15,
ZEF 724,2013/11/15,2013/12/22
SPT 639,2013/11/15,2013/12/3
JMW 695,2013/11/15,2013/12/7
HET 657,2013/11/15,2013/12/25
GSW 529,2013/11/15,2013/12/20
VCS 574,2013/11/15,2014/1/1
XGS 456,2013/11/15,2013/11/16
THH 962,2013/11/15,2013/12/19
VHF 628,2013/11/15,2013/12/21
WKW 889,2013/11/15,2013/11/27
FLT 214,2013/11/15,2013/12/30
RJT 967,2013/11/15,2013/12/23
KTS 424,2013/11/15,
NFM 172,2013/11/15,2013/12/15
BJS 245,2013/11/15,2014/1/2
KMY 818,2013/11/15,
RCK 139,2013/11/15,2013/12/26
HRR 798,2013/11/15,2014/1/3
VYV 216,2013/11/15,2013/11/30
