Vehicle Registration,Date Stolen,Date Recovered
BAC 675,2015/9/25,2015/10/31
GDT 272,2015/9/25,
NYK 444,2015/9/25,2015/11/13
RKR 436,2015/9/25,
XZM 495,2015/9/25,
FLW 983,2015/9/25,2015/10/26
ZBC 392,2015/9/25,2015/11/2
BWZ 374,2015/9/25,2015/10/30
MRF 761,2015/9/25,
CFC 959,2015/9/25,2015/10/18
VKJ 354,2015/9/25,2015/9/29
EVG 156,2015/9/25,2015/10/15
TDL 219,2015/9/25,2015/10/25
WBC 718,2015/9/25,
JPL 395,2015/9/25,
NMM 872,2015/9/25,2015/10/22
WFD 354,2015/9/25,2015/10/12
WKJ 434,2015/9/25,2015/10/31
MFS 911,2015/9/25,2015/11/9
ZJN 547,2015/9/25,2015/10/7
LPX 779,2015/9/25,
FNL 517,2015/9/25,2015/11/5
VEG 546,2015/9/25,2015/10/18
HXH 288,2015/9/25,
EPY 759,2015/9/25,2015/10/27
SRP 564,2015/9/25,2015/10/2
NGS 257,2015/9/25,2015/10/11
CDK 864,2015/9/25,2015/10/7
AJH 582,2015/9/25,2015/11/4
MSV 719,2015/9/25,2015/10/2
TCN 524,2015/9/25,2015/10/25
GCN 358,2015/9/25,2015/11/13
KEL 217,2015/9/25,2015/10/15
LXP 796,2015/9/25,
ZKB 587,2015/9/25,2015/10/8
VYD 765,2015/9/25,2015/10/9
SMG 859,2015/9/25,
SDZ 378,2015/9/25,2015/10/16
GJG 175,2015/9/25,2015/10/14
YVK 157,2015/9/25,
PYB 539,2015/9/25,
LAW 781,2015/9/25,2015/11/10
MLK 222,2015/9/25,2015/11/10
DRX 758,2015/9/25,
HZP 879,2015/9/25,2015/10/16
TFP 766,2015/9/25,2015/11/7
XKN 136,2015/9/25,2015/11/5
ZWG 629,2015/9/25,2015/10/22
LVJ 852,2015/9/25,2015/10/5
ACL 962,2015/9/25,2015/10/23
VZW 135,2015/9/25,2015/11/1
DDV 968,2015/9/25,2015/10/3
SZG 831,2015/9/25,2015/10/16
EAA 219,2015/9/25,2015/11/6
GWV 225,2015/9/25,2015/10/11
BPR 333,2015/9/25,2015/11/9
ZSE 697,2015/9/25,2015/10/4
NBW 356,2015/9/25,2015/10/27
HAP 811,2015/9/25,2015/10/27
RGV 742,2015/9/25,2015/10/16
CWD 473,2015/9/25,2015/11/9
PBN 161,2015/9/25,2015/10/21
ZKY 371,2015/9/25,2015/10/4
BAZ 695,2015/9/25,2015/10/14
RYD 653,2015/9/25,
CBD 956,2015/9/25,2015/10/24
VJS 922,2015/9/25,
PFJ 733,2015/9/25,
REJ 799,2015/9/25,2015/11/12
WWE 693,2015/9/25,2015/10/17
JHW 585,2015/9/25,2015/10/4
TCZ 289,2015/9/25,2015/11/5
JBG 339,2015/9/25,2015/10/28
JAB 495,2015/9/25,2015/9/30
VYF 952,2015/9/25,2015/10/11
ZWY 897,2015/9/25,2015/11/6
AJF 892,2015/9/25,2015/10/4
SYC 848,2015/9/25,
APJ 969,2015/9/25,2015/10/9
SBG 498,2015/9/25,2015/11/10
DCH 533,2015/9/25,2015/10/15
TVF 596,2015/9/25,
FTV 349,2015/9/25,
CZD 998,2015/9/25,2015/10/21
ALP 351,2015/9/25,2015/11/8
EVE 877,2015/9/25,
ECC 216,2015/9/25,2015/10/8
TEJ 315,2015/9/25,2015/10/30
FKM 596,2015/9/25,
XAD 675,2015/9/25,2015/10/17
SZS 863,2015/9/25,2015/10/30
EHM 366,2015/9/25,2015/10/28
BFP 338,2015/9/25,2015/10/5
LZH 157,2015/9/25,2015/10/22
TAP 179,2015/9/25,2015/10/9
SCF 613,2015/9/25,2015/10/20
HKM 592,2015/9/25,2015/10/1
TCG 796,2015/9/25,2015/11/11
VFN 696,2015/9/25,
ZRM 156,2015/9/25,
KAS 121,2015/9/25,2015/10/12
XSH 666,2015/9/25,
DSV 879,2015/9/25,2015/10/12
MJL 371,2015/9/25,
PCF 999,2015/9/25,2015/10/15
XBS 333,2015/9/25,2015/10/21
TKY 886,2015/9/25,2015/10/17
RYM 762,2015/9/25,2015/11/6
HEA 539,2015/9/25,2015/10/4
GCY 622,2015/9/25,2015/10/22
WCL 316,2015/9/25,2015/10/11
RSG 946,2015/9/25,2015/9/28
EWX 131,2015/9/25,2015/9/29
FRM 778,2015/9/25,2015/10/13
JGY 566,2015/9/25,2015/11/2
XBV 662,2015/9/25,2015/11/6
ADK 325,2015/9/25,2015/11/13
ARZ 416,2015/9/25,2015/10/7
HVN 276,2015/9/25,2015/10/2
BDD 235,2015/9/25,
WWR 641,2015/9/25,2015/10/10
GDM 963,2015/9/25,2015/10/28
VYF 867,2015/9/25,2015/11/11
ZWF 138,2015/9/25,2015/10/22
LYP 397,2015/9/25,2015/10/20
LRW 612,2015/9/25,2015/9/25
MYJ 333,2015/9/25,
YEN 583,2015/9/25,2015/10/23
PAL 674,2015/9/25,
KYJ 984,2015/9/25,2015/10/16
VLN 443,2015/9/25,
NMG 729,2015/9/25,
CHZ 174,2015/9/25,
PFX 394,2015/9/25,2015/10/7
TTS 372,2015/9/25,2015/9/28
TGC 226,2015/9/25,2015/9/25
KEW 544,2015/9/25,2015/9/29
KLV 249,2015/9/25,
FVZ 432,2015/9/25,2015/10/19
GPG 438,2015/9/25,
EKW 767,2015/9/25,2015/9/30
RFX 248,2015/9/25,2015/11/13
ZZZ 467,2015/9/25,2015/10/3
SXE 816,2015/9/25,2015/10/4
NTZ 926,2015/9/25,2015/10/23
RPR 933,2015/9/25,2015/10/24
PMK 386,2015/9/25,2015/10/17
GNZ 753,2015/9/25,
BGR 691,2015/9/25,2015/10/27
JLR 992,2015/9/25,2015/11/10
GVE 629,2015/9/25,2015/10/30
