Vehicle Registration,Date Stolen,Date Recovered
PSV 152,2017/11/2,2017/12/12
VPA 595,2017/11/2,
LTF 251,2017/11/2,2017/12/1
LZA 533,2017/11/2,2017/11/2
CMP 492,2017/11/2,
ZLM 967,2017/11/2,2017/11/13
YVP 682,2017/11/2,2017/12/14
CGP 513,2017/11/2,2017/11/28
PDJ 591,2017/11/2,2017/11/8
VDD 956,2017/11/2,2017/12/17
TBP 464,2017/11/2,2017/11/3
SAF 765,2017/11/2,2017/12/20
YZJ 448,2017/11/2,2017/11/4
SHW 618,2017/11/2,2017/11/7
JXT 162,2017/11/2,
DKT 884,2017/11/2,2017/12/5
EKB 525,2017/11/2,2017/11/20
AVT 364,2017/11/2,2017/12/19
YTG 779,2017/11/2,2017/11/5
CEF 912,2017/11/2,2017/12/21
RMK 686,2017/11/2,2017/11/15
LTZ 846,2017/11/2,2017/12/2
LYY 129,2017/11/2,2017/11/30
JFJ 134,2017/11/2,2017/12/19
VLP 194,2017/11/2,2017/11/4
LKF 992,2017/11/2,2017/11/23
NML 139,2017/11/2,2017/11/7
YDD 523,2017/11/2,
VCB 895,2017/11/2,
XPP 776,2017/11/2,
WWL 798,2017/11/2,2017/12/4
JXC 835,2017/11/2,2017/11/6
TDD 826,2017/11/2,
TKE 634,2017/11/2,2017/11/4
YZS 479,2017/11/2,2017/11/9
LEL 149,2017/11/2,2017/12/14
MJY 554,2017/11/2,2017/11/3
HLZ 571,2017/11/2,2017/12/1
VVX 387,2017/11/2,2017/11/25
AEK 914,2017/11/2,2017/11/30
NWB 945,2017/11/2,2017/12/14
ZKA 396,2017/11/2,2017/11/13
PLG 616,2017/11/2,2017/11/28
YDL 391,2017/11/2,2017/11/11
XEX 897,2017/11/2,2017/11/29
YHF 472,2017/11/2,2017/12/13
ZAH 629,2017/11/2,2017/12/5
GFZ 316,2017/11/2,2017/12/1
FDK 774,2017/11/2,2017/11/23
YAS 742,2017/11/2,2017/11/6
GDG 976,2017/11/2,2017/12/9
NYN 773,2017/11/2,2017/11/13
TJC 671,2017/11/2,2017/12/1
NKR 229,2017/11/2,
EEZ 936,2017/11/2,2017/11/10
JKE 877,2017/11/2,2017/11/13
VJZ 915,2017/11/2,2017/11/4
MRH 396,2017/11/2,2017/12/10
HKM 533,2017/11/2,
ELD 388,2017/11/2,2017/12/14
EZH 896,2017/11/2,2017/11/7
DTJ 638,2017/11/2,2017/12/7
RNL 327,2017/11/2,2017/11/23
HYV 647,2017/11/2,2017/11/20
WLC 139,2017/11/2,2017/12/7
HWG 594,2017/11/2,2017/12/10
TKP 335,2017/11/2,2017/12/6
MWL 185,2017/11/2,2017/11/18
JPV 877,2017/11/2,2017/11/24
XVA 349,2017/11/2,2017/11/28
DKV 921,2017/11/2,2017/11/24
VSL 557,2017/11/2,2017/12/14
MYC 369,2017/11/2,
ZXJ 554,2017/11/2,2017/12/21
GNX 474,2017/11/2,2017/11/13
DLA 131,2017/11/2,
YFV 582,2017/11/2,2017/11/14
VTZ 379,2017/11/2,2017/12/11
SWC 984,2017/11/2,
SWD 296,2017/11/2,2017/12/13
REN 355,2017/11/2,
HRR 149,2017/11/2,2017/12/1
RNH 483,2017/11/2,2017/11/20
ERW 911,2017/11/2,
XAP 545,2017/11/2,2017/12/17
AAN 279,2017/11/2,2017/12/6
FYL 335,2017/11/2,2017/11/6
WAB 869,2017/11/2,2017/11/4
HMC 432,2017/11/2,
RBJ 872,2017/11/2,2017/12/12
ZBS 261,2017/11/2,2017/12/15
YGP 451,2017/11/2,
ZGW 383,2017/11/2,
CHP 213,2017/11/2,2017/12/1
EWX 639,2017/11/2,2017/12/6
PSM 155,2017/11/2,2017/12/6
LGW 446,2017/11/2,2017/11/21
PNA 346,2017/11/2,2017/11/21
SZC 621,2017/11/2,
PMP 274,2017/11/2,2017/12/4
RZT 742,2017/11/2,2017/11/18
KEY 795,2017/11/2,2017/12/18
GWH 541,2017/11/2,2017/11/28
KVV 892,2017/11/2,
XKN 496,2017/11/2,2017/11/15
RLE 922,2017/11/2,
PRX 922,2017/11/2,2017/11/13
LHH 635,2017/11/2,2017/12/5
FTV 585,2017/11/2,2017/11/4
