"BF0G",3,2017-08-29T10:00:05.7051528+01:00
"BF0G",0,2017-08-29T10:03:05.7051528+01:00
"BF0G",0,2017-08-29T10:04:05.7051528+01:00
"WK0Z",0,2017-08-29T10:01:05.7051528+01:00
"BF0G",4,2017-08-29T10:06:05.7051528+01:00
"WK0Z",0,2017-08-29T10:04:05.7051528+01:00
"3G3Y",5,2017-08-29T10:01:05.7051528+01:00
"BF0G",5,2017-08-29T10:10:05.7051528+01:00
"WK0Z",0,2017-08-29T10:06:05.7051528+01:00
"3G3Y",7,2017-08-29T10:05:05.7051528+01:00
"BF0G",3,2017-08-29T10:13:05.7051528+01:00
"3G3Y",5,2017-08-29T10:10:05.7051528+01:00
"WK0Z",0,2017-08-29T10:10:05.7051528+01:00
"WK0Z",1,2017-08-29T10:14:05.7051528+01:00
"BF0G",0,2017-08-29T10:16:05.7051528+01:00
"V20F",3,2017-08-29T10:02:05.7051528+01:00
"YVGA",0,2017-08-29T10:01:05.7051528+01:00
"V20F",4,2017-08-29T10:11:05.7051528+01:00
"V20F",0,2017-08-29T10:07:05.7051528+01:00
"WK0Z",0,2017-08-29T10:19:05.7051528+01:00
"V20F",0,2017-08-29T10:15:05.7051528+01:00
"3G3Y",2,2017-08-29T10:11:05.7051528+01:00
"V20F",1,2017-08-29T10:20:05.7051528+01:00
"WK0Z",0,2017-08-29T10:24:05.7051528+01:00
"YVGA",1,2017-08-29T10:05:05.7051528+01:00
"BF0G",3,2017-08-29T10:19:05.7051528+01:00
"WK0Z",3,2017-08-29T10:25:05.7051528+01:00
"BF0G",8,2017-08-29T10:26:05.7051528+01:00
"YVGA",5,2017-08-29T10:07:05.7051528+01:00
"BF0G",6,2017-08-29T10:23:05.7051528+01:00
"WK0Z",5,2017-08-29T10:28:05.7051528+01:00
"V20F",0,2017-08-29T10:24:05.7051528+01:00
"BF0G",7,2017-08-29T10:28:05.7051528+01:00
"4U0Z",24,2017-08-29T10:03:05.7051528+01:00
"BF0G",5,2017-08-29T10:32:05.7051528+01:00
"3G3Y",2,2017-08-29T10:14:05.7051528+01:00
"BF0G",6,2017-08-29T10:37:05.7051528+01:00
"YVGA",7,2017-08-29T10:08:05.7051528+01:00
"YVGA",9,2017-08-29T10:11:05.7051528+01:00
"3G3Y",1,2017-08-29T10:18:05.7051528+01:00
"3PMW",4,2017-08-29T10:02:05.7051528+01:00
"V20F",0,2017-08-29T10:28:05.7051528+01:00
"3PMW",8,2017-08-29T10:04:05.7051528+01:00
"3PMW",9,2017-08-29T10:09:05.7051528+01:00
"WK0Z",7,2017-08-29T10:33:05.7051528+01:00
"3PMW",10,2017-08-29T10:14:05.7051528+01:00
"4U0Z",22,2017-08-29T10:06:05.7051528+01:00
"BF0G",4,2017-08-29T10:42:05.7051528+01:00
"V20F",1,2017-08-29T10:33:05.7051528+01:00
"3G3Y",0,2017-08-29T10:21:05.7051528+01:00
"3G3Y",0,2017-08-29T10:25:05.7051528+01:00
"YVGA",12,2017-08-29T10:16:05.7051528+01:00
"V20F",4,2017-08-29T10:29:05.7051528+01:00
"4U0Z",19,2017-08-29T10:08:05.7051528+01:00
"YVGA",12,2017-08-29T10:19:05.7051528+01:00
"YVGA",7,2017-08-29T10:24:05.7051528+01:00
"WK0Z",3,2017-08-29T10:35:05.7051528+01:00
"3PMW",7,2017-08-29T10:15:05.7051528+01:00
"4U0Z",17,2017-08-29T10:11:05.7051528+01:00
"BF0G",2,2017-08-29T10:44:05.7051528+01:00
"UXWV",7,2017-08-29T10:02:05.7051528+01:00
"3PMW",5,2017-08-29T10:17:05.7051528+01:00
"WK0Z",0,2017-08-29T10:36:05.7051528+01:00
"V20F",5,2017-08-29T10:37:05.7051528+01:00
"3G3Y",0,2017-08-29T10:27:05.7051528+01:00
"4U0Z",18,2017-08-29T10:15:05.7051528+01:00
"WK0Z",2,2017-08-29T10:41:05.7051528+01:00
"YVGA",11,2017-08-29T10:27:05.7051528+01:00
"UXWV",8,2017-08-29T10:05:05.7051528+01:00
"YVGA",9,2017-08-29T10:28:05.7051528+01:00
"3G3Y",8,2017-08-29T10:35:05.7051528+01:00
"3G3Y",4,2017-08-29T10:30:05.7051528+01:00
"WK0Z",4,2017-08-29T10:51:05.7051528+01:00
"WK0Z",5,2017-08-29T10:43:05.7051528+01:00
"WK0Z",2,2017-08-29T10:48:05.7051528+01:00
"3PMW",0,2017-08-29T10:20:05.7051528+01:00
"BF0G",6,2017-08-29T10:47:05.7051528+01:00
"WK0Z",8,2017-08-29T10:53:05.7051528+01:00
"4U0Z",16,2017-08-29T10:16:05.7051528+01:00
"V20F",7,2017-08-29T10:39:05.7051528+01:00
"3G3Y",6,2017-08-29T10:36:05.7051528+01:00
"WK0Z",9,2017-08-29T10:58:05.7051528+01:00
"BF0G",5,2017-08-29T10:48:05.7051528+01:00
