Vehicle Registration,Date Stolen,Date Recovered
RGB 141,2011/5/2,2011/6/14
LHS 644,2011/5/2,2011/5/30
GMX 623,2011/5/2,2011/5/13
GCX 942,2011/5/2,2011/6/10
ZPZ 928,2011/5/2,2011/5/2
FKL 477,2011/5/2,2011/5/13
EJF 586,2011/5/2,2011/5/19
BEV 329,2011/5/2,2011/5/19
NKP 746,2011/5/2,2011/5/16
MGH 788,2011/5/2,2011/5/9
XNT 983,2011/5/2,2011/5/23
GRX 917,2011/5/2,2011/5/20
CCV 325,2011/5/2,2011/6/16
CVZ 536,2011/5/2,2011/5/25
AFK 624,2011/5/2,2011/5/26
AFK 773,2011/5/2,2011/5/22
YZP 718,2011/5/2,2011/5/21
REX 139,2011/5/2,2011/5/10
DRY 737,2011/5/2,2011/5/13
PLF 912,2011/5/2,2011/6/11
JDN 317,2011/5/2,
XBA 954,2011/5/2,
BVN 146,2011/5/2,2011/5/28
TXD 665,2011/5/2,2011/5/17
JBR 249,2011/5/2,2011/6/1
NVX 273,2011/5/2,
MDW 367,2011/5/2,2011/5/25
RJL 255,2011/5/2,2011/5/27
TMN 488,2011/5/2,
ECN 673,2011/5/2,2011/5/27
PZB 561,2011/5/2,2011/6/16
NXL 945,2011/5/2,
GML 278,2011/5/2,2011/5/21
JSA 529,2011/5/2,2011/5/3
XAN 549,2011/5/2,2011/6/8
PXW 847,2011/5/2,2011/6/6
EMG 383,2011/5/2,2011/6/7
PJC 914,2011/5/2,2011/5/28
XDC 494,2011/5/2,2011/6/1
TVN 895,2011/5/2,2011/5/18
ZGG 668,2011/5/2,2011/5/26
GVY 188,2011/5/2,
HDA 263,2011/5/2,2011/6/12
XZL 178,2011/5/2,
BMY 728,2011/5/2,
RNC 246,2011/5/2,2011/5/23
DJM 852,2011/5/2,2011/6/18
LLT 634,2011/5/2,2011/6/11
AWY 499,2011/5/2,2011/5/2
CYM 127,2011/5/2,2011/5/21
NNY 439,2011/5/2,2011/5/31
NFF 724,2011/5/2,2011/6/9
TRC 661,2011/5/2,2011/5/3
JBT 668,2011/5/2,2011/5/25
BKC 755,2011/5/2,
FZT 663,2011/5/2,2011/5/19
DGH 668,2011/5/2,2011/6/4
MSY 321,2011/5/2,2011/5/20
VMP 739,2011/5/2,2011/6/9
MBH 734,2011/5/2,
SAK 359,2011/5/2,2011/5/10
TPF 759,2011/5/2,2011/6/15
PAW 277,2011/5/2,
LCB 551,2011/5/2,
DXM 261,2011/5/2,2011/5/15
HGY 771,2011/5/2,2011/6/7
DBB 354,2011/5/2,
PGW 486,2011/5/2,2011/6/11
KBP 647,2011/5/2,2011/6/5
TYW 477,2011/5/2,2011/5/21
JKH 498,2011/5/2,2011/6/1
NMN 339,2011/5/2,2011/5/5
LDF 741,2011/5/2,2011/5/15
JNN 669,2011/5/2,2011/5/16
XHA 434,2011/5/2,2011/6/12
LWC 824,2011/5/2,2011/5/16
WCY 657,2011/5/2,2011/5/6
EXB 439,2011/5/2,2011/5/10
ERJ 997,2011/5/2,
HPE 594,2011/5/2,2011/5/16
FTT 597,2011/5/2,
FSE 445,2011/5/2,2011/5/19
RLP 514,2011/5/2,
SVF 855,2011/5/2,2011/5/17
PCC 537,2011/5/2,2011/6/2
FDR 251,2011/5/2,2011/6/9
GSX 588,2011/5/2,2011/6/14
VNT 255,2011/5/2,2011/6/4
JKT 348,2011/5/2,2011/5/13
WCF 977,2011/5/2,2011/6/4
BHN 878,2011/5/2,2011/6/18
FES 795,2011/5/2,2011/6/20
MZT 135,2011/5/2,2011/5/27
LYR 769,2011/5/2,
YCC 298,2011/5/2,2011/5/2
LYZ 216,2011/5/2,2011/6/20
DMJ 796,2011/5/2,2011/5/18
WCJ 723,2011/5/2,2011/5/14
AST 838,2011/5/2,2011/6/8
ZDN 464,2011/5/2,2011/5/18
YGM 165,2011/5/2,2011/5/3
VPG 853,2011/5/2,2011/5/25
RSC 482,2011/5/2,2011/5/5
TSS 819,2011/5/2,2011/6/18
VLW 872,2011/5/2,2011/6/5
RKB 769,2011/5/2,2011/5/13
SHS 839,2011/5/2,2011/5/5
EFG 872,2011/5/2,2011/5/16
RVA 946,2011/5/2,2011/5/25
ANT 414,2011/5/2,2011/6/7
LZC 631,2011/5/2,2011/5/13
KBP 598,2011/5/2,2011/6/9
DFA 783,2011/5/2,
XFW 727,2011/5/2,2011/6/4
MKJ 816,2011/5/2,2011/5/29
NDN 319,2011/5/2,2011/5/28
VHE 849,2011/5/2,2011/6/18
PBV 125,2011/5/2,2011/6/7
JTZ 549,2011/5/2,2011/5/20
SKE 771,2011/5/2,2011/5/5
SRX 858,2011/5/2,2011/5/28
LEE 185,2011/5/2,
KWY 391,2011/5/2,2011/6/11
ZRD 973,2011/5/2,2011/5/27
ZXH 669,2011/5/2,2011/5/11
EKA 273,2011/5/2,2011/6/5
AEG 828,2011/5/2,2011/6/16
WBX 866,2011/5/2,2011/6/10
SPB 928,2011/5/2,2011/5/20
RHA 596,2011/5/2,2011/5/4
ZYX 696,2011/5/2,
ZRT 514,2011/5/2,2011/6/17
RVM 237,2011/5/2,
WVE 884,2011/5/2,2011/6/6
AFW 773,2011/5/2,
DXZ 518,2011/5/2,2011/5/26
JKX 219,2011/5/2,2011/5/19
XST 246,2011/5/2,2011/5/21
YMM 853,2011/5/2,2011/6/16
KLZ 475,2011/5/2,
GYJ 455,2011/5/2,
XPV 152,2011/5/2,2011/6/3
LJN 637,2011/5/2,
MLT 699,2011/5/2,2011/5/26
PTW 531,2011/5/2,2011/5/8
JJY 949,2011/5/2,2011/6/17
WLX 495,2011/5/2,2011/6/6
EFW 175,2011/5/2,2011/5/13
CLJ 742,2011/5/2,2011/5/15
FDE 988,2011/5/2,2011/6/8
MLV 412,2011/5/2,
AGF 122,2011/5/2,2011/6/3
DZV 952,2011/5/2,2011/6/15
EKC 838,2011/5/2,2011/6/9
LEL 378,2011/5/2,
CGT 193,2011/5/2,
LHV 818,2011/5/2,2011/5/8
PDE 695,2011/5/2,2011/6/11
LYM 964,2011/5/2,2011/5/8
DVW 248,2011/5/2,2011/6/7
DZJ 999,2011/5/2,2011/5/17
CBR 663,2011/5/2,2011/5/3
LLN 973,2011/5/2,
FKR 399,2011/5/2,2011/6/19
KFK 928,2011/5/2,2011/5/14
PVX 575,2011/5/2,2011/6/9
VET 937,2011/5/2,2011/5/12
LFS 631,2011/5/2,
CXD 381,2011/5/2,2011/5/27
FBJ 949,2011/5/2,2011/5/22
RTL 721,2011/5/2,2011/5/27
BNL 827,2011/5/2,2011/5/12
BRK 845,2011/5/2,2011/5/7
SCS 243,2011/5/2,2011/5/23
WAX 661,2011/5/2,
JLF 356,2011/5/2,2011/5/25
WXX 756,2011/5/2,
RSA 143,2011/5/2,2011/5/18
CYA 286,2011/5/2,
RHK 828,2011/5/2,
RDH 547,2011/5/2,2011/5/4
RSX 919,2011/5/2,
DLC 663,2011/5/2,
ZWC 225,2011/5/2,2011/6/19
LZJ 298,2011/5/2,2011/5/18
XVK 179,2011/5/2,2011/5/2
PHS 786,2011/5/2,2011/5/23
KDM 669,2011/5/2,2011/5/2
SCK 165,2011/5/2,2011/5/7
DRS 886,2011/5/2,2011/5/24
