Vehicle Registration,Date Stolen,Date Recovered
LSK 291,2016/9/7,2016/9/8
YRK 196,2016/9/7,2016/9/28
ZZZ 856,2016/9/7,
DDY 594,2016/9/7,
YRJ 817,2016/9/7,2016/10/18
DNH 948,2016/9/7,2016/10/11
XLS 465,2016/9/7,2016/10/20
TKA 815,2016/9/7,2016/10/14
JHD 326,2016/9/7,2016/10/15
CAS 931,2016/9/7,2016/10/7
LAP 468,2016/9/7,2016/10/3
WMA 671,2016/9/7,2016/10/20
WTM 164,2016/9/7,2016/10/11
TJF 679,2016/9/7,2016/10/6
VRH 193,2016/9/7,2016/10/23
VSL 662,2016/9/7,
DCB 555,2016/9/7,
HHR 369,2016/9/7,2016/10/13
YGW 178,2016/9/7,2016/10/11
WZF 991,2016/9/7,2016/10/8
TDK 691,2016/9/7,2016/9/16
ZFS 666,2016/9/7,2016/10/22
ZPS 336,2016/9/7,2016/9/27
KNS 537,2016/9/7,2016/9/15
TBM 561,2016/9/7,2016/10/24
CNB 411,2016/9/7,
BKZ 333,2016/9/7,
TBE 447,2016/9/7,2016/10/25
BJW 625,2016/9/7,2016/9/20
RXF 759,2016/9/7,2016/9/19
SLL 879,2016/9/7,2016/9/7
VHS 586,2016/9/7,2016/9/29
PWH 733,2016/9/7,2016/9/9
DCP 416,2016/9/7,2016/10/8
VXR 922,2016/9/7,
JKV 778,2016/9/7,
KVD 766,2016/9/7,2016/9/9
KWS 636,2016/9/7,2016/9/25
TYS 995,2016/9/7,2016/9/17
JDG 853,2016/9/7,2016/10/19
CNA 349,2016/9/7,2016/9/15
WFL 448,2016/9/7,2016/10/22
BNA 811,2016/9/7,2016/9/12
NRG 432,2016/9/7,
AHN 751,2016/9/7,2016/10/16
TKD 718,2016/9/7,2016/9/7
GLV 931,2016/9/7,
KDS 767,2016/9/7,2016/10/26
GGH 232,2016/9/7,2016/9/21
VFB 684,2016/9/7,2016/10/15
RSD 841,2016/9/7,2016/10/21
BKG 441,2016/9/7,
LMK 859,2016/9/7,
EWC 196,2016/9/7,
JZB 962,2016/9/7,2016/9/16
JHB 899,2016/9/7,2016/10/3
CBE 499,2016/9/7,2016/9/17
JAP 698,2016/9/7,2016/9/9
EEZ 592,2016/9/7,2016/9/28
HFJ 285,2016/9/7,2016/9/17
GJY 949,2016/9/7,2016/9/13
TGN 566,2016/9/7,2016/9/19
GPP 791,2016/9/7,2016/10/15
PYZ 761,2016/9/7,2016/10/24
WGF 692,2016/9/7,2016/9/9
BNS 668,2016/9/7,2016/10/10
ZWW 295,2016/9/7,2016/9/25
PZF 594,2016/9/7,2016/10/16
HTS 347,2016/9/7,
PGN 441,2016/9/7,2016/9/23
FFS 727,2016/9/7,2016/10/23
YAY 996,2016/9/7,2016/9/28
VAG 824,2016/9/7,2016/9/26
GSN 691,2016/9/7,2016/10/19
RME 671,2016/9/7,2016/9/30
VKH 376,2016/9/7,
WYM 485,2016/9/7,2016/10/7
XJL 523,2016/9/7,2016/9/24
DKG 448,2016/9/7,2016/10/22
MSB 711,2016/9/7,2016/10/5
LNV 155,2016/9/7,2016/10/11
YGT 469,2016/9/7,2016/9/27
CKD 338,2016/9/7,
ATW 249,2016/9/7,2016/10/18
WTA 654,2016/9/7,2016/9/28
TBL 116,2016/9/7,2016/9/17
GMP 693,2016/9/7,2016/9/29
ZTZ 766,2016/9/7,
LYM 898,2016/9/7,2016/9/9
ZKN 245,2016/9/7,2016/9/8
NFW 832,2016/9/7,2016/10/20
GHP 747,2016/9/7,
FLR 114,2016/9/7,2016/10/6
LXR 573,2016/9/7,2016/9/20
SMD 479,2016/9/7,2016/10/14
BZM 623,2016/9/7,2016/9/26
KJY 989,2016/9/7,
RHJ 454,2016/9/7,
CDA 856,2016/9/7,2016/9/27
SJB 199,2016/9/7,
LJB 344,2016/9/7,2016/10/6
CAS 464,2016/9/7,2016/10/13
DKM 135,2016/9/7,2016/10/13
ZPE 583,2016/9/7,2016/9/19
AEY 245,2016/9/7,2016/10/12
NFS 599,2016/9/7,2016/10/12
RJY 553,2016/9/7,2016/10/22
RGH 721,2016/9/7,2016/10/23
VAJ 446,2016/9/7,2016/9/22
TTK 183,2016/9/7,2016/10/19
YWW 548,2016/9/7,2016/9/18
GAL 121,2016/9/7,2016/10/7
GXS 963,2016/9/7,
BFS 788,2016/9/7,2016/9/10
KHV 335,2016/9/7,2016/9/29
VPC 423,2016/9/7,2016/10/3
DZS 959,2016/9/7,2016/9/26
WVJ 215,2016/9/7,2016/10/21
YAP 823,2016/9/7,2016/9/19
KTC 926,2016/9/7,2016/10/23
TZN 822,2016/9/7,2016/10/23
YDL 414,2016/9/7,2016/10/22
TSK 167,2016/9/7,2016/10/2
SXM 784,2016/9/7,2016/9/28
XNJ 191,2016/9/7,2016/9/20
CDW 188,2016/9/7,
WXF 528,2016/9/7,
LSD 362,2016/9/7,2016/10/10
SEM 598,2016/9/7,2016/9/19
KRZ 585,2016/9/7,2016/10/26
BJY 929,2016/9/7,
JHP 389,2016/9/7,2016/9/16
LGH 634,2016/9/7,
RMA 587,2016/9/7,
SGE 337,2016/9/7,2016/9/26
BLB 629,2016/9/7,2016/10/21
LAA 524,2016/9/7,2016/10/6
FXF 696,2016/9/7,2016/9/15
DPN 679,2016/9/7,2016/10/12
