Vehicle Registration,Date Stolen,Date Recovered
JBK 463,2014/6/7,2014/6/29
XLR 456,2014/6/7,2014/6/27
DFA 745,2014/6/7,2014/6/28
RZC 363,2014/6/7,
NRJ 178,2014/6/7,2014/6/25
PSH 974,2014/6/7,2014/6/29
BZL 161,2014/6/7,2014/6/11
PER 622,2014/6/7,2014/7/14
TPV 834,2014/6/7,2014/7/18
XLC 725,2014/6/7,2014/7/6
MFF 676,2014/6/7,2014/6/26
NLK 627,2014/6/7,2014/6/27
ZSE 166,2014/6/7,2014/7/8
DEE 294,2014/6/7,
PKC 992,2014/6/7,
EFH 793,2014/6/7,
BPV 435,2014/6/7,2014/7/6
PML 652,2014/6/7,2014/7/6
TGZ 765,2014/6/7,2014/7/4
VCX 438,2014/6/7,2014/7/15
BBC 363,2014/6/7,
WDG 464,2014/6/7,2014/7/8
RDZ 634,2014/6/7,2014/7/1
BYP 263,2014/6/7,2014/7/13
TPL 413,2014/6/7,2014/7/8
KWX 522,2014/6/7,2014/6/18
LXS 182,2014/6/7,2014/7/5
PNF 677,2014/6/7,2014/7/2
KNP 983,2014/6/7,2014/7/22
MNE 551,2014/6/7,2014/6/25
SDR 756,2014/6/7,2014/7/20
BVT 511,2014/6/7,2014/7/15
HFA 663,2014/6/7,2014/7/7
ZGN 391,2014/6/7,2014/6/14
EHY 518,2014/6/7,2014/6/11
SZY 154,2014/6/7,2014/6/23
VLC 317,2014/6/7,2014/6/23
NKS 315,2014/6/7,2014/7/13
RDH 713,2014/6/7,2014/7/11
DEZ 636,2014/6/7,2014/7/14
ZBM 418,2014/6/7,2014/7/5
AKY 618,2014/6/7,
FZJ 316,2014/6/7,2014/6/28
VNC 877,2014/6/7,
RCF 913,2014/6/7,2014/7/23
PWS 631,2014/6/7,2014/6/30
KWJ 325,2014/6/7,2014/7/1
RZP 577,2014/6/7,2014/7/13
FYZ 968,2014/6/7,2014/6/12
APS 398,2014/6/7,2014/6/17
BVJ 948,2014/6/7,2014/7/18
PXH 165,2014/6/7,2014/6/8
CKJ 415,2014/6/7,2014/7/11
SKG 673,2014/6/7,2014/6/28
VXJ 948,2014/6/7,2014/7/24
CTH 751,2014/6/7,2014/6/21
NWC 548,2014/6/7,2014/7/7
CTE 963,2014/6/7,2014/6/30
LKF 711,2014/6/7,2014/6/30
LZG 429,2014/6/7,2014/6/16
DSA 929,2014/6/7,2014/6/30
GVW 661,2014/6/7,2014/7/19
GYF 185,2014/6/7,2014/6/30
JVA 553,2014/6/7,
NNT 836,2014/6/7,2014/6/18
ZGL 338,2014/6/7,2014/7/13
CKB 372,2014/6/7,2014/7/17
FLM 491,2014/6/7,
JTC 139,2014/6/7,2014/7/6
SSB 512,2014/6/7,2014/6/21
BNH 122,2014/6/7,2014/6/24
TCP 718,2014/6/7,2014/7/6
XKX 577,2014/6/7,
WHM 123,2014/6/7,
EYG 474,2014/6/7,2014/7/19
JSF 248,2014/6/7,2014/7/9
CCR 638,2014/6/7,2014/7/18
JEF 863,2014/6/7,2014/6/20
NMN 262,2014/6/7,2014/6/19
NRC 151,2014/6/7,
SRY 169,2014/6/7,2014/7/18
