Vehicle Registration,Date Stolen,Date Recovered
GWY 499,2016/10/18,2016/11/2
HWW 254,2016/10/18,2016/10/30
WGY 741,2016/10/18,2016/10/21
TVN 213,2016/10/18,2016/11/22
VLH 786,2016/10/18,2016/11/2
KPZ 379,2016/10/18,2016/11/15
WSC 776,2016/10/18,2016/11/18
VPR 242,2016/10/18,
DWK 115,2016/10/18,2016/12/4
ANF 717,2016/10/18,2016/11/13
FXJ 421,2016/10/18,2016/10/29
WBZ 292,2016/10/18,2016/12/4
KXD 955,2016/10/18,2016/11/19
TWS 238,2016/10/18,
CVX 578,2016/10/18,
PEE 958,2016/10/18,2016/11/1
NYG 266,2016/10/18,2016/11/5
FBR 331,2016/10/18,2016/12/2
WYB 234,2016/10/18,2016/11/15
YAG 347,2016/10/18,2016/11/25
NWP 451,2016/10/18,2016/11/9
KEG 726,2016/10/18,2016/11/26
GEB 672,2016/10/18,
HRD 541,2016/10/18,2016/11/5
GSS 555,2016/10/18,2016/11/8
LPS 128,2016/10/18,2016/11/13
FSZ 262,2016/10/18,2016/10/30
GKA 999,2016/10/18,2016/10/22
WTJ 493,2016/10/18,2016/10/23
VHD 155,2016/10/18,2016/10/18
CXG 623,2016/10/18,
LHE 155,2016/10/18,2016/11/29
MHF 452,2016/10/18,2016/11/4
PEH 312,2016/10/18,2016/12/3
KNT 164,2016/10/18,2016/10/29
WFZ 621,2016/10/18,2016/11/2
LPN 236,2016/10/18,2016/12/6
MHB 996,2016/10/18,2016/10/24
JJP 978,2016/10/18,
CRM 227,2016/10/18,2016/11/27
XBV 468,2016/10/18,2016/11/12
NVL 343,2016/10/18,2016/11/19
CRF 754,2016/10/18,2016/11/11
SLA 628,2016/10/18,2016/11/28
NMA 887,2016/10/18,2016/11/21
XWH 936,2016/10/18,2016/11/22
AGB 551,2016/10/18,2016/10/20
PCS 289,2016/10/18,2016/11/19
YRS 838,2016/10/18,2016/11/6
ZRW 615,2016/10/18,
VEP 874,2016/10/18,2016/11/3
LMF 716,2016/10/18,2016/11/24
DMB 698,2016/10/18,2016/11/12
YSM 834,2016/10/18,
VRH 638,2016/10/18,2016/10/23
HFH 757,2016/10/18,2016/11/6
YWL 547,2016/10/18,2016/10/23
SKX 185,2016/10/18,
CDY 422,2016/10/18,2016/11/21
KLG 757,2016/10/18,
GBX 499,2016/10/18,
NKY 891,2016/10/18,2016/11/23
ZFP 481,2016/10/18,2016/10/28
DDB 944,2016/10/18,2016/11/7
TSS 768,2016/10/18,
LWV 828,2016/10/18,2016/11/4
TKS 323,2016/10/18,2016/11/6
XCE 787,2016/10/18,
AAC 349,2016/10/18,
BKX 934,2016/10/18,2016/11/14
VSE 972,2016/10/18,2016/11/25
GLX 574,2016/10/18,2016/11/5
FRT 271,2016/10/18,2016/12/5
END 745,2016/10/18,2016/12/5
NWZ 156,2016/10/18,2016/11/7
FRZ 917,2016/10/18,2016/11/8
BCS 674,2016/10/18,2016/11/21
TKT 291,2016/10/18,2016/10/21
LLX 843,2016/10/18,2016/11/1
FXZ 111,2016/10/18,2016/11/21
DLP 374,2016/10/18,2016/11/24
CFJ 183,2016/10/18,
NDJ 686,2016/10/18,2016/10/31
WCJ 747,2016/10/18,2016/11/19
TGZ 548,2016/10/18,
SRS 283,2016/10/18,2016/11/22
AVK 961,2016/10/18,2016/11/17
EVL 699,2016/10/18,2016/11/30
PSG 634,2016/10/18,2016/11/22
AFX 281,2016/10/18,2016/12/3
JJT 537,2016/10/18,2016/10/18
SKG 635,2016/10/18,2016/10/27
VGN 292,2016/10/18,2016/11/23
CPY 424,2016/10/18,
XXE 633,2016/10/18,2016/10/27
SRX 811,2016/10/18,2016/11/10
BDK 657,2016/10/18,2016/11/19
RBK 676,2016/10/18,2016/11/8
TDT 536,2016/10/18,2016/11/12
CSM 339,2016/10/18,
DJH 111,2016/10/18,
FZX 286,2016/10/18,
EPB 941,2016/10/18,2016/10/30
PZM 834,2016/10/18,2016/10/18
MKK 434,2016/10/18,2016/10/31
LPE 374,2016/10/18,2016/11/15
NJC 686,2016/10/18,
DYK 168,2016/10/18,2016/12/2
YCP 427,2016/10/18,2016/11/30
HKL 789,2016/10/18,2016/11/21
JZF 834,2016/10/18,2016/12/5
VGE 393,2016/10/18,2016/10/20
SHJ 672,2016/10/18,2016/11/7
MFF 429,2016/10/18,2016/11/5
