Vehicle Registration,Date Stolen,Date Recovered
CCV 398,2016/2/2,2016/2/18
PDR 981,2016/2/2,
PKH 682,2016/2/2,2016/2/19
TKS 782,2016/2/2,2016/2/28
RJV 532,2016/2/2,2016/2/6
BNB 642,2016/2/2,2016/2/14
XLA 159,2016/2/2,2016/2/15
TMN 527,2016/2/2,2016/3/6
PSG 438,2016/2/2,2016/3/19
HTM 327,2016/2/2,2016/3/19
DAV 424,2016/2/2,2016/2/28
CXS 756,2016/2/2,2016/2/23
XRA 698,2016/2/2,
NMT 749,2016/2/2,
PBH 283,2016/2/2,
DNG 422,2016/2/2,2016/3/20
GDJ 573,2016/2/2,2016/3/3
PTV 678,2016/2/2,
BRC 533,2016/2/2,2016/2/28
KVL 361,2016/2/2,2016/3/19
NAJ 363,2016/2/2,2016/2/19
KAM 255,2016/2/2,2016/2/27
FDG 515,2016/2/2,
PVB 873,2016/2/2,2016/3/10
WKB 641,2016/2/2,2016/2/27
GVA 374,2016/2/2,2016/2/3
GDB 474,2016/2/2,
PJR 835,2016/2/2,
FZG 158,2016/2/2,2016/3/20
PLE 352,2016/2/2,2016/2/15
VDN 624,2016/2/2,2016/3/12
EZB 147,2016/2/2,2016/3/1
EWA 729,2016/2/2,2016/2/22
EWT 329,2016/2/2,2016/3/5
CKA 199,2016/2/2,2016/3/20
EXX 589,2016/2/2,2016/3/13
YKB 625,2016/2/2,2016/2/5
TDK 465,2016/2/2,2016/2/11
GPY 975,2016/2/2,2016/3/18
YCN 319,2016/2/2,2016/3/3
AWH 881,2016/2/2,2016/2/14
JDG 756,2016/2/2,2016/2/17
SPD 218,2016/2/2,2016/2/14
MVR 198,2016/2/2,2016/3/13
NDH 724,2016/2/2,2016/2/24
JGN 522,2016/2/2,2016/3/12
VYM 474,2016/2/2,
NYG 142,2016/2/2,2016/3/6
HLE 436,2016/2/2,2016/2/23
DYW 737,2016/2/2,2016/2/13
AHF 134,2016/2/2,
XDD 314,2016/2/2,
RAC 795,2016/2/2,2016/2/6
LEG 866,2016/2/2,2016/3/18
SZA 196,2016/2/2,2016/2/13
KAK 142,2016/2/2,2016/2/14
CRA 365,2016/2/2,2016/2/19
FAM 123,2016/2/2,2016/3/1
FHP 247,2016/2/2,
VDG 919,2016/2/2,2016/3/13
ZMT 956,2016/2/2,
PLW 912,2016/2/2,
LCW 152,2016/2/2,2016/2/18
KAK 534,2016/2/2,2016/2/28
EEC 656,2016/2/2,2016/3/12
CKM 993,2016/2/2,2016/3/18
GCL 927,2016/2/2,2016/3/13
EJL 527,2016/2/2,2016/3/19
YNS 913,2016/2/2,2016/3/6
HGZ 164,2016/2/2,
CVD 296,2016/2/2,2016/2/8
JGJ 223,2016/2/2,2016/2/20
MGA 451,2016/2/2,2016/3/6
KSN 877,2016/2/2,2016/2/12
AGJ 558,2016/2/2,2016/2/16
KFM 795,2016/2/2,
YNN 441,2016/2/2,
CES 313,2016/2/2,2016/3/10
CNC 999,2016/2/2,2016/3/14
ZTY 359,2016/2/2,2016/2/5
BNY 228,2016/2/2,2016/2/23
RGH 421,2016/2/2,
LWP 457,2016/2/2,
TXH 613,2016/2/2,
CVD 546,2016/2/2,2016/2/25
CCG 665,2016/2/2,2016/3/2
LTW 647,2016/2/2,2016/2/24
KYK 358,2016/2/2,2016/3/18
SEF 397,2016/2/2,2016/3/14
JJF 445,2016/2/2,2016/2/23
GKD 359,2016/2/2,2016/3/12
HTB 422,2016/2/2,2016/3/8
EZX 423,2016/2/2,2016/3/22
YYF 951,2016/2/2,2016/3/21
MDA 166,2016/2/2,2016/3/13
JWZ 264,2016/2/2,2016/3/9
RXD 461,2016/2/2,
KKJ 668,2016/2/2,2016/3/19
VDX 126,2016/2/2,2016/3/9
DCA 438,2016/2/2,2016/2/6
EBH 695,2016/2/2,2016/2/15
BZR 223,2016/2/2,2016/2/9
YSH 557,2016/2/2,
DMG 517,2016/2/2,2016/3/8
HXH 654,2016/2/2,2016/2/16
XKY 295,2016/2/2,2016/2/24
YKK 656,2016/2/2,2016/2/2
AHK 537,2016/2/2,2016/2/24
GBW 386,2016/2/2,2016/2/8
JBN 178,2016/2/2,2016/2/4
BHN 631,2016/2/2,2016/2/7
XWN 298,2016/2/2,
ZMX 972,2016/2/2,2016/2/4
GWE 419,2016/2/2,
GWJ 928,2016/2/2,
ZCK 111,2016/2/2,2016/3/8
BJC 392,2016/2/2,2016/3/18
GEH 497,2016/2/2,2016/3/9
CJW 152,2016/2/2,
KSY 671,2016/2/2,2016/2/19
CRH 685,2016/2/2,
