Vehicle Registration,Date Stolen,Date Recovered
NTN 429,2012/9/8,2012/9/9
AJG 955,2012/9/8,2012/10/10
SPC 558,2012/9/8,2012/9/30
XZX 369,2012/9/8,2012/9/18
FEP 154,2012/9/8,2012/9/11
MBG 532,2012/9/8,2012/9/9
SEK 634,2012/9/8,2012/9/10
GTM 217,2012/9/8,
EHR 396,2012/9/8,2012/10/18
MHZ 559,2012/9/8,2012/10/4
YKN 455,2012/9/8,2012/10/15
DXT 789,2012/9/8,2012/10/14
BGG 958,2012/9/8,
JCC 946,2012/9/8,2012/9/19
FTE 626,2012/9/8,2012/10/1
NTC 192,2012/9/8,2012/9/29
PEK 366,2012/9/8,
XMA 448,2012/9/8,2012/10/4
RKL 271,2012/9/8,2012/10/7
WRJ 775,2012/9/8,2012/9/15
SLG 229,2012/9/8,2012/10/11
KAS 751,2012/9/8,2012/9/18
FNJ 573,2012/9/8,2012/10/23
PZJ 126,2012/9/8,2012/10/2
HTS 964,2012/9/8,2012/9/26
TVS 749,2012/9/8,2012/10/23
KRK 217,2012/9/8,2012/10/8
PVN 366,2012/9/8,2012/10/2
NFG 743,2012/9/8,2012/9/15
ETT 862,2012/9/8,2012/9/13
APN 524,2012/9/8,2012/9/27
DGH 882,2012/9/8,
GYC 262,2012/9/8,
LNY 397,2012/9/8,2012/10/18
RXE 919,2012/9/8,
XPP 194,2012/9/8,
SRN 719,2012/9/8,2012/9/11
EKA 641,2012/9/8,2012/10/16
MZC 991,2012/9/8,2012/10/27
GYF 954,2012/9/8,
LXP 322,2012/9/8,2012/9/22
VGT 691,2012/9/8,2012/10/15
WDM 932,2012/9/8,2012/9/11
RFJ 271,2012/9/8,2012/9/26
FXC 555,2012/9/8,2012/9/22
RKC 734,2012/9/8,2012/9/27
EKC 482,2012/9/8,2012/10/22
VAP 972,2012/9/8,2012/10/24
YZK 192,2012/9/8,2012/9/24
XDG 814,2012/9/8,2012/9/21
WCY 399,2012/9/8,
AVT 494,2012/9/8,2012/10/9
MJT 494,2012/9/8,2012/9/26
CTM 781,2012/9/8,2012/9/18
TFB 626,2012/9/8,2012/10/15
AJB 159,2012/9/8,2012/9/30
MVF 769,2012/9/8,2012/9/29
TZD 253,2012/9/8,2012/9/15
PGR 649,2012/9/8,2012/9/24
PWH 533,2012/9/8,2012/10/3
GAD 185,2012/9/8,2012/10/18
WMX 355,2012/9/8,2012/9/29
FDL 238,2012/9/8,2012/9/14
KJC 759,2012/9/8,2012/9/19
LYX 511,2012/9/8,
MVV 811,2012/9/8,
KNF 283,2012/9/8,2012/10/27
XPR 441,2012/9/8,2012/9/23
GLV 569,2012/9/8,2012/10/11
BJR 514,2012/9/8,2012/9/30
ZAH 971,2012/9/8,
YJN 546,2012/9/8,2012/10/12
LXL 638,2012/9/8,2012/9/30
YAB 465,2012/9/8,2012/10/3
DGK 474,2012/9/8,2012/9/20
WRN 342,2012/9/8,2012/10/20
SEZ 288,2012/9/8,
NWB 613,2012/9/8,2012/10/1
XAH 123,2012/9/8,
PFV 732,2012/9/8,2012/9/11
DPS 554,2012/9/8,2012/10/12
GHW 836,2012/9/8,2012/9/16
EDJ 488,2012/9/8,2012/9/19
KXM 614,2012/9/8,2012/10/20
VGL 451,2012/9/8,2012/10/21
GAT 849,2012/9/8,
CEL 187,2012/9/8,2012/10/24
JGA 781,2012/9/8,2012/9/22
LMB 917,2012/9/8,
GXB 814,2012/9/8,2012/10/27
BKL 887,2012/9/8,
JCA 392,2012/9/8,2012/10/10
TWJ 988,2012/9/8,2012/10/26
CGV 962,2012/9/8,
GLP 465,2012/9/8,2012/9/11
ZYP 978,2012/9/8,
EXB 291,2012/9/8,2012/10/11
LDS 696,2012/9/8,2012/10/5
TZY 553,2012/9/8,2012/10/8
TRY 921,2012/9/8,2012/10/7
CRT 712,2012/9/8,2012/9/9
WKY 475,2012/9/8,2012/10/16
JHF 797,2012/9/8,2012/10/7
GTK 427,2012/9/8,2012/9/8
NKK 388,2012/9/8,2012/9/17
ZSS 232,2012/9/8,2012/10/5
XNM 878,2012/9/8,2012/9/25
BVK 387,2012/9/8,
JLX 314,2012/9/8,2012/10/5
DSV 295,2012/9/8,
EDL 622,2012/9/8,2012/10/12
CZF 148,2012/9/8,2012/10/16
RPS 833,2012/9/8,2012/9/17
AZS 112,2012/9/8,2012/10/1
DGC 635,2012/9/8,2012/10/21
TDE 125,2012/9/8,2012/9/14
YLM 477,2012/9/8,2012/10/19
ZAN 246,2012/9/8,2012/10/9
MRX 182,2012/9/8,
TLC 211,2012/9/8,2012/9/21
XKD 661,2012/9/8,2012/10/21
LCR 296,2012/9/8,
MFN 561,2012/9/8,2012/10/2
KJR 377,2012/9/8,2012/10/24
TBH 141,2012/9/8,2012/9/23
VLP 658,2012/9/8,
RYN 758,2012/9/8,2012/10/22
YJD 356,2012/9/8,2012/10/14
EVL 838,2012/9/8,2012/10/14
ZDR 248,2012/9/8,2012/9/23
DNP 722,2012/9/8,2012/9/26
DMB 191,2012/9/8,2012/10/26
TWL 744,2012/9/8,2012/10/15
EBV 417,2012/9/8,
BNC 999,2012/9/8,
KMT 877,2012/9/8,2012/10/7
ELJ 546,2012/9/8,2012/9/18
VVM 141,2012/9/8,2012/10/20
BZZ 491,2012/9/8,2012/9/20
FKF 869,2012/9/8,2012/9/13
LYD 649,2012/9/8,2012/10/14
HGB 255,2012/9/8,2012/10/11
RHT 773,2012/9/8,
EPG 944,2012/9/8,2012/9/17
SAN 492,2012/9/8,
FMZ 691,2012/9/8,2012/9/22
VXE 324,2012/9/8,2012/10/17
ZAK 768,2012/9/8,2012/9/12
CEL 593,2012/9/8,2012/10/3
HPL 233,2012/9/8,
