Vehicle Registration,Date Stolen,Date Recovered
BFZ 232,2010/7/15,2010/8/28
ZMD 337,2010/7/15,2010/8/1
BHB 855,2010/7/15,2010/7/23
TVS 588,2010/7/15,2010/7/19
KKP 861,2010/7/15,2010/8/11
BGX 294,2010/7/15,2010/8/4
YRR 882,2010/7/15,2010/7/31
CTK 544,2010/7/15,
KRY 915,2010/7/15,
VKV 261,2010/7/15,2010/7/27
JJN 223,2010/7/15,2010/8/18
BZT 861,2010/7/15,2010/7/25
STS 345,2010/7/15,2010/7/25
VPB 442,2010/7/15,
LAB 184,2010/7/15,
ZPV 181,2010/7/15,2010/8/4
FCL 839,2010/7/15,2010/9/1
DEH 623,2010/7/15,2010/8/31
ARH 612,2010/7/15,2010/8/23
WMH 871,2010/7/15,2010/8/13
EJD 272,2010/7/15,2010/8/24
BEX 713,2010/7/15,2010/7/15
SXC 278,2010/7/15,
HEA 762,2010/7/15,
PNJ 827,2010/7/15,2010/7/27
WVM 831,2010/7/15,2010/7/25
MRC 894,2010/7/15,2010/7/21
RBW 511,2010/7/15,2010/9/1
AVB 592,2010/7/15,2010/8/8
PEG 938,2010/7/15,2010/8/24
ZLF 914,2010/7/15,
KAC 287,2010/7/15,2010/8/23
VRV 517,2010/7/15,2010/8/16
EDE 823,2010/7/15,2010/7/18
FPM 681,2010/7/15,2010/8/25
SYC 814,2010/7/15,2010/7/18
JLB 613,2010/7/15,2010/7/26
WYS 923,2010/7/15,
ZHX 332,2010/7/15,2010/7/16
WBV 168,2010/7/15,2010/7/27
BHJ 624,2010/7/15,2010/8/18
JET 849,2010/7/15,2010/8/10
YYX 758,2010/7/15,2010/8/13
LHW 152,2010/7/15,
SXW 894,2010/7/15,2010/7/15
RYX 142,2010/7/15,2010/8/3
NJD 695,2010/7/15,2010/7/31
TDE 867,2010/7/15,2010/8/3
LSC 517,2010/7/15,2010/8/8
YGB 595,2010/7/15,2010/8/23
YYL 291,2010/7/15,
NNB 722,2010/7/15,2010/7/15
MPN 719,2010/7/15,2010/8/24
XNT 648,2010/7/15,2010/7/31
JYX 623,2010/7/15,2010/7/28
NYX 567,2010/7/15,2010/8/4
GCA 391,2010/7/15,
CRF 436,2010/7/15,2010/8/21
EWJ 344,2010/7/15,2010/8/21
HDD 113,2010/7/15,
DAG 371,2010/7/15,2010/7/28
SXM 698,2010/7/15,2010/7/19
EDH 842,2010/7/15,2010/8/2
HSZ 891,2010/7/15,2010/9/1
LCF 334,2010/7/15,
NCM 582,2010/7/15,2010/7/30
BDX 993,2010/7/15,2010/8/23
RHZ 115,2010/7/15,2010/7/31
XPC 868,2010/7/15,2010/8/19
DDG 369,2010/7/15,
JLT 821,2010/7/15,
HFR 959,2010/7/15,
TXN 314,2010/7/15,2010/8/27
KDT 715,2010/7/15,2010/7/31
FVR 675,2010/7/15,2010/8/5
RYM 428,2010/7/15,2010/7/29
AEL 738,2010/7/15,2010/7/19
PLH 142,2010/7/15,2010/7/20
YYS 736,2010/7/15,2010/8/2
LTN 295,2010/7/15,2010/7/22
WMT 816,2010/7/15,2010/8/5
SSZ 224,2010/7/15,2010/8/8
WTJ 216,2010/7/15,2010/9/1
WFG 639,2010/7/15,
HSE 853,2010/7/15,2010/8/21
LGZ 662,2010/7/15,
FDG 229,2010/7/15,2010/8/11
NHZ 838,2010/7/15,2010/7/20
RXW 526,2010/7/15,2010/8/31
ZAS 864,2010/7/15,2010/8/24
FFG 169,2010/7/15,2010/9/1
CZG 239,2010/7/15,2010/7/22
EFY 735,2010/7/15,2010/8/28
ETD 237,2010/7/15,
MHN 159,2010/7/15,2010/7/19
YKJ 248,2010/7/15,
XBP 451,2010/7/15,2010/8/1
HSX 978,2010/7/15,2010/7/24
HCP 942,2010/7/15,2010/7/20
DEV 827,2010/7/15,2010/7/26
LCF 223,2010/7/15,2010/8/19
ZWR 812,2010/7/15,
FAW 323,2010/7/15,2010/8/15
ZJE 335,2010/7/15,2010/8/13
LMK 661,2010/7/15,
KEA 653,2010/7/15,2010/7/20
DTP 289,2010/7/15,2010/7/25
MME 814,2010/7/15,2010/7/23
EAJ 674,2010/7/15,2010/8/7
VTW 931,2010/7/15,2010/7/28
GFC 585,2010/7/15,2010/8/23
GEB 184,2010/7/15,2010/7/18
AMJ 485,2010/7/15,2010/7/25
GKG 212,2010/7/15,2010/8/31
ELM 846,2010/7/15,2010/8/16
FWG 644,2010/7/15,2010/8/3
RXZ 778,2010/7/15,2010/8/24
AHF 426,2010/7/15,
FPX 393,2010/7/15,2010/8/16
XPE 126,2010/7/15,2010/8/3
AXL 332,2010/7/15,2010/8/23
RSV 942,2010/7/15,2010/8/13
KEG 751,2010/7/15,2010/8/9
FNW 168,2010/7/15,2010/8/12
ZGK 322,2010/7/15,
WLR 256,2010/7/15,2010/9/2
APP 947,2010/7/15,2010/8/6
JBZ 747,2010/7/15,2010/8/21
DKA 183,2010/7/15,2010/8/2
KGX 944,2010/7/15,2010/8/31
NEA 926,2010/7/15,2010/7/16
WLX 222,2010/7/15,
TTA 168,2010/7/15,2010/8/27
FHN 175,2010/7/15,
CKC 277,2010/7/15,2010/8/19
JTF 353,2010/7/15,2010/7/17
PWF 639,2010/7/15,2010/8/29
GGT 819,2010/7/15,2010/8/10
ZWA 815,2010/7/15,2010/8/1
BLR 966,2010/7/15,
GGK 928,2010/7/15,
MJW 418,2010/7/15,2010/8/10
