Vehicle Registration,Date Stolen,Date Recovered
DVC 678,2016/3/17,2016/3/19
AAH 753,2016/3/17,2016/4/21
XYZ 383,2016/3/17,2016/4/13
ELK 244,2016/3/17,
ENN 593,2016/3/17,2016/5/3
YBA 858,2016/3/17,2016/4/9
CPH 394,2016/3/17,2016/5/1
FWJ 348,2016/3/17,2016/4/2
HHM 973,2016/3/17,2016/4/6
ZJG 837,2016/3/17,2016/4/23
ATC 814,2016/3/17,2016/3/21
RSE 297,2016/3/17,
TJL 235,2016/3/17,2016/5/1
EVH 512,2016/3/17,2016/4/17
BYF 775,2016/3/17,2016/4/15
FRF 113,2016/3/17,2016/4/16
FEB 835,2016/3/17,2016/3/24
VGN 316,2016/3/17,2016/4/26
BSB 145,2016/3/17,
VMZ 638,2016/3/17,2016/4/24
DAF 817,2016/3/17,2016/3/26
VTW 494,2016/3/17,2016/4/27
WSA 426,2016/3/17,2016/4/28
WXB 765,2016/3/17,2016/3/26
MRB 139,2016/3/17,2016/4/10
MNE 769,2016/3/17,2016/3/27
SGV 684,2016/3/17,2016/4/21
DMZ 274,2016/3/17,2016/5/2
NXX 337,2016/3/17,2016/4/3
ETX 642,2016/3/17,2016/3/23
RNB 376,2016/3/17,
YMY 893,2016/3/17,
PXC 719,2016/3/17,2016/3/28
YZJ 151,2016/3/17,2016/3/25
JCM 246,2016/3/17,2016/4/17
STJ 785,2016/3/17,2016/4/29
DVB 514,2016/3/17,2016/4/27
HCJ 721,2016/3/17,2016/4/16
HYK 885,2016/3/17,2016/4/20
FCA 355,2016/3/17,2016/3/20
CLY 796,2016/3/17,2016/5/1
GTT 339,2016/3/17,2016/4/24
DMH 911,2016/3/17,2016/3/22
CBF 945,2016/3/17,2016/3/30
AZP 728,2016/3/17,2016/4/30
ALN 174,2016/3/17,2016/4/22
HKC 922,2016/3/17,
JFP 949,2016/3/17,2016/4/17
MYE 331,2016/3/17,2016/4/9
PRY 641,2016/3/17,2016/3/17
HYP 943,2016/3/17,2016/4/21
SMH 939,2016/3/17,
WWM 735,2016/3/17,2016/3/19
ZWJ 536,2016/3/17,2016/4/19
FYP 547,2016/3/17,2016/4/2
EGN 776,2016/3/17,2016/5/5
GXV 663,2016/3/17,2016/4/7
XGY 592,2016/3/17,
XCR 348,2016/3/17,
MGN 993,2016/3/17,2016/4/17
WSE 481,2016/3/17,2016/4/19
MSN 178,2016/3/17,2016/4/2
PLX 686,2016/3/17,2016/3/31
ERB 365,2016/3/17,2016/5/4
RNR 213,2016/3/17,2016/3/28
KRW 636,2016/3/17,2016/4/4
YPG 441,2016/3/17,
KTD 214,2016/3/17,2016/4/3
TZK 222,2016/3/17,2016/5/2
FCD 286,2016/3/17,2016/3/23
GJJ 135,2016/3/17,2016/3/26
ALV 321,2016/3/17,
HWX 322,2016/3/17,2016/4/15
RZE 393,2016/3/17,2016/4/3
PPX 693,2016/3/17,2016/4/23
VVE 646,2016/3/17,
HBW 978,2016/3/17,
TNJ 339,2016/3/17,2016/4/21
CAR 522,2016/3/17,
BRM 499,2016/3/17,
WAY 854,2016/3/17,2016/3/17
FVX 495,2016/3/17,2016/5/1
CLL 416,2016/3/17,2016/3/20
ZWX 139,2016/3/17,2016/3/23
BJK 398,2016/3/17,2016/3/28
AWG 437,2016/3/17,2016/3/23
TRG 552,2016/3/17,2016/5/5
YTW 659,2016/3/17,2016/4/12
RBH 516,2016/3/17,2016/5/1
FTH 237,2016/3/17,2016/5/3
SHH 666,2016/3/17,2016/4/2
JDJ 216,2016/3/17,
GAS 246,2016/3/17,
TBE 788,2016/3/17,2016/5/3
VNY 268,2016/3/17,
TJD 927,2016/3/17,2016/3/26
KFX 317,2016/3/17,
WEX 646,2016/3/17,2016/3/25
EDK 562,2016/3/17,2016/4/11
JSL 945,2016/3/17,
XNG 597,2016/3/17,
PWG 491,2016/3/17,
ENS 137,2016/3/17,2016/3/18
SKX 431,2016/3/17,2016/4/20
FWS 836,2016/3/17,2016/4/18
ZJX 892,2016/3/17,2016/4/7
CHT 889,2016/3/17,
MBW 588,2016/3/17,2016/4/22
DZD 247,2016/3/17,2016/4/27
YDB 983,2016/3/17,2016/4/3
ANF 938,2016/3/17,2016/4/8
CMH 382,2016/3/17,
RGR 993,2016/3/17,2016/5/4
LCX 688,2016/3/17,2016/4/2
SFL 267,2016/3/17,2016/4/1
MVB 846,2016/3/17,2016/4/27
KYF 564,2016/3/17,2016/4/15
PWL 298,2016/3/17,2016/4/11
EAM 565,2016/3/17,2016/4/12
ZHJ 232,2016/3/17,2016/5/5
GCF 968,2016/3/17,2016/4/22
RTP 732,2016/3/17,2016/4/3
GVP 423,2016/3/17,2016/3/23
KJM 214,2016/3/17,2016/4/11
WPW 856,2016/3/17,2016/4/18
GEX 997,2016/3/17,2016/4/15
ARY 456,2016/3/17,
AJL 235,2016/3/17,2016/3/27
FDX 735,2016/3/17,2016/3/26
DEB 942,2016/3/17,2016/5/3
VSE 451,2016/3/17,2016/5/2
WWV 225,2016/3/17,2016/3/25
ARR 789,2016/3/17,2016/4/13
KFF 358,2016/3/17,2016/4/18
JWK 538,2016/3/17,
FRW 571,2016/3/17,2016/4/13
AHX 762,2016/3/17,2016/4/23
DTZ 386,2016/3/17,2016/4/19
EAV 316,2016/3/17,2016/4/8
XLL 211,2016/3/17,2016/4/23
SNG 399,2016/3/17,
CMJ 685,2016/3/17,2016/4/3
AWF 733,2016/3/17,2016/4/19
XRW 275,2016/3/17,
ZMM 334,2016/3/17,2016/5/5
WND 538,2016/3/17,2016/4/7
CWE 381,2016/3/17,2016/3/28
XXH 411,2016/3/17,2016/4/10
THN 311,2016/3/17,2016/4/2
XZW 612,2016/3/17,2016/3/25
EMZ 845,2016/3/17,2016/3/26
GCJ 416,2016/3/17,2016/3/28
CPT 832,2016/3/17,
MRJ 826,2016/3/17,2016/4/1
SHC 516,2016/3/17,2016/3/28
DPZ 979,2016/3/17,2016/4/10
TCM 543,2016/3/17,
FZH 723,2016/3/17,2016/4/22
VRS 757,2016/3/17,2016/4/18
JMS 724,2016/3/17,2016/4/2
DDD 118,2016/3/17,2016/3/30
RAG 235,2016/3/17,2016/3/18
XFC 137,2016/3/17,
KBC 961,2016/3/17,2016/4/30
PTN 126,2016/3/17,2016/4/19
KFA 545,2016/3/17,2016/3/26
LWV 933,2016/3/17,2016/4/4
LCR 974,2016/3/17,2016/4/28
DKM 591,2016/3/17,2016/4/19
NCP 972,2016/3/17,2016/4/16
XFK 739,2016/3/17,2016/4/12
JDN 197,2016/3/17,
KHH 916,2016/3/17,2016/4/30
ELH 274,2016/3/17,2016/4/20
LSC 592,2016/3/17,
YED 856,2016/3/17,2016/4/2
XNM 486,2016/3/17,2016/5/1
HYM 764,2016/3/17,2016/4/14
LGN 367,2016/3/17,2016/3/22
YDB 851,2016/3/17,2016/5/5
DKG 283,2016/3/17,2016/4/6
VYD 967,2016/3/17,2016/4/14
PDH 211,2016/3/17,
KFK 761,2016/3/17,2016/4/21
YZN 214,2016/3/17,
WTK 662,2016/3/17,2016/4/22
NMD 378,2016/3/17,
CCT 687,2016/3/17,2016/3/30
EXA 624,2016/3/17,2016/4/8
AEH 367,2016/3/17,2016/4/13
MFC 194,2016/3/17,
JMB 965,2016/3/17,
LSK 711,2016/3/17,
BYG 553,2016/3/17,2016/4/7
NKC 662,2016/3/17,2016/4/25
JXE 635,2016/3/17,2016/4/16
ZEV 938,2016/3/17,2016/3/28
DYZ 911,2016/3/17,
BRJ 246,2016/3/17,2016/4/14
YPH 285,2016/3/17,2016/4/28
HVN 355,2016/3/17,2016/3/23
ERL 638,2016/3/17,2016/4/23
DCM 614,2016/3/17,2016/3/20
PMZ 651,2016/3/17,2016/4/12
CJR 354,2016/3/17,2016/4/16
MRA 729,2016/3/17,
XZA 892,2016/3/17,2016/4/11
TER 955,2016/3/17,
DTM 825,2016/3/17,2016/4/30
LZC 543,2016/3/17,2016/3/27
MWV 617,2016/3/17,2016/4/25
XSM 376,2016/3/17,
LWP 442,2016/3/17,2016/5/5
CGG 911,2016/3/17,2016/4/14
AAK 676,2016/3/17,2016/3/24
ZNA 496,2016/3/17,2016/5/3
XCZ 578,2016/3/17,2016/3/27
XJL 758,2016/3/17,2016/4/29
CBF 724,2016/3/17,2016/4/1
SEJ 825,2016/3/17,2016/4/4
HKB 911,2016/3/17,
VAT 325,2016/3/17,
SEG 942,2016/3/17,2016/4/17
VDV 544,2016/3/17,2016/3/31
AZH 179,2016/3/17,
HBY 269,2016/3/17,2016/4/17
FFD 935,2016/3/17,
VRD 932,2016/3/17,2016/4/23
TKG 229,2016/3/17,2016/4/6
KFP 435,2016/3/17,2016/4/25
MNG 224,2016/3/17,2016/3/21
YEE 178,2016/3/17,
GLK 375,2016/3/17,2016/3/23
WHL 187,2016/3/17,2016/4/29
WJH 796,2016/3/17,2016/3/29
HSF 973,2016/3/17,2016/3/18
KMA 815,2016/3/17,
KZH 891,2016/3/17,
GXF 452,2016/3/17,2016/3/24
FBX 122,2016/3/17,2016/4/15
HXN 471,2016/3/17,2016/4/1
GGF 934,2016/3/17,2016/4/9
ZBP 816,2016/3/17,2016/3/20
HGN 961,2016/3/17,2016/4/29
JWM 154,2016/3/17,2016/4/9
NYB 282,2016/3/17,2016/4/11
NRA 267,2016/3/17,2016/4/7
WGA 453,2016/3/17,2016/4/19
JAP 495,2016/3/17,2016/4/22
PJG 268,2016/3/17,
VTJ 917,2016/3/17,2016/4/16
JVE 241,2016/3/17,2016/4/20
FXV 862,2016/3/17,
YKM 353,2016/3/17,2016/3/23
XWN 897,2016/3/17,2016/3/25
KAZ 135,2016/3/17,2016/3/26
RAX 716,2016/3/17,2016/4/16
VGB 634,2016/3/17,
REH 659,2016/3/17,2016/4/1
SDK 528,2016/3/17,2016/4/26
FZN 445,2016/3/17,2016/5/1
EXZ 666,2016/3/17,
WWK 126,2016/3/17,2016/3/18
SGZ 821,2016/3/17,2016/4/13
LRH 387,2016/3/17,2016/4/22
GAH 697,2016/3/17,
TJS 347,2016/3/17,2016/3/26
ZTS 151,2016/3/17,
HAC 922,2016/3/17,
CET 234,2016/3/17,
GWC 743,2016/3/17,2016/4/13
LSG 116,2016/3/17,2016/4/24
XDF 861,2016/3/17,2016/5/2
END 291,2016/3/17,2016/4/3
XSV 694,2016/3/17,
LJK 582,2016/3/17,2016/3/23
KMG 121,2016/3/17,2016/4/8
YLM 824,2016/3/17,2016/4/24
JTE 382,2016/3/17,2016/4/2
JEJ 264,2016/3/17,
KRV 573,2016/3/17,2016/4/4
FMR 589,2016/3/17,
PZC 198,2016/3/17,2016/4/17
DVT 963,2016/3/17,2016/4/18
RKJ 553,2016/3/17,
JHB 458,2016/3/17,2016/4/17
FGP 637,2016/3/17,2016/3/25
AMG 954,2016/3/17,2016/3/30
WDV 465,2016/3/17,2016/4/14
EZS 673,2016/3/17,2016/4/25
DHS 361,2016/3/17,2016/3/28
FTK 118,2016/3/17,2016/4/17
