Vehicle Registration,Date Stolen,Date Recovered
DFM 187,2013/1/22,2013/3/6
HWH 955,2013/1/22,2013/2/5
NSF 413,2013/1/22,2013/2/28
MSZ 377,2013/1/22,2013/2/26
CLG 666,2013/1/22,2013/1/23
ASX 225,2013/1/22,2013/1/28
BDC 183,2013/1/22,2013/1/27
LGL 275,2013/1/22,2013/2/19
DYX 136,2013/1/22,2013/1/29
RGH 446,2013/1/22,
NPF 556,2013/1/22,2013/2/18
JKD 329,2013/1/22,2013/2/3
CEZ 362,2013/1/22,2013/1/27
ADK 617,2013/1/22,2013/2/15
EKM 131,2013/1/22,2013/1/28
JCR 858,2013/1/22,2013/3/4
BVE 268,2013/1/22,2013/2/15
LVM 429,2013/1/22,2013/2/28
YGB 742,2013/1/22,
BLW 553,2013/1/22,
HRM 254,2013/1/22,2013/1/31
YBP 557,2013/1/22,2013/2/6
HAX 282,2013/1/22,2013/2/9
NCB 211,2013/1/22,
XJA 556,2013/1/22,2013/1/26
CTT 357,2013/1/22,2013/2/21
DLC 557,2013/1/22,2013/2/8
GPP 439,2013/1/22,2013/2/6
BKP 177,2013/1/22,2013/3/9
YFB 141,2013/1/22,2013/2/10
MTA 595,2013/1/22,
BTF 897,2013/1/22,
KWG 125,2013/1/22,2013/2/18
MGM 263,2013/1/22,2013/3/7
ETX 598,2013/1/22,2013/1/22
SLA 951,2013/1/22,2013/3/4
YZP 573,2013/1/22,2013/2/26
ERA 615,2013/1/22,2013/2/16
XAR 288,2013/1/22,2013/1/30
WVJ 756,2013/1/22,2013/3/8
LFF 774,2013/1/22,2013/2/14
AXH 384,2013/1/22,
YGC 546,2013/1/22,
VZR 991,2013/1/22,2013/2/16
TMC 838,2013/1/22,2013/1/24
NTD 858,2013/1/22,2013/3/6
HET 244,2013/1/22,2013/1/24
VCX 775,2013/1/22,
JSN 337,2013/1/22,
FRY 756,2013/1/22,2013/2/22
BDR 733,2013/1/22,2013/1/31
LGZ 293,2013/1/22,
VDM 836,2013/1/22,2013/2/1
HPY 754,2013/1/22,
LZR 682,2013/1/22,
MFT 977,2013/1/22,2013/2/1
ZXW 318,2013/1/22,2013/2/21
ZAJ 744,2013/1/22,
XVR 961,2013/1/22,2013/2/1
LKG 183,2013/1/22,2013/3/11
JAV 652,2013/1/22,2013/1/27
JEP 889,2013/1/22,
LPC 993,2013/1/22,2013/2/4
RFV 665,2013/1/22,2013/2/19
ASH 462,2013/1/22,2013/2/20
SAM 554,2013/1/22,2013/3/3
TEP 321,2013/1/22,
TYZ 345,2013/1/22,2013/1/26
PWV 164,2013/1/22,2013/2/12
AHE 978,2013/1/22,2013/2/9
KGX 493,2013/1/22,2013/2/22
AFN 723,2013/1/22,2013/2/10
YSW 657,2013/1/22,2013/3/5
VFE 787,2013/1/22,2013/2/7
MRW 167,2013/1/22,2013/3/7
EWC 477,2013/1/22,2013/1/29
ZZA 197,2013/1/22,2013/2/28
KLN 728,2013/1/22,2013/1/26
YPE 553,2013/1/22,2013/2/24
VMK 765,2013/1/22,
CLV 973,2013/1/22,2013/3/11
YDP 122,2013/1/22,2013/1/31
TWL 257,2013/1/22,2013/2/4
GWF 431,2013/1/22,2013/1/27
WLN 612,2013/1/22,2013/2/18
RKN 376,2013/1/22,2013/1/24
HBY 795,2013/1/22,2013/2/22
EDP 815,2013/1/22,2013/2/14
ARE 766,2013/1/22,2013/2/5
GWL 119,2013/1/22,2013/3/9
VPB 324,2013/1/22,2013/3/11
WCJ 957,2013/1/22,
YSG 144,2013/1/22,2013/3/11
THL 216,2013/1/22,2013/2/8
EYC 452,2013/1/22,2013/2/27
SXW 524,2013/1/22,2013/1/24
GJC 468,2013/1/22,2013/2/5
RGM 888,2013/1/22,2013/2/6
VDS 662,2013/1/22,2013/2/22
ZPH 555,2013/1/22,2013/2/23
GWW 649,2013/1/22,2013/2/20
RST 279,2013/1/22,2013/3/2
NNT 165,2013/1/22,
TJJ 158,2013/1/22,2013/3/7
RCL 196,2013/1/22,2013/3/5
NJY 845,2013/1/22,
WLY 976,2013/1/22,2013/2/27
VSY 166,2013/1/22,2013/3/3
VMM 657,2013/1/22,2013/3/8
SYL 352,2013/1/22,2013/3/3
JHE 189,2013/1/22,
JRE 378,2013/1/22,2013/2/1
NBB 894,2013/1/22,
NAG 825,2013/1/22,2013/2/4
XPR 347,2013/1/22,2013/3/11
AME 756,2013/1/22,2013/1/30
SLS 519,2013/1/22,2013/2/10
TCL 867,2013/1/22,2013/3/5
JNJ 229,2013/1/22,2013/2/21
CEV 438,2013/1/22,2013/2/18
WJB 778,2013/1/22,2013/2/19
FTM 332,2013/1/22,2013/2/4
SFJ 931,2013/1/22,2013/3/2
WXH 821,2013/1/22,2013/2/26
NNA 362,2013/1/22,2013/1/31
ZLX 454,2013/1/22,2013/2/18
YKS 946,2013/1/22,2013/2/22
NHW 857,2013/1/22,2013/2/25
ANT 711,2013/1/22,2013/2/25
BVZ 824,2013/1/22,2013/2/6
HHY 737,2013/1/22,2013/2/16
YER 334,2013/1/22,2013/1/27
VPJ 868,2013/1/22,2013/3/7
TDX 668,2013/1/22,
AHM 179,2013/1/22,2013/3/9
BTT 834,2013/1/22,2013/2/3
SSA 514,2013/1/22,2013/3/7
LAA 288,2013/1/22,
PLG 981,2013/1/22,2013/2/17
SCV 811,2013/1/22,2013/2/20
XDY 881,2013/1/22,2013/1/29
KAP 797,2013/1/22,2013/2/11
HRG 823,2013/1/22,2013/3/8
DDW 961,2013/1/22,2013/2/11
KRG 795,2013/1/22,2013/2/7
HRM 847,2013/1/22,2013/3/9
SPM 477,2013/1/22,2013/2/2
FFS 632,2013/1/22,2013/3/11
PEH 347,2013/1/22,2013/2/5
GTL 582,2013/1/22,2013/2/6
FXF 159,2013/1/22,2013/2/27
KSK 687,2013/1/22,
SCD 247,2013/1/22,2013/2/17
GSC 938,2013/1/22,
ZHH 499,2013/1/22,2013/3/7
LSW 736,2013/1/22,2013/1/23
LHT 792,2013/1/22,2013/3/10
HGS 887,2013/1/22,2013/2/9
YGS 549,2013/1/22,2013/1/30
ENT 788,2013/1/22,2013/2/26
RMM 911,2013/1/22,2013/1/31
JVA 731,2013/1/22,2013/3/1
HDV 996,2013/1/22,2013/2/2
DAL 442,2013/1/22,2013/2/26
NBD 334,2013/1/22,2013/2/22
CWB 695,2013/1/22,
VAK 717,2013/1/22,
GZV 168,2013/1/22,
BLC 294,2013/1/22,2013/2/13
MYW 256,2013/1/22,2013/2/20
LGP 481,2013/1/22,2013/2/15
HBA 366,2013/1/22,2013/2/2
JXM 543,2013/1/22,2013/2/3
NLD 196,2013/1/22,2013/2/21
JCM 322,2013/1/22,
ZGW 842,2013/1/22,2013/2/4
SMT 622,2013/1/22,
BFT 384,2013/1/22,2013/3/9
KJX 519,2013/1/22,2013/1/28
MLL 154,2013/1/22,2013/3/9
EEJ 481,2013/1/22,2013/2/17
VHF 941,2013/1/22,2013/1/30
JBJ 137,2013/1/22,2013/3/8
JLB 673,2013/1/22,2013/2/26
HHB 795,2013/1/22,2013/3/9
WPT 772,2013/1/22,2013/3/8
GWS 419,2013/1/22,2013/1/28
GPA 498,2013/1/22,2013/2/19
RPN 195,2013/1/22,2013/2/21
DZD 692,2013/1/22,
PNH 853,2013/1/22,2013/2/21
EPJ 456,2013/1/22,2013/2/11
BEA 169,2013/1/22,2013/2/14
FXE 175,2013/1/22,
MWT 457,2013/1/22,2013/1/24
ADV 413,2013/1/22,2013/2/7
NEP 821,2013/1/22,2013/2/17
CMN 626,2013/1/22,2013/2/26
CHW 781,2013/1/22,2013/2/13
DSB 521,2013/1/22,
NRL 587,2013/1/22,2013/3/8
GAG 124,2013/1/22,2013/2/1
KAG 746,2013/1/22,2013/2/26
TGR 591,2013/1/22,
TMC 512,2013/1/22,2013/3/8
KHH 874,2013/1/22,2013/1/28
MPA 189,2013/1/22,2013/2/22
YXV 515,2013/1/22,2013/2/17
KEG 637,2013/1/22,2013/2/7
CWH 139,2013/1/22,2013/3/5
DYY 415,2013/1/22,2013/2/5
XEM 344,2013/1/22,2013/2/11
VCH 525,2013/1/22,2013/2/14
GTA 966,2013/1/22,
AKJ 152,2013/1/22,2013/2/1
YMT 121,2013/1/22,2013/3/5
KJF 254,2013/1/22,2013/1/31
KDB 354,2013/1/22,2013/1/29
PME 993,2013/1/22,2013/2/13
XJN 674,2013/1/22,
XGL 334,2013/1/22,2013/2/15
FRR 429,2013/1/22,2013/2/15
HKK 789,2013/1/22,
YRG 275,2013/1/22,
NXJ 288,2013/1/22,2013/1/22
AMS 361,2013/1/22,2013/2/15
XAG 398,2013/1/22,2013/2/6
NHH 714,2013/1/22,2013/3/9
SPV 353,2013/1/22,2013/2/25
KER 424,2013/1/22,2013/2/14
DGF 737,2013/1/22,2013/1/24
NJR 564,2013/1/22,2013/1/29
NZP 133,2013/1/22,2013/2/14
HVX 839,2013/1/22,
XLM 812,2013/1/22,
NCR 272,2013/1/22,
BZV 384,2013/1/22,2013/2/18
WRK 583,2013/1/22,2013/2/13
PMR 184,2013/1/22,2013/2/20
MPL 264,2013/1/22,
XWT 326,2013/1/22,2013/2/7
YRZ 481,2013/1/22,2013/2/1
RAM 258,2013/1/22,2013/2/3
JKT 294,2013/1/22,2013/2/5
TFN 952,2013/1/22,
EED 242,2013/1/22,2013/2/20
JEM 687,2013/1/22,
NAX 782,2013/1/22,2013/2/16
HMS 553,2013/1/22,2013/2/28
MLZ 371,2013/1/22,2013/2/7
WFT 787,2013/1/22,2013/2/22
PMK 548,2013/1/22,
SNW 841,2013/1/22,
KCC 483,2013/1/22,2013/2/7
SPX 647,2013/1/22,2013/2/27
XTY 983,2013/1/22,2013/1/26
FYP 235,2013/1/22,2013/3/2
EPH 763,2013/1/22,2013/1/30
EYV 786,2013/1/22,2013/2/24
WDY 721,2013/1/22,
ZJC 872,2013/1/22,2013/2/1
WCJ 849,2013/1/22,2013/1/25
NRT 854,2013/1/22,2013/3/4
FSG 151,2013/1/22,
FDT 223,2013/1/22,2013/2/19
SNX 738,2013/1/22,2013/2/18
BGC 545,2013/1/22,2013/2/26
MMP 191,2013/1/22,2013/2/25
LFM 338,2013/1/22,2013/2/17
BTD 951,2013/1/22,2013/2/6
DKA 392,2013/1/22,2013/2/28
LDR 676,2013/1/22,2013/1/24
XCF 143,2013/1/22,2013/2/21
VXJ 638,2013/1/22,2013/1/25
EEX 515,2013/1/22,2013/3/1
LVT 129,2013/1/22,2013/2/19
SNA 483,2013/1/22,2013/1/23
VVK 182,2013/1/22,2013/2/14
BEJ 575,2013/1/22,2013/2/17
HZM 655,2013/1/22,2013/1/24
GWX 787,2013/1/22,2013/2/22
EBS 317,2013/1/22,2013/2/13
GCB 951,2013/1/22,
ANB 875,2013/1/22,2013/2/4
TNV 937,2013/1/22,2013/3/4
NLG 683,2013/1/22,2013/2/11
MEF 451,2013/1/22,2013/2/6
ASS 368,2013/1/22,2013/1/30
TKM 485,2013/1/22,2013/1/23
GRJ 182,2013/1/22,2013/2/7
DJG 528,2013/1/22,2013/3/4
FNZ 616,2013/1/22,2013/3/1
GNX 479,2013/1/22,
ERC 873,2013/1/22,2013/2/11
JYB 356,2013/1/22,2013/2/17
NXD 354,2013/1/22,2013/2/19
XPV 339,2013/1/22,
PFH 571,2013/1/22,
ECF 155,2013/1/22,2013/2/4
AZW 885,2013/1/22,2013/2/19
CKX 242,2013/1/22,2013/2/19
YWP 339,2013/1/22,2013/1/30
YCC 425,2013/1/22,2013/1/28
