Vehicle Registration,Date Stolen,Date Recovered
WXG 223,2013/7/15,2013/8/3
EHK 312,2013/7/15,2013/8/20
BJR 621,2013/7/15,2013/8/17
ENG 181,2013/7/15,2013/8/10
MHA 493,2013/7/15,2013/7/31
XNK 296,2013/7/15,2013/7/20
SPH 535,2013/7/15,2013/8/25
EVA 694,2013/7/15,
VSS 614,2013/7/15,2013/8/6
AHS 665,2013/7/15,2013/8/9
KLH 279,2013/7/15,2013/8/2
MFD 237,2013/7/15,2013/8/2
XFJ 395,2013/7/15,2013/8/20
DNM 983,2013/7/15,2013/7/23
GKD 515,2013/7/15,2013/8/8
HSC 823,2013/7/15,2013/8/9
ZDS 423,2013/7/15,2013/8/17
TZZ 254,2013/7/15,2013/7/22
BKX 868,2013/7/15,2013/8/10
TNY 248,2013/7/15,2013/7/20
AEA 758,2013/7/15,
TDT 164,2013/7/15,2013/7/30
NWV 847,2013/7/15,
PJP 535,2013/7/15,2013/8/15
XBC 345,2013/7/15,2013/8/21
VVB 425,2013/7/15,2013/8/22
FYP 513,2013/7/15,2013/8/10
MYB 221,2013/7/15,2013/8/20
NXD 531,2013/7/15,
BMZ 663,2013/7/15,
PFG 492,2013/7/15,2013/8/22
MTT 546,2013/7/15,2013/7/20
BVX 343,2013/7/15,2013/7/20
JMK 639,2013/7/15,2013/8/20
ZYN 974,2013/7/15,2013/8/1
CNZ 532,2013/7/15,2013/8/16
JFL 847,2013/7/15,2013/8/20
CBZ 472,2013/7/15,2013/7/26
AKL 512,2013/7/15,2013/9/2
KLC 836,2013/7/15,2013/8/30
WXE 159,2013/7/15,2013/8/31
EET 749,2013/7/15,2013/8/20
HJM 862,2013/7/15,
FVJ 969,2013/7/15,2013/7/19
CTM 892,2013/7/15,
LEG 843,2013/7/15,2013/8/1
TEK 811,2013/7/15,2013/8/14
KAW 751,2013/7/15,2013/8/19
CEN 649,2013/7/15,2013/9/1
GKJ 486,2013/7/15,2013/8/20
KYD 453,2013/7/15,
CWJ 934,2013/7/15,2013/8/15
LAT 277,2013/7/15,2013/7/16
EFN 662,2013/7/15,2013/8/24
GXF 584,2013/7/15,2013/8/21
TLL 651,2013/7/15,2013/8/29
VYY 895,2013/7/15,2013/7/28
