Vehicle Registration,Date Stolen,Date Recovered
XSD 179,2017/11/20,2017/11/20
NLC 624,2017/11/20,2017/12/13
DFZ 758,2017/11/20,2017/12/24
WYC 723,2017/11/20,2017/12/30
TAN 355,2017/11/20,2018/1/5
AVD 787,2017/11/20,2017/12/20
PGT 234,2017/11/20,
AJE 883,2017/11/20,2017/12/25
REW 282,2017/11/20,2018/1/5
HPR 779,2017/11/20,
HLD 956,2017/11/20,2017/12/21
KLH 132,2017/11/20,2017/12/14
CWB 794,2017/11/20,2017/12/28
HCX 778,2017/11/20,
MCL 418,2017/11/20,
NLT 488,2017/11/20,2017/12/7
CXP 882,2017/11/20,2017/11/29
SSN 479,2017/11/20,2017/12/21
BFN 271,2017/11/20,2017/12/24
CAC 574,2017/11/20,2017/12/22
TSN 826,2017/11/20,2017/12/1
YNS 434,2017/11/20,2017/12/9
WDG 632,2017/11/20,
DHS 817,2017/11/20,2017/11/29
BAP 147,2017/11/20,2017/12/7
AFF 143,2017/11/20,2017/11/22
PLP 521,2017/11/20,2017/12/3
DMS 884,2017/11/20,
JKH 374,2017/11/20,
WVN 194,2017/11/20,2017/12/23
GZE 627,2017/11/20,2017/11/28
TAX 815,2017/11/20,2017/12/21
ZBT 998,2017/11/20,2017/11/20
EMS 453,2017/11/20,2017/12/22
WWP 926,2017/11/20,2017/11/22
FHL 754,2017/11/20,2017/11/22
DYB 877,2017/11/20,2018/1/1
ZZJ 698,2017/11/20,2017/12/12
JDZ 287,2017/11/20,2017/12/10
AAS 643,2017/11/20,2017/12/27
LHE 628,2017/11/20,
ADY 335,2017/11/20,2017/12/26
XZG 448,2017/11/20,2017/12/15
MTV 612,2017/11/20,2017/11/24
ENC 668,2017/11/20,2017/12/5
CWD 782,2017/11/20,2017/11/23
GFT 414,2017/11/20,2017/12/9
WTB 514,2017/11/20,2017/11/25
BFA 741,2017/11/20,
RTF 678,2017/11/20,2017/12/21
RFH 747,2017/11/20,2017/12/23
DMV 888,2017/11/20,2017/12/17
THP 524,2017/11/20,2017/11/29
LTT 328,2017/11/20,
CSV 713,2017/11/20,2017/12/9
PEM 839,2017/11/20,2017/11/30
EMW 421,2017/11/20,2017/11/28
BCG 794,2017/11/20,2017/12/22
RVT 118,2017/11/20,2017/12/25
ZEY 984,2017/11/20,2018/1/6
MZB 615,2017/11/20,
NMS 917,2017/11/20,
NDE 522,2017/11/20,2017/12/26
VJJ 922,2017/11/20,2017/12/9
DSD 941,2017/11/20,
YSM 518,2017/11/20,2017/12/8
TTJ 724,2017/11/20,2017/12/11
FRW 628,2017/11/20,2018/1/4
CZT 365,2017/11/20,2018/1/1
WBN 562,2017/11/20,
ACF 487,2017/11/20,2017/12/17
GTT 727,2017/11/20,
VDK 111,2017/11/20,2017/12/25
YXX 189,2017/11/20,
HVN 965,2017/11/20,2017/12/17
KAA 872,2017/11/20,
BKR 473,2017/11/20,2018/1/8
KAL 985,2017/11/20,2018/1/1
YSJ 421,2017/11/20,2017/12/17
PZR 118,2017/11/20,2017/12/15
NVB 534,2017/11/20,
VPN 616,2017/11/20,2017/12/21
DSX 179,2017/11/20,
XKV 859,2017/11/20,2018/1/8
MSJ 144,2017/11/20,2017/11/21
KFP 649,2017/11/20,
HSX 315,2017/11/20,2018/1/8
XAN 865,2017/11/20,2017/12/17
PAB 426,2017/11/20,2017/12/17
