Vehicle Registration,Date Stolen,Date Recovered
HXV 428,2010/1/4,2010/2/21
YXT 586,2010/1/4,2010/1/19
SAF 775,2010/1/4,2010/2/16
ZLY 584,2010/1/4,2010/1/8
TEK 594,2010/1/4,
YXR 379,2010/1/4,2010/1/31
KFF 551,2010/1/4,2010/1/5
AXJ 684,2010/1/4,2010/2/2
VZS 628,2010/1/4,2010/2/1
LDW 886,2010/1/4,
YDC 516,2010/1/4,2010/1/19
DNK 118,2010/1/4,2010/1/14
GBL 829,2010/1/4,2010/2/3
RYA 332,2010/1/4,2010/1/5
TGS 731,2010/1/4,2010/1/26
RAJ 645,2010/1/4,2010/1/19
ZGM 724,2010/1/4,2010/2/17
NNW 251,2010/1/4,2010/1/26
MAG 725,2010/1/4,2010/1/13
PFC 261,2010/1/4,
PJH 973,2010/1/4,2010/1/16
KTC 723,2010/1/4,2010/2/5
NKB 436,2010/1/4,2010/1/26
CGC 937,2010/1/4,2010/1/24
JSM 275,2010/1/4,2010/1/17
VXG 544,2010/1/4,2010/1/6
PLP 197,2010/1/4,
YXV 424,2010/1/4,2010/1/11
HNJ 575,2010/1/4,
EVP 439,2010/1/4,2010/2/21
FTG 723,2010/1/4,2010/2/2
VME 878,2010/1/4,2010/1/7
TPC 916,2010/1/4,
MMY 226,2010/1/4,2010/2/7
YCD 414,2010/1/4,
ZSR 232,2010/1/4,2010/1/21
TDN 781,2010/1/4,2010/2/6
DEF 644,2010/1/4,2010/1/28
WFW 677,2010/1/4,2010/1/22
ACY 394,2010/1/4,2010/2/11
ENK 199,2010/1/4,2010/1/8
KMF 821,2010/1/4,2010/2/5
FKH 137,2010/1/4,
VES 724,2010/1/4,2010/2/12
KXJ 895,2010/1/4,2010/1/17
DAD 245,2010/1/4,
KJC 517,2010/1/4,2010/1/6
XHE 734,2010/1/4,
SLK 368,2010/1/4,2010/1/31
DKY 365,2010/1/4,2010/2/4
ZSG 833,2010/1/4,2010/2/8
WYX 635,2010/1/4,2010/2/5
HBK 919,2010/1/4,2010/1/23
WHH 677,2010/1/4,2010/2/17
SYV 519,2010/1/4,2010/2/15
TSK 799,2010/1/4,2010/1/27
VDY 517,2010/1/4,2010/1/15
GSZ 992,2010/1/4,
BLY 471,2010/1/4,2010/2/12
FAE 467,2010/1/4,2010/2/4
WSV 684,2010/1/4,
SWF 399,2010/1/4,2010/1/26
TJP 592,2010/1/4,2010/2/20
HMF 158,2010/1/4,2010/1/23
CAB 334,2010/1/4,2010/1/16
CXR 885,2010/1/4,2010/1/28
NNP 212,2010/1/4,2010/2/20
TBF 324,2010/1/4,2010/1/31
KRE 982,2010/1/4,2010/1/20
CZH 142,2010/1/4,2010/2/15
AYK 932,2010/1/4,2010/1/28
BGM 329,2010/1/4,2010/1/27
HXJ 236,2010/1/4,2010/1/25
EFB 289,2010/1/4,2010/1/18
FJF 396,2010/1/4,2010/1/31
DFW 671,2010/1/4,
MPS 677,2010/1/4,2010/1/31
LBS 914,2010/1/4,
AXA 772,2010/1/4,2010/2/15
GCA 178,2010/1/4,
AXP 227,2010/1/4,2010/2/16
WVT 886,2010/1/4,2010/1/11
BRN 715,2010/1/4,2010/1/28
TYF 665,2010/1/4,2010/2/10
HPY 279,2010/1/4,2010/1/4
AKX 949,2010/1/4,2010/2/16
ZFZ 139,2010/1/4,2010/1/5
KHK 353,2010/1/4,2010/2/17
ACM 369,2010/1/4,
RGS 666,2010/1/4,2010/2/15
BMR 457,2010/1/4,2010/1/23
NKV 457,2010/1/4,2010/2/13
MMX 346,2010/1/4,
EWK 934,2010/1/4,2010/2/16
LRD 965,2010/1/4,2010/2/14
TDS 226,2010/1/4,2010/2/2
LYC 175,2010/1/4,2010/1/21
KRE 734,2010/1/4,2010/1/11
NYZ 868,2010/1/4,
