Vehicle Registration,Date Stolen,Date Recovered
VCB 998,2013/1/21,2013/2/24
ZBB 112,2013/1/21,2013/3/2
ZZW 194,2013/1/21,2013/2/11
BBZ 532,2013/1/21,2013/2/25
VVX 487,2013/1/21,2013/2/15
LXS 789,2013/1/21,2013/2/19
GCZ 774,2013/1/21,2013/2/28
SLW 982,2013/1/21,2013/2/20
HJF 334,2013/1/21,2013/3/11
LJM 177,2013/1/21,
LTD 229,2013/1/21,2013/1/21
AMT 486,2013/1/21,2013/2/21
GWJ 574,2013/1/21,2013/3/9
CSF 387,2013/1/21,2013/2/22
VSK 115,2013/1/21,2013/2/20
JVE 866,2013/1/21,2013/2/9
VEV 843,2013/1/21,
VFA 577,2013/1/21,2013/2/21
XTP 225,2013/1/21,2013/2/3
FAC 822,2013/1/21,2013/2/4
GJL 698,2013/1/21,2013/2/22
FGG 851,2013/1/21,2013/2/22
DXX 992,2013/1/21,2013/2/23
ZZP 316,2013/1/21,2013/1/21
YLE 331,2013/1/21,
BBY 935,2013/1/21,
HMR 234,2013/1/21,
SFR 923,2013/1/21,2013/2/12
GSW 993,2013/1/21,
LWV 938,2013/1/21,2013/3/10
RLZ 698,2013/1/21,2013/2/6
ZCP 145,2013/1/21,2013/3/6
PFP 664,2013/1/21,
EMT 466,2013/1/21,2013/3/2
GDF 748,2013/1/21,2013/2/26
HGA 873,2013/1/21,2013/2/28
YBH 124,2013/1/21,2013/3/4
FYK 419,2013/1/21,2013/3/11
GRT 232,2013/1/21,2013/2/10
MCF 444,2013/1/21,2013/2/4
TTL 538,2013/1/21,2013/2/28
HZK 444,2013/1/21,2013/2/12
GPM 166,2013/1/21,2013/2/28
RNL 125,2013/1/21,2013/3/9
PMR 345,2013/1/21,2013/1/28
XWX 379,2013/1/21,2013/2/6
RVB 782,2013/1/21,
ZTX 737,2013/1/21,2013/2/28
ANV 972,2013/1/21,2013/1/22
LAE 775,2013/1/21,2013/1/22
FGK 443,2013/1/21,2013/1/22
FLH 765,2013/1/21,
BBF 224,2013/1/21,2013/2/16
TFE 895,2013/1/21,2013/2/14
SEK 134,2013/1/21,2013/2/10
MJR 274,2013/1/21,
VAS 638,2013/1/21,2013/2/15
TXP 213,2013/1/21,2013/2/12
ZYZ 412,2013/1/21,2013/3/6
RLP 883,2013/1/21,2013/2/28
AEZ 988,2013/1/21,2013/1/28
SPF 482,2013/1/21,2013/2/27
YZF 848,2013/1/21,2013/3/10
DAZ 837,2013/1/21,2013/1/21
CED 835,2013/1/21,
VDS 495,2013/1/21,2013/3/4
SGX 819,2013/1/21,
FJV 883,2013/1/21,
PWG 619,2013/1/21,2013/1/25
DCB 225,2013/1/21,2013/2/25
DNC 982,2013/1/21,
EZN 879,2013/1/21,2013/2/3
NSV 123,2013/1/21,2013/2/9
FLR 988,2013/1/21,2013/1/24
RDR 326,2013/1/21,2013/1/30
KCJ 143,2013/1/21,
WNP 476,2013/1/21,2013/2/12
DJS 354,2013/1/21,2013/2/3
YWD 639,2013/1/21,2013/2/4
LJR 183,2013/1/21,2013/2/7
VKC 326,2013/1/21,
STC 898,2013/1/21,
WAD 512,2013/1/21,2013/3/6
GSY 494,2013/1/21,2013/1/23
ASM 139,2013/1/21,2013/1/30
XCX 585,2013/1/21,2013/1/21
MPE 828,2013/1/21,2013/3/8
NFA 576,2013/1/21,2013/1/26
SGT 337,2013/1/21,2013/2/25
WWP 934,2013/1/21,2013/1/22
SHW 423,2013/1/21,2013/2/23
VXM 197,2013/1/21,2013/2/20
ZPV 577,2013/1/21,2013/2/4
YGZ 329,2013/1/21,
EFV 487,2013/1/21,2013/1/25
PMK 536,2013/1/21,
FHZ 655,2013/1/21,2013/1/21
ABK 834,2013/1/21,2013/1/22
KHX 783,2013/1/21,2013/2/15
MHY 338,2013/1/21,2013/2/17
JVB 818,2013/1/21,2013/2/22
EXH 742,2013/1/21,2013/2/1
LPB 872,2013/1/21,2013/2/4
VSC 357,2013/1/21,2013/2/19
MDL 532,2013/1/21,2013/3/1
SDM 998,2013/1/21,2013/3/6
CST 786,2013/1/21,2013/2/15
MBB 374,2013/1/21,2013/1/29
GCE 277,2013/1/21,2013/3/7
WLE 673,2013/1/21,
WVC 819,2013/1/21,2013/2/11
RGY 315,2013/1/21,2013/3/4
ZBR 867,2013/1/21,2013/2/18
VKW 358,2013/1/21,2013/2/15
AAL 934,2013/1/21,2013/2/11
SJM 586,2013/1/21,2013/2/1
PYR 663,2013/1/21,
EVA 611,2013/1/21,2013/2/8
TSF 119,2013/1/21,2013/3/11
PFC 222,2013/1/21,
ELS 638,2013/1/21,2013/2/20
NHT 538,2013/1/21,2013/2/8
ATS 242,2013/1/21,2013/2/6
YZA 423,2013/1/21,
HYJ 548,2013/1/21,2013/2/16
CKL 725,2013/1/21,2013/2/7
XMD 544,2013/1/21,
DZP 383,2013/1/21,2013/2/22
KRD 448,2013/1/21,2013/1/29
EVA 976,2013/1/21,2013/2/18
RFL 625,2013/1/21,2013/2/22
EJJ 523,2013/1/21,2013/1/23
VDF 549,2013/1/21,
HYF 647,2013/1/21,2013/2/7
JEP 671,2013/1/21,2013/1/30
ADD 147,2013/1/21,2013/1/23
TCD 541,2013/1/21,2013/1/23
YKF 239,2013/1/21,2013/2/20
AXB 975,2013/1/21,2013/1/26
ZFL 283,2013/1/21,2013/2/21
XHY 358,2013/1/21,2013/1/24
DYP 489,2013/1/21,
NRB 561,2013/1/21,2013/2/2
AKM 268,2013/1/21,2013/3/4
TNH 914,2013/1/21,
WTV 787,2013/1/21,2013/3/7
MLP 221,2013/1/21,2013/3/11
BRE 139,2013/1/21,2013/2/25
CYN 368,2013/1/21,2013/3/9
TXS 935,2013/1/21,2013/2/10
MMR 237,2013/1/21,2013/2/15
PMW 428,2013/1/21,2013/3/7
ALR 927,2013/1/21,2013/2/7
MJK 341,2013/1/21,2013/2/15
FZN 736,2013/1/21,2013/1/25
KYR 215,2013/1/21,2013/1/24
ZVW 885,2013/1/21,2013/1/23
EYR 832,2013/1/21,2013/2/3
AFD 232,2013/1/21,2013/2/23
JFL 312,2013/1/21,2013/2/24
HMH 637,2013/1/21,2013/2/25
YTM 393,2013/1/21,2013/1/26
RDC 749,2013/1/21,2013/2/22
CJJ 618,2013/1/21,2013/3/2
FRL 786,2013/1/21,2013/2/3
MJF 564,2013/1/21,
DEP 819,2013/1/21,2013/2/19
XNM 831,2013/1/21,
YNB 384,2013/1/21,
XWE 972,2013/1/21,2013/1/29
XGL 829,2013/1/21,2013/3/7
BBX 324,2013/1/21,2013/3/10
RCP 133,2013/1/21,2013/2/6
VPA 376,2013/1/21,2013/2/27
JTZ 169,2013/1/21,2013/3/11
RSD 752,2013/1/21,2013/3/7
WTG 651,2013/1/21,2013/2/14
