Vehicle Registration,Date Stolen,Date Recovered
VYD 376,2014/2/22,2014/4/12
YBN 864,2014/2/22,2014/4/1
XSE 166,2014/2/22,2014/3/16
MJS 978,2014/2/22,2014/3/27
BGZ 186,2014/2/22,2014/3/2
HXW 248,2014/2/22,
FHG 412,2014/2/22,2014/3/7
LMV 381,2014/2/22,
KHS 347,2014/2/22,2014/2/27
MSS 773,2014/2/22,2014/3/3
FNR 463,2014/2/22,2014/3/3
ATN 388,2014/2/22,2014/3/26
JVT 128,2014/2/22,2014/3/30
EAW 346,2014/2/22,2014/3/19
GDC 341,2014/2/22,
DTF 628,2014/2/22,2014/3/14
BKG 951,2014/2/22,2014/3/17
WDD 548,2014/2/22,2014/3/20
FJA 774,2014/2/22,2014/4/8
GPY 461,2014/2/22,2014/3/12
PDF 136,2014/2/22,2014/3/29
RTK 299,2014/2/22,2014/3/29
FVJ 877,2014/2/22,2014/4/10
MZR 821,2014/2/22,2014/3/31
VTY 365,2014/2/22,2014/3/3
RVA 197,2014/2/22,2014/3/14
YRE 876,2014/2/22,2014/3/27
ENL 398,2014/2/22,2014/2/24
ZRK 214,2014/2/22,2014/3/28
PSC 979,2014/2/22,2014/4/1
NHY 589,2014/2/22,
BAB 118,2014/2/22,2014/4/2
TKA 333,2014/2/22,2014/3/9
YLE 157,2014/2/22,2014/3/6
VRT 695,2014/2/22,
NFC 946,2014/2/22,2014/3/26
XGE 395,2014/2/22,2014/3/21
AKN 471,2014/2/22,2014/3/29
TVF 423,2014/2/22,2014/4/8
SZS 123,2014/2/22,2014/3/1
WLC 251,2014/2/22,2014/3/13
DKN 593,2014/2/22,2014/3/10
MTE 643,2014/2/22,2014/3/22
JAM 975,2014/2/22,2014/3/4
GFN 395,2014/2/22,2014/4/6
JYE 775,2014/2/22,2014/3/5
RFL 415,2014/2/22,2014/4/8
YLV 555,2014/2/22,2014/3/21
EXD 771,2014/2/22,
XLE 518,2014/2/22,2014/4/12
TCF 518,2014/2/22,2014/3/23
HAG 574,2014/2/22,2014/3/7
JPM 835,2014/2/22,2014/3/25
SLL 644,2014/2/22,
LXS 421,2014/2/22,2014/3/22
FKH 771,2014/2/22,2014/3/7
EFB 532,2014/2/22,2014/3/26
MSV 549,2014/2/22,2014/3/12
PEA 869,2014/2/22,2014/3/30
