Vehicle Registration,Date Stolen,Date Recovered
XMK 736,2011/4/15,2011/5/19
LNH 322,2011/4/15,2011/4/16
MFR 597,2011/4/15,2011/5/1
HFL 997,2011/4/15,2011/5/9
KHP 773,2011/4/15,2011/4/30
CKX 494,2011/4/15,2011/5/27
YGN 936,2011/4/15,
ERK 117,2011/4/15,2011/5/4
BWX 854,2011/4/15,2011/4/15
ZWK 589,2011/4/15,
KYA 625,2011/4/15,2011/4/26
RKL 983,2011/4/15,2011/5/22
ADJ 251,2011/4/15,2011/4/19
GGA 522,2011/4/15,2011/5/4
WJP 277,2011/4/15,2011/5/14
PBD 181,2011/4/15,2011/5/5
BBL 657,2011/4/15,2011/5/12
WKH 857,2011/4/15,2011/5/16
BDD 465,2011/4/15,2011/5/18
NWM 481,2011/4/15,2011/5/21
XGK 277,2011/4/15,
WEJ 357,2011/4/15,2011/4/15
KSZ 789,2011/4/15,2011/4/17
JEC 722,2011/4/15,2011/5/11
SBY 235,2011/4/15,2011/5/23
JZN 424,2011/4/15,2011/5/26
VRA 211,2011/4/15,2011/5/4
FXT 561,2011/4/15,2011/4/15
SNN 488,2011/4/15,2011/5/12
ZSG 946,2011/4/15,2011/5/2
JGX 524,2011/4/15,2011/5/21
RAZ 573,2011/4/15,2011/5/17
ZWT 684,2011/4/15,
CBD 475,2011/4/15,2011/5/11
MTB 425,2011/4/15,2011/5/15
WXT 781,2011/4/15,2011/4/26
AZY 587,2011/4/15,2011/4/24
GXJ 134,2011/4/15,
LHY 933,2011/4/15,2011/4/21
FLT 973,2011/4/15,
WMH 769,2011/4/15,2011/5/23
NBB 315,2011/4/15,2011/4/17
ZNG 523,2011/4/15,2011/5/6
WKH 413,2011/4/15,
SJF 712,2011/4/15,2011/5/14
NDJ 238,2011/4/15,2011/5/4
KFY 296,2011/4/15,2011/5/26
BPX 264,2011/4/15,2011/5/21
VAN 733,2011/4/15,2011/5/7
ZTZ 183,2011/4/15,
APZ 732,2011/4/15,
NRP 435,2011/4/15,2011/5/28
KBH 337,2011/4/15,
WDC 278,2011/4/15,2011/5/20
CWC 149,2011/4/15,2011/6/3
XMC 671,2011/4/15,2011/5/7
XTN 893,2011/4/15,2011/5/22
FXY 219,2011/4/15,2011/5/1
YVG 548,2011/4/15,2011/5/27
CSH 767,2011/4/15,2011/5/6
SNG 939,2011/4/15,2011/5/30
CTT 518,2011/4/15,2011/5/15
EHS 879,2011/4/15,
YCS 281,2011/4/15,2011/5/23
LCK 564,2011/4/15,
XJJ 624,2011/4/15,2011/5/5
CHM 216,2011/4/15,2011/4/20
JGA 227,2011/4/15,
ZEA 942,2011/4/15,2011/5/5
WRZ 366,2011/4/15,2011/5/30
SKB 556,2011/4/15,2011/5/10
ASB 344,2011/4/15,
JGR 945,2011/4/15,2011/5/29
YSJ 468,2011/4/15,2011/4/20
JLK 865,2011/4/15,2011/5/13
SCX 612,2011/4/15,2011/5/8
WTY 491,2011/4/15,
MCP 822,2011/4/15,2011/4/30
PFX 891,2011/4/15,2011/5/13
SFE 363,2011/4/15,2011/5/27
FYL 887,2011/4/15,2011/5/28
GFF 598,2011/4/15,2011/4/26
VRA 836,2011/4/15,2011/5/9
EBP 789,2011/4/15,2011/5/13
GVM 375,2011/4/15,2011/5/5
JMN 771,2011/4/15,2011/6/3
ARK 929,2011/4/15,2011/5/14
KRR 722,2011/4/15,2011/5/14
RZE 239,2011/4/15,2011/5/28
FDL 718,2011/4/15,
BSS 256,2011/4/15,2011/4/18
DXW 186,2011/4/15,2011/5/21
XEA 898,2011/4/15,
VCT 158,2011/4/15,2011/5/14
NNS 445,2011/4/15,
XXY 428,2011/4/15,2011/5/8
KFV 873,2011/4/15,
CRG 481,2011/4/15,2011/5/25
GEK 393,2011/4/15,2011/5/25
HYY 993,2011/4/15,2011/5/31
RDP 317,2011/4/15,2011/5/30
HLH 725,2011/4/15,2011/4/26
BRC 942,2011/4/15,
KJN 842,2011/4/15,2011/4/27
THS 746,2011/4/15,2011/4/26
GCY 591,2011/4/15,2011/4/28
SBX 319,2011/4/15,2011/5/11
NLV 721,2011/4/15,
FKA 875,2011/4/15,2011/5/6
JMR 332,2011/4/15,2011/4/22
CSB 339,2011/4/15,2011/5/23
VFD 985,2011/4/15,
CVF 515,2011/4/15,
RJX 642,2011/4/15,2011/4/26
HJP 417,2011/4/15,2011/5/25
SFZ 545,2011/4/15,2011/5/20
CLE 496,2011/4/15,2011/5/4
RXP 912,2011/4/15,2011/5/5
ATP 499,2011/4/15,2011/4/21
ZZW 755,2011/4/15,
RBK 898,2011/4/15,2011/5/11
ZZV 218,2011/4/15,2011/4/26
WJL 683,2011/4/15,
HVK 976,2011/4/15,
BLF 976,2011/4/15,2011/5/16
EXL 929,2011/4/15,
SHX 112,2011/4/15,2011/4/29
DGL 246,2011/4/15,2011/6/2
VRB 663,2011/4/15,2011/5/22
TGK 989,2011/4/15,2011/6/1
LGE 471,2011/4/15,2011/4/18
EWW 415,2011/4/15,2011/5/27
YDE 587,2011/4/15,2011/5/8
PPH 773,2011/4/15,2011/5/15
JCS 146,2011/4/15,2011/5/12
NDJ 843,2011/4/15,2011/4/25
KWA 674,2011/4/15,2011/5/10
WTT 273,2011/4/15,2011/4/27
