Vehicle Registration,Date Stolen,Date Recovered
FCG 279,2017/9/7,2017/10/21
JPE 471,2017/9/7,2017/10/22
SWX 131,2017/9/7,2017/10/6
NYA 697,2017/9/7,2017/9/8
FRB 674,2017/9/7,2017/9/24
PTJ 476,2017/9/7,
KXM 317,2017/9/7,
MWN 793,2017/9/7,2017/9/22
NFE 113,2017/9/7,2017/9/18
MDJ 573,2017/9/7,2017/10/15
AYE 137,2017/9/7,2017/10/23
LXC 876,2017/9/7,2017/10/13
KVV 548,2017/9/7,
RDT 837,2017/9/7,2017/10/1
BPT 113,2017/9/7,2017/9/27
GRN 224,2017/9/7,2017/10/6
KAC 943,2017/9/7,2017/10/6
WBJ 191,2017/9/7,2017/9/17
JWW 287,2017/9/7,
JYD 739,2017/9/7,2017/9/8
NWK 366,2017/9/7,2017/10/19
AME 984,2017/9/7,2017/10/19
KVT 354,2017/9/7,2017/9/11
RYM 528,2017/9/7,2017/10/24
BBL 279,2017/9/7,2017/9/15
ACD 354,2017/9/7,
CYH 537,2017/9/7,
TSR 614,2017/9/7,
NJX 887,2017/9/7,2017/10/4
RYG 438,2017/9/7,2017/9/19
RMJ 355,2017/9/7,2017/10/7
FHK 925,2017/9/7,2017/10/14
NZT 255,2017/9/7,2017/9/15
JVV 354,2017/9/7,2017/10/19
KKZ 593,2017/9/7,
TPN 535,2017/9/7,
EPX 312,2017/9/7,2017/10/13
HYX 773,2017/9/7,2017/10/19
LLN 752,2017/9/7,2017/10/10
HRH 986,2017/9/7,2017/9/16
LRC 855,2017/9/7,2017/10/22
SVE 149,2017/9/7,2017/9/24
TSA 795,2017/9/7,2017/10/7
YNZ 478,2017/9/7,2017/9/23
TBF 121,2017/9/7,2017/9/24
NFB 796,2017/9/7,2017/10/22
GYD 264,2017/9/7,2017/10/19
BCX 965,2017/9/7,2017/10/3
LMG 363,2017/9/7,2017/9/18
HCD 758,2017/9/7,2017/10/26
RMB 862,2017/9/7,2017/9/12
EHZ 124,2017/9/7,
SDG 546,2017/9/7,2017/10/15
SLW 531,2017/9/7,
DNF 157,2017/9/7,2017/9/18
JZC 342,2017/9/7,2017/10/4
TCA 365,2017/9/7,
TBD 236,2017/9/7,
XVY 623,2017/9/7,
YZB 455,2017/9/7,2017/10/9
XXT 211,2017/9/7,2017/10/5
PDG 461,2017/9/7,2017/9/7
YZK 529,2017/9/7,2017/10/15
NAJ 645,2017/9/7,2017/10/7
JNG 499,2017/9/7,2017/9/9
FHZ 191,2017/9/7,2017/9/30
YGL 511,2017/9/7,2017/9/24
CFM 179,2017/9/7,
MAA 976,2017/9/7,2017/10/21
YRG 897,2017/9/7,2017/10/1
MLS 212,2017/9/7,2017/9/21
EHG 649,2017/9/7,2017/9/10
CYL 915,2017/9/7,2017/9/15
JLN 485,2017/9/7,2017/10/25
VBM 321,2017/9/7,2017/10/26
STT 433,2017/9/7,2017/10/7
NAT 135,2017/9/7,
GJT 669,2017/9/7,2017/10/2
JYW 348,2017/9/7,
YBF 378,2017/9/7,
XNV 879,2017/9/7,2017/9/12
PLY 834,2017/9/7,2017/10/18
EAZ 443,2017/9/7,2017/10/3
YRC 231,2017/9/7,2017/9/23
HNS 927,2017/9/7,2017/9/7
VNS 993,2017/9/7,2017/10/15
FLC 786,2017/9/7,2017/10/13
ABX 179,2017/9/7,2017/9/9
CJM 778,2017/9/7,2017/10/10
ALN 866,2017/9/7,2017/10/15
XPZ 796,2017/9/7,2017/10/11
WCY 189,2017/9/7,2017/10/12
MDW 571,2017/9/7,2017/10/17
WPS 419,2017/9/7,2017/10/25
GED 293,2017/9/7,2017/10/5
SVX 696,2017/9/7,
TRG 573,2017/9/7,2017/10/25
VNY 494,2017/9/7,2017/10/10
DLT 686,2017/9/7,2017/10/26
NHW 922,2017/9/7,2017/10/1
YPN 465,2017/9/7,
FHH 442,2017/9/7,2017/10/3
DYK 481,2017/9/7,2017/9/20
SBX 441,2017/9/7,2017/10/9
CTK 373,2017/9/7,2017/9/25
TRK 426,2017/9/7,2017/10/20
VLT 381,2017/9/7,2017/9/22
HJS 563,2017/9/7,
STF 672,2017/9/7,2017/10/6
NTS 368,2017/9/7,
EMP 934,2017/9/7,
KMZ 468,2017/9/7,2017/9/11
ZFT 443,2017/9/7,2017/10/9
XYS 141,2017/9/7,2017/9/22
JRG 177,2017/9/7,2017/10/21
ZDF 232,2017/9/7,2017/9/18
PFF 416,2017/9/7,2017/10/8
XZA 467,2017/9/7,2017/10/11
EKA 961,2017/9/7,
HKK 394,2017/9/7,2017/9/26
SAK 189,2017/9/7,2017/9/28
AGE 775,2017/9/7,2017/10/10
LYA 823,2017/9/7,2017/9/14
NBZ 714,2017/9/7,2017/9/7
PHR 636,2017/9/7,2017/10/1
