Vehicle Registration,Date Stolen,Date Recovered
VEE 942,2011/4/19,2011/4/26
ANM 498,2011/4/19,
AYD 973,2011/4/19,2011/5/12
RYS 118,2011/4/19,2011/5/1
JYX 883,2011/4/19,2011/6/6
JFZ 862,2011/4/19,
VRE 998,2011/4/19,2011/4/24
SKG 542,2011/4/19,
HSA 192,2011/4/19,2011/5/5
ZWN 537,2011/4/19,2011/4/29
ZSE 473,2011/4/19,2011/6/4
WJC 495,2011/4/19,2011/6/4
SWL 919,2011/4/19,2011/4/22
HKZ 136,2011/4/19,
EVM 792,2011/4/19,
TMF 619,2011/4/19,2011/5/30
YHT 533,2011/4/19,
PNB 348,2011/4/19,
ECD 293,2011/4/19,2011/5/5
JKC 675,2011/4/19,2011/5/21
PLD 987,2011/4/19,2011/5/28
HLB 422,2011/4/19,2011/5/22
FAJ 977,2011/4/19,2011/5/14
AEC 828,2011/4/19,
YRR 873,2011/4/19,2011/5/5
GFV 529,2011/4/19,
TEG 617,2011/4/19,2011/5/19
ZLY 669,2011/4/19,2011/5/24
DYK 468,2011/4/19,2011/5/1
SYN 581,2011/4/19,
TYA 957,2011/4/19,
BTX 247,2011/4/19,2011/5/31
NGH 251,2011/4/19,2011/5/18
YJZ 221,2011/4/19,2011/4/20
YXX 797,2011/4/19,2011/6/6
XGH 891,2011/4/19,
BFY 664,2011/4/19,2011/5/14
HCA 279,2011/4/19,2011/4/19
SZF 582,2011/4/19,2011/5/7
GXG 367,2011/4/19,2011/4/21
XYB 924,2011/4/19,2011/5/2
JCH 878,2011/4/19,2011/5/26
GJC 981,2011/4/19,2011/4/28
XCG 713,2011/4/19,2011/4/24
BDG 781,2011/4/19,2011/5/30
SRD 785,2011/4/19,2011/4/25
DGZ 361,2011/4/19,2011/4/20
TDA 125,2011/4/19,
ATV 569,2011/4/19,
NWF 285,2011/4/19,2011/4/25
AVP 738,2011/4/19,2011/6/4
CKA 718,2011/4/19,
CBR 176,2011/4/19,
DVS 888,2011/4/19,2011/4/19
ARA 498,2011/4/19,
WWJ 295,2011/4/19,2011/4/22
SBB 881,2011/4/19,2011/5/21
XLP 522,2011/4/19,2011/4/23
KTR 588,2011/4/19,2011/5/3
FME 827,2011/4/19,2011/4/27
SYC 872,2011/4/19,2011/5/9
ZPK 423,2011/4/19,2011/4/19
TCT 386,2011/4/19,2011/6/6
VVM 388,2011/4/19,
GYV 213,2011/4/19,2011/5/13
HSL 248,2011/4/19,2011/4/23
LMC 119,2011/4/19,
YEZ 971,2011/4/19,
JHC 358,2011/4/19,2011/5/23
PMX 228,2011/4/19,2011/5/16
SMW 472,2011/4/19,2011/4/23
CSF 835,2011/4/19,2011/5/16
RGV 178,2011/4/19,2011/5/14
VRK 517,2011/4/19,
PBG 237,2011/4/19,2011/5/13
FTD 858,2011/4/19,
ZRL 895,2011/4/19,2011/4/27
ADN 175,2011/4/19,2011/5/5
TCE 324,2011/4/19,2011/6/7
VPV 177,2011/4/19,2011/4/26
MGN 431,2011/4/19,
XKC 224,2011/4/19,2011/5/13
JSA 468,2011/4/19,2011/6/5
RNB 472,2011/4/19,2011/4/27
ZNN 499,2011/4/19,2011/4/28
XCJ 738,2011/4/19,2011/5/27
CCP 977,2011/4/19,2011/5/5
HAT 718,2011/4/19,2011/5/7
GWC 681,2011/4/19,2011/5/23
MHM 552,2011/4/19,2011/5/2
VSG 662,2011/4/19,2011/5/17
FYC 925,2011/4/19,
TRL 472,2011/4/19,
KDK 428,2011/4/19,
TZX 357,2011/4/19,
GWH 997,2011/4/19,
RKV 878,2011/4/19,2011/4/21
EEE 472,2011/4/19,2011/4/23
TYF 364,2011/4/19,2011/5/16
MJD 885,2011/4/19,2011/4/24
WKS 713,2011/4/19,2011/5/8
YGC 367,2011/4/19,
TXE 151,2011/4/19,2011/5/9
XWG 472,2011/4/19,2011/5/28
CKN 454,2011/4/19,2011/5/11
NHG 433,2011/4/19,2011/5/8
CAC 931,2011/4/19,2011/5/2
AKW 211,2011/4/19,2011/4/29
LKE 229,2011/4/19,2011/5/19
KTK 171,2011/4/19,2011/4/19
KMF 618,2011/4/19,2011/5/6
DTH 153,2011/4/19,2011/5/11
DNW 813,2011/4/19,
KSM 662,2011/4/19,2011/4/22
KDT 575,2011/4/19,2011/5/22
BFY 465,2011/4/19,
GYY 232,2011/4/19,
XCE 437,2011/4/19,2011/5/5
RJR 459,2011/4/19,2011/5/26
YDV 732,2011/4/19,2011/5/17
WHF 739,2011/4/19,2011/5/24
MMN 633,2011/4/19,2011/5/5
XZT 295,2011/4/19,2011/5/20
DHF 149,2011/4/19,2011/6/2
MHM 156,2011/4/19,2011/5/26
SJW 941,2011/4/19,2011/5/3
WLX 454,2011/4/19,2011/4/19
SYP 976,2011/4/19,2011/6/3
RXC 983,2011/4/19,2011/5/30
EZL 576,2011/4/19,
