Vehicle Registration,Date Stolen,Date Recovered
DRR 487,2016/2/11,2016/2/29
XSL 122,2016/2/11,2016/3/31
PHZ 985,2016/2/11,2016/3/21
JMA 647,2016/2/11,2016/2/25
XSL 372,2016/2/11,2016/2/20
APN 689,2016/2/11,
TBA 811,2016/2/11,2016/3/7
XEY 368,2016/2/11,
KAD 567,2016/2/11,2016/2/17
DAX 292,2016/2/11,2016/3/14
DYV 364,2016/2/11,2016/3/3
EVH 528,2016/2/11,2016/2/24
NJD 778,2016/2/11,
YNS 923,2016/2/11,2016/3/21
MLD 717,2016/2/11,
PHG 846,2016/2/11,2016/2/23
TRP 519,2016/2/11,2016/3/17
MVJ 175,2016/2/11,2016/3/14
ZRZ 776,2016/2/11,2016/2/20
WDD 466,2016/2/11,2016/3/12
HKE 573,2016/2/11,2016/3/15
VYE 345,2016/2/11,
RKX 775,2016/2/11,
KVS 873,2016/2/11,2016/3/17
DCT 331,2016/2/11,2016/2/21
AHY 849,2016/2/11,2016/3/6
XAT 268,2016/2/11,2016/3/12
VAC 968,2016/2/11,2016/3/26
EFB 379,2016/2/11,2016/3/25
EDT 468,2016/2/11,2016/3/20
GGZ 756,2016/2/11,2016/2/24
LZL 313,2016/2/11,
KKN 283,2016/2/11,2016/3/16
DEY 523,2016/2/11,2016/2/20
FPP 382,2016/2/11,2016/3/31
ZVT 756,2016/2/11,2016/3/10
ANY 236,2016/2/11,
PCP 368,2016/2/11,2016/2/18
VLZ 478,2016/2/11,2016/2/28
KYE 159,2016/2/11,2016/2/29
PAK 641,2016/2/11,2016/3/19
ZNR 756,2016/2/11,
RMX 172,2016/2/11,
EPS 346,2016/2/11,2016/3/9
TCS 645,2016/2/11,2016/3/25
THK 236,2016/2/11,2016/3/18
YAJ 914,2016/2/11,2016/3/23
VGJ 734,2016/2/11,2016/2/20
AAA 593,2016/2/11,
RCF 371,2016/2/11,2016/3/28
XYJ 426,2016/2/11,2016/3/7
FFW 122,2016/2/11,2016/3/6
DBC 263,2016/2/11,2016/3/23
EGG 915,2016/2/11,2016/3/19
HVW 417,2016/2/11,2016/2/20
MRE 757,2016/2/11,2016/3/29
PYD 697,2016/2/11,2016/3/31
CTF 935,2016/2/11,2016/2/25
LCS 432,2016/2/11,2016/2/26
XSR 912,2016/2/11,2016/2/18
HTJ 242,2016/2/11,2016/3/23
WFF 353,2016/2/11,2016/2/17
HKE 416,2016/2/11,2016/2/24
PTT 311,2016/2/11,2016/3/7
PWN 622,2016/2/11,2016/3/3
GBM 191,2016/2/11,2016/3/25
NRP 797,2016/2/11,2016/2/27
KXM 646,2016/2/11,2016/3/8
TFR 775,2016/2/11,2016/3/23
ZWC 113,2016/2/11,2016/3/9
XDS 448,2016/2/11,2016/2/12
LVC 368,2016/2/11,2016/2/11
MTG 642,2016/2/11,
WJS 274,2016/2/11,
HYR 282,2016/2/11,2016/3/1
FWE 945,2016/2/11,
VJL 399,2016/2/11,2016/2/23
GSM 129,2016/2/11,
BYY 728,2016/2/11,2016/3/23
HJK 599,2016/2/11,2016/3/10
VNG 384,2016/2/11,2016/2/22
RZY 264,2016/2/11,2016/3/18
RBX 569,2016/2/11,
NBZ 657,2016/2/11,2016/3/20
CFE 668,2016/2/11,2016/2/24
SLA 286,2016/2/11,2016/3/22
RCW 811,2016/2/11,2016/3/15
PFT 846,2016/2/11,2016/3/29
ELB 422,2016/2/11,2016/3/17
VDV 297,2016/2/11,2016/2/18
FZY 489,2016/2/11,
NHZ 425,2016/2/11,
MBA 465,2016/2/11,2016/3/21
JAB 835,2016/2/11,2016/3/29
CVN 476,2016/2/11,2016/2/16
CAV 824,2016/2/11,2016/3/17
XTP 878,2016/2/11,2016/2/29
EJZ 885,2016/2/11,
JCF 398,2016/2/11,2016/2/27
YTF 579,2016/2/11,
HSZ 691,2016/2/11,2016/2/20
KTF 463,2016/2/11,2016/3/3
GTK 124,2016/2/11,
JPY 958,2016/2/11,2016/2/17
AYL 252,2016/2/11,2016/2/14
YXX 269,2016/2/11,2016/3/2
GRE 954,2016/2/11,2016/3/27
EYD 423,2016/2/11,2016/3/22
RAH 683,2016/2/11,
SDC 354,2016/2/11,2016/3/3
EFR 862,2016/2/11,2016/3/17
AMY 617,2016/2/11,2016/2/16
CGL 668,2016/2/11,
PBE 427,2016/2/11,2016/3/2
LTD 969,2016/2/11,2016/3/28
GRP 345,2016/2/11,2016/2/16
AKC 388,2016/2/11,2016/3/20
JPF 694,2016/2/11,2016/3/4
CBC 362,2016/2/11,
HAG 126,2016/2/11,
ZFH 862,2016/2/11,2016/3/31
ZTM 974,2016/2/11,2016/3/4
EFD 348,2016/2/11,2016/3/1
HZX 857,2016/2/11,2016/2/21
YBP 716,2016/2/11,2016/3/20
BKG 862,2016/2/11,2016/3/2
NJV 954,2016/2/11,
XLL 632,2016/2/11,
MTB 777,2016/2/11,2016/3/28
LEE 956,2016/2/11,
NXF 293,2016/2/11,2016/2/27
ELW 522,2016/2/11,2016/3/14
GCG 917,2016/2/11,2016/2/23
KGK 339,2016/2/11,2016/3/11
GGA 491,2016/2/11,2016/2/21
JPL 394,2016/2/11,2016/2/28
MGP 433,2016/2/11,2016/2/18
RKS 781,2016/2/11,2016/2/23
XME 923,2016/2/11,2016/2/11
YAM 539,2016/2/11,
YCS 942,2016/2/11,
DDT 535,2016/2/11,2016/2/29
HEH 425,2016/2/11,2016/2/16
FGL 377,2016/2/11,2016/3/10
LRT 743,2016/2/11,2016/3/28
MDT 155,2016/2/11,2016/3/31
REC 166,2016/2/11,2016/3/25
AKS 177,2016/2/11,2016/2/29
PBA 776,2016/2/11,
FRX 171,2016/2/11,2016/3/21
