Vehicle Registration,Date Stolen,Date Recovered
KSG 165,2015/9/3,2015/10/11
EVN 814,2015/9/3,2015/9/5
ANY 372,2015/9/3,2015/9/30
WBW 334,2015/9/3,2015/10/12
PTH 655,2015/9/3,2015/10/20
HLH 141,2015/9/3,
APL 993,2015/9/3,2015/10/9
DTE 575,2015/9/3,2015/9/10
ZTE 314,2015/9/3,2015/10/8
PCY 385,2015/9/3,2015/9/10
KTE 688,2015/9/3,2015/10/17
AAL 735,2015/9/3,2015/9/9
GLB 684,2015/9/3,2015/9/5
YYH 845,2015/9/3,2015/9/26
PKC 935,2015/9/3,
XYG 199,2015/9/3,
ZCZ 445,2015/9/3,
SNS 951,2015/9/3,2015/10/16
NVD 842,2015/9/3,2015/9/27
MYT 911,2015/9/3,2015/10/5
PDV 352,2015/9/3,
MAG 781,2015/9/3,2015/10/4
BTK 285,2015/9/3,2015/10/14
PEW 579,2015/9/3,2015/9/3
YTH 436,2015/9/3,2015/9/5
MAG 387,2015/9/3,2015/10/20
GAX 365,2015/9/3,
GZR 338,2015/9/3,2015/9/21
ARV 163,2015/9/3,2015/9/26
SZR 835,2015/9/3,2015/10/20
FGD 727,2015/9/3,2015/9/3
PFA 397,2015/9/3,2015/9/10
RTG 398,2015/9/3,
MJN 684,2015/9/3,2015/10/16
AVB 966,2015/9/3,2015/9/22
RHL 432,2015/9/3,2015/9/30
WYC 537,2015/9/3,2015/10/17
KCE 724,2015/9/3,2015/10/4
JFF 272,2015/9/3,
JZP 644,2015/9/3,2015/10/13
WPV 934,2015/9/3,2015/10/1
YSM 656,2015/9/3,2015/9/12
SFB 994,2015/9/3,2015/9/17
XBC 323,2015/9/3,
GVX 567,2015/9/3,2015/10/22
RYE 965,2015/9/3,2015/10/2
VGZ 148,2015/9/3,2015/9/26
HCA 233,2015/9/3,2015/9/12
RMF 676,2015/9/3,2015/10/8
GCH 923,2015/9/3,2015/9/7
LJL 839,2015/9/3,2015/10/3
HLE 578,2015/9/3,2015/10/5
TMH 139,2015/9/3,
PZW 355,2015/9/3,
APS 984,2015/9/3,2015/9/23
YTG 353,2015/9/3,2015/9/14
KYE 791,2015/9/3,2015/9/10
KJE 313,2015/9/3,2015/10/22
FDK 117,2015/9/3,2015/10/2
CPD 567,2015/9/3,2015/10/5
THW 535,2015/9/3,
LDL 422,2015/9/3,2015/10/4
TKA 382,2015/9/3,2015/9/22
HWN 487,2015/9/3,2015/10/17
TXM 754,2015/9/3,2015/9/30
CKR 932,2015/9/3,2015/9/12
ZNS 264,2015/9/3,2015/9/28
ZDE 596,2015/9/3,2015/9/11
GTR 368,2015/9/3,2015/9/9
XGD 455,2015/9/3,
RPK 397,2015/9/3,2015/9/8
HXV 331,2015/9/3,2015/10/12
FXR 558,2015/9/3,
KJG 421,2015/9/3,2015/9/9
RAV 439,2015/9/3,2015/10/12
RFY 718,2015/9/3,2015/9/7
LSD 681,2015/9/3,2015/10/5
FHW 647,2015/9/3,2015/9/12
VGR 235,2015/9/3,2015/9/14
BBW 396,2015/9/3,2015/10/21
FLX 595,2015/9/3,2015/10/9
JBC 812,2015/9/3,2015/9/12
BRY 828,2015/9/3,
KWM 724,2015/9/3,2015/10/13
JFH 987,2015/9/3,2015/9/21
NAW 344,2015/9/3,2015/9/18
XYD 372,2015/9/3,2015/9/25
ZWB 191,2015/9/3,2015/9/27
FMM 883,2015/9/3,2015/9/5
GRF 213,2015/9/3,
MPW 335,2015/9/3,2015/10/14
VZY 163,2015/9/3,2015/9/19
MXA 885,2015/9/3,2015/9/9
XVZ 193,2015/9/3,2015/9/20
EZN 423,2015/9/3,2015/10/9
SGZ 841,2015/9/3,
GTP 238,2015/9/3,2015/9/15
LFH 467,2015/9/3,2015/9/19
PEV 679,2015/9/3,2015/9/20
DHD 553,2015/9/3,2015/9/11
AYV 262,2015/9/3,2015/9/25
SPX 993,2015/9/3,2015/9/8
ZLE 232,2015/9/3,2015/9/19
JHA 977,2015/9/3,
BMK 692,2015/9/3,2015/10/15
TKY 114,2015/9/3,2015/9/21
EEN 119,2015/9/3,2015/10/4
PKT 325,2015/9/3,
DTW 485,2015/9/3,2015/9/3
PVK 823,2015/9/3,2015/9/18
ZDS 524,2015/9/3,
XMA 546,2015/9/3,2015/9/13
TYY 369,2015/9/3,2015/10/21
DVK 358,2015/9/3,2015/10/9
CTG 182,2015/9/3,2015/10/17
RTM 455,2015/9/3,
PFA 239,2015/9/3,
EZH 398,2015/9/3,
