Vehicle Registration,Date Stolen,Date Recovered
HTE 962,2017/3/28,2017/5/1
SKS 151,2017/3/28,2017/4/18
XFZ 471,2017/3/28,2017/4/7
GTJ 711,2017/3/28,
EZD 564,2017/3/28,2017/4/6
GJY 539,2017/3/28,2017/5/12
SNP 858,2017/3/28,2017/4/27
MHR 879,2017/3/28,2017/4/21
WPV 589,2017/3/28,2017/5/15
ACC 427,2017/3/28,2017/4/24
XKB 548,2017/3/28,2017/4/26
HXA 374,2017/3/28,2017/3/31
XER 724,2017/3/28,2017/4/3
PDT 472,2017/3/28,2017/4/2
VGZ 399,2017/3/28,
AHD 987,2017/3/28,2017/5/1
BTM 919,2017/3/28,2017/4/6
GFX 313,2017/3/28,
VFL 447,2017/3/28,2017/4/19
YPP 832,2017/3/28,2017/5/14
LBG 972,2017/3/28,2017/5/1
DMA 611,2017/3/28,2017/3/28
NAD 623,2017/3/28,2017/4/14
GNA 534,2017/3/28,
GZT 998,2017/3/28,2017/4/17
NNG 878,2017/3/28,2017/5/9
NWF 214,2017/3/28,2017/5/2
SAP 222,2017/3/28,2017/4/29
GXJ 131,2017/3/28,2017/5/9
RNB 695,2017/3/28,2017/4/24
TDY 421,2017/3/28,2017/4/2
FMF 923,2017/3/28,2017/4/19
YMM 847,2017/3/28,2017/4/23
ZLN 531,2017/3/28,
LDJ 933,2017/3/28,2017/4/29
TKW 779,2017/3/28,2017/4/25
CSS 417,2017/3/28,2017/4/1
RJK 656,2017/3/28,
FBL 195,2017/3/28,2017/3/31
XFC 997,2017/3/28,
XEH 648,2017/3/28,2017/4/5
BJH 989,2017/3/28,
VRM 755,2017/3/28,2017/4/20
RAM 861,2017/3/28,2017/3/30
PJT 331,2017/3/28,2017/5/7
XRZ 522,2017/3/28,2017/5/12
KZE 331,2017/3/28,2017/4/26
SSX 434,2017/3/28,2017/4/6
HLG 425,2017/3/28,2017/5/8
WCV 859,2017/3/28,2017/4/22
CRH 697,2017/3/28,2017/4/28
VJN 625,2017/3/28,2017/3/31
LBD 785,2017/3/28,2017/4/30
CML 238,2017/3/28,2017/5/8
EJF 616,2017/3/28,2017/3/29
WTN 893,2017/3/28,2017/4/19
AGG 588,2017/3/28,2017/4/29
ZKL 435,2017/3/28,2017/4/11
NWJ 824,2017/3/28,2017/4/21
ANW 198,2017/3/28,2017/5/16
BBC 954,2017/3/28,2017/5/12
TRR 616,2017/3/28,2017/4/12
LNF 186,2017/3/28,2017/4/6
VJL 395,2017/3/28,
KPG 243,2017/3/28,2017/4/21
YAB 578,2017/3/28,2017/5/7
FMR 469,2017/3/28,2017/3/28
