Vehicle Registration,Date Stolen,Date Recovered
RKY 646,2010/3/26,2010/4/25
ZVC 847,2010/3/26,2010/5/6
XPN 791,2010/3/26,2010/4/5
TPM 495,2010/3/26,2010/4/7
LHW 891,2010/3/26,2010/4/26
GGM 448,2010/3/26,2010/3/30
JZP 539,2010/3/26,2010/5/3
EDW 713,2010/3/26,2010/4/23
MLJ 189,2010/3/26,2010/5/6
ANJ 658,2010/3/26,2010/4/15
MAY 987,2010/3/26,2010/4/12
NDR 738,2010/3/26,
TAW 941,2010/3/26,2010/4/26
DVL 762,2010/3/26,2010/4/3
TYF 936,2010/3/26,2010/4/25
CYL 731,2010/3/26,
PJX 415,2010/3/26,2010/4/19
JMV 136,2010/3/26,2010/5/10
AGA 369,2010/3/26,
KBV 569,2010/3/26,
FHD 237,2010/3/26,2010/4/13
LVP 885,2010/3/26,2010/4/21
ZBS 113,2010/3/26,2010/4/20
STA 979,2010/3/26,2010/5/6
JSW 957,2010/3/26,2010/3/31
XTW 849,2010/3/26,2010/4/11
MFM 632,2010/3/26,
WML 574,2010/3/26,2010/4/22
ZDK 176,2010/3/26,2010/3/30
YKC 347,2010/3/26,2010/4/8
JCK 553,2010/3/26,2010/4/5
RVB 936,2010/3/26,2010/4/21
DHW 253,2010/3/26,2010/4/3
DFP 817,2010/3/26,
FSD 611,2010/3/26,2010/3/27
YEL 962,2010/3/26,2010/3/26
XRC 181,2010/3/26,
YMG 264,2010/3/26,2010/4/6
EXS 549,2010/3/26,
GDG 373,2010/3/26,
FFY 465,2010/3/26,
HZR 588,2010/3/26,2010/3/29
YNS 745,2010/3/26,2010/5/12
EAT 771,2010/3/26,2010/4/16
EGY 458,2010/3/26,2010/4/9
MME 539,2010/3/26,2010/4/10
BTH 266,2010/3/26,2010/4/24
GZD 687,2010/3/26,2010/4/16
MAG 597,2010/3/26,
GAE 935,2010/3/26,2010/4/29
TFP 173,2010/3/26,2010/3/28
SDC 577,2010/3/26,2010/5/6
BXY 368,2010/3/26,2010/4/22
RFX 646,2010/3/26,2010/4/19
GYW 514,2010/3/26,2010/4/21
YTV 766,2010/3/26,2010/4/12
EJW 454,2010/3/26,2010/4/23
SFJ 545,2010/3/26,
RGE 883,2010/3/26,2010/5/3
JRG 998,2010/3/26,
XGJ 181,2010/3/26,2010/4/9
JYW 891,2010/3/26,2010/5/9
NTB 346,2010/3/26,2010/4/30
PDZ 826,2010/3/26,2010/5/11
KHP 122,2010/3/26,2010/4/8
ZHJ 959,2010/3/26,2010/4/29
VWH 375,2010/3/26,2010/4/26
PKK 624,2010/3/26,2010/4/30
ZXJ 648,2010/3/26,2010/4/11
LMG 127,2010/3/26,2010/4/18
LRB 337,2010/3/26,2010/4/5
TFK 776,2010/3/26,2010/4/17
RRZ 651,2010/3/26,2010/5/11
MXS 326,2010/3/26,2010/4/4
ZTC 534,2010/3/26,2010/4/18
SKX 246,2010/3/26,2010/5/1
BTK 579,2010/3/26,2010/4/1
SDV 499,2010/3/26,
BNS 959,2010/3/26,2010/4/6
ESX 127,2010/3/26,2010/4/22
DXD 427,2010/3/26,
PST 261,2010/3/26,2010/4/8
RSC 897,2010/3/26,
MEG 111,2010/3/26,2010/4/8
PYE 184,2010/3/26,2010/3/28
LPJ 821,2010/3/26,
KDK 467,2010/3/26,2010/5/9
NCY 941,2010/3/26,2010/3/28
KVN 792,2010/3/26,2010/5/9
RVH 445,2010/3/26,2010/5/7
NEP 868,2010/3/26,2010/4/13
AVM 741,2010/3/26,2010/5/12
NWJ 459,2010/3/26,2010/4/4
GCT 845,2010/3/26,
FLH 242,2010/3/26,2010/5/12
KSR 262,2010/3/26,2010/5/9
WXV 624,2010/3/26,2010/5/13
AHN 515,2010/3/26,2010/4/17
TLK 977,2010/3/26,2010/5/14
XTA 831,2010/3/26,
FEZ 575,2010/3/26,2010/5/11
MSE 265,2010/3/26,2010/4/22
FDH 279,2010/3/26,
XLS 442,2010/3/26,2010/4/15
RLF 859,2010/3/26,2010/5/3
MPL 168,2010/3/26,2010/4/29
EDN 175,2010/3/26,2010/4/13
HYR 375,2010/3/26,2010/4/17
FFK 236,2010/3/26,2010/4/11
JBP 258,2010/3/26,
VGD 363,2010/3/26,
BYM 635,2010/3/26,2010/4/21
DDV 345,2010/3/26,2010/4/2
VFS 793,2010/3/26,2010/5/7
JPL 542,2010/3/26,2010/4/30
AGC 327,2010/3/26,2010/3/27
MPZ 392,2010/3/26,2010/4/24
DRK 465,2010/3/26,2010/4/8
CZF 611,2010/3/26,2010/4/25
KWG 248,2010/3/26,
EWD 335,2010/3/26,
BEG 773,2010/3/26,2010/4/11
AFD 254,2010/3/26,2010/5/6
AAX 294,2010/3/26,2010/5/9
FHD 841,2010/3/26,2010/4/21
JBP 878,2010/3/26,
MWC 273,2010/3/26,2010/4/26
ZRF 364,2010/3/26,2010/4/9
GAL 425,2010/3/26,
TPV 489,2010/3/26,
VVR 137,2010/3/26,2010/4/24
SHW 773,2010/3/26,2010/5/12
TZN 747,2010/3/26,2010/5/13
VCJ 142,2010/3/26,
YDL 873,2010/3/26,2010/4/9
KMS 873,2010/3/26,2010/4/9
RWR 841,2010/3/26,
VRG 245,2010/3/26,2010/4/22
GVV 671,2010/3/26,2010/4/5
SAF 812,2010/3/26,2010/4/10
WYK 663,2010/3/26,2010/4/24
KKB 191,2010/3/26,2010/4/4
YEL 857,2010/3/26,2010/5/1
PCC 478,2010/3/26,2010/5/13
HVJ 419,2010/3/26,
FWD 311,2010/3/26,2010/4/24
VGY 974,2010/3/26,
DXA 522,2010/3/26,2010/4/4
LKT 277,2010/3/26,
FKR 754,2010/3/26,2010/4/20
MLP 491,2010/3/26,2010/5/11
WFF 295,2010/3/26,
RNW 644,2010/3/26,
KYR 383,2010/3/26,2010/4/24
JLZ 667,2010/3/26,2010/4/28
MWG 557,2010/3/26,2010/3/30
MPA 968,2010/3/26,
PMA 946,2010/3/26,2010/4/2
RLV 453,2010/3/26,2010/4/18
XKC 524,2010/3/26,2010/4/24
WWT 236,2010/3/26,2010/4/4
HXB 177,2010/3/26,2010/5/13
RTV 997,2010/3/26,2010/4/8
CBB 276,2010/3/26,
YHD 699,2010/3/26,
GGB 624,2010/3/26,2010/4/4
KFW 466,2010/3/26,
PLB 251,2010/3/26,2010/5/1
YXC 454,2010/3/26,2010/5/13
LTS 666,2010/3/26,2010/3/28
XWS 576,2010/3/26,2010/4/21
NAZ 491,2010/3/26,2010/4/20
NHS 338,2010/3/26,
GDY 892,2010/3/26,2010/4/22
KHG 742,2010/3/26,2010/5/14
HTV 546,2010/3/26,2010/5/6
FLA 397,2010/3/26,
DRE 666,2010/3/26,2010/4/18
LAZ 588,2010/3/26,2010/5/7
HHZ 512,2010/3/26,2010/4/25
GNP 413,2010/3/26,2010/3/27
YFM 794,2010/3/26,2010/4/30
GHA 463,2010/3/26,2010/4/24
PRY 678,2010/3/26,2010/3/27
ALG 111,2010/3/26,
ZFP 532,2010/3/26,2010/4/14
PGF 722,2010/3/26,
ZFW 445,2010/3/26,
ENS 516,2010/3/26,2010/4/27
ZXL 461,2010/3/26,2010/3/30
GYY 563,2010/3/26,2010/5/3
HFC 829,2010/3/26,2010/5/4
HNH 748,2010/3/26,
PAT 378,2010/3/26,2010/4/13
CHC 455,2010/3/26,2010/4/16
VWD 858,2010/3/26,
BYA 174,2010/3/26,2010/3/28
BYW 665,2010/3/26,2010/4/2
XER 884,2010/3/26,2010/5/13
DLY 671,2010/3/26,2010/4/20
ZSE 783,2010/3/26,2010/4/7
GSH 668,2010/3/26,2010/4/8
RPZ 322,2010/3/26,2010/4/6
ZDY 245,2010/3/26,
KBP 934,2010/3/26,2010/5/2
YXP 114,2010/3/26,2010/4/7
EPY 112,2010/3/26,2010/4/23
LLV 641,2010/3/26,2010/4/12
AFE 524,2010/3/26,2010/3/29
XHH 352,2010/3/26,2010/5/1
XNZ 856,2010/3/26,2010/3/26
MVJ 861,2010/3/26,2010/4/8
NVB 727,2010/3/26,2010/4/3
MRE 783,2010/3/26,2010/4/10
TET 715,2010/3/26,2010/4/10
FZA 493,2010/3/26,2010/4/28
BLT 719,2010/3/26,
KCG 843,2010/3/26,2010/4/14
LBA 445,2010/3/26,
LRL 378,2010/3/26,2010/5/9
AKP 456,2010/3/26,2010/4/8
TNH 935,2010/3/26,2010/5/13
NVX 933,2010/3/26,2010/4/15
RTG 452,2010/3/26,2010/4/18
FAW 971,2010/3/26,2010/4/30
VFR 728,2010/3/26,
SMR 999,2010/3/26,2010/5/14
ABS 838,2010/3/26,2010/4/8
CTT 369,2010/3/26,2010/4/9
BZC 166,2010/3/26,2010/4/15
YFR 956,2010/3/26,2010/4/29
ABZ 639,2010/3/26,2010/4/26
ZBR 415,2010/3/26,2010/4/13
EBW 989,2010/3/26,2010/4/5
RWW 123,2010/3/26,2010/3/27
BLE 616,2010/3/26,
HFB 519,2010/3/26,2010/5/4
XYV 577,2010/3/26,
WNZ 516,2010/3/26,2010/4/28
BBJ 648,2010/3/26,2010/4/30
WRP 697,2010/3/26,2010/4/14
AKC 355,2010/3/26,2010/5/5
CCS 577,2010/3/26,2010/3/30
NJK 963,2010/3/26,
EER 127,2010/3/26,
EGL 654,2010/3/26,2010/4/4
FCL 323,2010/3/26,
NWB 535,2010/3/26,2010/3/30
JBB 397,2010/3/26,2010/4/2
ZNF 435,2010/3/26,
EYR 578,2010/3/26,2010/5/12
HNM 376,2010/3/26,2010/5/8
ERF 449,2010/3/26,2010/4/25
YCF 615,2010/3/26,
PYH 486,2010/3/26,2010/3/27
CCY 328,2010/3/26,2010/4/27
RMD 638,2010/3/26,2010/5/5
GCM 654,2010/3/26,2010/5/12
VKS 735,2010/3/26,2010/5/10
PPH 393,2010/3/26,
LYX 542,2010/3/26,2010/5/8
CBA 714,2010/3/26,2010/3/29
DDM 728,2010/3/26,
PMZ 656,2010/3/26,
TKD 655,2010/3/26,2010/4/16
NYR 252,2010/3/26,2010/4/21
NPB 886,2010/3/26,2010/5/12
WTW 823,2010/3/26,2010/4/7
SAY 635,2010/3/26,2010/4/7
SXE 229,2010/3/26,2010/4/28
ATA 956,2010/3/26,2010/4/4
LMV 766,2010/3/26,2010/4/18
SDL 539,2010/3/26,
HJC 947,2010/3/26,2010/4/15
BKW 434,2010/3/26,
WSD 765,2010/3/26,
KZM 143,2010/3/26,
TXN 153,2010/3/26,2010/5/7
CWR 271,2010/3/26,2010/3/26
DHP 673,2010/3/26,2010/4/17
HZM 434,2010/3/26,2010/4/20
HTR 489,2010/3/26,2010/4/29
XKN 889,2010/3/26,2010/4/11
ZDX 166,2010/3/26,2010/4/12
KST 575,2010/3/26,2010/4/18
HVW 146,2010/3/26,2010/4/21
RAS 376,2010/3/26,2010/5/13
RDK 154,2010/3/26,2010/4/6
JDY 123,2010/3/26,2010/5/6
ZVL 113,2010/3/26,2010/5/12
PRK 681,2010/3/26,2010/5/4
TGV 614,2010/3/26,2010/4/11
NBR 374,2010/3/26,2010/3/30
EFH 929,2010/3/26,2010/4/13
ECK 816,2010/3/26,2010/5/9
HCH 843,2010/3/26,2010/4/14
LNM 167,2010/3/26,
NZJ 678,2010/3/26,2010/4/24
YJJ 995,2010/3/26,2010/5/9
DGX 613,2010/3/26,2010/5/14
XVK 644,2010/3/26,2010/5/3
MFE 133,2010/3/26,2010/4/29
MMX 185,2010/3/26,2010/4/25
RPW 389,2010/3/26,2010/3/31
ZJT 859,2010/3/26,2010/4/18
PXH 748,2010/3/26,2010/4/25
PKB 549,2010/3/26,2010/3/31
DMZ 755,2010/3/26,2010/4/29
