Vehicle Registration,Date Stolen,Date Recovered
TAT 753,2017/4/26,2017/5/6
ZPV 618,2017/4/26,2017/6/2
FWR 658,2017/4/26,2017/5/4
YAH 432,2017/4/26,2017/6/3
GVA 969,2017/4/26,2017/6/5
FHJ 882,2017/4/26,2017/5/23
YRA 812,2017/4/26,2017/5/11
WCV 598,2017/4/26,2017/4/29
WEF 388,2017/4/26,2017/5/5
ARJ 244,2017/4/26,2017/6/2
LSL 629,2017/4/26,
LCB 523,2017/4/26,2017/4/28
GNZ 793,2017/4/26,
LTT 572,2017/4/26,2017/5/19
HBB 335,2017/4/26,2017/6/2
SCV 777,2017/4/26,2017/5/3
PYX 941,2017/4/26,2017/6/5
WHC 431,2017/4/26,2017/5/18
RNC 128,2017/4/26,2017/5/2
VCZ 842,2017/4/26,2017/5/14
NAX 836,2017/4/26,2017/4/29
GWJ 934,2017/4/26,2017/5/25
RKA 261,2017/4/26,2017/5/22
WAB 319,2017/4/26,2017/6/3
ZJV 326,2017/4/26,
MWV 442,2017/4/26,2017/5/22
MFD 922,2017/4/26,2017/5/3
LBZ 357,2017/4/26,2017/5/5
CSA 964,2017/4/26,2017/5/24
HYR 832,2017/4/26,2017/5/14
LRT 887,2017/4/26,2017/5/21
EHV 178,2017/4/26,2017/5/25
PLF 726,2017/4/26,2017/6/8
SER 254,2017/4/26,2017/5/3
SGT 814,2017/4/26,2017/5/21
EET 365,2017/4/26,2017/5/10
JYD 897,2017/4/26,2017/5/22
TND 623,2017/4/26,2017/5/10
DLH 417,2017/4/26,2017/6/1
ZYL 986,2017/4/26,
XDW 623,2017/4/26,
TVB 529,2017/4/26,2017/5/5
XYB 128,2017/4/26,2017/5/15
EXW 926,2017/4/26,
XZS 957,2017/4/26,2017/5/27
BHR 363,2017/4/26,
TPA 865,2017/4/26,
VEJ 355,2017/4/26,
SZN 323,2017/4/26,
GFA 821,2017/4/26,2017/6/14
WTE 663,2017/4/26,2017/5/23
YRE 333,2017/4/26,2017/5/14
LMP 778,2017/4/26,2017/6/9
EWP 452,2017/4/26,2017/6/8
EKL 732,2017/4/26,2017/5/25
JEG 512,2017/4/26,2017/6/7
XKH 653,2017/4/26,
XRK 762,2017/4/26,2017/6/6
VLB 886,2017/4/26,2017/5/13
YDG 554,2017/4/26,
ZPL 182,2017/4/26,2017/5/6
ELW 688,2017/4/26,
JNT 519,2017/4/26,2017/5/5
BBS 317,2017/4/26,2017/5/20
DHS 177,2017/4/26,2017/6/10
GDR 387,2017/4/26,
HCC 969,2017/4/26,
KFB 759,2017/4/26,2017/6/10
ZHK 427,2017/4/26,2017/5/18
PEF 838,2017/4/26,2017/5/16
NRY 965,2017/4/26,2017/6/10
HSP 572,2017/4/26,2017/4/28
FEH 541,2017/4/26,2017/6/9
RLH 472,2017/4/26,2017/5/31
WTE 899,2017/4/26,2017/6/7
KEC 529,2017/4/26,2017/6/13
DXP 259,2017/4/26,2017/6/11
THG 225,2017/4/26,
ZBR 992,2017/4/26,2017/5/17
HXA 294,2017/4/26,2017/5/19
MWF 856,2017/4/26,2017/4/27
WRC 677,2017/4/26,2017/5/7
RYL 131,2017/4/26,2017/5/21
KJV 697,2017/4/26,2017/5/26
XPP 437,2017/4/26,2017/5/29
ATB 318,2017/4/26,2017/5/23
RCM 194,2017/4/26,2017/5/13
HFH 284,2017/4/26,
AVS 228,2017/4/26,2017/5/27
FBB 612,2017/4/26,2017/6/12
WEZ 836,2017/4/26,2017/5/16
FDA 145,2017/4/26,2017/5/26
WZG 324,2017/4/26,2017/5/20
LPT 848,2017/4/26,
GTG 641,2017/4/26,2017/6/5
JEX 986,2017/4/26,2017/5/20
LKS 197,2017/4/26,2017/5/19
SEJ 686,2017/4/26,2017/5/3
TXT 631,2017/4/26,2017/5/4
EWX 965,2017/4/26,2017/6/12
DAJ 914,2017/4/26,2017/5/7
GXX 372,2017/4/26,2017/5/25
BKE 988,2017/4/26,2017/5/20
FZW 186,2017/4/26,
FML 823,2017/4/26,2017/5/14
RCJ 429,2017/4/26,2017/4/27
FBW 239,2017/4/26,2017/6/14
NYR 162,2017/4/26,2017/6/6
BSA 277,2017/4/26,2017/5/26
AXG 752,2017/4/26,2017/5/11
YWV 777,2017/4/26,2017/6/7
MEF 353,2017/4/26,2017/6/1
FRG 498,2017/4/26,2017/5/9
LZC 472,2017/4/26,2017/6/5
PHD 742,2017/4/26,2017/6/14
XTS 554,2017/4/26,2017/5/10
DWM 889,2017/4/26,
NGE 764,2017/4/26,2017/5/23
JXR 229,2017/4/26,
RYM 227,2017/4/26,
RHG 879,2017/4/26,2017/5/23
YAE 193,2017/4/26,2017/6/1
EJD 671,2017/4/26,
THD 943,2017/4/26,2017/6/14
FBB 327,2017/4/26,2017/5/25
HYG 179,2017/4/26,2017/5/7
EAY 764,2017/4/26,2017/5/17
SCC 486,2017/4/26,2017/5/11
BJW 825,2017/4/26,2017/5/14
VVG 786,2017/4/26,2017/5/17
CSS 433,2017/4/26,2017/5/8
RLN 163,2017/4/26,2017/5/22
PPA 424,2017/4/26,2017/5/9
RKY 817,2017/4/26,
RHF 299,2017/4/26,2017/5/12
DYE 794,2017/4/26,2017/6/10
FPC 261,2017/4/26,2017/5/27
KZS 945,2017/4/26,2017/6/5
SLH 394,2017/4/26,2017/6/5
GFE 226,2017/4/26,2017/6/5
MHM 556,2017/4/26,2017/5/23
SMS 934,2017/4/26,2017/5/18
DEA 596,2017/4/26,2017/5/25
VKX 385,2017/4/26,2017/5/21
EHJ 193,2017/4/26,
XTN 579,2017/4/26,2017/5/17
VMA 164,2017/4/26,2017/5/12
TRS 173,2017/4/26,2017/6/4
AWS 914,2017/4/26,2017/6/2
VYN 311,2017/4/26,2017/5/4
ABM 345,2017/4/26,2017/5/9
ALG 363,2017/4/26,2017/5/13
ZHL 825,2017/4/26,2017/6/3
VEF 681,2017/4/26,2017/6/5
LWC 775,2017/4/26,2017/6/6
NXX 625,2017/4/26,2017/5/6
NXG 763,2017/4/26,2017/5/29
GEL 236,2017/4/26,2017/6/14
RRV 827,2017/4/26,2017/6/14
LZG 362,2017/4/26,2017/5/6
ZTB 981,2017/4/26,
DPJ 516,2017/4/26,2017/5/7
XYY 574,2017/4/26,2017/5/8
XWF 614,2017/4/26,
ZDF 561,2017/4/26,2017/5/3
PNR 635,2017/4/26,2017/5/19
TJJ 737,2017/4/26,2017/5/28
MEB 974,2017/4/26,2017/5/5
VGM 847,2017/4/26,2017/5/14
