Vehicle Registration,Date Stolen,Date Recovered
MLE 234,2017/4/27,2017/5/7
XWC 228,2017/4/27,2017/6/5
TZG 125,2017/4/27,2017/4/29
HLH 216,2017/4/27,2017/6/11
PCN 525,2017/4/27,2017/6/6
ZNC 469,2017/4/27,2017/5/5
VXB 638,2017/4/27,
LSV 791,2017/4/27,2017/6/8
YSN 133,2017/4/27,2017/6/6
DGB 646,2017/4/27,2017/6/11
HAH 253,2017/4/27,2017/5/3
FLB 571,2017/4/27,2017/6/15
SWL 941,2017/4/27,2017/4/29
CVL 973,2017/4/27,2017/6/1
VJK 977,2017/4/27,2017/6/2
NTV 733,2017/4/27,
GDX 521,2017/4/27,2017/4/30
ZXB 782,2017/4/27,
VET 361,2017/4/27,
CVG 633,2017/4/27,2017/5/9
FJR 642,2017/4/27,2017/5/29
GEA 869,2017/4/27,2017/6/10
RVZ 163,2017/4/27,2017/5/19
YXJ 475,2017/4/27,2017/6/11
PFL 455,2017/4/27,2017/5/30
NZA 414,2017/4/27,
YXZ 533,2017/4/27,
YJR 583,2017/4/27,2017/4/30
GHE 455,2017/4/27,
CJL 621,2017/4/27,2017/5/10
LFK 854,2017/4/27,2017/5/14
ALL 282,2017/4/27,2017/6/3
XDC 721,2017/4/27,2017/5/29
YVK 976,2017/4/27,2017/6/5
CBA 693,2017/4/27,2017/5/16
ZVH 998,2017/4/27,2017/5/13
RES 196,2017/4/27,2017/5/19
PZX 795,2017/4/27,2017/5/28
SPA 722,2017/4/27,2017/5/14
VDS 376,2017/4/27,
LMF 697,2017/4/27,2017/6/14
PPZ 947,2017/4/27,2017/6/15
EZG 486,2017/4/27,2017/6/2
WAG 782,2017/4/27,2017/6/1
LTF 421,2017/4/27,2017/5/18
PMD 624,2017/4/27,
EED 741,2017/4/27,2017/5/12
VVS 953,2017/4/27,2017/5/28
XAL 655,2017/4/27,
MHT 342,2017/4/27,2017/5/8
SDM 799,2017/4/27,2017/5/26
KHR 435,2017/4/27,2017/5/20
XRS 297,2017/4/27,2017/5/29
WAE 941,2017/4/27,2017/5/21
NGE 379,2017/4/27,2017/5/23
KBD 199,2017/4/27,
XHK 751,2017/4/27,
MXW 976,2017/4/27,2017/4/29
WAT 132,2017/4/27,2017/6/1
CTT 865,2017/4/27,2017/6/3
EEC 967,2017/4/27,2017/5/5
WET 816,2017/4/27,2017/5/5
