Vehicle Registration,Date Stolen,Date Recovered
BLV 522,2016/8/17,2016/9/12
RJK 881,2016/8/17,
FDB 396,2016/8/17,
ZHS 384,2016/8/17,2016/8/18
VEP 772,2016/8/17,2016/9/10
SYV 842,2016/8/17,
BJM 192,2016/8/17,2016/9/16
AVM 853,2016/8/17,2016/9/29
HAZ 656,2016/8/17,
STP 186,2016/8/17,2016/9/19
DNE 599,2016/8/17,2016/9/7
NER 867,2016/8/17,2016/9/29
BNL 325,2016/8/17,2016/9/19
ZKJ 356,2016/8/17,2016/9/12
CSR 914,2016/8/17,2016/8/31
PGB 395,2016/8/17,
WEZ 314,2016/8/17,2016/9/18
XTL 562,2016/8/17,
SET 999,2016/8/17,2016/8/31
GCR 954,2016/8/17,2016/9/10
AHJ 463,2016/8/17,2016/9/5
ABA 498,2016/8/17,2016/9/26
CBN 785,2016/8/17,2016/8/18
XGZ 977,2016/8/17,2016/8/22
FBK 288,2016/8/17,2016/9/5
VZY 999,2016/8/17,2016/9/22
GFV 487,2016/8/17,2016/9/16
HLK 334,2016/8/17,2016/8/19
ZMC 846,2016/8/17,2016/9/15
RDZ 861,2016/8/17,2016/10/5
NMS 596,2016/8/17,2016/9/20
KYX 441,2016/8/17,2016/8/24
YRY 488,2016/8/17,2016/8/20
RMV 788,2016/8/17,2016/10/4
LLT 776,2016/8/17,2016/9/1
WNK 573,2016/8/17,2016/9/28
ZNW 926,2016/8/17,2016/8/23
LZV 481,2016/8/17,2016/9/22
YRX 934,2016/8/17,2016/9/20
HPM 346,2016/8/17,2016/10/5
RER 291,2016/8/17,2016/8/21
HBG 779,2016/8/17,2016/9/8
WVN 139,2016/8/17,2016/8/30
XLN 518,2016/8/17,2016/8/31
AJT 645,2016/8/17,2016/9/19
NBN 329,2016/8/17,2016/9/16
DSJ 619,2016/8/17,2016/8/22
YCH 555,2016/8/17,2016/9/24
TJS 428,2016/8/17,2016/9/10
DRM 341,2016/8/17,2016/9/8
XCH 457,2016/8/17,
GAS 322,2016/8/17,
GBM 733,2016/8/17,2016/8/31
EBL 448,2016/8/17,2016/9/4
RKP 424,2016/8/17,
MPB 213,2016/8/17,2016/8/25
GMZ 357,2016/8/17,2016/9/18
WZD 435,2016/8/17,2016/9/20
PTP 761,2016/8/17,2016/9/26
BKE 622,2016/8/17,2016/8/31
XLB 981,2016/8/17,2016/9/8
TYM 236,2016/8/17,
YRM 364,2016/8/17,2016/9/5
SCF 151,2016/8/17,2016/9/11
SDM 748,2016/8/17,2016/9/14
HSZ 656,2016/8/17,2016/9/15
PDS 569,2016/8/17,2016/9/2
CVE 784,2016/8/17,2016/9/6
KWM 111,2016/8/17,
BZZ 947,2016/8/17,
MVK 431,2016/8/17,2016/8/20
WBR 668,2016/8/17,2016/9/19
GFE 715,2016/8/17,2016/9/4
MNJ 694,2016/8/17,2016/8/18
ACE 191,2016/8/17,2016/9/7
TVG 949,2016/8/17,2016/9/13
GBR 261,2016/8/17,
JWW 764,2016/8/17,2016/9/23
BGP 566,2016/8/17,2016/10/3
WVY 324,2016/8/17,2016/8/24
ADH 978,2016/8/17,2016/9/24
BDR 226,2016/8/17,2016/9/25
BWY 141,2016/8/17,2016/9/17
CKH 828,2016/8/17,
SGT 518,2016/8/17,
NSK 598,2016/8/17,
ZPE 441,2016/8/17,2016/8/27
MPV 359,2016/8/17,2016/9/25
FRK 894,2016/8/17,2016/8/28
BTM 662,2016/8/17,2016/9/25
GDV 565,2016/8/17,2016/9/14
CVY 515,2016/8/17,2016/9/19
YDE 343,2016/8/17,2016/8/29
JZG 756,2016/8/17,2016/9/3
WLZ 323,2016/8/17,2016/9/20
BVT 147,2016/8/17,2016/8/24
BZT 495,2016/8/17,
YDD 638,2016/8/17,2016/8/23
KNR 654,2016/8/17,2016/9/6
LKE 652,2016/8/17,2016/8/29
VPP 589,2016/8/17,2016/9/8
NYJ 911,2016/8/17,
RFR 816,2016/8/17,2016/8/26
NBY 533,2016/8/17,2016/9/13
YMV 636,2016/8/17,2016/9/19
CHZ 594,2016/8/17,2016/9/13
YZY 354,2016/8/17,2016/9/12
KXZ 799,2016/8/17,2016/10/5
JPB 639,2016/8/17,
NCT 767,2016/8/17,
MMN 343,2016/8/17,2016/8/30
ZND 469,2016/8/17,
HSC 349,2016/8/17,2016/8/25
BWS 467,2016/8/17,2016/9/19
CXF 546,2016/8/17,
HMP 785,2016/8/17,2016/9/12
NPJ 855,2016/8/17,2016/9/24
HPF 559,2016/8/17,2016/9/30
XJG 761,2016/8/17,2016/9/21
VZY 845,2016/8/17,2016/8/25
HBV 148,2016/8/17,2016/8/28
CSD 844,2016/8/17,2016/9/14
RJV 438,2016/8/17,2016/8/17
YSB 559,2016/8/17,2016/8/28
KTE 528,2016/8/17,
CRP 999,2016/8/17,2016/9/1
KLD 977,2016/8/17,2016/8/29
AFC 677,2016/8/17,
LGJ 621,2016/8/17,2016/9/1
MSG 631,2016/8/17,
JSC 173,2016/8/17,2016/8/25
MSK 882,2016/8/17,2016/9/4
PKM 657,2016/8/17,2016/8/25
DKK 956,2016/8/17,2016/8/30
RBG 169,2016/8/17,
CTD 564,2016/8/17,2016/10/4
HWZ 859,2016/8/17,2016/9/12
NVX 482,2016/8/17,2016/8/27
KKF 794,2016/8/17,2016/9/29
BGL 756,2016/8/17,2016/9/21
LBP 675,2016/8/17,2016/9/8
MNL 821,2016/8/17,2016/9/2
MGB 223,2016/8/17,
ZHT 358,2016/8/17,2016/8/25
BDX 766,2016/8/17,2016/8/25
ZNE 491,2016/8/17,2016/9/11
ZNF 365,2016/8/17,2016/9/13
RNP 473,2016/8/17,2016/8/25
JNT 926,2016/8/17,2016/8/31
CDE 611,2016/8/17,2016/8/23
WTF 969,2016/8/17,2016/9/2
NRC 118,2016/8/17,2016/8/26
KKZ 345,2016/8/17,2016/9/27
GHC 449,2016/8/17,2016/8/25
LSM 193,2016/8/17,2016/8/26
FEJ 553,2016/8/17,2016/9/30
ZKE 618,2016/8/17,2016/9/15
XWP 389,2016/8/17,2016/8/26
MLN 332,2016/8/17,
FLC 224,2016/8/17,
KVL 976,2016/8/17,2016/9/12
CFC 269,2016/8/17,2016/9/19
ZTZ 966,2016/8/17,2016/8/18
PAH 674,2016/8/17,2016/8/23
XPV 953,2016/8/17,2016/9/30
ZYE 117,2016/8/17,2016/9/14
VVD 449,2016/8/17,2016/9/4
VRG 739,2016/8/17,2016/10/4
CNF 127,2016/8/17,2016/9/29
