Vehicle Registration,Date Stolen,Date Recovered
ALL 473,2010/8/26,
DSP 294,2010/8/26,2010/10/13
BRM 634,2010/8/26,2010/9/14
NWL 268,2010/8/26,
HKK 983,2010/8/26,2010/9/29
XEL 324,2010/8/26,2010/10/8
ZGT 934,2010/8/26,2010/9/23
BZT 882,2010/8/26,2010/9/19
HKV 599,2010/8/26,2010/10/6
ZNT 192,2010/8/26,
YTE 314,2010/8/26,2010/10/11
WWY 958,2010/8/26,2010/8/31
SDX 764,2010/8/26,2010/10/2
LZZ 765,2010/8/26,2010/9/24
RPX 192,2010/8/26,2010/9/7
MWR 119,2010/8/26,
KZH 836,2010/8/26,2010/9/21
ZEW 153,2010/8/26,2010/9/12
FZE 991,2010/8/26,2010/10/7
XYE 876,2010/8/26,2010/10/10
VWF 628,2010/8/26,
CGC 742,2010/8/26,2010/9/20
LGW 173,2010/8/26,2010/9/3
CVY 347,2010/8/26,2010/10/8
GGG 617,2010/8/26,2010/9/6
HDW 692,2010/8/26,2010/9/5
KYH 488,2010/8/26,2010/10/4
RVM 383,2010/8/26,2010/9/27
KTK 189,2010/8/26,2010/9/8
BHT 645,2010/8/26,2010/9/22
PDX 545,2010/8/26,2010/9/21
MTZ 229,2010/8/26,
MKE 272,2010/8/26,2010/10/9
RNH 513,2010/8/26,
FMT 742,2010/8/26,2010/10/14
FZM 191,2010/8/26,
TTB 934,2010/8/26,2010/9/8
FHV 811,2010/8/26,2010/9/13
RVY 629,2010/8/26,2010/9/23
LFX 768,2010/8/26,2010/9/25
AES 422,2010/8/26,2010/10/7
FGK 142,2010/8/26,
PFL 229,2010/8/26,2010/8/26
DTM 155,2010/8/26,2010/10/3
TEV 941,2010/8/26,2010/9/1
ZCJ 855,2010/8/26,2010/10/13
HSD 435,2010/8/26,
DXE 467,2010/8/26,2010/9/9
MZH 249,2010/8/26,2010/10/6
CYD 952,2010/8/26,2010/9/14
VET 844,2010/8/26,2010/9/3
TSS 587,2010/8/26,
WPH 528,2010/8/26,2010/10/10
XMG 445,2010/8/26,
LMR 415,2010/8/26,
VBJ 634,2010/8/26,2010/10/4
BYC 989,2010/8/26,2010/9/19
GJY 818,2010/8/26,2010/10/10
ESZ 315,2010/8/26,2010/9/3
FDR 143,2010/8/26,2010/8/29
TWG 446,2010/8/26,2010/9/4
BSB 655,2010/8/26,
DCL 645,2010/8/26,2010/9/12
VTR 734,2010/8/26,
HKC 355,2010/8/26,2010/10/9
MJF 445,2010/8/26,2010/10/8
BRY 385,2010/8/26,2010/9/1
MTP 695,2010/8/26,2010/9/11
DBG 148,2010/8/26,2010/9/21
FXB 939,2010/8/26,2010/9/1
XYN 652,2010/8/26,2010/9/6
GWS 783,2010/8/26,2010/9/27
BNE 427,2010/8/26,2010/9/10
CFB 952,2010/8/26,2010/10/13
PJT 197,2010/8/26,2010/9/4
WMW 628,2010/8/26,2010/10/6
FBX 778,2010/8/26,
PHL 323,2010/8/26,
WDC 556,2010/8/26,2010/8/28
JGM 797,2010/8/26,2010/9/1
KCS 433,2010/8/26,2010/10/5
GPJ 639,2010/8/26,2010/10/4
CSS 973,2010/8/26,2010/9/15
ANH 534,2010/8/26,2010/9/4
ECV 161,2010/8/26,2010/10/9
HGD 934,2010/8/26,2010/8/30
LZN 292,2010/8/26,
SCH 794,2010/8/26,2010/9/23
