Vehicle Registration,Date Stolen,Date Recovered
VJT 219,2012/1/13,
TEF 557,2012/1/13,2012/2/5
VSS 772,2012/1/13,
DBN 853,2012/1/13,2012/2/22
BSX 169,2012/1/13,2012/2/16
KEM 445,2012/1/13,2012/1/25
MLD 588,2012/1/13,2012/1/18
HRA 942,2012/1/13,2012/2/18
JHK 885,2012/1/13,2012/1/20
ZGG 576,2012/1/13,2012/2/14
VGG 913,2012/1/13,2012/1/19
PGS 887,2012/1/13,2012/1/16
LAA 114,2012/1/13,
HGM 566,2012/1/13,2012/2/26
AKE 197,2012/1/13,
EEE 673,2012/1/13,2012/1/13
EBA 666,2012/1/13,2012/2/7
XEP 876,2012/1/13,
JZW 451,2012/1/13,2012/1/26
NXW 838,2012/1/13,
GFG 563,2012/1/13,2012/1/15
YVE 726,2012/1/13,2012/1/31
PDD 746,2012/1/13,2012/2/21
VHB 776,2012/1/13,
XMM 542,2012/1/13,
YKM 785,2012/1/13,2012/2/11
MFG 175,2012/1/13,2012/2/16
KBS 323,2012/1/13,2012/2/17
RDW 628,2012/1/13,2012/1/24
TZW 911,2012/1/13,2012/2/2
TDE 541,2012/1/13,2012/1/31
WVB 342,2012/1/13,2012/1/14
SEB 679,2012/1/13,2012/2/20
AVG 777,2012/1/13,2012/2/13
RKL 913,2012/1/13,2012/2/29
VKT 479,2012/1/13,2012/1/14
ZEG 897,2012/1/13,2012/2/9
JMK 587,2012/1/13,
DSR 171,2012/1/13,2012/2/8
FNW 334,2012/1/13,
VVS 547,2012/1/13,2012/2/1
XTP 684,2012/1/13,
TNE 139,2012/1/13,2012/2/23
SWP 493,2012/1/13,2012/2/5
NGT 993,2012/1/13,2012/2/19
GTD 949,2012/1/13,2012/2/14
VTM 728,2012/1/13,2012/2/25
ZVT 629,2012/1/13,2012/3/2
FPZ 567,2012/1/13,2012/1/19
WVT 588,2012/1/13,2012/2/6
DVR 278,2012/1/13,2012/2/21
KZA 252,2012/1/13,2012/1/26
VNS 892,2012/1/13,
PZX 414,2012/1/13,
GAK 438,2012/1/13,2012/2/23
VGB 779,2012/1/13,2012/1/16
MJS 326,2012/1/13,
PNN 794,2012/1/13,
AYY 579,2012/1/13,2012/1/15
TEA 715,2012/1/13,2012/1/29
YEX 767,2012/1/13,2012/2/28
EJS 731,2012/1/13,2012/2/11
RAR 816,2012/1/13,2012/2/28
HTM 962,2012/1/13,
FYW 759,2012/1/13,2012/2/1
ZGF 423,2012/1/13,2012/2/18
PPA 185,2012/1/13,2012/2/13
FGH 929,2012/1/13,
HPL 338,2012/1/13,2012/2/26
RGV 746,2012/1/13,
AXH 121,2012/1/13,2012/1/26
GMK 355,2012/1/13,
GDA 684,2012/1/13,2012/2/2
SFH 579,2012/1/13,2012/2/29
XGY 369,2012/1/13,2012/3/1
HTB 746,2012/1/13,
CVK 257,2012/1/13,2012/1/23
LPH 867,2012/1/13,2012/3/1
NTH 359,2012/1/13,2012/2/2
ERG 146,2012/1/13,
ADK 957,2012/1/13,
CGV 961,2012/1/13,2012/2/16
VRE 639,2012/1/13,2012/2/13
JAA 842,2012/1/13,2012/1/25
GGW 531,2012/1/13,2012/2/26
PDC 314,2012/1/13,
ZSF 756,2012/1/13,
NEP 573,2012/1/13,2012/2/18
BAS 332,2012/1/13,2012/1/28
VJB 284,2012/1/13,2012/1/20
FYY 786,2012/1/13,2012/1/31
NWY 145,2012/1/13,2012/1/15
LDE 175,2012/1/13,2012/2/24
JLY 166,2012/1/13,
BRE 849,2012/1/13,2012/1/18
RAS 433,2012/1/13,2012/2/1
HSR 721,2012/1/13,2012/1/23
BDH 463,2012/1/13,2012/1/15
RTA 732,2012/1/13,2012/1/13
BRK 784,2012/1/13,
BNS 995,2012/1/13,
KLT 267,2012/1/13,2012/2/24
ZTT 526,2012/1/13,
SER 565,2012/1/13,2012/2/29
SEG 162,2012/1/13,2012/1/16
VAG 758,2012/1/13,2012/2/24
WCS 169,2012/1/13,2012/2/28
MME 785,2012/1/13,2012/2/1
MCL 448,2012/1/13,2012/2/16
RNT 243,2012/1/13,2012/2/17
HGS 588,2012/1/13,2012/3/2
FXN 194,2012/1/13,2012/2/2
PJF 344,2012/1/13,
KWJ 127,2012/1/13,
WGH 578,2012/1/13,2012/1/17
CSD 536,2012/1/13,2012/2/25
DKP 914,2012/1/13,2012/2/8
HRB 959,2012/1/13,2012/2/11
VHF 619,2012/1/13,2012/2/9
