Vehicle Registration,Date Stolen,Date Recovered
FLT 655,2016/5/26,
HMA 715,2016/5/26,2016/7/3
YCZ 828,2016/5/26,
KWM 266,2016/5/26,2016/6/1
XTM 492,2016/5/26,2016/6/21
HHS 998,2016/5/26,2016/5/28
TYD 449,2016/5/26,2016/5/31
WTD 791,2016/5/26,2016/6/15
JRV 494,2016/5/26,2016/7/12
NRN 827,2016/5/26,2016/5/28
VTK 758,2016/5/26,2016/5/28
RCP 318,2016/5/26,2016/6/12
YZM 317,2016/5/26,2016/7/7
ZKT 743,2016/5/26,
RNX 277,2016/5/26,2016/6/8
PWS 877,2016/5/26,2016/7/1
GGW 227,2016/5/26,
XAS 114,2016/5/26,2016/6/25
VMN 592,2016/5/26,2016/6/22
SYR 291,2016/5/26,2016/6/27
RAJ 152,2016/5/26,2016/7/8
ZTG 613,2016/5/26,2016/6/23
FJA 223,2016/5/26,
VRL 314,2016/5/26,2016/6/1
HKH 996,2016/5/26,2016/7/8
RRL 288,2016/5/26,2016/6/5
HKY 695,2016/5/26,2016/6/2
GEF 876,2016/5/26,2016/7/5
RLG 686,2016/5/26,2016/6/7
MKM 586,2016/5/26,2016/6/10
KZY 655,2016/5/26,2016/7/8
GYS 831,2016/5/26,
WYN 466,2016/5/26,2016/6/25
EFB 697,2016/5/26,2016/6/26
XJJ 762,2016/5/26,
NJG 995,2016/5/26,2016/6/13
LLP 819,2016/5/26,2016/6/11
JEL 353,2016/5/26,2016/7/14
HZX 973,2016/5/26,2016/6/18
YKV 247,2016/5/26,2016/7/7
XPB 528,2016/5/26,2016/6/28
BPG 477,2016/5/26,2016/6/27
JSN 964,2016/5/26,2016/7/4
ZXX 622,2016/5/26,2016/6/16
HTJ 825,2016/5/26,2016/6/17
HXX 191,2016/5/26,2016/5/27
VLT 629,2016/5/26,2016/6/2
VWL 381,2016/5/26,2016/7/6
DPB 948,2016/5/26,2016/5/29
FAN 757,2016/5/26,2016/6/10
WSV 648,2016/5/26,2016/6/23
NYA 413,2016/5/26,2016/6/28
BZX 391,2016/5/26,2016/7/7
KXJ 145,2016/5/26,
MMJ 232,2016/5/26,2016/6/20
ASH 477,2016/5/26,
HHP 581,2016/5/26,2016/7/14
WVE 545,2016/5/26,
ZZW 685,2016/5/26,2016/7/13
LMG 374,2016/5/26,2016/6/6
CHT 184,2016/5/26,2016/6/7
