Vehicle Registration,Date Stolen,Date Recovered
MAK 956,2012/11/24,2012/12/17
MWZ 764,2012/11/24,2012/12/22
YAM 442,2012/11/24,2012/12/23
AAA 172,2012/11/24,2012/12/12
ELJ 243,2012/11/24,2013/1/3
VKY 571,2012/11/24,2013/1/11
MPS 871,2012/11/24,2012/12/16
KMZ 564,2012/11/24,2013/1/8
LKL 194,2012/11/24,2012/12/17
ENP 122,2012/11/24,
BLN 146,2012/11/24,
AAV 833,2012/11/24,2012/12/12
MMZ 358,2012/11/24,
DAN 244,2012/11/24,2012/12/2
GZL 188,2012/11/24,2012/11/24
RHB 966,2012/11/24,2012/12/14
EFM 729,2012/11/24,
YKX 416,2012/11/24,2013/1/1
WMM 383,2012/11/24,2012/12/20
MCP 276,2012/11/24,2012/12/22
PRY 295,2012/11/24,2012/12/1
LGC 496,2012/11/24,
NMC 111,2012/11/24,2012/11/30
TXD 143,2012/11/24,2012/12/14
WHV 476,2012/11/24,2012/12/27
HEW 521,2012/11/24,2012/12/26
FNR 355,2012/11/24,2012/12/15
MAK 132,2012/11/24,2013/1/11
XTN 685,2012/11/24,2012/12/9
WVS 936,2012/11/24,2012/12/31
EFV 862,2012/11/24,2013/1/8
YGW 726,2012/11/24,2012/11/25
EPP 451,2012/11/24,2012/11/28
FSK 785,2012/11/24,2012/12/5
FTW 142,2012/11/24,2012/12/23
WFS 566,2012/11/24,2012/12/30
TMS 613,2012/11/24,2012/12/1
DAM 973,2012/11/24,2012/12/21
BZK 489,2012/11/24,
AWN 336,2012/11/24,2012/11/28
ZEY 386,2012/11/24,2013/1/4
PPX 376,2012/11/24,2012/11/26
SHK 723,2012/11/24,2012/12/15
RRP 278,2012/11/24,2013/1/9
ZWZ 533,2012/11/24,2012/12/21
DMV 215,2012/11/24,2012/12/11
VYN 924,2012/11/24,2012/12/18
TCR 296,2012/11/24,2012/12/2
SHH 875,2012/11/24,2012/12/9
VZM 753,2012/11/24,
GEJ 849,2012/11/24,2012/12/14
HGT 264,2012/11/24,2012/12/18
HBL 725,2012/11/24,2012/12/28
PCD 298,2012/11/24,2012/12/3
JNW 733,2012/11/24,2012/12/14
YVL 482,2012/11/24,2013/1/3
LAH 479,2012/11/24,2013/1/7
MCE 282,2012/11/24,2012/12/26
CEV 157,2012/11/24,
RVW 413,2012/11/24,2012/12/16
GTS 857,2012/11/24,2012/12/31
RBF 222,2012/11/24,2013/1/7
DYG 647,2012/11/24,2013/1/6
VHT 925,2012/11/24,2012/12/31
RSY 157,2012/11/24,2012/11/26
LJJ 551,2012/11/24,2013/1/7
XDE 118,2012/11/24,2012/12/2
XYC 218,2012/11/24,
GAM 438,2012/11/24,2012/12/3
XYD 944,2012/11/24,2012/12/7
KFB 136,2012/11/24,2012/12/3
NJE 668,2012/11/24,2012/12/8
CED 565,2012/11/24,
ZVE 172,2012/11/24,2012/12/1
RJT 873,2012/11/24,2013/1/8
VSW 866,2012/11/24,
RLX 238,2012/11/24,2012/12/1
AZA 542,2012/11/24,2012/11/27
FSY 325,2012/11/24,2013/1/10
GLR 864,2012/11/24,2012/12/16
BDK 339,2012/11/24,2012/12/3
EVT 735,2012/11/24,2012/12/5
PMP 975,2012/11/24,
MBX 823,2012/11/24,2012/12/7
MSJ 378,2012/11/24,2012/11/24
MBB 372,2012/11/24,2012/12/23
FZE 275,2012/11/24,2012/12/26
GGT 314,2012/11/24,2012/12/30
MCE 519,2012/11/24,2012/11/24
LHJ 645,2012/11/24,2012/12/14
KBM 212,2012/11/24,
AVZ 417,2012/11/24,
GDV 611,2012/11/24,2013/1/1
ZJR 421,2012/11/24,2012/12/3
XKW 986,2012/11/24,2013/1/3
FEM 396,2012/11/24,2012/12/30
CFH 378,2012/11/24,2012/12/8
GFD 755,2012/11/24,
PEM 692,2012/11/24,2012/12/6
HHH 865,2012/11/24,2012/12/8
RYG 879,2012/11/24,
DKS 642,2012/11/24,2013/1/11
HLP 811,2012/11/24,2013/1/4
APY 455,2012/11/24,2013/1/4
YWA 529,2012/11/24,2012/12/11
FKL 556,2012/11/24,
JNK 195,2012/11/24,2012/12/7
CJW 196,2012/11/24,2012/12/25
PYS 625,2012/11/24,2012/12/24
CYN 664,2012/11/24,2012/12/13
GTA 817,2012/11/24,2013/1/6
NKK 823,2012/11/24,2012/12/30
VVX 697,2012/11/24,2012/11/28
YCZ 996,2012/11/24,2013/1/9
ZKV 357,2012/11/24,2012/12/24
BGA 618,2012/11/24,2012/12/4
