Vehicle Registration,Date Stolen,Date Recovered
NNN 112,2011/8/20,2011/10/8
WYA 411,2011/8/20,2011/9/21
MHY 473,2011/8/20,2011/9/10
MHD 884,2011/8/20,
PVG 619,2011/8/20,2011/9/8
ABH 985,2011/8/20,
ACR 725,2011/8/20,2011/10/7
DEN 792,2011/8/20,2011/9/20
LZT 271,2011/8/20,2011/9/10
YDH 795,2011/8/20,
VDV 778,2011/8/20,
WAJ 837,2011/8/20,2011/9/27
KYK 974,2011/8/20,2011/9/1
SBS 123,2011/8/20,2011/9/4
TNY 849,2011/8/20,2011/9/22
ANJ 776,2011/8/20,2011/9/2
JLE 116,2011/8/20,2011/9/1
YXA 719,2011/8/20,2011/8/22
TTB 779,2011/8/20,2011/9/12
FTX 295,2011/8/20,
VLP 613,2011/8/20,
GLY 599,2011/8/20,
MWZ 955,2011/8/20,2011/9/13
ASW 371,2011/8/20,2011/9/12
RYY 634,2011/8/20,2011/9/12
EXL 319,2011/8/20,2011/9/17
ESP 263,2011/8/20,2011/9/15
ZDP 443,2011/8/20,2011/9/12
ANX 119,2011/8/20,
JLT 612,2011/8/20,
DNC 953,2011/8/20,2011/9/28
JPR 281,2011/8/20,2011/8/22
KFG 516,2011/8/20,2011/8/29
WLV 158,2011/8/20,2011/9/1
TME 815,2011/8/20,2011/9/26
TMP 437,2011/8/20,2011/9/6
KVE 899,2011/8/20,2011/8/20
JXC 957,2011/8/20,2011/10/1
JXJ 382,2011/8/20,2011/10/1
MPS 697,2011/8/20,
DMP 765,2011/8/20,2011/10/3
MRL 247,2011/8/20,
RCB 441,2011/8/20,2011/9/8
YGG 335,2011/8/20,2011/9/19
YAW 111,2011/8/20,2011/10/1
ZNS 376,2011/8/20,2011/9/17
KRX 876,2011/8/20,
CHV 426,2011/8/20,
AWG 491,2011/8/20,2011/10/6
FDJ 842,2011/8/20,2011/9/17
SNW 567,2011/8/20,2011/10/6
FVY 735,2011/8/20,2011/9/26
ARE 842,2011/8/20,2011/9/28
SHP 529,2011/8/20,2011/9/21
VMR 671,2011/8/20,2011/9/14
XYB 222,2011/8/20,2011/9/1
JAV 797,2011/8/20,2011/10/4
VMW 224,2011/8/20,2011/8/29
CYZ 782,2011/8/20,2011/9/21
CYZ 426,2011/8/20,2011/8/27
CWD 229,2011/8/20,
PDW 323,2011/8/20,2011/8/28
STA 335,2011/8/20,2011/10/6
HVP 175,2011/8/20,
JHC 331,2011/8/20,2011/8/29
XXD 734,2011/8/20,2011/9/28
TMS 468,2011/8/20,2011/9/1
YXV 331,2011/8/20,
TSW 829,2011/8/20,2011/8/29
NVJ 433,2011/8/20,2011/8/20
AVG 271,2011/8/20,2011/9/17
BLH 428,2011/8/20,2011/10/5
NAY 669,2011/8/20,2011/9/18
GAV 759,2011/8/20,2011/9/5
XXG 572,2011/8/20,2011/9/7
CHV 758,2011/8/20,2011/9/12
XMV 344,2011/8/20,
EKX 738,2011/8/20,
CSM 355,2011/8/20,2011/8/26
REL 228,2011/8/20,2011/9/4
NBX 921,2011/8/20,2011/9/4
NFF 326,2011/8/20,2011/9/11
HPP 832,2011/8/20,2011/8/28
JHP 292,2011/8/20,2011/10/5
CJD 291,2011/8/20,
JBT 328,2011/8/20,
TDX 525,2011/8/20,2011/8/31
XLP 852,2011/8/20,2011/9/13
GXD 853,2011/8/20,2011/9/8
NNK 248,2011/8/20,2011/8/31
CPJ 834,2011/8/20,2011/8/28
DTG 543,2011/8/20,2011/9/17
NGA 374,2011/8/20,2011/9/13
TMZ 611,2011/8/20,
FBR 886,2011/8/20,2011/8/29
SLR 799,2011/8/20,2011/10/5
AEP 189,2011/8/20,2011/10/2
CXB 745,2011/8/20,
TFE 467,2011/8/20,2011/9/10
CCP 277,2011/8/20,2011/9/13
PRP 849,2011/8/20,2011/8/29
