Vehicle Registration,Date Stolen,Date Recovered
GAW 368,2012/7/14,
CCK 836,2012/7/14,
NFB 493,2012/7/14,2012/7/31
DYA 752,2012/7/14,2012/8/10
XPR 186,2012/7/14,
SVL 254,2012/7/14,2012/8/9
HCE 125,2012/7/14,2012/8/17
RJB 781,2012/7/14,2012/8/8
NEX 696,2012/7/14,2012/7/25
GYT 282,2012/7/14,2012/8/30
KMK 415,2012/7/14,2012/7/15
YRH 453,2012/7/14,2012/7/31
GNP 358,2012/7/14,2012/8/12
XEV 375,2012/7/14,2012/7/19
LFF 361,2012/7/14,
ELS 328,2012/7/14,
NCW 356,2012/7/14,2012/8/2
YRM 878,2012/7/14,2012/8/16
NWY 311,2012/7/14,2012/8/31
PMC 924,2012/7/14,
TTR 678,2012/7/14,2012/8/30
XTJ 152,2012/7/14,2012/8/3
VGR 483,2012/7/14,2012/7/15
DRR 164,2012/7/14,2012/7/31
BLA 911,2012/7/14,2012/8/18
XDJ 379,2012/7/14,2012/8/15
CSE 872,2012/7/14,2012/7/22
SDL 129,2012/7/14,2012/7/25
JWY 115,2012/7/14,2012/7/28
PYK 787,2012/7/14,
ZDX 825,2012/7/14,2012/8/25
GME 956,2012/7/14,2012/8/12
YXX 816,2012/7/14,2012/8/3
JKG 775,2012/7/14,2012/8/14
GHB 914,2012/7/14,2012/7/27
ZAT 534,2012/7/14,2012/7/24
HLV 981,2012/7/14,2012/7/19
TEL 721,2012/7/14,2012/7/19
XFR 366,2012/7/14,2012/8/28
PZX 188,2012/7/14,
FGK 366,2012/7/14,2012/7/18
ERE 885,2012/7/14,2012/8/19
YXR 179,2012/7/14,2012/8/2
NEH 921,2012/7/14,2012/8/10
WKM 878,2012/7/14,2012/7/23
CJA 941,2012/7/14,
EZC 924,2012/7/14,2012/8/1
YSS 532,2012/7/14,
CHA 498,2012/7/14,
SKX 395,2012/7/14,2012/7/31
LES 216,2012/7/14,2012/8/17
BFY 927,2012/7/14,2012/8/29
FYT 113,2012/7/14,2012/7/22
VAE 841,2012/7/14,2012/7/29
HEZ 159,2012/7/14,2012/7/18
PMH 793,2012/7/14,2012/8/31
LYB 173,2012/7/14,
AHJ 149,2012/7/14,
YLP 988,2012/7/14,2012/8/7
WFK 595,2012/7/14,2012/8/4
AFG 593,2012/7/14,
SVB 261,2012/7/14,2012/7/18
LGT 461,2012/7/14,2012/7/22
LWE 589,2012/7/14,2012/7/23
XWZ 265,2012/7/14,2012/7/16
TNE 974,2012/7/14,2012/8/14
DSA 671,2012/7/14,
BRA 223,2012/7/14,2012/7/24
PMF 829,2012/7/14,2012/7/20
FCR 182,2012/7/14,
EKG 295,2012/7/14,2012/8/24
XZB 959,2012/7/14,2012/8/9
HLJ 328,2012/7/14,2012/8/14
NBK 648,2012/7/14,2012/7/23
TYY 711,2012/7/14,
RHX 282,2012/7/14,2012/8/4
NDT 386,2012/7/14,2012/7/14
VBP 823,2012/7/14,
TED 698,2012/7/14,2012/8/6
RGP 795,2012/7/14,2012/7/31
RBA 228,2012/7/14,
YNX 959,2012/7/14,2012/8/30
VXJ 718,2012/7/14,2012/8/1
SKR 513,2012/7/14,2012/8/6
SFE 124,2012/7/14,2012/8/28
CAR 495,2012/7/14,2012/8/25
HDZ 117,2012/7/14,2012/7/30
SGL 735,2012/7/14,2012/7/19
BMF 279,2012/7/14,2012/7/25
YLM 129,2012/7/14,
PYE 834,2012/7/14,
YKH 992,2012/7/14,2012/8/16
YZH 536,2012/7/14,2012/7/14
YNC 623,2012/7/14,2012/8/13
MFC 342,2012/7/14,2012/8/4
GFG 363,2012/7/14,2012/8/7
VYB 263,2012/7/14,2012/8/30
XTY 636,2012/7/14,2012/8/27
WPJ 724,2012/7/14,2012/7/26
NRD 937,2012/7/14,2012/8/26
CJV 235,2012/7/14,2012/7/21
GDK 637,2012/7/14,2012/8/1
JSL 998,2012/7/14,2012/8/14
SJP 929,2012/7/14,
XGN 987,2012/7/14,2012/8/1
KEJ 996,2012/7/14,2012/8/4
GLP 639,2012/7/14,2012/8/19
THL 882,2012/7/14,2012/7/16
LFS 924,2012/7/14,2012/8/25
HBM 756,2012/7/14,
ZVR 641,2012/7/14,2012/8/26
NGE 525,2012/7/14,2012/8/9
DAL 795,2012/7/14,2012/8/12
RYG 241,2012/7/14,
WKX 154,2012/7/14,2012/9/1
JTJ 934,2012/7/14,2012/8/6
NGN 428,2012/7/14,2012/7/19
FVZ 477,2012/7/14,2012/8/12
KCP 765,2012/7/14,2012/8/18
AAG 216,2012/7/14,2012/8/13
LLP 154,2012/7/14,
HJV 746,2012/7/14,2012/8/18
DWL 287,2012/7/14,
NWJ 259,2012/7/14,2012/8/3
ESY 315,2012/7/14,
DNJ 379,2012/7/14,2012/7/30
HNB 325,2012/7/14,2012/8/7
HNM 618,2012/7/14,2012/8/9
ZEM 774,2012/7/14,2012/8/17
VLZ 339,2012/7/14,2012/7/31
MYV 982,2012/7/14,2012/8/3
EDZ 594,2012/7/14,2012/9/1
AZF 546,2012/7/14,2012/8/21
XJK 753,2012/7/14,2012/8/4
EXD 196,2012/7/14,2012/8/12
VWL 553,2012/7/14,2012/8/17
LPE 468,2012/7/14,2012/7/23
EYB 577,2012/7/14,2012/7/23
TNF 139,2012/7/14,2012/8/2
JKS 623,2012/7/14,2012/8/5
SZE 911,2012/7/14,2012/8/21
SGX 152,2012/7/14,
RMT 996,2012/7/14,2012/7/23
ETZ 226,2012/7/14,2012/8/17
LKV 853,2012/7/14,2012/8/27
VXH 914,2012/7/14,2012/8/30
KPY 655,2012/7/14,
VRS 316,2012/7/14,
PZN 143,2012/7/14,2012/8/11
PBC 133,2012/7/14,2012/8/9
VSV 561,2012/7/14,2012/8/2
VSZ 866,2012/7/14,2012/8/13
SEH 179,2012/7/14,
APA 546,2012/7/14,2012/8/21
DWM 476,2012/7/14,2012/8/7
NRF 637,2012/7/14,
KXJ 195,2012/7/14,2012/7/19
VRM 119,2012/7/14,2012/8/9
YKS 713,2012/7/14,
SVL 163,2012/7/14,2012/8/26
WYA 527,2012/7/14,2012/8/13
SPN 225,2012/7/14,2012/8/8
CAS 819,2012/7/14,
KHH 291,2012/7/14,2012/7/25
TED 181,2012/7/14,2012/7/16
WAB 473,2012/7/14,2012/8/29
GVZ 661,2012/7/14,2012/7/25
YWB 845,2012/7/14,2012/8/18
JAJ 934,2012/7/14,
ZKZ 196,2012/7/14,
JBV 216,2012/7/14,2012/8/28
ZGD 192,2012/7/14,2012/8/28
GJA 699,2012/7/14,2012/9/1
ZXP 212,2012/7/14,2012/9/1
HZL 375,2012/7/14,2012/8/17
CRZ 138,2012/7/14,2012/7/23
MRT 568,2012/7/14,2012/7/21
CYE 218,2012/7/14,2012/8/15
GVR 976,2012/7/14,2012/8/15
SFM 319,2012/7/14,
SVP 455,2012/7/14,2012/8/22
WBC 736,2012/7/14,2012/8/21
ADS 523,2012/7/14,2012/7/18
AYW 338,2012/7/14,
HAK 223,2012/7/14,2012/7/30
ZDC 659,2012/7/14,
LDG 831,2012/7/14,2012/7/15
SSK 565,2012/7/14,2012/7/22
SAJ 326,2012/7/14,2012/7/22
WWM 924,2012/7/14,
LSX 255,2012/7/14,2012/8/25
ZZM 588,2012/7/14,2012/7/26
ZDZ 552,2012/7/14,2012/9/1
AMA 461,2012/7/14,2012/7/29
JHA 961,2012/7/14,
DDH 217,2012/7/14,2012/8/30
PZA 958,2012/7/14,2012/8/11
SZD 154,2012/7/14,2012/8/15
RFC 584,2012/7/14,2012/8/29
SVJ 488,2012/7/14,2012/8/24
NBV 613,2012/7/14,2012/8/24
TRD 684,2012/7/14,2012/8/19
LJL 865,2012/7/14,2012/7/21
BBG 652,2012/7/14,2012/8/9
DWK 461,2012/7/14,2012/8/30
JNT 223,2012/7/14,2012/7/17
BRX 549,2012/7/14,
YNN 912,2012/7/14,2012/7/17
CGL 113,2012/7/14,2012/7/19
KDK 179,2012/7/14,2012/7/18
ZAN 831,2012/7/14,
CGL 159,2012/7/14,2012/7/28
LEB 881,2012/7/14,2012/7/27
MJA 267,2012/7/14,2012/8/4
LWY 163,2012/7/14,
VGY 781,2012/7/14,2012/7/14
WEM 583,2012/7/14,2012/8/29
TWG 913,2012/7/14,2012/8/12
WMN 613,2012/7/14,2012/8/15
AAB 515,2012/7/14,2012/8/29
JNH 429,2012/7/14,2012/7/17
XZG 793,2012/7/14,2012/8/31
SMX 354,2012/7/14,2012/8/1
MFK 824,2012/7/14,2012/8/28
XWM 592,2012/7/14,2012/7/25
LHS 199,2012/7/14,2012/7/30
BNV 566,2012/7/14,2012/8/31
ETW 953,2012/7/14,2012/7/18
BCX 175,2012/7/14,2012/8/7
GZV 273,2012/7/14,2012/8/15
YSV 664,2012/7/14,2012/8/10
XMF 344,2012/7/14,2012/8/2
FEA 813,2012/7/14,2012/7/14
BGE 788,2012/7/14,2012/7/30
BEY 855,2012/7/14,2012/8/27
MPF 233,2012/7/14,2012/7/21
PNY 538,2012/7/14,2012/8/13
SEL 328,2012/7/14,
EHD 246,2012/7/14,2012/8/21
HJH 418,2012/7/14,2012/7/30
DFB 398,2012/7/14,2012/8/17
PFC 316,2012/7/14,2012/8/8
FDZ 919,2012/7/14,
VEC 852,2012/7/14,2012/8/18
XRD 981,2012/7/14,2012/7/21
RXN 255,2012/7/14,2012/8/17
XRD 884,2012/7/14,
SBL 778,2012/7/14,2012/8/24
MEH 446,2012/7/14,
ARF 244,2012/7/14,2012/8/10
MJZ 819,2012/7/14,2012/7/18
XZE 765,2012/7/14,2012/8/11
BDP 333,2012/7/14,2012/7/29
TZV 226,2012/7/14,2012/8/19
LED 481,2012/7/14,2012/7/30
CWL 442,2012/7/14,2012/8/8
CKC 383,2012/7/14,
BSB 119,2012/7/14,2012/7/28
FYF 432,2012/7/14,
WAC 488,2012/7/14,2012/8/26
LFA 755,2012/7/14,2012/8/7
DZG 293,2012/7/14,
NED 591,2012/7/14,2012/7/27
LBK 726,2012/7/14,2012/7/31
WKP 895,2012/7/14,2012/8/25
KAF 398,2012/7/14,2012/7/18
