Vehicle Registration,Date Stolen,Date Recovered
NFW 646,2017/8/4,2017/9/3
GBJ 213,2017/8/4,2017/8/5
BPN 577,2017/8/4,
ASV 598,2017/8/4,2017/9/12
XPF 221,2017/8/4,2017/9/22
ELB 278,2017/8/4,2017/9/6
GGX 447,2017/8/4,2017/8/13
DVP 782,2017/8/4,2017/9/11
FSF 419,2017/8/4,2017/8/17
PSH 379,2017/8/4,2017/8/15
ANE 695,2017/8/4,
KKZ 443,2017/8/4,
SRX 153,2017/8/4,2017/8/10
AXS 749,2017/8/4,2017/8/10
NKP 292,2017/8/4,2017/8/23
KDA 699,2017/8/4,2017/9/2
PFM 112,2017/8/4,2017/9/6
LVN 276,2017/8/4,2017/9/8
HST 979,2017/8/4,2017/8/10
GBP 435,2017/8/4,
GJC 241,2017/8/4,2017/8/13
TVT 263,2017/8/4,2017/8/7
KNG 326,2017/8/4,2017/9/3
CZT 963,2017/8/4,2017/9/2
HLV 455,2017/8/4,2017/8/5
MHE 829,2017/8/4,2017/9/22
AVZ 722,2017/8/4,2017/9/20
VJB 442,2017/8/4,2017/9/15
FTV 157,2017/8/4,2017/8/21
MCS 847,2017/8/4,
ZTZ 839,2017/8/4,
MCM 156,2017/8/4,2017/9/15
LTR 429,2017/8/4,2017/8/29
KBD 152,2017/8/4,
WYK 631,2017/8/4,2017/8/13
YRN 423,2017/8/4,2017/8/22
FJH 612,2017/8/4,
FSH 277,2017/8/4,2017/9/5
TLF 623,2017/8/4,2017/8/8
MHK 632,2017/8/4,
SEW 187,2017/8/4,2017/8/5
AHJ 579,2017/8/4,2017/8/31
ZEP 718,2017/8/4,
HXC 774,2017/8/4,
PEL 596,2017/8/4,
KNN 886,2017/8/4,2017/9/9
VFN 154,2017/8/4,2017/8/11
KWT 963,2017/8/4,2017/9/21
MGY 551,2017/8/4,2017/8/18
PMG 539,2017/8/4,2017/8/10
DNY 577,2017/8/4,2017/8/30
ANC 186,2017/8/4,
NXF 663,2017/8/4,2017/8/5
YDL 117,2017/8/4,2017/9/8
SAT 145,2017/8/4,2017/9/19
TSL 992,2017/8/4,2017/9/4
ADX 476,2017/8/4,2017/8/10
MCM 625,2017/8/4,2017/8/9
WRJ 895,2017/8/4,
YKV 971,2017/8/4,2017/9/18
MMZ 984,2017/8/4,
XVL 394,2017/8/4,2017/9/5
