Vehicle Registration,Date Stolen,Date Recovered
VYY 765,2010/2/13,2010/3/23
LKB 324,2010/2/13,2010/3/26
MCA 276,2010/2/13,2010/3/7
NPH 515,2010/2/13,2010/2/19
MCM 436,2010/2/13,2010/2/22
TVC 433,2010/2/13,2010/2/24
MMR 862,2010/2/13,
LCD 123,2010/2/13,2010/3/20
GLS 185,2010/2/13,2010/3/30
YJJ 951,2010/2/13,2010/3/9
HBZ 693,2010/2/13,2010/3/31
FJX 252,2010/2/13,2010/3/10
BEC 852,2010/2/13,
PVY 379,2010/2/13,2010/3/13
PWS 132,2010/2/13,
NHT 467,2010/2/13,2010/3/2
WYX 497,2010/2/13,
PYZ 237,2010/2/13,2010/3/15
WKM 655,2010/2/13,2010/2/24
ECF 251,2010/2/13,2010/3/8
KCJ 893,2010/2/13,2010/3/11
BMK 429,2010/2/13,2010/3/19
TJN 227,2010/2/13,2010/3/2
SZD 846,2010/2/13,2010/3/19
KCR 237,2010/2/13,2010/3/2
YNN 918,2010/2/13,2010/3/22
JJL 153,2010/2/13,2010/3/16
VZD 117,2010/2/13,2010/3/11
WWX 135,2010/2/13,2010/3/14
BZF 624,2010/2/13,2010/3/2
EWK 116,2010/2/13,
LYK 364,2010/2/13,
BBB 297,2010/2/13,2010/2/16
VLZ 511,2010/2/13,2010/3/16
RHV 335,2010/2/13,
TTN 313,2010/2/13,2010/3/3
KAN 142,2010/2/13,2010/3/25
VMF 666,2010/2/13,2010/2/15
GCR 353,2010/2/13,2010/3/29
PXK 327,2010/2/13,2010/3/26
CGA 156,2010/2/13,2010/4/2
MFK 828,2010/2/13,
SCA 962,2010/2/13,
DZK 576,2010/2/13,
SVL 461,2010/2/13,2010/2/13
CDS 382,2010/2/13,2010/3/4
JGM 178,2010/2/13,
CXX 525,2010/2/13,2010/3/23
WKB 442,2010/2/13,2010/3/13
CGW 549,2010/2/13,
NRC 414,2010/2/13,2010/2/27
ZLF 715,2010/2/13,2010/3/15
JTJ 519,2010/2/13,2010/3/6
TWX 493,2010/2/13,2010/3/14
PXY 544,2010/2/13,2010/4/1
CEL 998,2010/2/13,2010/3/15
SEC 758,2010/2/13,2010/4/3
FXR 258,2010/2/13,2010/3/29
XBB 262,2010/2/13,2010/2/25
VYH 855,2010/2/13,2010/2/28
EGS 729,2010/2/13,2010/3/20
XHF 577,2010/2/13,2010/4/1
HVA 884,2010/2/13,2010/2/13
ZCX 552,2010/2/13,2010/2/16
NVZ 222,2010/2/13,2010/3/8
HFH 397,2010/2/13,
ZBL 755,2010/2/13,2010/2/14
GDT 112,2010/2/13,2010/2/27
GMY 977,2010/2/13,2010/2/17
HBL 617,2010/2/13,2010/3/18
XVN 474,2010/2/13,
TDX 144,2010/2/13,
ZPZ 483,2010/2/13,2010/2/28
AGJ 495,2010/2/13,2010/3/23
LMD 268,2010/2/13,2010/2/14
GVE 681,2010/2/13,2010/3/27
DGP 583,2010/2/13,2010/3/5
MHJ 498,2010/2/13,2010/2/19
JHN 837,2010/2/13,
NAB 117,2010/2/13,2010/3/2
KLG 683,2010/2/13,
CPS 356,2010/2/13,2010/4/2
RYE 551,2010/2/13,2010/3/17
SLX 834,2010/2/13,2010/3/7
ZLZ 555,2010/2/13,
RJS 693,2010/2/13,2010/3/17
ANH 258,2010/2/13,2010/3/6
WWY 459,2010/2/13,2010/4/1
DYG 165,2010/2/13,
LDW 231,2010/2/13,2010/3/7
WXT 713,2010/2/13,
ANR 651,2010/2/13,2010/3/14
KYL 116,2010/2/13,2010/3/1
MDS 493,2010/2/13,2010/2/16
JNM 623,2010/2/13,2010/3/21
RCZ 184,2010/2/13,2010/3/18
NDS 464,2010/2/13,2010/3/1
NED 869,2010/2/13,2010/2/21
LWF 951,2010/2/13,
ENJ 963,2010/2/13,
LFT 867,2010/2/13,2010/2/25
