Vehicle Registration,Date Stolen,Date Recovered
VJH 983,2014/12/11,2015/1/24
ARB 454,2014/12/11,2015/1/26
BPZ 911,2014/12/11,2015/1/16
FBC 989,2014/12/11,2015/1/26
CNJ 818,2014/12/11,2014/12/20
ERL 664,2014/12/11,2015/1/1
CLS 119,2014/12/11,2015/1/22
RZT 829,2014/12/11,
TVG 991,2014/12/11,
JLV 462,2014/12/11,2015/1/17
PFV 339,2014/12/11,
TRE 124,2014/12/11,2014/12/25
WKX 815,2014/12/11,
AMP 625,2014/12/11,2014/12/13
EXE 925,2014/12/11,2015/1/17
RCE 384,2014/12/11,
DNL 339,2014/12/11,
HTG 735,2014/12/11,2015/1/29
PSW 323,2014/12/11,2014/12/14
RBE 935,2014/12/11,2014/12/19
LNL 698,2014/12/11,2014/12/23
CBP 429,2014/12/11,
DZS 257,2014/12/11,2015/1/22
MDN 278,2014/12/11,2015/1/23
PRG 714,2014/12/11,2014/12/22
KNC 267,2014/12/11,2014/12/17
NAW 389,2014/12/11,2014/12/17
SNB 831,2014/12/11,2015/1/9
DVV 677,2014/12/11,2014/12/16
TXT 967,2014/12/11,2014/12/22
AXR 796,2014/12/11,2015/1/29
MNB 434,2014/12/11,2015/1/8
ZTZ 885,2014/12/11,2015/1/29
YCM 932,2014/12/11,2014/12/13
HFV 349,2014/12/11,2014/12/31
WDB 177,2014/12/11,2014/12/31
HHA 874,2014/12/11,2015/1/27
YVT 811,2014/12/11,2014/12/30
MBB 163,2014/12/11,
HJA 758,2014/12/11,2014/12/18
SDP 922,2014/12/11,2014/12/22
GHK 626,2014/12/11,2015/1/7
VSN 664,2014/12/11,
HZM 443,2014/12/11,
RMD 845,2014/12/11,2014/12/21
WBV 384,2014/12/11,2015/1/25
WEY 835,2014/12/11,2015/1/12
JMN 268,2014/12/11,
HJY 647,2014/12/11,2014/12/28
MFV 565,2014/12/11,2014/12/23
BTN 242,2014/12/11,
XVL 991,2014/12/11,
LTX 453,2014/12/11,
XRG 172,2014/12/11,2015/1/19
GRC 935,2014/12/11,
RVT 625,2014/12/11,2014/12/28
MVA 868,2014/12/11,2015/1/1
HKG 797,2014/12/11,2014/12/31
APP 388,2014/12/11,2015/1/17
ATT 758,2014/12/11,2015/1/27
GVM 919,2014/12/11,2014/12/21
EJN 829,2014/12/11,2014/12/22
JAP 681,2014/12/11,2015/1/10
ABV 917,2014/12/11,2014/12/23
LWJ 225,2014/12/11,
JCB 529,2014/12/11,
MVG 524,2014/12/11,2015/1/8
DTX 123,2014/12/11,2015/1/2
CAJ 461,2014/12/11,2015/1/22
JME 791,2014/12/11,
FTJ 347,2014/12/11,
GDZ 466,2014/12/11,
RNJ 254,2014/12/11,2015/1/2
YJC 628,2014/12/11,
ETV 492,2014/12/11,2014/12/14
RGB 415,2014/12/11,2014/12/29
RCB 474,2014/12/11,2015/1/10
GYH 167,2014/12/11,2015/1/24
YXD 885,2014/12/11,2014/12/17
MBM 341,2014/12/11,2014/12/27
ZHZ 178,2014/12/11,2014/12/30
DZC 189,2014/12/11,2015/1/15
JPL 336,2014/12/11,
ZPX 684,2014/12/11,2015/1/2
NXB 378,2014/12/11,
LJR 842,2014/12/11,2015/1/9
HNW 752,2014/12/11,2014/12/18
JWB 297,2014/12/11,2015/1/26
MXK 994,2014/12/11,2014/12/21
ZJT 991,2014/12/11,2015/1/21
AJG 357,2014/12/11,2015/1/15
TRX 975,2014/12/11,2014/12/18
KWG 576,2014/12/11,2015/1/10
JGV 243,2014/12/11,2015/1/4
ZEC 656,2014/12/11,2014/12/24
DYF 353,2014/12/11,2015/1/20
FAL 184,2014/12/11,2014/12/20
THY 395,2014/12/11,2014/12/15
DPY 546,2014/12/11,2014/12/22
NLG 744,2014/12/11,
LHY 474,2014/12/11,2015/1/5
ASV 271,2014/12/11,2015/1/26
WTB 943,2014/12/11,2014/12/12
VSM 315,2014/12/11,2014/12/12
XXT 567,2014/12/11,2015/1/17
CGM 781,2014/12/11,2014/12/16
NRX 635,2014/12/11,2015/1/13
HFN 192,2014/12/11,2015/1/7
SJF 834,2014/12/11,
ZGV 174,2014/12/11,2015/1/22
NZT 464,2014/12/11,2014/12/18
ENE 427,2014/12/11,2015/1/23
TZZ 483,2014/12/11,
STR 976,2014/12/11,2015/1/2
KXL 952,2014/12/11,2015/1/29
EWN 726,2014/12/11,2015/1/29
KXH 844,2014/12/11,2015/1/25
SNS 872,2014/12/11,2015/1/15
CEY 329,2014/12/11,2015/1/2
ZRE 975,2014/12/11,
THN 837,2014/12/11,
YEF 942,2014/12/11,
DYP 967,2014/12/11,2014/12/14
KSV 729,2014/12/11,
LRB 469,2014/12/11,2014/12/31
NYG 176,2014/12/11,2014/12/20
BDV 892,2014/12/11,
GBH 589,2014/12/11,2015/1/20
RBJ 712,2014/12/11,2014/12/31
MDH 741,2014/12/11,2015/1/18
MZP 128,2014/12/11,2014/12/21
FBB 669,2014/12/11,2015/1/8
CHJ 624,2014/12/11,2015/1/18
TNF 787,2014/12/11,2015/1/10
GLZ 948,2014/12/11,2015/1/21
XAM 928,2014/12/11,2015/1/14
PTN 172,2014/12/11,
ESF 655,2014/12/11,2015/1/9
LWF 197,2014/12/11,2014/12/23
LMT 298,2014/12/11,2015/1/17
XRD 115,2014/12/11,
TXS 652,2014/12/11,2014/12/28
KYM 366,2014/12/11,2015/1/14
LFP 246,2014/12/11,2014/12/22
YHT 835,2014/12/11,2015/1/3
FCJ 196,2014/12/11,2015/1/20
DGS 935,2014/12/11,2014/12/28
ZEN 894,2014/12/11,
RGS 255,2014/12/11,2014/12/17
LPA 426,2014/12/11,2015/1/27
KGZ 193,2014/12/11,2014/12/18
ZKX 196,2014/12/11,2015/1/29
JFJ 786,2014/12/11,2015/1/20
DVL 649,2014/12/11,2014/12/16
FRK 656,2014/12/11,2014/12/23
DFF 161,2014/12/11,2015/1/26
PEA 933,2014/12/11,2014/12/13
MGY 185,2014/12/11,
HNW 324,2014/12/11,2014/12/29
AAN 647,2014/12/11,
WPA 282,2014/12/11,2014/12/13
PPC 272,2014/12/11,2015/1/7
DES 136,2014/12/11,2015/1/12
WFY 374,2014/12/11,2015/1/3
FWF 258,2014/12/11,
MWS 633,2014/12/11,2014/12/16
LYL 211,2014/12/11,2015/1/24
ZVH 638,2014/12/11,
CJX 894,2014/12/11,2014/12/20
AMM 491,2014/12/11,2015/1/29
CBT 893,2014/12/11,2015/1/12
YZF 755,2014/12/11,2015/1/26
NML 933,2014/12/11,
SDC 655,2014/12/11,2014/12/27
VTL 215,2014/12/11,2014/12/23
SRX 925,2014/12/11,2015/1/20
NWV 461,2014/12/11,2014/12/25
CRB 721,2014/12/11,2015/1/17
RHX 718,2014/12/11,
FRD 741,2014/12/11,2015/1/29
HPZ 679,2014/12/11,2014/12/25
KRA 445,2014/12/11,2015/1/9
XLF 761,2014/12/11,2015/1/2
ETD 996,2014/12/11,
RWK 621,2014/12/11,2015/1/16
BDH 472,2014/12/11,2015/1/13
BNV 883,2014/12/11,2015/1/8
DDK 984,2014/12/11,2015/1/19
DZT 519,2014/12/11,2015/1/5
TMS 571,2014/12/11,
BJW 486,2014/12/11,2014/12/21
GCK 977,2014/12/11,2015/1/27
JMF 752,2014/12/11,
BZC 351,2014/12/11,
CKX 454,2014/12/11,2015/1/28
VHF 955,2014/12/11,2014/12/17
NAB 283,2014/12/11,2015/1/6
RTG 859,2014/12/11,
LHW 385,2014/12/11,2014/12/20
