Vehicle Registration,Date Stolen,Date Recovered
JEB 591,2016/3/24,2016/4/15
RBX 467,2016/3/24,
XAR 966,2016/3/24,2016/5/8
FRR 644,2016/3/24,2016/4/14
DYX 862,2016/3/24,2016/5/12
DBX 799,2016/3/24,2016/4/16
PBA 217,2016/3/24,2016/4/4
GGF 348,2016/3/24,2016/5/4
RME 687,2016/3/24,2016/4/21
BZT 573,2016/3/24,2016/5/3
EZB 343,2016/3/24,2016/4/7
SCN 397,2016/3/24,2016/4/4
ERA 478,2016/3/24,2016/5/8
MHC 197,2016/3/24,
MYB 576,2016/3/24,2016/5/4
FTZ 723,2016/3/24,2016/5/1
TJG 134,2016/3/24,2016/4/26
BDT 122,2016/3/24,
CMV 167,2016/3/24,2016/4/24
WRD 983,2016/3/24,2016/5/1
NTH 649,2016/3/24,
FSK 687,2016/3/24,
FYN 657,2016/3/24,2016/4/28
TRF 627,2016/3/24,2016/4/20
JLM 489,2016/3/24,
SRV 941,2016/3/24,
LDS 972,2016/3/24,2016/5/2
AHV 772,2016/3/24,2016/5/8
DPE 337,2016/3/24,2016/3/31
HHX 898,2016/3/24,2016/4/24
VED 116,2016/3/24,2016/3/29
SSJ 529,2016/3/24,2016/4/19
TFV 785,2016/3/24,2016/5/4
AKN 439,2016/3/24,2016/5/5
TCY 518,2016/3/24,2016/4/17
MZP 646,2016/3/24,2016/3/30
WHA 719,2016/3/24,2016/5/6
HKB 617,2016/3/24,2016/5/10
WDV 191,2016/3/24,2016/4/16
TGE 893,2016/3/24,2016/4/12
GDM 992,2016/3/24,2016/4/4
FPC 688,2016/3/24,2016/4/13
BYS 282,2016/3/24,2016/4/14
XCY 771,2016/3/24,
ASH 931,2016/3/24,2016/4/30
YZV 498,2016/3/24,2016/3/30
XLV 952,2016/3/24,
STA 825,2016/3/24,
FAP 155,2016/3/24,
DAF 931,2016/3/24,
ABW 234,2016/3/24,2016/4/21
EDF 519,2016/3/24,2016/4/18
WPC 921,2016/3/24,2016/4/9
ZTV 596,2016/3/24,2016/5/5
WZV 269,2016/3/24,2016/5/9
LVX 439,2016/3/24,2016/5/12
MWB 799,2016/3/24,2016/5/4
SKF 561,2016/3/24,2016/5/5
GNR 124,2016/3/24,2016/5/1
RGK 429,2016/3/24,
VNA 152,2016/3/24,2016/4/28
CWK 264,2016/3/24,2016/4/2
ZGC 639,2016/3/24,
BCB 655,2016/3/24,2016/5/5
FFS 117,2016/3/24,
XVY 396,2016/3/24,2016/4/6
CAK 885,2016/3/24,2016/4/27
LXA 411,2016/3/24,2016/4/9
ZPY 472,2016/3/24,2016/4/11
EXT 597,2016/3/24,2016/3/31
WWM 519,2016/3/24,2016/5/10
MWP 277,2016/3/24,2016/3/30
KFH 468,2016/3/24,2016/4/19
RER 982,2016/3/24,2016/5/6
TNM 258,2016/3/24,2016/4/26
SFX 853,2016/3/24,2016/4/17
TZB 748,2016/3/24,
GMX 841,2016/3/24,2016/5/8
ZYJ 229,2016/3/24,2016/4/4
NJR 497,2016/3/24,2016/4/16
SDD 812,2016/3/24,2016/4/6
SMY 198,2016/3/24,2016/4/24
HMW 683,2016/3/24,2016/4/10
TKD 125,2016/3/24,2016/3/26
BLB 282,2016/3/24,2016/4/7
RKL 692,2016/3/24,2016/4/29
TZA 588,2016/3/24,2016/4/19
VGB 792,2016/3/24,2016/5/2
LGZ 484,2016/3/24,2016/5/4
EZZ 487,2016/3/24,2016/5/5
SKG 246,2016/3/24,
ZRK 516,2016/3/24,2016/5/6
PFD 733,2016/3/24,2016/5/8
DWF 891,2016/3/24,
KMZ 696,2016/3/24,2016/5/1
