Vehicle Registration,Date Stolen,Date Recovered
BFR 555,2010/2/20,2010/2/28
PNV 694,2010/2/20,2010/2/22
SRB 765,2010/2/20,2010/3/26
WTV 365,2010/2/20,2010/3/21
SHX 547,2010/2/20,2010/4/3
GKF 158,2010/2/20,2010/3/25
HAX 546,2010/2/20,2010/3/25
NDR 779,2010/2/20,
ZXZ 655,2010/2/20,2010/3/1
VGK 236,2010/2/20,
BAY 671,2010/2/20,
RHZ 311,2010/2/20,2010/2/25
CDB 781,2010/2/20,2010/3/9
WXT 125,2010/2/20,2010/3/5
DPR 797,2010/2/20,2010/3/12
GWX 159,2010/2/20,2010/4/6
DBC 163,2010/2/20,2010/3/1
RCT 835,2010/2/20,2010/4/10
CBB 444,2010/2/20,2010/3/12
TDJ 123,2010/2/20,2010/3/6
ZAX 142,2010/2/20,2010/3/7
KSA 896,2010/2/20,2010/3/20
WRA 585,2010/2/20,2010/3/7
RSH 492,2010/2/20,2010/3/29
WXV 369,2010/2/20,2010/4/4
TEZ 745,2010/2/20,
NRD 538,2010/2/20,2010/2/22
SCJ 689,2010/2/20,2010/4/9
YPB 183,2010/2/20,2010/2/26
VBS 656,2010/2/20,
FEW 313,2010/2/20,
VGN 553,2010/2/20,2010/2/26
FST 854,2010/2/20,2010/3/9
MET 224,2010/2/20,
TFJ 617,2010/2/20,2010/3/3
LBF 576,2010/2/20,2010/3/11
YWK 786,2010/2/20,2010/3/25
WMT 859,2010/2/20,2010/4/5
FLT 385,2010/2/20,2010/4/1
LAH 428,2010/2/20,2010/3/22
WDF 393,2010/2/20,
PMT 594,2010/2/20,2010/3/3
DXF 282,2010/2/20,2010/3/26
AXG 833,2010/2/20,
XWA 376,2010/2/20,2010/3/11
ENR 473,2010/2/20,
VWF 364,2010/2/20,2010/2/20
LXG 114,2010/2/20,2010/4/6
TTP 249,2010/2/20,2010/3/31
LGA 344,2010/2/20,2010/3/22
JEA 495,2010/2/20,2010/3/13
WGW 833,2010/2/20,2010/4/9
RHP 164,2010/2/20,2010/3/24
AST 347,2010/2/20,
FNS 845,2010/2/20,2010/3/10
GCG 119,2010/2/20,
GFR 276,2010/2/20,2010/2/24
NDJ 372,2010/2/20,
BTM 762,2010/2/20,
YHT 515,2010/2/20,
KNZ 212,2010/2/20,2010/3/10
LTF 311,2010/2/20,
ADB 345,2010/2/20,
XLD 486,2010/2/20,2010/4/5
GHW 229,2010/2/20,2010/2/25
JWG 891,2010/2/20,2010/2/25
WNM 955,2010/2/20,2010/3/23
ZXF 599,2010/2/20,2010/4/5
WFZ 733,2010/2/20,
BDY 627,2010/2/20,2010/3/2
JHM 319,2010/2/20,2010/3/16
SXD 376,2010/2/20,2010/4/7
ZJZ 624,2010/2/20,2010/3/19
NMW 461,2010/2/20,2010/3/28
RLC 646,2010/2/20,2010/4/2
TEA 427,2010/2/20,2010/3/5
EMP 875,2010/2/20,
TAR 522,2010/2/20,2010/2/27
CYP 353,2010/2/20,2010/4/10
NCX 942,2010/2/20,2010/3/10
FHC 149,2010/2/20,
WCX 493,2010/2/20,2010/3/27
AHG 321,2010/2/20,2010/2/22
NGG 667,2010/2/20,2010/3/25
RXH 811,2010/2/20,2010/3/4
KMK 446,2010/2/20,2010/3/9
KGX 182,2010/2/20,2010/3/25
GEM 168,2010/2/20,
KFT 199,2010/2/20,2010/3/21
CBV 667,2010/2/20,2010/3/20
ZAE 486,2010/2/20,2010/3/30
ECM 862,2010/2/20,2010/3/21
BGX 283,2010/2/20,2010/3/7
SYX 831,2010/2/20,2010/3/24
PND 671,2010/2/20,2010/3/8
LFX 847,2010/2/20,2010/3/12
LFM 385,2010/2/20,2010/2/28
SRR 879,2010/2/20,
LYE 199,2010/2/20,2010/4/5
ZBP 644,2010/2/20,2010/2/27
MYG 154,2010/2/20,
JKY 945,2010/2/20,2010/2/22
BTJ 454,2010/2/20,2010/4/8
HMG 786,2010/2/20,2010/3/11
MSH 871,2010/2/20,
DBP 619,2010/2/20,2010/3/20
BCL 617,2010/2/20,
ZVT 111,2010/2/20,2010/3/8
ARL 723,2010/2/20,2010/4/2
DGF 574,2010/2/20,2010/3/16
ZTS 728,2010/2/20,2010/3/3
GEV 946,2010/2/20,
SWN 458,2010/2/20,2010/3/12
GMK 759,2010/2/20,2010/3/11
GGB 436,2010/2/20,
KRK 949,2010/2/20,2010/3/21
HCT 981,2010/2/20,
HXJ 645,2010/2/20,2010/3/10
VEP 156,2010/2/20,
EJZ 845,2010/2/20,2010/3/10
YWK 425,2010/2/20,
GYZ 431,2010/2/20,2010/3/30
FBC 335,2010/2/20,2010/2/21
FRS 422,2010/2/20,2010/3/26
MAP 611,2010/2/20,2010/2/28
JKV 664,2010/2/20,
PAM 442,2010/2/20,2010/2/23
VTB 574,2010/2/20,
FDY 252,2010/2/20,2010/4/4
YVX 874,2010/2/20,2010/2/20
VPW 264,2010/2/20,2010/3/16
YET 496,2010/2/20,2010/3/20
JTJ 556,2010/2/20,2010/3/25
DGK 632,2010/2/20,2010/3/30
TES 269,2010/2/20,2010/3/13
RMF 355,2010/2/20,2010/3/6
EXM 915,2010/2/20,
YKZ 499,2010/2/20,2010/2/27
KHP 794,2010/2/20,2010/3/11
GLX 944,2010/2/20,2010/4/8
ADH 478,2010/2/20,2010/3/8
VME 291,2010/2/20,2010/4/8
JLW 195,2010/2/20,2010/3/8
MBP 665,2010/2/20,2010/3/31
LHH 768,2010/2/20,2010/2/24
AJZ 423,2010/2/20,2010/3/15
NDN 958,2010/2/20,2010/3/28
WMW 627,2010/2/20,2010/3/22
TRR 672,2010/2/20,2010/2/26
JGB 569,2010/2/20,2010/3/24
NJA 598,2010/2/20,2010/2/20
PXY 195,2010/2/20,2010/3/11
TPP 568,2010/2/20,2010/3/19
AZM 372,2010/2/20,2010/4/6
XNA 872,2010/2/20,2010/3/14
RAB 821,2010/2/20,2010/3/23
XWT 932,2010/2/20,2010/3/26
WPK 947,2010/2/20,2010/4/4
ZBD 455,2010/2/20,2010/3/16
DTW 577,2010/2/20,2010/2/28
HPJ 949,2010/2/20,2010/3/19
XFA 275,2010/2/20,2010/3/17
DRX 293,2010/2/20,2010/3/13
HDV 632,2010/2/20,
LLP 749,2010/2/20,
MKL 254,2010/2/20,2010/4/5
FXJ 281,2010/2/20,
EAP 329,2010/2/20,2010/3/13
GXR 397,2010/2/20,2010/3/19
RWP 573,2010/2/20,2010/3/31
FDH 478,2010/2/20,2010/3/5
KMN 437,2010/2/20,2010/4/2
ATY 676,2010/2/20,2010/3/27
HDL 946,2010/2/20,2010/3/7
ERZ 161,2010/2/20,2010/4/10
PEW 422,2010/2/20,2010/4/5
ABK 132,2010/2/20,2010/3/3
KWB 643,2010/2/20,2010/4/10
EPD 778,2010/2/20,
TLA 583,2010/2/20,
FMZ 423,2010/2/20,
KJP 894,2010/2/20,2010/2/21
FAE 613,2010/2/20,2010/3/3
CJF 827,2010/2/20,
NWH 936,2010/2/20,2010/3/21
YBF 322,2010/2/20,2010/2/22
KRF 817,2010/2/20,
GTF 818,2010/2/20,2010/4/7
PLF 112,2010/2/20,2010/2/22
KGR 999,2010/2/20,
HXJ 551,2010/2/20,2010/2/20
SGP 648,2010/2/20,
DMS 789,2010/2/20,2010/3/6
PPH 812,2010/2/20,2010/2/22
SFK 245,2010/2/20,2010/3/4
LJJ 855,2010/2/20,2010/3/5
KMV 524,2010/2/20,2010/2/27
NBW 862,2010/2/20,2010/3/31
FEX 246,2010/2/20,2010/3/26
GCE 565,2010/2/20,
HSJ 546,2010/2/20,2010/3/2
BBP 464,2010/2/20,2010/4/7
PXN 362,2010/2/20,2010/3/5
WCD 127,2010/2/20,
HSL 973,2010/2/20,2010/2/24
AMA 314,2010/2/20,2010/2/25
EXX 795,2010/2/20,
KPS 352,2010/2/20,2010/3/3
FMA 899,2010/2/20,2010/3/18
VYG 129,2010/2/20,2010/3/29
ZFW 282,2010/2/20,2010/2/28
DFM 258,2010/2/20,2010/2/27
GPB 533,2010/2/20,2010/4/8
JLX 925,2010/2/20,2010/2/23
XFH 231,2010/2/20,
JDS 754,2010/2/20,
VLV 583,2010/2/20,2010/3/1
GRW 332,2010/2/20,2010/3/29
EBF 359,2010/2/20,2010/3/18
ZZC 253,2010/2/20,
PWE 675,2010/2/20,2010/3/22
ANX 623,2010/2/20,
KBL 426,2010/2/20,2010/3/20
ZMM 821,2010/2/20,
XWS 411,2010/2/20,2010/4/10
KPF 818,2010/2/20,2010/2/24
DYS 584,2010/2/20,
GHS 217,2010/2/20,2010/3/17
HWT 364,2010/2/20,2010/3/1
BWZ 547,2010/2/20,
KWS 237,2010/2/20,2010/3/3
YPC 648,2010/2/20,2010/3/23
CFM 317,2010/2/20,2010/2/22
TJJ 944,2010/2/20,2010/3/27
PPS 213,2010/2/20,2010/3/25
PFJ 935,2010/2/20,2010/4/7
EFJ 125,2010/2/20,2010/4/10
VZK 943,2010/2/20,2010/2/26
YMB 825,2010/2/20,2010/3/25
NXP 841,2010/2/20,2010/3/12
LDV 216,2010/2/20,
PBJ 187,2010/2/20,2010/3/4
CWB 852,2010/2/20,2010/2/25
NPM 391,2010/2/20,2010/3/6
NFK 259,2010/2/20,2010/3/18
CZE 116,2010/2/20,2010/4/5
RFT 596,2010/2/20,2010/3/27
BBN 412,2010/2/20,2010/2/26
TPL 631,2010/2/20,
GVR 591,2010/2/20,2010/3/23
SSP 747,2010/2/20,2010/3/29
MCC 441,2010/2/20,
XSH 523,2010/2/20,2010/3/17
GPF 293,2010/2/20,
LPS 455,2010/2/20,
XMC 296,2010/2/20,
NRP 372,2010/2/20,2010/3/30
EAJ 755,2010/2/20,2010/4/9
SBY 848,2010/2/20,2010/3/17
MGN 623,2010/2/20,2010/3/25
YBP 362,2010/2/20,2010/3/8
WGE 515,2010/2/20,2010/3/19
NVM 869,2010/2/20,2010/4/1
DES 462,2010/2/20,2010/3/6
HPV 496,2010/2/20,2010/3/27
TPZ 161,2010/2/20,
TFB 488,2010/2/20,
FWD 459,2010/2/20,2010/3/28
