Vehicle Registration,Date Stolen,Date Recovered
EEG 298,2017/4/5,2017/4/26
ZRB 124,2017/4/5,2017/4/8
XJH 295,2017/4/5,
ZZZ 929,2017/4/5,2017/4/8
MEH 125,2017/4/5,2017/5/1
YHF 219,2017/4/5,2017/4/15
RAT 354,2017/4/5,2017/5/10
BCD 985,2017/4/5,
NRM 919,2017/4/5,2017/4/11
WVF 639,2017/4/5,
VGG 128,2017/4/5,
LRA 145,2017/4/5,2017/5/11
CDN 443,2017/4/5,2017/5/6
XJL 721,2017/4/5,
ABE 522,2017/4/5,2017/5/21
SHK 491,2017/4/5,2017/4/5
BVM 247,2017/4/5,2017/5/9
RPE 833,2017/4/5,2017/4/7
GYA 332,2017/4/5,2017/4/18
EVS 193,2017/4/5,2017/5/9
HDP 462,2017/4/5,2017/5/8
JTW 692,2017/4/5,2017/4/28
GAB 117,2017/4/5,2017/5/23
MMY 696,2017/4/5,2017/5/4
XKK 267,2017/4/5,
FSY 646,2017/4/5,
HGV 836,2017/4/5,2017/5/13
EVW 131,2017/4/5,2017/4/22
DKS 573,2017/4/5,2017/5/13
EZV 374,2017/4/5,2017/4/29
KWG 787,2017/4/5,2017/4/13
RTZ 987,2017/4/5,2017/5/15
JDL 996,2017/4/5,
MER 385,2017/4/5,2017/5/19
GZR 476,2017/4/5,2017/5/21
GKW 938,2017/4/5,2017/5/10
DPY 696,2017/4/5,2017/5/19
MGD 619,2017/4/5,2017/4/25
XDP 814,2017/4/5,2017/4/27
FAR 584,2017/4/5,2017/5/10
LCC 353,2017/4/5,2017/5/19
CWX 553,2017/4/5,2017/4/22
APB 238,2017/4/5,2017/4/28
DEH 994,2017/4/5,
NLD 972,2017/4/5,2017/5/9
GXV 359,2017/4/5,2017/4/15
RFL 246,2017/4/5,2017/4/24
RJC 399,2017/4/5,2017/5/14
VVX 124,2017/4/5,2017/5/5
YKW 413,2017/4/5,
AJE 788,2017/4/5,
CLF 414,2017/4/5,2017/5/10
BBL 712,2017/4/5,2017/5/16
RPF 979,2017/4/5,2017/5/6
CXG 582,2017/4/5,2017/5/17
AXY 623,2017/4/5,2017/5/14
TNG 976,2017/4/5,2017/4/11
NZA 368,2017/4/5,
XWF 212,2017/4/5,2017/5/1
ENR 232,2017/4/5,2017/4/10
WSD 276,2017/4/5,2017/5/7
VLY 816,2017/4/5,
PVT 396,2017/4/5,2017/4/28
AHT 299,2017/4/5,2017/5/2
WPK 972,2017/4/5,2017/4/27
DSJ 637,2017/4/5,2017/5/19
GLN 547,2017/4/5,2017/4/27
FPD 484,2017/4/5,2017/5/6
YNZ 523,2017/4/5,2017/4/27
HMD 338,2017/4/5,2017/4/19
KDY 441,2017/4/5,
DFS 191,2017/4/5,2017/4/21
BNR 774,2017/4/5,2017/4/28
ACC 962,2017/4/5,2017/5/23
HWY 752,2017/4/5,2017/4/25
PXG 964,2017/4/5,2017/4/29
EKD 636,2017/4/5,
SYJ 391,2017/4/5,2017/4/27
FHV 226,2017/4/5,2017/4/14
DVC 825,2017/4/5,2017/4/21
PXS 213,2017/4/5,2017/4/10
FXB 682,2017/4/5,2017/5/21
KHR 363,2017/4/5,2017/4/9
FGL 457,2017/4/5,
PSS 143,2017/4/5,2017/5/22
FAY 356,2017/4/5,
WNK 881,2017/4/5,2017/4/11
VBY 787,2017/4/5,2017/4/21
AXZ 248,2017/4/5,
JTA 648,2017/4/5,2017/4/9
FKN 841,2017/4/5,2017/4/19
NKG 333,2017/4/5,2017/4/10
SKF 669,2017/4/5,2017/5/6
JFJ 216,2017/4/5,2017/5/19
ZGK 414,2017/4/5,2017/4/12
PKN 169,2017/4/5,
PLX 965,2017/4/5,2017/4/6
VNM 172,2017/4/5,
MHG 187,2017/4/5,2017/4/27
GHA 246,2017/4/5,2017/4/25
JGM 579,2017/4/5,2017/4/23
GBN 591,2017/4/5,2017/4/15
YNL 368,2017/4/5,2017/4/20
BPP 358,2017/4/5,
DBS 469,2017/4/5,2017/4/21
ZVS 729,2017/4/5,2017/4/21
CNF 822,2017/4/5,2017/5/18
