Vehicle Registration,Date Stolen,Date Recovered
YZT 373,2015/1/14,2015/1/26
TKL 455,2015/1/14,2015/2/26
VZB 731,2015/1/14,2015/1/21
EEB 697,2015/1/14,2015/2/11
KGM 336,2015/1/14,2015/2/3
GDA 419,2015/1/14,2015/2/15
XVR 896,2015/1/14,2015/1/15
VYC 527,2015/1/14,2015/2/23
WYX 296,2015/1/14,
NFL 217,2015/1/14,2015/2/21
NRR 217,2015/1/14,2015/2/14
FRL 458,2015/1/14,2015/2/12
HAN 215,2015/1/14,2015/2/4
KMF 619,2015/1/14,
DYY 517,2015/1/14,
GAX 329,2015/1/14,2015/2/14
SXV 126,2015/1/14,
EHS 559,2015/1/14,2015/2/21
YHE 691,2015/1/14,2015/2/10
BLW 161,2015/1/14,2015/1/24
XNZ 217,2015/1/14,2015/3/4
VWG 714,2015/1/14,2015/2/11
FMK 771,2015/1/14,2015/2/20
HDA 681,2015/1/14,
DFP 996,2015/1/14,2015/1/27
JSV 178,2015/1/14,2015/2/14
YMV 175,2015/1/14,2015/2/16
VHW 974,2015/1/14,2015/2/17
HEM 876,2015/1/14,2015/1/30
FEJ 137,2015/1/14,2015/2/27
MHS 335,2015/1/14,2015/2/4
NTD 673,2015/1/14,
ABT 648,2015/1/14,2015/2/27
EBV 516,2015/1/14,
LJK 464,2015/1/14,2015/2/3
TWE 147,2015/1/14,2015/3/4
PHB 293,2015/1/14,2015/1/20
KJC 369,2015/1/14,2015/2/13
CAD 382,2015/1/14,2015/2/3
RYV 568,2015/1/14,2015/2/27
BXX 755,2015/1/14,
GTX 232,2015/1/14,2015/1/23
EFX 457,2015/1/14,2015/1/15
YKL 156,2015/1/14,2015/1/16
MPD 718,2015/1/14,2015/2/5
VAA 232,2015/1/14,2015/2/1
SZF 495,2015/1/14,2015/3/4
XKW 192,2015/1/14,2015/2/13
SHS 614,2015/1/14,2015/2/21
VFN 569,2015/1/14,2015/1/20
BAG 546,2015/1/14,
PTX 614,2015/1/14,2015/2/16
KJK 957,2015/1/14,2015/2/4
EYP 795,2015/1/14,2015/2/20
GCA 991,2015/1/14,
TRA 352,2015/1/14,2015/1/28
NAA 352,2015/1/14,2015/1/24
PZG 418,2015/1/14,
ZYG 947,2015/1/14,2015/2/15
BJF 871,2015/1/14,
PED 955,2015/1/14,
YSH 978,2015/1/14,2015/3/4
NXH 684,2015/1/14,2015/1/17
HRE 294,2015/1/14,2015/2/11
EFV 872,2015/1/14,2015/2/15
LCA 647,2015/1/14,
JHG 872,2015/1/14,2015/1/25
CGN 834,2015/1/14,2015/1/26
DWT 512,2015/1/14,2015/1/24
FWC 745,2015/1/14,2015/2/7
BAT 617,2015/1/14,
ZNT 478,2015/1/14,
XLL 591,2015/1/14,2015/1/20
CYP 915,2015/1/14,2015/3/1
VXT 366,2015/1/14,2015/2/4
BTM 548,2015/1/14,2015/2/16
RZW 899,2015/1/14,2015/2/21
XML 228,2015/1/14,2015/3/1
PCN 829,2015/1/14,2015/2/10
BBK 266,2015/1/14,2015/2/28
FEF 171,2015/1/14,2015/2/17
CTJ 123,2015/1/14,2015/1/28
WBX 338,2015/1/14,2015/1/28
KPV 856,2015/1/14,2015/2/4
PEX 968,2015/1/14,2015/2/21
KSS 455,2015/1/14,2015/1/15
VEG 577,2015/1/14,2015/1/14
YMR 138,2015/1/14,2015/1/29
HDL 944,2015/1/14,
GHV 529,2015/1/14,2015/1/23
PAC 349,2015/1/14,2015/2/9
EMZ 127,2015/1/14,2015/1/28
KEA 491,2015/1/14,2015/2/3
PGE 485,2015/1/14,2015/1/24
HSL 379,2015/1/14,2015/1/20
PNV 845,2015/1/14,2015/2/26
AEC 988,2015/1/14,2015/3/3
PRS 172,2015/1/14,2015/1/16
GZV 531,2015/1/14,2015/2/27
BRT 435,2015/1/14,
JPH 743,2015/1/14,2015/1/19
TYP 131,2015/1/14,2015/2/16
MBN 474,2015/1/14,2015/1/30
GSX 315,2015/1/14,
RPR 184,2015/1/14,
XFS 358,2015/1/14,
ZFY 296,2015/1/14,2015/2/2
GJH 648,2015/1/14,
PMJ 646,2015/1/14,
RML 571,2015/1/14,2015/2/8
MWF 861,2015/1/14,2015/1/18
ERV 417,2015/1/14,
WMS 945,2015/1/14,2015/2/12
MVM 529,2015/1/14,2015/1/28
XXD 566,2015/1/14,2015/2/11
KKK 773,2015/1/14,2015/1/18
XLP 235,2015/1/14,2015/1/16
GWH 856,2015/1/14,2015/2/24
JMM 261,2015/1/14,2015/2/2
YDM 118,2015/1/14,
TNP 741,2015/1/14,2015/3/3
WEF 737,2015/1/14,2015/1/14
PDJ 389,2015/1/14,2015/2/2
CGF 211,2015/1/14,2015/2/27
ECB 912,2015/1/14,2015/2/28
NDH 486,2015/1/14,
DSJ 944,2015/1/14,2015/2/2
EWN 188,2015/1/14,2015/1/29
GVN 171,2015/1/14,2015/2/23
FCR 661,2015/1/14,2015/2/28
FAA 369,2015/1/14,2015/1/15
TFT 268,2015/1/14,2015/2/3
WNB 119,2015/1/14,
XYR 377,2015/1/14,
YCV 871,2015/1/14,2015/1/21
TVH 436,2015/1/14,2015/2/27
SXV 198,2015/1/14,2015/2/4
MYK 737,2015/1/14,2015/1/15
ANF 516,2015/1/14,2015/1/15
JSF 361,2015/1/14,2015/2/22
BFR 892,2015/1/14,
SMG 865,2015/1/14,
VHJ 744,2015/1/14,
WYP 362,2015/1/14,2015/2/16
DDP 112,2015/1/14,2015/1/15
GDV 533,2015/1/14,2015/1/26
SEL 371,2015/1/14,2015/2/23
XMA 161,2015/1/14,2015/2/5
WWP 489,2015/1/14,2015/1/14
HMK 368,2015/1/14,2015/2/22
RSM 474,2015/1/14,
HAE 529,2015/1/14,2015/1/27
TFR 568,2015/1/14,2015/1/18
EWY 266,2015/1/14,
TJJ 851,2015/1/14,2015/2/23
DMB 875,2015/1/14,2015/2/7
FDM 423,2015/1/14,2015/1/14
PVE 855,2015/1/14,2015/2/7
BDV 764,2015/1/14,2015/2/22
KEG 183,2015/1/14,2015/3/4
HPZ 516,2015/1/14,2015/2/26
JMF 789,2015/1/14,2015/3/2
AGT 677,2015/1/14,2015/2/18
HWY 919,2015/1/14,2015/1/16
VML 951,2015/1/14,2015/2/19
GHH 121,2015/1/14,2015/2/25
GRB 554,2015/1/14,2015/3/4
XCC 369,2015/1/14,2015/2/3
LYY 351,2015/1/14,
NFH 456,2015/1/14,2015/2/18
ZLS 485,2015/1/14,2015/2/23
MXA 495,2015/1/14,2015/2/26
YWP 225,2015/1/14,2015/1/14
NAY 316,2015/1/14,2015/1/21
JWF 221,2015/1/14,2015/2/14
CMW 617,2015/1/14,
JYK 615,2015/1/14,2015/1/19
