Vehicle Registration,Date Stolen,Date Recovered
ZTJ 634,2017/7/30,2017/8/13
AGJ 819,2017/7/30,2017/8/4
DDB 723,2017/7/30,2017/8/30
XFD 268,2017/7/30,2017/9/7
ALF 161,2017/7/30,
ECP 314,2017/7/30,2017/8/6
WFP 684,2017/7/30,2017/9/3
CKV 922,2017/7/30,2017/8/12
LMV 661,2017/7/30,
VAM 173,2017/7/30,2017/9/13
CSG 322,2017/7/30,2017/9/17
VPZ 234,2017/7/30,
XHV 565,2017/7/30,2017/9/10
ZLX 896,2017/7/30,2017/9/15
MGX 589,2017/7/30,2017/8/1
MFW 111,2017/7/30,2017/9/10
EME 454,2017/7/30,2017/9/12
WMH 732,2017/7/30,
PDS 953,2017/7/30,2017/8/7
GKA 478,2017/7/30,2017/9/2
PKR 456,2017/7/30,
JHR 463,2017/7/30,2017/8/5
NSK 949,2017/7/30,2017/9/17
HGA 146,2017/7/30,
WJC 853,2017/7/30,
XMN 268,2017/7/30,2017/8/13
GPT 947,2017/7/30,2017/8/27
KVB 262,2017/7/30,2017/9/7
LPM 323,2017/7/30,2017/9/13
AJA 848,2017/7/30,2017/8/10
ZBV 788,2017/7/30,
VJJ 725,2017/7/30,2017/8/22
SSR 131,2017/7/30,2017/9/6
SLZ 977,2017/7/30,2017/8/18
MME 541,2017/7/30,2017/8/1
YLK 892,2017/7/30,2017/8/3
YHC 622,2017/7/30,2017/8/12
GWA 397,2017/7/30,
ZVD 739,2017/7/30,2017/8/13
RBC 869,2017/7/30,2017/7/31
JLA 467,2017/7/30,2017/8/17
FFE 617,2017/7/30,2017/9/2
CHW 214,2017/7/30,2017/8/8
BLZ 225,2017/7/30,2017/8/16
VMY 479,2017/7/30,2017/8/24
KWK 177,2017/7/30,2017/8/31
JXR 318,2017/7/30,2017/8/22
GBG 272,2017/7/30,2017/8/9
XWV 583,2017/7/30,
WPS 291,2017/7/30,2017/8/11
WBT 381,2017/7/30,2017/8/12
BZD 674,2017/7/30,2017/8/22
PRE 892,2017/7/30,
HMK 523,2017/7/30,
VZG 759,2017/7/30,2017/9/17
NWK 829,2017/7/30,2017/8/21
CMP 394,2017/7/30,2017/8/19
YRX 368,2017/7/30,2017/9/7
YYV 717,2017/7/30,2017/9/6
RJG 173,2017/7/30,2017/9/17
BZH 667,2017/7/30,2017/8/13
NPT 817,2017/7/30,2017/8/5
BPX 227,2017/7/30,2017/8/16
TZR 513,2017/7/30,2017/9/16
RMD 742,2017/7/30,2017/8/8
RHD 599,2017/7/30,2017/8/25
FMA 148,2017/7/30,2017/8/10
PZX 618,2017/7/30,2017/8/17
RCC 665,2017/7/30,2017/8/17
KRM 868,2017/7/30,2017/8/17
KTF 639,2017/7/30,2017/8/13
FWB 435,2017/7/30,2017/8/6
ZYW 989,2017/7/30,2017/8/16
CCP 734,2017/7/30,2017/9/5
PCE 458,2017/7/30,2017/9/13
VFG 749,2017/7/30,2017/8/30
MRW 615,2017/7/30,2017/9/13
JKK 236,2017/7/30,2017/8/25
CGW 248,2017/7/30,
ABC 666,2017/7/30,2017/8/20
LTD 661,2017/7/30,
ESY 147,2017/7/30,
TLR 115,2017/7/30,2017/8/25
HSR 943,2017/7/30,2017/9/10
AFS 548,2017/7/30,
NSZ 782,2017/7/30,2017/9/6
PYW 294,2017/7/30,2017/8/4
ELG 848,2017/7/30,2017/9/6
WDC 219,2017/7/30,2017/9/6
EPM 458,2017/7/30,
